Gene,Confidence,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YDR375C,14.1292,1,0,0,8,20,3812,260,0.931707317,0.285714286,0.029850746,0.005219207,0.994780793
YKL138C,14.0942,0,1,0,8,21,3811,260,0.931463415,0.275862069,0.029850746,0.005480167,0.994519833
YNL121C,14.0795,1,0,0,9,21,3811,259,0.931707317,0.3,0.03358209,0.005480167,0.994519833
YBL107C,14.0283,0,1,0,9,22,3810,259,0.931463415,0.290322581,0.03358209,0.005741127,0.994258873
YDR237W,13.9786,0,1,0,9,23,3809,259,0.931219512,0.28125,0.03358209,0.006002088,0.993997912
YJR101W,13.9082,0,1,0,9,24,3808,259,0.93097561,0.272727273,0.03358209,0.006263048,0.993736952
YDR286C,13.8984,0,0,1,9,24,3808,259,0.93097561,0.272727273,0.03358209,0.006263048,0.993736952
YGL236C,13.8591,0,1,0,9,25,3807,259,0.930731707,0.264705882,0.03358209,0.006524008,0.993475992
YOR158W,13.859,0,1,0,9,26,3806,259,0.930487805,0.257142857,0.03358209,0.006784969,0.993215031
YOL033W,13.8494,0,1,0,9,27,3805,259,0.930243902,0.25,0.03358209,0.007045929,0.992954071
YJL063C,13.8058,0,1,0,9,28,3804,259,0.93,0.243243243,0.03358209,0.007306889,0.992693111
YKR006C,13.7756,0,1,0,9,29,3803,259,0.929756098,0.236842105,0.03358209,0.00756785,0.99243215
YPL173W,13.7582,0,1,0,9,30,3802,259,0.929512195,0.230769231,0.03358209,0.00782881,0.99217119
YPL104W,13.674,0,1,0,9,31,3801,259,0.929268293,0.225,0.03358209,0.00808977,0.99191023
YNL284C,13.6753,0,1,0,9,32,3800,259,0.92902439,0.219512195,0.03358209,0.008350731,0.991649269
YJR122W,13.6747,0,0,1,9,32,3800,259,0.92902439,0.219512195,0.03358209,0.008350731,0.991649269
YPL118W,13.6683,0,1,0,9,33,3799,259,0.928780488,0.214285714,0.03358209,0.008611691,0.991388309
YLR239C,13.6012,0,1,0,9,34,3798,259,0.928536585,0.209302326,0.03358209,0.008872651,0.991127349
YDR322W,13.5739,1,0,0,10,34,3798,258,0.928780488,0.227272727,0.037313433,0.008872651,0.991127349
YJL096W,13.5305,0,1,0,10,35,3797,258,0.928536585,0.222222222,0.037313433,0.009133612,0.990866388
YBR251W,13.4707,0,1,0,10,36,3796,258,0.928292683,0.217391304,0.037313433,0.009394572,0.990605428
YDL178W,13.4461,0,1,0,10,37,3795,258,0.92804878,0.212765957,0.037313433,0.009655532,0.990344468
YHR147C,13.4791,0,1,0,10,38,3794,258,0.927804878,0.208333333,0.037313433,0.009916493,0.990083507
YNL005C,13.4253,1,0,0,11,38,3794,257,0.92804878,0.224489796,0.041044776,0.009916493,0.990083507
YGR084C,13.3706,0,1,0,11,39,3793,257,0.927804878,0.22,0.041044776,0.010177453,0.989822547
YOR187W,13.3291,0,1,0,11,40,3792,257,0.927560976,0.215686275,0.041044776,0.010438413,0.989561587
YAL046C,13.3134,0,0,1,11,40,3792,257,0.927560976,0.215686275,0.041044776,0.010438413,0.989561587
YBR268W,13.2155,0,1,0,11,41,3791,257,0.927317073,0.211538462,0.041044776,0.010699374,0.989300626
YBR282W,13.2146,0,1,0,11,42,3790,257,0.927073171,0.20754717,0.041044776,0.010960334,0.989039666
YDR116C,13.1873,0,1,0,11,43,3789,257,0.926829268,0.203703704,0.041044776,0.011221294,0.988778706
YPL099C,13.1772,1,0,0,12,43,3789,256,0.927073171,0.218181818,0.044776119,0.011221294,0.988778706
YHR059W,13.1761,0,1,0,12,44,3788,256,0.926829268,0.214285714,0.044776119,0.011482255,0.988517745
YHL004W,13.1513,0,1,0,12,45,3787,256,0.926585366,0.210526316,0.044776119,0.011743215,0.988256785
YNL177C,13.1496,0,1,0,12,46,3786,256,0.926341463,0.206896552,0.044776119,0.012004175,0.987995825
YLR439W,13.1243,0,1,0,12,47,3785,256,0.926097561,0.203389831,0.044776119,0.012265136,0.987734864
YGR132C,13.0879,1,0,0,13,47,3785,255,0.926341463,0.216666667,0.048507463,0.012265136,0.987734864
YJL104W,13.0382,1,0,0,14,47,3785,254,0.926585366,0.229508197,0.052238806,0.012265136,0.987734864
YJR045C,12.9952,1,0,0,15,47,3785,253,0.926829268,0.241935484,0.055970149,0.012265136,0.987734864
YGL068W,12.9922,0,1,0,15,48,3784,253,0.926585366,0.238095238,0.055970149,0.012526096,0.987473904
YDL202W,12.9565,0,1,0,15,49,3783,253,0.926341463,0.234375,0.055970149,0.012787056,0.987212944
YMR282C,12.9476,0,1,0,15,50,3782,253,0.926097561,0.230769231,0.055970149,0.013048017,0.986951983
YMR267W,12.9433,0,1,0,15,51,3781,253,0.925853659,0.227272727,0.055970149,0.013308977,0.986691023
YBR146W,12.9311,0,1,0,15,52,3780,253,0.925609756,0.223880597,0.055970149,0.013569937,0.986430063
YPL097W,12.9283,0,1,0,15,53,3779,253,0.925365854,0.220588235,0.055970149,0.013830898,0.986169102
YNL252C,12.8447,0,1,0,15,54,3778,253,0.925121951,0.217391304,0.055970149,0.014091858,0.985908142
YMR193W,12.8239,0,1,0,15,55,3777,253,0.924878049,0.214285714,0.055970149,0.014352818,0.985647182
YPL072W,12.8209,0,1,0,15,56,3776,253,0.924634146,0.211267606,0.055970149,0.014613779,0.985386221
YGL143C,12.7815,0,1,0,15,57,3775,253,0.924390244,0.208333333,0.055970149,0.014874739,0.985125261
YNR022C,12.7585,0,1,0,15,58,3774,253,0.924146341,0.205479452,0.055970149,0.015135699,0.984864301
YPR047W,12.7397,0,1,0,15,59,3773,253,0.923902439,0.202702703,0.055970149,0.01539666,0.98460334
YCR003W,12.7351,0,1,0,15,60,3772,253,0.923658537,0.2,0.055970149,0.01565762,0.98434238
YOR232W,12.7326,1,0,0,16,60,3772,252,0.923902439,0.210526316,0.059701493,0.01565762,0.98434238
YER058W,12.6916,1,0,0,17,60,3772,251,0.924146341,0.220779221,0.063432836,0.01565762,0.98434238
YDR337W,12.679,0,1,0,17,61,3771,251,0.923902439,0.217948718,0.063432836,0.01591858,0.98408142
YMR188C,12.6644,0,1,0,17,62,3770,251,0.923658537,0.215189873,0.063432836,0.016179541,0.983820459
YKL194C,12.6461,0,1,0,17,63,3769,251,0.923414634,0.2125,0.063432836,0.016440501,0.983559499
YNL073W,12.6393,0,1,0,17,64,3768,251,0.923170732,0.209876543,0.063432836,0.016701461,0.983298539
YGR171C,12.6234,0,1,0,17,65,3767,251,0.922926829,0.207317073,0.063432836,0.016962422,0.983037578
YOR286W,12.6209,0,0,1,17,65,3767,251,0.922926829,0.207317073,0.063432836,0.016962422,0.983037578
YDR175C,12.6147,0,1,0,17,66,3766,251,0.922682927,0.204819277,0.063432836,0.017223382,0.982776618
YFR011C,12.5673,1,0,0,18,66,3766,250,0.922926829,0.214285714,0.067164179,0.017223382,0.982776618
YBR185C,12.5154,1,0,0,19,66,3766,249,0.923170732,0.223529412,0.070895522,0.017223382,0.982776618
YMR158W,12.4846,0,1,0,19,67,3765,249,0.922926829,0.220930233,0.070895522,0.017484342,0.982515658
YKL087C,12.4776,0,1,0,19,68,3764,249,0.922682927,0.218390805,0.070895522,0.017745303,0.982254697
YGL220W,12.4664,0,1,0,19,69,3763,249,0.922439024,0.215909091,0.070895522,0.018006263,0.981993737
YDR494W,12.4129,0,1,0,19,70,3762,249,0.922195122,0.213483146,0.070895522,0.018267223,0.981732777
YGL129C,12.3988,0,1,0,19,71,3761,249,0.92195122,0.211111111,0.070895522,0.018528184,0.981471816
YPL215W,12.2393,1,0,0,20,71,3761,248,0.922195122,0.21978022,0.074626866,0.018528184,0.981471816
YPL098C,12.21,1,0,0,21,71,3761,247,0.922439024,0.22826087,0.078358209,0.018528184,0.981471816
YIL157C,12.1693,1,0,0,22,71,3761,246,0.922682927,0.23655914,0.082089552,0.018528184,0.981471816
YNL185C,12.1624,0,1,0,22,72,3760,246,0.922439024,0.234042553,0.082089552,0.018789144,0.981210856
YNL122C,12.155,0,1,0,22,73,3759,246,0.922195122,0.231578947,0.082089552,0.019050104,0.980949896
YGR021W,12.141,0,0,1,22,73,3759,246,0.922195122,0.231578947,0.082089552,0.019050104,0.980949896
YDL107W,12.1182,1,0,0,23,73,3759,245,0.922439024,0.239583333,0.085820896,0.019050104,0.980949896
YKL170W,12.1003,0,1,0,23,74,3758,245,0.922195122,0.237113402,0.085820896,0.019311065,0.980688935
YGR215W,12.0884,0,1,0,23,75,3757,245,0.92195122,0.234693878,0.085820896,0.019572025,0.980427975
YOR045W,12.0812,1,0,0,24,75,3757,244,0.922195122,0.242424242,0.089552239,0.019572025,0.980427975
YDR347W,12.0732,0,1,0,24,76,3756,244,0.92195122,0.24,0.089552239,0.019832985,0.980167015
YNL081C,12.0654,0,1,0,24,77,3755,244,0.921707317,0.237623762,0.089552239,0.020093946,0.979906054
YPL029W,12.0529,1,0,0,25,77,3755,243,0.92195122,0.245098039,0.093283582,0.020093946,0.979906054
YPR100W,12.0183,1,0,0,26,77,3755,242,0.922195122,0.252427184,0.097014925,0.020093946,0.979906054
YNL131W,11.9825,1,0,0,27,77,3755,241,0.922439024,0.259615385,0.100746269,0.020093946,0.979906054
YDR115W,11.9351,0,1,0,27,78,3754,241,0.922195122,0.257142857,0.100746269,0.020354906,0.979645094
YHR116W,11.9313,1,0,0,28,78,3754,240,0.922439024,0.264150943,0.104477612,0.020354906,0.979645094
YOR150W,11.8822,0,1,0,28,79,3753,240,0.922195122,0.261682243,0.104477612,0.020615866,0.979384134
YDR296W,11.8794,1,0,0,29,79,3753,239,0.922439024,0.268518519,0.108208955,0.020615866,0.979384134
YDR197W,11.8636,0,1,0,29,80,3752,239,0.922195122,0.266055046,0.108208955,0.020876827,0.979123173
YBL090W,11.844,0,1,0,29,81,3751,239,0.92195122,0.263636364,0.108208955,0.021137787,0.978862213
YGR165W,11.7825,0,1,0,29,82,3750,239,0.921707317,0.261261261,0.108208955,0.021398747,0.978601253
YCR071C,11.7711,0,1,0,29,83,3749,239,0.921463415,0.258928571,0.108208955,0.021659708,0.978340292
YGR231C,11.7667,1,0,0,30,83,3749,238,0.921707317,0.265486726,0.111940299,0.021659708,0.978340292
YDR041W,11.7441,0,1,0,30,84,3748,238,0.921463415,0.263157895,0.111940299,0.021920668,0.978079332
YJR034W,11.6811,1,0,0,31,84,3748,237,0.921707317,0.269565217,0.115671642,0.021920668,0.978079332
YIL070C,11.6269,0,1,0,31,85,3747,237,0.921463415,0.267241379,0.115671642,0.022181628,0.977818372
YIL098C,11.6201,1,0,0,32,85,3747,236,0.921707317,0.273504274,0.119402985,0.022181628,0.977818372
YJL180C,11.5785,1,0,0,33,85,3747,235,0.92195122,0.279661017,0.123134328,0.022181628,0.977818372
YLR168C,11.5606,1,0,0,34,85,3747,234,0.922195122,0.285714286,0.126865672,0.022181628,0.977818372
YHR011W,11.558,0,1,0,34,86,3746,234,0.92195122,0.283333333,0.126865672,0.022442589,0.977557411
YDR079W,11.5519,1,0,0,35,86,3746,233,0.922195122,0.289256198,0.130597015,0.022442589,0.977557411
YBR262C,11.5481,1,0,0,36,86,3746,232,0.922439024,0.295081967,0.134328358,0.022442589,0.977557411
YPL059W,11.5271,0,1,0,36,87,3745,232,0.922195122,0.292682927,0.134328358,0.022703549,0.977296451
YGR147C,11.5086,0,0,1,36,87,3745,232,0.922195122,0.292682927,0.134328358,0.022703549,0.977296451
YNL213C,11.4626,1,0,0,37,87,3745,231,0.922439024,0.298387097,0.138059701,0.022703549,0.977296451
YPR166C,11.451,0,1,0,37,88,3744,231,0.922195122,0.296,0.138059701,0.022964509,0.977035491
YOR356W,11.4164,0,1,0,37,89,3743,231,0.92195122,0.293650794,0.138059701,0.02322547,0.97677453
YMR286W,11.4151,0,1,0,37,90,3742,231,0.921707317,0.291338583,0.138059701,0.02348643,0.97651357
YML050W,11.3968,0,1,0,37,91,3741,231,0.921463415,0.2890625,0.138059701,0.02374739,0.97625261
YLR038C,11.3958,1,0,0,38,91,3741,230,0.921707317,0.294573643,0.141791045,0.02374739,0.97625261
YNL306W,11.3397,0,1,0,38,92,3740,230,0.921463415,0.292307692,0.141791045,0.024008351,0.975991649
YDR493W,11.3362,1,0,0,39,92,3740,229,0.921707317,0.297709924,0.145522388,0.024008351,0.975991649
YBL059W,11.3359,0,1,0,39,93,3739,229,0.921463415,0.295454545,0.145522388,0.024269311,0.975730689
YPR020W,11.3032,1,0,0,40,93,3739,228,0.921707317,0.30075188,0.149253731,0.024269311,0.975730689
YJR113C,11.287,0,1,0,40,94,3738,228,0.921463415,0.298507463,0.149253731,0.024530271,0.975469729
YNL051W,11.2568,0,1,0,40,95,3737,228,0.921219512,0.296296296,0.149253731,0.024791232,0.975208768
YGR062C,11.236,1,0,0,41,95,3737,227,0.921463415,0.301470588,0.152985075,0.024791232,0.975208768
YPL013C,11.2324,0,1,0,41,96,3736,227,0.921219512,0.299270073,0.152985075,0.025052192,0.974947808
YCR046C,11.1862,0,1,0,41,97,3735,227,0.92097561,0.297101449,0.152985075,0.025313152,0.974686848
YNL070W,11.1489,1,0,0,42,97,3735,226,0.921219512,0.302158273,0.156716418,0.025313152,0.974686848
YDR405W,11.0938,0,1,0,42,98,3734,226,0.92097561,0.3,0.156716418,0.025574113,0.974425887
YHR038W,11.0007,0,1,0,42,99,3733,226,0.920731707,0.29787234,0.156716418,0.025835073,0.974164927
YIL004C,10.9615,0,1,0,42,100,3732,226,0.920487805,0.295774648,0.156716418,0.026096033,0.973903967
YNR040W,10.9411,1,0,0,43,100,3732,225,0.920731707,0.300699301,0.160447761,0.026096033,0.973903967
YNL044W,10.9359,0,1,0,43,101,3731,225,0.920487805,0.298611111,0.160447761,0.026356994,0.973643006
YBR122C,10.9175,0,1,0,43,102,3730,225,0.920243902,0.296551724,0.160447761,0.026617954,0.973382046
YER182W,10.9092,0,1,0,43,103,3729,225,0.92,0.294520548,0.160447761,0.026878914,0.973121086
YJR102C,10.8593,0,1,0,43,104,3728,225,0.919756098,0.292517007,0.160447761,0.027139875,0.972860125
YPR067W,10.8406,0,1,0,43,105,3727,225,0.919512195,0.290540541,0.160447761,0.027400835,0.972599165
YDR511W,10.8402,1,0,0,44,105,3727,224,0.919756098,0.295302013,0.164179104,0.027400835,0.972599165
YDR393W,10.7837,1,0,0,45,105,3727,223,0.92,0.3,0.167910448,0.027400835,0.972599165
YLR390W,10.7805,0,1,0,45,106,3726,223,0.919756098,0.298013245,0.167910448,0.027661795,0.972338205
YBL038W,10.7773,0,1,0,45,107,3725,223,0.919512195,0.296052632,0.167910448,0.027922756,0.972077244
YGR181W,10.7692,1,0,0,46,107,3725,222,0.919756098,0.300653595,0.171641791,0.027922756,0.972077244
YDR224C,10.7604,0,1,0,46,108,3724,222,0.919512195,0.298701299,0.171641791,0.028183716,0.971816284
YDR462W,10.6831,0,1,0,46,109,3723,222,0.919268293,0.296774194,0.171641791,0.028444676,0.971555324
YKL058W,10.6704,0,1,0,46,110,3722,222,0.91902439,0.294871795,0.171641791,0.028705637,0.971294363
YPL078C,10.6685,0,1,0,46,111,3721,222,0.918780488,0.292993631,0.171641791,0.028966597,0.971033403
YER030W,10.6638,0,1,0,46,112,3720,222,0.918536585,0.291139241,0.171641791,0.029227557,0.970772443
YOR020C,10.6632,1,0,0,47,112,3720,221,0.918780488,0.295597484,0.175373134,0.029227557,0.970772443
YGR076C,10.6326,0,1,0,47,113,3719,221,0.918536585,0.29375,0.175373134,0.029488518,0.970511482
YNL100W,10.5913,1,0,0,48,113,3719,220,0.918780488,0.298136646,0.179104478,0.029488518,0.970511482
YDR367W,10.546,0,1,0,48,114,3718,220,0.918536585,0.296296296,0.179104478,0.029749478,0.970250522
YER012W,10.5165,0,1,0,48,115,3717,220,0.918292683,0.294478528,0.179104478,0.030010438,0.969989562
YLR382C,10.4751,0,1,0,48,116,3716,220,0.91804878,0.292682927,0.179104478,0.030271399,0.969728601
YGR037C,10.4533,0,1,0,48,117,3715,220,0.917804878,0.290909091,0.179104478,0.030532359,0.969467641
YML025C,10.4038,0,1,0,48,118,3714,220,0.917560976,0.289156627,0.179104478,0.030793319,0.969206681
YML009C,10.3916,0,1,0,48,119,3713,220,0.917317073,0.28742515,0.179104478,0.03105428,0.96894572
YML129C,10.3848,1,0,0,49,119,3713,219,0.917560976,0.291666667,0.182835821,0.03105428,0.96894572
YNR020C,10.3621,1,0,0,50,119,3713,218,0.917804878,0.295857988,0.186567164,0.03105428,0.96894572
YBR014C,10.3416,0,1,0,50,120,3712,218,0.917560976,0.294117647,0.186567164,0.03131524,0.96868476
YGL040C,10.3299,0,1,0,50,121,3711,218,0.917317073,0.292397661,0.186567164,0.0315762,0.9684238
YER071C,10.2964,0,1,0,50,122,3710,218,0.917073171,0.290697674,0.186567164,0.031837161,0.968162839
YBR120C,10.2916,1,0,0,51,122,3710,217,0.917317073,0.294797688,0.190298507,0.031837161,0.968162839
YLR008C,10.258,1,0,0,52,122,3710,216,0.917560976,0.298850575,0.194029851,0.031837161,0.968162839
YER050C,10.2274,0,1,0,52,123,3709,216,0.917317073,0.297142857,0.194029851,0.032098121,0.967901879
YGR169C,10.2142,0,1,0,52,124,3708,216,0.917073171,0.295454545,0.194029851,0.032359081,0.967640919
YMR228W,10.213,0,1,0,52,125,3707,216,0.916829268,0.293785311,0.194029851,0.032620042,0.967379958
YBR044C,10.2061,1,0,0,53,125,3707,215,0.917073171,0.297752809,0.197761194,0.032620042,0.967379958
YMR060C,10.1913,1,0,0,54,125,3707,214,0.917317073,0.301675978,0.201492537,0.032620042,0.967379958
YFL036W,10.1895,1,0,0,55,125,3707,213,0.917560976,0.305555556,0.205223881,0.032620042,0.967379958
YBR010W,10.1478,0,1,0,55,126,3706,213,0.917317073,0.303867403,0.205223881,0.032881002,0.967118998
YLR218C,10.1404,1,0,0,56,126,3706,212,0.917560976,0.307692308,0.208955224,0.032881002,0.967118998
YGL231C,10.0593,0,1,0,56,127,3705,212,0.917317073,0.306010929,0.208955224,0.033141962,0.966858038
YGL226W,10.0419,0,1,0,56,128,3704,212,0.917073171,0.304347826,0.208955224,0.033402923,0.966597077
YJR080C,10.0281,1,0,0,57,128,3704,211,0.917317073,0.308108108,0.212686567,0.033402923,0.966597077
YLR395C,9.99531,0,1,0,57,129,3703,211,0.917073171,0.306451613,0.212686567,0.033663883,0.966336117
YDR177W,9.98745,0,1,0,57,130,3702,211,0.916829268,0.304812834,0.212686567,0.033924843,0.966075157
YNR037C,9.97215,0,1,0,57,131,3701,211,0.916585366,0.303191489,0.212686567,0.034185804,0.965814196
YOR367W,9.93672,0,1,0,57,132,3700,211,0.916341463,0.301587302,0.212686567,0.034446764,0.965553236
YKL002W,9.83431,0,1,0,57,133,3699,211,0.916097561,0.3,0.212686567,0.034707724,0.965292276
YBR011C,9.75869,0,0,1,57,133,3699,211,0.916097561,0.3,0.212686567,0.034707724,0.965292276
YNL030W,9.73886,0,1,0,57,134,3698,211,0.915853659,0.298429319,0.212686567,0.034968685,0.965031315
YLR295C,9.72865,1,0,0,58,134,3698,210,0.916097561,0.302083333,0.21641791,0.034968685,0.965031315
YJL001W,9.71426,0,1,0,58,135,3697,210,0.915853659,0.300518135,0.21641791,0.035229645,0.964770355
YBL026W,9.64007,0,1,0,58,136,3696,210,0.915609756,0.298969072,0.21641791,0.035490605,0.964509395
YLR203C,9.62895,1,0,0,59,136,3696,209,0.915853659,0.302564103,0.220149254,0.035490605,0.964509395
YFR033C,9.58728,0,1,0,59,137,3695,209,0.915609756,0.301020408,0.220149254,0.035751566,0.964248434
YKL137W,9.58022,1,0,0,60,137,3695,208,0.915853659,0.304568528,0.223880597,0.035751566,0.964248434
YNL214W,9.57249,0,1,0,60,138,3694,208,0.915609756,0.303030303,0.223880597,0.036012526,0.963987474
YOR265W,9.568,0,1,0,60,139,3693,208,0.915365854,0.301507538,0.223880597,0.036273486,0.963726514
YMR099C,9.55743,0,1,0,60,140,3692,208,0.915121951,0.3,0.223880597,0.036534447,0.963465553
YOL096C,9.50044,0,1,0,60,141,3691,208,0.914878049,0.298507463,0.223880597,0.036795407,0.963204593
YKR065C,9.49217,1,0,0,61,141,3691,207,0.915121951,0.301980198,0.22761194,0.036795407,0.963204593
YLR204W,9.47601,0,1,0,61,142,3690,207,0.914878049,0.300492611,0.22761194,0.037056367,0.962943633
YGR118W,9.37053,0,1,0,61,143,3689,207,0.914634146,0.299019608,0.22761194,0.037317328,0.962682672
YKL063C,9.36854,0,1,0,61,144,3688,207,0.914390244,0.297560976,0.22761194,0.037578288,0.962421712
YPL172C,9.35919,0,1,0,61,145,3687,207,0.914146341,0.296116505,0.22761194,0.037839248,0.962160752
YPL139C,9.35803,0,1,0,61,146,3686,207,0.913902439,0.29468599,0.22761194,0.038100209,0.961899791
YBR192W,9.31043,1,0,0,62,146,3686,206,0.914146341,0.298076923,0.231343284,0.038100209,0.961899791
YGR183C,9.30058,1,0,0,63,146,3686,205,0.914390244,0.301435407,0.235074627,0.038100209,0.961899791
YOR037W,9.28587,1,0,0,64,146,3686,204,0.914634146,0.304761905,0.23880597,0.038100209,0.961899791
YMR071C,9.27868,0,1,0,64,147,3685,204,0.914390244,0.303317536,0.23880597,0.038361169,0.961638831
YGR232W,9.23723,0,0,1,64,147,3685,204,0.914390244,0.303317536,0.23880597,0.038361169,0.961638831
YGR001C,9.20305,0,1,0,64,148,3684,204,0.914146341,0.301886792,0.23880597,0.038622129,0.961377871
YMR225C,9.18839,0,1,0,64,149,3683,204,0.913902439,0.300469484,0.23880597,0.03888309,0.96111691
YER183C,9.18569,0,1,0,64,150,3682,204,0.913658537,0.299065421,0.23880597,0.03914405,0.96085595
YDR377W,9.16198,0,1,0,64,151,3681,204,0.913414634,0.297674419,0.23880597,0.03940501,0.96059499
YIL040W,9.142,0,1,0,64,152,3680,204,0.913170732,0.296296296,0.23880597,0.039665971,0.960334029
YJL054W,9.11304,1,0,0,65,152,3680,203,0.913414634,0.299539171,0.242537313,0.039665971,0.960334029
YIR024C,9.10312,1,0,0,66,152,3680,202,0.913658537,0.302752294,0.246268657,0.039665971,0.960334029
YDR276C,9.08158,0,1,0,66,153,3679,202,0.913414634,0.301369863,0.246268657,0.039926931,0.960073069
YGR206W,9.08064,0,1,0,66,154,3678,202,0.913170732,0.3,0.246268657,0.040187891,0.959812109
YJL173C,9.07876,0,1,0,66,155,3677,202,0.912926829,0.298642534,0.246268657,0.040448852,0.959551148
YLR268W,9.0728,0,1,0,66,156,3676,202,0.912682927,0.297297297,0.246268657,0.040709812,0.959290188
YKL196C,9.07161,0,1,0,66,157,3675,202,0.912439024,0.295964126,0.246268657,0.040970772,0.959029228
YBR037C,9.06464,1,0,0,67,157,3675,201,0.912682927,0.299107143,0.25,0.040970772,0.959029228
YOL012C,9.0351,0,1,0,67,158,3674,201,0.912439024,0.297777778,0.25,0.041231733,0.958768267
YJL166W,9.01329,0,1,0,67,159,3673,201,0.912195122,0.296460177,0.25,0.041492693,0.958507307
YDR512C,9.00515,1,0,0,68,159,3673,200,0.912439024,0.299559471,0.253731343,0.041492693,0.958507307
YBL080C,8.94001,0,1,0,68,160,3672,200,0.912195122,0.298245614,0.253731343,0.041753653,0.958246347
YKL160W,8.93154,0,1,0,68,161,3671,200,0.91195122,0.296943231,0.253731343,0.042014614,0.957985386
YNR017W,8.91986,1,0,0,69,161,3671,199,0.912195122,0.3,0.257462687,0.042014614,0.957985386
YML030W,8.90475,1,0,0,70,161,3671,198,0.912439024,0.303030303,0.26119403,0.042014614,0.957985386
YHR024C,8.90337,1,0,0,71,161,3671,197,0.912682927,0.306034483,0.264925373,0.042014614,0.957985386
YKR037C,8.78844,0,1,0,71,162,3670,197,0.912439024,0.30472103,0.264925373,0.042275574,0.957724426
YER026C,8.76565,0,1,0,71,163,3669,197,0.912195122,0.303418803,0.264925373,0.042536534,0.957463466
YNL178W,8.75433,0,1,0,71,164,3668,197,0.91195122,0.30212766,0.264925373,0.042797495,0.957202505
YER170W,8.74942,0,1,0,71,165,3667,197,0.911707317,0.300847458,0.264925373,0.043058455,0.956941545
YER056C-A,8.74715,0,1,0,71,166,3666,197,0.911463415,0.299578059,0.264925373,0.043319415,0.956680585
YDR225W,8.70104,0,1,0,71,167,3665,197,0.911219512,0.298319328,0.264925373,0.043580376,0.956419624
YPL040C,8.69321,0,1,0,71,168,3664,197,0.91097561,0.29707113,0.264925373,0.043841336,0.956158664
YNR036C,8.68698,0,1,0,71,169,3663,197,0.910731707,0.295833333,0.264925373,0.044102296,0.955897704
YGL100W,8.66662,0,1,0,71,170,3662,197,0.910487805,0.294605809,0.264925373,0.044363257,0.955636743
