Gene,Confidence,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YLR059C,1.655733,1,0,0,17,19,4791,274,0.942560282,0.472222222,0.058419244,0.003950104,0.996049896
YIL095W,1.637422,0,1,0,17,20,4790,274,0.942364242,0.459459459,0.058419244,0.004158004,0.995841996
YOL076W,1.618164,1,0,0,18,20,4790,273,0.942560282,0.473684211,0.06185567,0.004158004,0.995841996
YCR046C,1.60642,0,1,0,18,21,4789,273,0.942364242,0.461538462,0.06185567,0.004365904,0.995634096
YDL161W,1.581707,0,1,0,18,22,4788,273,0.942168202,0.45,0.06185567,0.004573805,0.995426195
YOR147W,1.581707,1,0,0,19,22,4788,272,0.942364242,0.463414634,0.065292096,0.004573805,0.995426195
YGR231C,1.576128,1,0,0,20,22,4788,271,0.942560282,0.476190476,0.068728522,0.004573805,0.995426195
YGR080W,1.56388,0,1,0,20,23,4787,271,0.942364242,0.465116279,0.068728522,0.004781705,0.995218295
YLR330W,1.55864,0,1,0,20,24,4786,271,0.942168202,0.454545455,0.068728522,0.004989605,0.995010395
YGR132C,1.546523,1,0,0,21,24,4786,270,0.942364242,0.466666667,0.072164948,0.004989605,0.995010395
YDR430C,1.495112,0,1,0,21,25,4785,270,0.942168202,0.456521739,0.072164948,0.005197505,0.994802495
YGR181W,1.492484,1,0,0,22,25,4785,269,0.942364242,0.468085106,0.075601375,0.005197505,0.994802495
YPR125W,1.478529,1,0,0,23,25,4785,268,0.942560282,0.479166667,0.079037801,0.005197505,0.994802495
YER017C,1.478529,1,0,0,24,25,4785,267,0.942756322,0.489795918,0.082474227,0.005197505,0.994802495
YOL009C,1.478529,1,0,0,25,25,4785,266,0.942952362,0.5,0.085910653,0.005197505,0.994802495
YNL322C,1.475371,0,1,0,25,26,4784,266,0.942756322,0.490196078,0.085910653,0.005405405,0.994594595
YHR005C-A,1.471718,1,0,0,26,26,4784,265,0.942952362,0.5,0.089347079,0.005405405,0.994594595
YHR114W,1.462178,0,1,0,26,27,4783,265,0.942756322,0.490566038,0.089347079,0.005613306,0.994386694
YIR006C,1.461611,0,1,0,26,28,4782,265,0.942560282,0.481481481,0.089347079,0.005821206,0.994178794
YNL106C,1.446055,0,1,0,26,29,4781,265,0.942364242,0.472727273,0.089347079,0.006029106,0.993970894
YNL020C,1.414476,0,1,0,26,30,4780,265,0.942168202,0.464285714,0.089347079,0.006237006,0.993762994
YBL061C,1.40301,0,1,0,26,31,4779,265,0.941972162,0.456140351,0.089347079,0.006444906,0.993555094
YNL284C,1.401214,0,1,0,26,32,4778,265,0.941776122,0.448275862,0.089347079,0.006652807,0.993347193
YGR220C,1.401214,0,1,0,26,33,4777,265,0.941580082,0.440677966,0.089347079,0.006860707,0.993139293
YBL038W,1.394997,0,1,0,26,34,4776,265,0.941384042,0.433333333,0.089347079,0.007068607,0.992931393
YBR023C,1.387027,0,1,0,26,35,4775,265,0.941188002,0.426229508,0.089347079,0.007276507,0.992723493
YER083C,1.382138,1,0,0,27,35,4775,264,0.941384042,0.435483871,0.092783505,0.007276507,0.992723493
YMR003W,1.353857,0,1,0,27,36,4774,264,0.941188002,0.428571429,0.092783505,0.007484407,0.992515593
YMR089C,1.339208,0,1,0,27,37,4773,264,0.940991962,0.421875,0.092783505,0.007692308,0.992307692
YER155C,1.334562,0,1,0,27,38,4772,264,0.940795922,0.415384615,0.092783505,0.007900208,0.992099792
YOR045W,1.310487,1,0,0,28,38,4772,263,0.940991962,0.424242424,0.096219931,0.007900208,0.992099792
YBL007C,1.302174,0,1,0,28,39,4771,263,0.940795922,0.417910448,0.096219931,0.008108108,0.991891892
YIR003W,1.296409,0,1,0,28,40,4770,263,0.940599882,0.411764706,0.096219931,0.008316008,0.991683992
YHL004W,1.295662,0,1,0,28,41,4769,263,0.940403842,0.405797101,0.096219931,0.008523909,0.991476091
YMR067C,1.284303,0,1,0,28,42,4768,263,0.940207802,0.4,0.096219931,0.008731809,0.991268191
YPL063W,1.268799,1,0,0,29,42,4768,262,0.940403842,0.408450704,0.099656357,0.008731809,0.991268191
YMR060C,1.268799,1,0,0,30,42,4768,261,0.940599882,0.416666667,0.103092784,0.008731809,0.991268191
YPR133W-A,1.267367,1,0,0,31,42,4768,260,0.940795922,0.424657534,0.10652921,0.008731809,0.991268191
YNL185C,1.25526,0,1,0,31,43,4767,260,0.940599882,0.418918919,0.10652921,0.008939709,0.991060291
YBL090W,1.250757,0,1,0,31,44,4766,260,0.940403842,0.413333333,0.10652921,0.009147609,0.990852391
YMR302C,1.241895,1,0,0,32,44,4766,259,0.940599882,0.421052632,0.109965636,0.009147609,0.990852391
YNL121C,1.241895,1,0,0,33,44,4766,258,0.940795922,0.428571429,0.113402062,0.009147609,0.990852391
YML112W,1.234365,0,1,0,33,45,4765,258,0.940599882,0.423076923,0.113402062,0.009355509,0.990644491
YMR286W,1.228701,0,1,0,33,46,4764,258,0.940403842,0.417721519,0.113402062,0.00956341,0.99043659
YLR206W,1.215673,0,1,0,33,47,4763,258,0.940207802,0.4125,0.113402062,0.00977131,0.99022869
YPL172C,1.204264,0,1,0,33,48,4762,258,0.940011762,0.407407407,0.113402062,0.00997921,0.99002079
YBR185C,1.202809,1,0,0,34,48,4762,257,0.940207802,0.414634146,0.116838488,0.00997921,0.99002079
YHR059W,1.190107,0,1,0,34,49,4761,257,0.940011762,0.409638554,0.116838488,0.01018711,0.98981289
YJR080C,1.190107,1,0,0,35,49,4761,256,0.940207802,0.416666667,0.120274914,0.01018711,0.98981289
YMR098C,1.190107,1,0,0,36,49,4761,255,0.940403842,0.423529412,0.12371134,0.01018711,0.98981289
YKL195W,1.177563,1,0,0,37,49,4761,254,0.940599882,0.430232558,0.127147766,0.01018711,0.98981289
YCR003W,1.171869,0,1,0,37,50,4760,254,0.940403842,0.425287356,0.127147766,0.01039501,0.98960499
YLR312W-A,1.171869,0,1,0,37,51,4759,254,0.940207802,0.420454545,0.127147766,0.010602911,0.989397089
YDR375C,1.171869,1,0,0,38,51,4759,253,0.940403842,0.426966292,0.130584192,0.010602911,0.989397089
YLL027W,1.165175,0,0,1,38,51,4759,253,0.940403842,0.426966292,0.130584192,0.010602911,0.989397089
YKR016W,1.165175,1,0,0,39,51,4759,252,0.940599882,0.433333333,0.134020619,0.010602911,0.989397089
YMR267W,1.161286,0,1,0,39,52,4758,252,0.940403842,0.428571429,0.134020619,0.010810811,0.989189189
YDR194C,1.152939,0,1,0,39,53,4757,252,0.940207802,0.423913043,0.134020619,0.011018711,0.988981289
YGR165W,1.150808,0,1,0,39,54,4756,252,0.940011762,0.419354839,0.134020619,0.011226611,0.988773389
YDR462W,1.140854,0,1,0,39,55,4755,252,0.939815722,0.414893617,0.134020619,0.011434511,0.988565489
YKR065C,1.140854,1,0,0,40,55,4755,251,0.940011762,0.421052632,0.137457045,0.011434511,0.988565489
YHR030C,1.135943,0,1,0,40,56,4754,251,0.939815722,0.416666667,0.137457045,0.011642412,0.988357588
YKR006C,1.130163,0,1,0,40,57,4753,251,0.939619682,0.412371134,0.137457045,0.011850312,0.988149688
YNL122C,1.130163,0,1,0,40,58,4752,251,0.939423642,0.408163265,0.137457045,0.012058212,0.987941788
YGL129C,1.130163,0,1,0,40,59,4751,251,0.939227602,0.404040404,0.137457045,0.012266112,0.987733888
YGL181W,1.127267,0,1,0,40,60,4750,251,0.939031562,0.4,0.137457045,0.012474012,0.987525988
YGR084C,1.119994,0,1,0,40,61,4749,251,0.938835522,0.396039604,0.137457045,0.012681913,0.987318087
YML009C,1.119994,0,1,0,40,62,4748,251,0.938639482,0.392156863,0.137457045,0.012889813,0.987110187
YLR069C,1.119994,0,1,0,40,63,4747,251,0.938443442,0.388349515,0.137457045,0.013097713,0.986902287
YGR076C,1.109924,0,1,0,40,64,4746,251,0.938247402,0.384615385,0.137457045,0.013305613,0.986694387
YDR116C,1.109924,0,1,0,40,65,4745,251,0.938051362,0.380952381,0.137457045,0.013513514,0.986486486
YMR157C,1.109924,0,1,0,40,66,4744,251,0.937855322,0.377358491,0.137457045,0.013721414,0.986278586
YKL192C,1.105476,0,1,0,40,67,4743,251,0.937659282,0.373831776,0.137457045,0.013929314,0.986070686
YGR243W,1.105476,0,1,0,40,68,4742,251,0.937463243,0.37037037,0.137457045,0.014137214,0.985862786
YNL137C,1.099953,0,1,0,40,69,4741,251,0.937267203,0.366972477,0.137457045,0.014345114,0.985654886
YMR188C,1.099953,0,1,0,40,70,4740,251,0.937071163,0.363636364,0.137457045,0.014553015,0.985446985
YMR024W,1.099953,0,1,0,40,71,4739,251,0.936875123,0.36036036,0.137457045,0.014760915,0.985239085
YPR171W,1.098861,0,1,0,40,72,4738,251,0.936679083,0.357142857,0.137457045,0.014968815,0.985031185
YJR113C,1.093967,0,1,0,40,73,4737,251,0.936483043,0.353982301,0.137457045,0.015176715,0.984823285
YNL081C,1.090079,0,1,0,40,74,4736,251,0.936287003,0.350877193,0.137457045,0.015384615,0.984615385
YDR337W,1.090079,0,1,0,40,75,4735,251,0.936090963,0.347826087,0.137457045,0.015592516,0.984407484
YJL096W,1.090079,0,1,0,40,76,4734,251,0.935894923,0.344827586,0.137457045,0.015800416,0.984199584
YKL170W,1.090079,0,1,0,40,77,4733,251,0.935698883,0.341880342,0.137457045,0.016008316,0.983991684
YNL005C,1.090079,1,0,0,41,77,4733,250,0.935894923,0.347457627,0.140893471,0.016008316,0.983991684
YNL177C,1.090079,0,1,0,41,78,4732,250,0.935698883,0.344537815,0.140893471,0.016216216,0.983783784
YGL143C,1.090079,0,1,0,41,79,4731,250,0.935502843,0.341666667,0.140893471,0.016424116,0.983575884
YPL097W,1.082597,0,1,0,41,80,4730,250,0.935306803,0.338842975,0.140893471,0.016632017,0.983367983
YNL037C,1.082597,0,1,0,41,81,4729,250,0.935110763,0.336065574,0.140893471,0.016839917,0.983160083
YDR175C,1.080302,0,1,0,41,82,4728,250,0.934914723,0.333333333,0.140893471,0.017047817,0.982952183
YBR282W,1.080302,0,1,0,41,83,4727,250,0.934718683,0.330645161,0.140893471,0.017255717,0.982744283
YGL068W,1.080302,0,1,0,41,84,4726,250,0.934522643,0.328,0.140893471,0.017463617,0.982536383
YDR322W,1.080302,1,0,0,42,84,4726,249,0.934718683,0.333333333,0.144329897,0.017463617,0.982536383
YKL138C,1.080302,0,1,0,42,85,4725,249,0.934522643,0.330708661,0.144329897,0.017671518,0.982328482
YKL167C,1.071362,0,1,0,42,86,4724,249,0.934326603,0.328125,0.144329897,0.017879418,0.982120582
YNL315C,1.07062,1,0,0,43,86,4724,248,0.934522643,0.333333333,0.147766323,0.017879418,0.982120582
YJR101W,1.07062,0,1,0,43,87,4723,248,0.934326603,0.330769231,0.147766323,0.018087318,0.981912682
YOR158W,1.07062,0,1,0,43,88,4722,248,0.934130563,0.328244275,0.147766323,0.018295218,0.981704782
YIL041W,1.057911,0,1,0,43,89,4721,248,0.933934523,0.325757576,0.147766323,0.018503119,0.981496881
YDR347W,1.051535,0,1,0,43,90,4720,248,0.933738483,0.323308271,0.147766323,0.018711019,0.981288981
YNL252C,1.051535,0,1,0,43,91,4719,248,0.933542443,0.320895522,0.147766323,0.018918919,0.981081081
YJR135W-A,1.048593,1,0,0,44,91,4719,247,0.933738483,0.325925926,0.151202749,0.018918919,0.981081081
YPL118W,1.042131,0,1,0,44,92,4718,247,0.933542443,0.323529412,0.151202749,0.019126819,0.980873181
YBR122C,1.038452,0,1,0,44,93,4717,247,0.933346403,0.321167883,0.151202749,0.019334719,0.980665281
YNL306W,1.038452,0,1,0,44,94,4716,247,0.933150363,0.31884058,0.151202749,0.01954262,0.98045738
YOR136W,1.027739,0,1,0,44,95,4715,247,0.932954323,0.316546763,0.151202749,0.01975052,0.98024948
YBR268W,1.027739,0,1,0,44,96,4714,247,0.932758283,0.314285714,0.151202749,0.01995842,0.98004158
YOR150W,1.023592,0,1,0,44,97,4713,247,0.932562243,0.312056738,0.151202749,0.02016632,0.97983368
YPL135W,1.017151,0,1,0,44,98,4712,247,0.932366203,0.309859155,0.151202749,0.02037422,0.97962578
YOR216C,1.017151,0,1,0,44,99,4711,247,0.932170163,0.307692308,0.151202749,0.020582121,0.979417879
YJL099W,1.017151,0,1,0,44,100,4710,247,0.931974123,0.305555556,0.151202749,0.020790021,0.979209979
YPR100W,1.014456,1,0,0,45,100,4710,246,0.932170163,0.310344828,0.154639175,0.020790021,0.979209979
YDL178W,1.006205,0,1,0,45,101,4709,246,0.931974123,0.308219178,0.154639175,0.020997921,0.979002079
YOR211C,0.998418,1,0,0,46,101,4709,245,0.932170163,0.31292517,0.158075601,0.020997921,0.979002079
YIL157C,0.996344,1,0,0,47,101,4709,244,0.932366203,0.317567568,0.161512027,0.020997921,0.979002079
YLR439W,0.986121,0,1,0,47,102,4708,244,0.932170163,0.315436242,0.161512027,0.021205821,0.978794179
YGR229C,0.982563,0,1,0,47,103,4707,244,0.931974123,0.313333333,0.161512027,0.021413721,0.978586279
YDL217C,0.982423,1,0,0,48,103,4707,243,0.932170163,0.317880795,0.164948454,0.021413721,0.978586279
YNR040W,0.981512,1,0,0,49,103,4707,242,0.932366203,0.322368421,0.16838488,0.021413721,0.978586279
YBR251W,0.978769,0,1,0,49,104,4706,242,0.932170163,0.320261438,0.16838488,0.021621622,0.978378378
YGR235C,0.976015,1,0,0,50,104,4706,241,0.932366203,0.324675325,0.171821306,0.021621622,0.978378378
YFL039C,0.970058,0,1,0,50,105,4705,241,0.932170163,0.322580645,0.171821306,0.021829522,0.978170478
YGR101W,0.969441,1,0,0,51,105,4705,240,0.932366203,0.326923077,0.175257732,0.021829522,0.978170478
YMR222C,0.969441,0,0,1,51,105,4705,240,0.932366203,0.326923077,0.175257732,0.021829522,0.978170478
YHR024C,0.957549,1,0,0,52,105,4705,239,0.932562243,0.331210191,0.178694158,0.021829522,0.978170478
YKL011C,0.957549,1,0,0,53,105,4705,238,0.932758283,0.335443038,0.182130584,0.021829522,0.978170478
YHR083W,0.957549,1,0,0,54,105,4705,237,0.932954323,0.339622642,0.18556701,0.021829522,0.978170478
YLR259C,0.95615,1,0,0,55,105,4705,236,0.933150363,0.34375,0.189003436,0.021829522,0.978170478
YMR072W,0.945832,1,0,0,56,105,4705,235,0.933346403,0.347826087,0.192439863,0.021829522,0.978170478
YMR166C,0.945832,0,1,0,56,106,4704,235,0.933150363,0.345679012,0.192439863,0.022037422,0.977962578
YER154W,0.936735,1,0,0,57,106,4704,234,0.933346403,0.349693252,0.195876289,0.022037422,0.977962578
YPL104W,0.934285,0,1,0,57,107,4703,234,0.933150363,0.347560976,0.195876289,0.022245322,0.977754678
YNL070W,0.934285,1,0,0,58,107,4703,233,0.933346403,0.351515152,0.199312715,0.022245322,0.977754678
YLR382C,0.934285,0,1,0,58,108,4702,233,0.933150363,0.34939759,0.199312715,0.022453222,0.977546778
YPR047W,0.922907,0,1,0,58,109,4701,233,0.932954323,0.347305389,0.199312715,0.022661123,0.977338877
YCR028C-A,0.922907,1,0,0,59,109,4701,232,0.933150363,0.351190476,0.202749141,0.022661123,0.977338877
YNR001C,0.922907,0,1,0,59,110,4700,232,0.932954323,0.349112426,0.202749141,0.022869023,0.977130977
YHR194W,0.921781,1,0,0,60,110,4700,231,0.933150363,0.352941176,0.206185567,0.022869023,0.977130977
YDR405W,0.911693,0,1,0,60,111,4699,231,0.932954323,0.350877193,0.206185567,0.023076923,0.976923077
YCL037C,0.911693,0,1,0,60,112,4698,231,0.932758283,0.348837209,0.206185567,0.023284823,0.976715177
YGL219C,0.911693,1,0,0,61,112,4698,230,0.932954323,0.352601156,0.209621993,0.023284823,0.976715177
YPL183W-A,0.90064,0,1,0,61,113,4697,230,0.932758283,0.350574713,0.209621993,0.023492723,0.976507277
YPL029W,0.90064,1,0,0,62,113,4697,229,0.932954323,0.354285714,0.213058419,0.023492723,0.976507277
YDL045W-A,0.90064,0,1,0,62,114,4696,229,0.932758283,0.352272727,0.213058419,0.023700624,0.976299376
YIR021W,0.90064,1,0,0,63,114,4696,228,0.932954323,0.355932203,0.216494845,0.023700624,0.976299376
YEL052W,0.90064,0,1,0,63,115,4695,228,0.932758283,0.353932584,0.216494845,0.023908524,0.976091476
YMR225C,0.90064,0,1,0,63,116,4694,228,0.932562243,0.351955307,0.216494845,0.024116424,0.975883576
YJR122W,0.90064,0,0,1,63,116,4694,228,0.932562243,0.351955307,0.216494845,0.024116424,0.975883576
YJR075W,0.897653,0,1,0,63,117,4693,228,0.932366203,0.35,0.216494845,0.024324324,0.975675676
YNL153C,0.890077,0,1,0,63,118,4692,228,0.932170163,0.348066298,0.216494845,0.024532225,0.975467775
YJR032W,0.889745,0,1,0,63,119,4691,228,0.931974123,0.346153846,0.216494845,0.024740125,0.975259875
YML032C,0.887296,1,0,0,64,119,4691,227,0.932170163,0.349726776,0.219931271,0.024740125,0.975259875
YJR118C,0.886002,1,0,0,65,119,4691,226,0.932366203,0.35326087,0.223367698,0.024740125,0.975259875
YLR253W,0.879005,1,0,0,66,119,4691,225,0.932562243,0.356756757,0.226804124,0.024740125,0.975259875
YLR348C,0.879005,0,1,0,66,120,4690,225,0.932366203,0.35483871,0.226804124,0.024948025,0.975051975
YJL131C,0.879005,0,1,0,66,121,4689,225,0.932170163,0.352941176,0.226804124,0.025155925,0.974844075
YNL192W,0.879005,0,1,0,66,122,4688,225,0.931974123,0.35106383,0.226804124,0.025363825,0.974636175
YMR282C,0.868416,0,1,0,66,123,4687,225,0.931778083,0.349206349,0.226804124,0.025571726,0.974428274
YOR266W,0.868416,1,0,0,67,123,4687,224,0.931974123,0.352631579,0.23024055,0.025571726,0.974428274
YHR038W,0.868416,0,1,0,67,124,4686,224,0.931778083,0.35078534,0.23024055,0.025779626,0.974220374
YDR316W,0.868416,0,1,0,67,125,4685,224,0.931582043,0.348958333,0.23024055,0.025987526,0.974012474
YOR354C,0.868416,0,1,0,67,126,4684,224,0.931386003,0.347150259,0.23024055,0.026195426,0.973804574
YLR239C,0.868416,0,1,0,67,127,4683,224,0.931189963,0.345360825,0.23024055,0.026403326,0.973596674
YBL005W,0.865993,0,1,0,67,128,4682,224,0.930993923,0.343589744,0.23024055,0.026611227,0.973388773
YBR167C,0.863931,0,1,0,67,129,4681,224,0.930797883,0.341836735,0.23024055,0.026819127,0.973180873
YBR163W,0.858832,1,0,0,68,129,4681,223,0.930993923,0.345177665,0.233676976,0.026819127,0.973180873
YNL131W,0.852737,1,0,0,69,129,4681,222,0.931189963,0.348484848,0.237113402,0.026819127,0.973180873
YBR263W,0.848072,0,0,1,69,129,4681,222,0.931189963,0.348484848,0.237113402,0.026819127,0.973180873
YOR286W,0.847683,0,0,1,69,129,4681,222,0.931189963,0.348484848,0.237113402,0.026819127,0.973180873
YHR198C,0.847683,0,1,0,69,130,4680,222,0.930993923,0.346733668,0.237113402,0.027027027,0.972972973
YEL031W,0.847683,0,1,0,69,131,4679,222,0.930797883,0.345,0.237113402,0.027234927,0.972765073
YOL023W,0.847683,0,1,0,69,132,4678,222,0.930601843,0.343283582,0.237113402,0.027442827,0.972557173
YDR296W,0.847683,1,0,0,70,132,4678,221,0.930797883,0.346534653,0.240549828,0.027442827,0.972557173
YLR204W,0.847683,0,1,0,70,133,4677,221,0.930601843,0.344827586,0.240549828,0.027650728,0.972349272
YMR203W,0.839741,1,0,0,71,133,4677,220,0.930797883,0.348039216,0.243986254,0.027650728,0.972349272
YDR150W,0.839688,1,0,0,72,133,4677,219,0.930993923,0.351219512,0.24742268,0.027650728,0.972349272
YGL107C,0.837532,0,1,0,72,134,4676,219,0.930797883,0.349514563,0.24742268,0.027858628,0.972141372
YIL098C,0.837532,1,0,0,73,134,4676,218,0.930993923,0.352657005,0.250859107,0.027858628,0.972141372
YPR155C,0.837532,0,1,0,73,135,4675,218,0.930797883,0.350961538,0.250859107,0.028066528,0.971933472
YGR062C,0.837532,1,0,0,74,135,4675,217,0.930993923,0.354066986,0.254295533,0.028066528,0.971933472
YLR390W,0.837532,0,1,0,74,136,4674,217,0.930797883,0.352380952,0.254295533,0.028274428,0.971725572
YBR003W,0.829695,0,1,0,74,137,4673,217,0.930601843,0.3507109,0.254295533,0.028482328,0.971517672
YBR074W,0.829695,0,1,0,74,138,4672,217,0.930405803,0.349056604,0.254295533,0.028690229,0.971309771
YML129C,0.827522,1,0,0,75,138,4672,216,0.930601843,0.352112676,0.257731959,0.028690229,0.971309771
YNL073W,0.827522,0,1,0,75,139,4671,216,0.930405803,0.35046729,0.257731959,0.028898129,0.971101871
YKL003C,0.827522,0,1,0,75,140,4670,216,0.930209763,0.348837209,0.257731959,0.029106029,0.970893971
YIL022W,0.827522,1,0,0,76,140,4670,215,0.930405803,0.351851852,0.261168385,0.029106029,0.970893971
YPL215W,0.827522,1,0,0,77,140,4670,214,0.930601843,0.35483871,0.264604811,0.029106029,0.970893971
YIL065C,0.826998,1,0,0,78,140,4670,213,0.930797883,0.357798165,0.268041237,0.029106029,0.970893971
YBR176W,0.825226,0,0,1,78,140,4670,213,0.930797883,0.357798165,0.268041237,0.029106029,0.970893971
YNR022C,0.81765,0,1,0,78,141,4669,213,0.930601843,0.356164384,0.268041237,0.029313929,0.970686071
YBR037C,0.81765,1,0,0,79,141,4669,212,0.930797883,0.359090909,0.271477663,0.029313929,0.970686071
YGR028W,0.81765,1,0,0,80,141,4669,211,0.930993923,0.36199095,0.274914089,0.029313929,0.970686071
YFL018C,0.81765,0,1,0,80,142,4668,211,0.930797883,0.36036036,0.274914089,0.02952183,0.97047817
YKL194C,0.81765,0,1,0,80,143,4667,211,0.930601843,0.358744395,0.274914089,0.02972973,0.97027027
YDL166C,0.8145,0,1,0,80,144,4666,211,0.930405803,0.357142857,0.274914089,0.02993763,0.97006237
YGR021W,0.812364,0,0,1,80,144,4666,211,0.930405803,0.357142857,0.274914089,0.02993763,0.97006237
YDL202W,0.812364,0,1,0,80,145,4665,211,0.930209763,0.355555556,0.274914089,0.03014553,0.96985447
YBR109C,0.811292,0,1,0,80,146,4664,211,0.930013723,0.353982301,0.274914089,0.03035343,0.96964657
YEL003W,0.810289,0,1,0,80,147,4663,211,0.929817683,0.352422907,0.274914089,0.030561331,0.969438669
YBR120C,0.807913,1,0,0,81,147,4663,210,0.930013723,0.355263158,0.278350515,0.030561331,0.969438669
YKL029C,0.807913,0,1,0,81,148,4662,210,0.929817683,0.35371179,0.278350515,0.030769231,0.969230769
YJL104W,0.798309,1,0,0,82,148,4662,209,0.930013723,0.356521739,0.281786942,0.030769231,0.969230769
YER141W,0.798309,0,1,0,82,149,4661,209,0.929817683,0.354978355,0.281786942,0.030977131,0.969022869
YER152C,0.798309,0,0,1,82,149,4661,209,0.929817683,0.354978355,0.281786942,0.030977131,0.969022869
YKL212W,0.794071,0,1,0,82,150,4660,209,0.929621643,0.353448276,0.281786942,0.031185031,0.968814969
YHR142W,0.791083,0,1,0,82,151,4659,209,0.929425603,0.35193133,0.281786942,0.031392931,0.968607069
YIL158W,0.790215,0,1,0,82,152,4658,209,0.929229563,0.35042735,0.281786942,0.031600832,0.968399168
YPL026C,0.788836,0,1,0,82,153,4657,209,0.929033523,0.34893617,0.281786942,0.031808732,0.968191268
YOR375C,0.788836,0,1,0,82,154,4656,209,0.928837483,0.347457627,0.281786942,0.032016632,0.967983368
YOL033W,0.788836,0,1,0,82,155,4655,209,0.928641443,0.345991561,0.281786942,0.032224532,0.967775468
YBL088C,0.780339,0,1,0,82,156,4654,209,0.928445403,0.344537815,0.281786942,0.032432432,0.967567568
YIL093C,0.780201,0,1,0,82,157,4653,209,0.928249363,0.343096234,0.281786942,0.032640333,0.967359667
YCR071C,0.77949,0,1,0,82,158,4652,209,0.928053323,0.341666667,0.281786942,0.032848233,0.967151767
