Dataset,Index
2010.Saldanha04_LeucineBatchChem.flt.knn.avg.pcl,337
2010.Saldanha04_PhosphateBatchChem.flt.knn.avg.pcl,338
2010.Saldanha04_SulfateBatchChem.flt.knn.avg.pcl,339
2010.Saldanha04_UracilBatchChem.flt.knn.avg.pcl,340
2010.Saldanha04_UraSulPhoLeuComp.flt.knn.avg.pcl,341
GSE12890_setA_family.pcl,342
GSE31176_final.pcl,343
2010.Sapra04.flt.knn.avg.pcl,344
2010.Schawalder04.filter.flt.knn.avg.div.log.pcl,345
GSE2891_setA_family.pcl,346
GSE5290_setA_family.pcl,347
2010.Segal03_HSkin82.flt.knn.avg.pcl,348
2010.Segal03_hypo-osmoticPpt1.flt.knn.avg.pcl,349
2010.Segal03_stationaryPhaseYPL230W.flt.knn.avg.pcl,350
2010.ShakouryElizeh04.flt.knn.avg.pcl,351
GSE12222_set0_family.pcl,352
GSE12222_set1_family.pcl,353
GSE12222_set2_family.pcl,354
GSE12222_set3_family.pcl,355
GSE12222_set4_family.pcl,356
GSE12222_set5_family.pcl,357
GSE26829_final.pcl,358
2010.Shapira04.flt.knn.avg.pcl,359
GSE35853_final.pcl,360
GSE12061_setA_family.pcl,361
GSE7665_set0_family.pcl,362
GSE32974_final.pcl,363
GSE4669_setA_family.pcl,364
GSE1311_setA_family.pcl,365
GSE1312_setA_family.pcl,366
GSE1313_setA_family.pcl,367
2010.peroxisome.pcl,368
GSE5862_set0_family.pcl,369
GSE9376_setA_family.pcl,370
GSE30148_final.pcl,371
2010.Spellman98_alphaFactor.flt.knn.avg.pcl,372
2010.Spellman98_cdc15.flt.knn.avg.pcl,373
2010.Spellman98_elutriation.flt.knn.avg.pcl,374
GSE12371_setA_family.pcl,375
GSE6450_setA_family.pcl,376
2010.snf_swi_mutants.pcl,377
2010.Tai05.filter.flt.knn.avg.div.log.pcl,378
2010.Takagi05.filter.flt.knn.avg.div.log.pcl,379
GSE27234_final.pcl,380
GSE3043_setA_family.pcl,381
GSE33844_final.pcl,382
GSE39419_final.pcl,383
GSE6068_setA_family.pcl,384
GSE6129_set0_family.pcl,385
GSE6129_set1_family.pcl,386
GSE6129_set2_family.pcl,387
GSE6129_set3_family.pcl,388
GSE7525_set0_family.pcl,389
GSE4934_setA_family.pcl,390
GSE7812_set0_family.pcl,391
GSE7812_set1_family.pcl,392
2010.unfolded_protein_response.pcl,393
GSE33695_final.pcl,394
GSE3431_setA_family.pcl,395
GSE27062_final.pcl,396
GSE7660_set0_family.pcl,397
GSE7660_set1_family.pcl,398
GSE7660_set2_family.pcl,399
2010.Ino80Arp8.pcl,400
2010.MMSresponse.pcl,401
GSE8187_setA_family.pcl,402
GSE6277_setA_family.pcl,403
GSE4826_setA_family.pcl,404
GSE30168_final.pcl,405
GSE30046_final.pcl,406
GSE2986_setA_family.pcl,407
GSE25081_final.pcl,408
2010.Williams02.filter.flt.knn.avg.div.log.pcl,409
GSE11397_setA_family.pcl,410
GSE11983_setA_family.pcl,411
2010.histone.pcl,412
2010.Yamamoto05.filter.flt.knn.avg.div.log.pcl,413
GSE6073_setA_family.pcl,414
2010.Yeang05.flt.knn.avg.pcl,415
GSE10018_set0_family.pcl,416
GSE10018_set1_family.pcl,417
GSE10018_set2_family.pcl,418
GSE10018_set3_family.pcl,419
GSE40817_final.pcl,420
2010.Yoshimoto02_Ca.flt.knn.avg.pcl,421
2010.Yoshimoto02_Na.flt.knn.avg.pcl,422
2010.Yun00.flt.knn.avg.pcl,423
GSE4135_setA_family.pcl,424
GSE24421_final.pcl,425
GSE23580_final.pcl,426
GSE3182_setA_family.pcl,427
GSE11111_setA_family.pcl,428
GSE13684_setA_family.pcl,429
