Gene,Index
MEL1,140
MEL10,141
MEL2,142
MEL3,143
MEL4,144
MEL5,145
MEL6,146
MEL7,147
MEL8,148
MEL9,149
MPR1,150
MUP2,151
NUP63,152
OSR10,153
OSR2,154
OSR3,155
OSR4,156
OSR6,157
OSR7,158
OSR8,159
OSR9,160
PDR7,161
PFK4,162
PFK5,163
PMT7,164
Q0045,165
Q0050,166
Q0055,167
Q0065,168
Q0070,169
Q0105,170
Q0110,171
Q0115,172
Q0120,173
Q0160,174
Q0250,175
Q0275,176
R0010W,177
R0020C,178
R0030W,179
R0040C,180
RDN18,181
RDN25,182
RDN5,183
RDN58,184
REC1,185
RPR1,186
RRP2,187
SCH1,188
SME2,189
SME3,190
SPA1,191
SRG1,192
STA2,193
SUC1,194
SUC3,195
SUC4,196
SUC5,197
SUC7,198
TER1,199
TSF1,200
URR1,201
URR3,202
URR4,203
YAL001C,204
YAL002W,205
YAL003W,206
YAL007C,207
YAL009W,208
YAL011W,209
YAL012W,210
YAL013W,211
YAL014C,212
YAL015C,213
YAL016W,214
YAL017W,215
YAL019W,216
YAL020C,217
YAL021C,218
YAL022C,219
YAL023C,220
YAL024C,221
YAL025C,222
YAL026C,223
YAL028W,224
YAL029C,225
YAL030W,226
YAL031C,227
YAL032C,228
YAL033W,229
YAL034W-A,230
YAL035W,231
YAL036C,232
YAL038W,233
YAL040C,234
YAL041W,235
YAL042W,236
YAL043C,237
YAL044C,238
YAL047C,239
YAL051W,240
YAL053W,241
YAL054C,242
YAL055W,243
YAL056W,244
YAL058W,245
YAL059W,246
YAL060W,247
YAL062W,248
YAL063C,249
YAL067C,250
YAL068C,251
YAR002C-A,252
YAR002W,253
YAR003W,254
YAR007C,255
YAR009C,256
YAR010C,257
YAR014C,258
YAR015W,259
YAR018C,260
YAR019C,261
YAR031W,262
YAR033W,263
YAR035W,264
YAR042W,265
YAR050W,266
YAR071W,267
YBL001C,268
YBL002W,269
YBL003C,270
YBL004W,271
YBL005W,272
YBL005W-A,273
YBL005W-B,274
YBL006C,275
YBL008W,276
YBL009W,277
YBL011W,278
YBL013W,279
YBL014C,280
YBL015W,281
YBL016W,282
YBL017C,283
YBL018C,284
YBL019W,285
YBL020W,286
YBL021C,287
YBL023C,288
YBL024W,289
YBL025W,290
YBL026W,291
YBL027W,292
YBL028C,293
YBL032W,294
YBL033C,295
YBL034C,296
YBL035C,297
YBL036C,298
YBL037W,299
YBL039C,300
YBL040C,301
YBL041W,302
YBL042C,303
YBL043W,304
YBL045C,305
YBL046W,306
YBL047C,307
YBL050W,308
YBL051C,309
YBL052C,310
YBL054W,311
YBL055C,312
YBL056W,313
YBL058W,314
YBL061C,315
YBL063W,316
YBL064C,317
YBL068W,318
YBL069W,319
YBL071W-A,320
YBL072C,321
YBL074C,322
YBL075C,323
YBL076C,324
YBL078C,325
YBL079W,326
YBL082C,327
YBL084C,328
YBL085W,329
YBL087C,330
YBL088C,331
YBL089W,332
YBL091C,333
YBL092W,334
YBL093C,335
YBL097W,336
YBL098W,337
YBL100W-A,338
YBL100W-B,339
YBL101C,340
YBL102W,341
YBL103C,342
YBL105C,343
YBL106C,344
YBR001C,345
YBR002C,346
YBR004C,347
YBR005W,348
YBR006W,349
YBR008C,350
YBR009C,351
YBR010W,352
YBR011C,353
YBR012W-A,354
YBR012W-B,355
YBR015C,356
YBR016W,357
YBR017C,358
YBR018C,359
YBR019C,360
YBR020W,361
YBR021W,362
YBR023C,363
YBR024W,364
YBR026C,365
YBR029C,366
YBR030W,367
YBR031W,368
YBR034C,369
YBR035C,370
YBR036C,371
YBR038W,372
YBR040W,373
YBR041W,374
YBR042C,375
YBR043C,376
YBR044C,377
YBR045C,378
YBR048W,379
YBR049C,380
YBR050C,381
YBR055C,382
YBR057C,383
YBR058C,384
YBR058C-A,385
YBR059C,386
YBR060C,387
YBR061C,388
YBR065C,389
YBR066C,390
YBR067C,391
YBR068C,392
YBR069C,393
YBR070C,394
YBR072W,395
YBR073W,396
YBR076W,397
YBR077C,398
YBR078W,399
YBR079C,400
YBR080C,401
YBR081C,402
YBR082C,403
YBR083W,404
YBR084C-A,405
YBR084W,406
YBR085W,407
YBR086C,408
YBR087W,409
YBR088C,410
YBR089C-A,411
YBR092C,412
YBR093C,413
YBR095C,414
YBR097W,415
YBR098W,416
YBR101C,417
YBR102C,418
YBR103W,419
YBR105C,420
YBR106W,421
YBR107C,422
YBR109C,423
YBR110W,424
YBR111W-A,425
YBR112C,426
YBR114W,427
YBR115C,428
YBR117C,429
YBR118W,430
YBR119W,431
YBR123C,432
YBR126C,433
YBR127C,434
YBR128C,435
YBR129C,436
YBR130C,437
YBR131W,438
YBR132C,439
YBR133C,440
YBR135W,441
YBR136W,442
YBR139W,443
YBR140C,444
YBR142W,445
YBR143C,446
YBR145W,447
YBR149W,448
YBR152W,449
YBR153W,450
YBR154C,451
YBR155W,452
YBR156C,453
YBR158W,454
YBR159W,455
YBR160W,456
YBR161W,457
YBR162C,458
YBR162W-A,459
YBR164C,460
YBR165W,461
YBR166C,462
YBR167C,463
YBR168W,464
YBR169C,465
YBR170C,466
YBR172C,467
YBR173C,468
YBR175W,469
YBR176W,470
YBR180W,471
YBR181C,472
YBR182C,473
YBR183W,474
YBR186W,475
YBR188C,476
YBR189W,477
YBR191W,478
YBR193C,479
YBR195C,480
YBR196C,481
YBR198C,482
YBR199W,483
YBR200W,484
YBR201W,485
YBR202W,486
YBR203W,487
YBR205W,488
YBR207W,489
YBR208C,490
YBR210W,491
YBR211C,492
YBR213W,493
YBR214W,494
YBR215W,495
YBR216C,496
YBR217W,497
YBR218C,498
YBR221C,499
YBR223C,500
YBR228W,501
YBR229C,502
YBR231C,503
YBR233W-A,504
YBR236C,505
YBR237W,506
YBR238C,507
YBR240C,508
YBR243C,509
YBR244W,510
YBR245C,511
YBR247C,512
YBR248C,513
YBR249C,514
YBR250W,515
YBR252W,516
YBR253W,517
YBR254C,518
YBR256C,519
YBR257W,520
YBR258C,521
YBR260C,522
YBR263W,523
YBR264C,524
YBR265W,525
YBR267W,526
YBR271W,527
YBR272C,528
YBR273C,529
YBR274W,530
YBR275C,531
YBR276C,532
YBR278W,533
YBR279W,534
YBR280C,535
YBR281C,536
YBR283C,537
YBR284W,538
YBR286W,539
YBR288C,540
YBR289W,541
YBR290W,542
YBR293W,543
YBR294W,544
YBR295W,545
YBR296C,546
YBR297W,547
YBR298C,548
YBR299W,549
YCL001W,550
YCL004W,551
YCL005W-A,552
YCL008C,553
YCL009C,554
YCL010C,555
YCL011C,556
YCL014W,557
YCL016C,558
YCL018W,559
YCL019W,560
YCL020W,561
YCL024W,562
YCL025C,563
YCL026C-A,564
YCL027W,565
YCL029C,566
YCL030C,567
YCL031C,568
YCL032W,569
YCL033C,570
YCL034W,571
YCL035C,572
YCL037C,573
YCL038C,574
YCL039W,575
YCL040W,576
YCL043C,577
YCL048W,578
YCL050C,579
YCL051W,580
YCL052C,581
YCL054W,582
YCL055W,583
YCL059C,584
YCL061C,585
YCL063W,586
YCL064C,587
YCL066W,588
YCL067C,589
YCL069W,590
YCL073C,591
YCL074W,592
YCL075W,593
YCR002C,594
YCR005C,595
YCR008W,596
YCR009C,597
YCR010C,598
YCR011C,599
YCR012W,600
YCR014C,601
YCR016W,602
YCR017C,603
YCR018C,604
YCR019W,605
YCR020C-A,606
YCR020W-B,607
YCR021C,608
YCR024C,609
YCR024C-A,610
YCR026C,611
YCR027C,612
YCR028C,613
YCR031C,614
YCR032W,615
YCR033W,616
YCR034W,617
YCR035C,618
YCR036W,619
YCR037C,620
YCR038C,621
YCR039C,622
YCR040W,623
YCR042C,624
YCR044C,625
YCR047C,626
YCR048W,627
YCR052W,628
YCR053W,629
YCR057C,630
YCR059C,631
YCR060W,632
YCR061W,633
YCR063W,634
YCR065W,635
YCR066W,636
YCR067C,637
YCR068W,638
YCR072C,639
YCR073C,640
YCR073W-A,641
YCR075C,642
YCR077C,643
YCR079W,644
YCR081W,645
YCR082W,646
YCR083W,647
YCR084C,648
YCR086W,649
YCR088W,650
YCR089W,651
YCR091W,652
YCR092C,653
YCR093W,654
YCR094W,655
YCR097W,656
YCR098C,657
YCR102C,658
YCR105W,659
YCR106W,660
YCR107W,661
YDL002C,662
YDL003W,663
YDL005C,664
YDL007W,665
YDL008W,666
YDL013W,667
YDL014W,668
YDL015C,669
YDL017W,670
YDL018C,671
YDL019C,672
YDL020C,673
YDL022W,674
YDL024C,675
YDL028C,676
YDL030W,677
YDL031W,678
YDL033C,679
YDL035C,680
YDL038C,681
YDL039C,682
YDL040C,683
YDL042C,684
YDL043C,685
YDL044C,686
YDL045C,687
YDL046W,688
YDL047W,689
YDL049C,690
YDL051W,691
YDL052C,692
YDL054C,693
YDL055C,694
YDL056W,695
YDL058W,696
YDL059C,697
YDL060W,698
YDL061C,699
YDL063C,700
YDL064W,701
YDL065C,702
YDL066W,703
YDL067C,704
YDL074C,705
YDL075W,706
YDL076C,707
YDL077C,708
YDL078C,709
YDL079C,710
YDL080C,711
YDL081C,712
YDL082W,713
YDL083C,714
YDL084W,715
YDL085W,716
YDL087C,717
YDL088C,718
YDL090C,719
YDL092W,720
YDL093W,721
YDL095W,722
YDL097C,723
YDL098C,724
YDL099W,725
YDL100C,726
YDL101C,727
YDL102W,728
YDL103C,729
YDL105W,730
YDL106C,731
YDL108W,732
YDL109C,733
YDL111C,734
YDL112W,735
YDL113C,736
YDL115C,737
YDL116W,738
YDL117W,739
YDL118W,740
YDL119C,741
YDL120W,742
YDL122W,743
YDL124W,744
YDL125C,745
YDL126C,746
YDL127W,747
YDL128W,748
YDL130W,749
YDL131W,750
YDL132W,751
YDL133C-A,752
YDL134C,753
YDL135C,754
YDL136W,755
YDL137W,756
YDL138W,757
YDL140C,758
YDL141W,759
YDL143W,760
YDL145C,761
YDL147W,762
YDL148C,763
YDL149W,764
YDL150W,765
YDL153C,766
YDL154W,767
YDL155W,768
YDL159W,769
YDL160C,770
YDL161W,771
YDL164C,772
YDL165W,773
YDL166C,774
YDL167C,775
YDL168W,776
YDL170W,777
YDL171C,778
YDL174C,779
YDL175C,780
YDL179W,781
YDL182W,782
YDL184C,783
YDL185W,784
YDL188C,785
YDL189W,786
YDL190C,787
YDL191W,788
YDL192W,789
YDL193W,790
YDL194W,791
YDL195W,792
YDL197C,793
YDL200C,794
YDL201W,795
YDL205C,796
YDL207W,797
YDL208W,798
YDL209C,799
YDL210W,800
YDL212W,801
YDL213C,802
YDL214C,803
YDL215C,804
YDL216C,805
YDL219W,806
YDL220C,807
YDL222C,808
YDL223C,809
YDL224C,810
YDL225W,811
YDL226C,812
YDL227C,813
YDL229W,814
YDL230W,815
YDL231C,816
YDL232W,817
YDL234C,818
YDL235C,819
YDL236W,820
YDL238C,821
YDL239C,822
YDL240W,823
YDL243C,824
YDL244W,825
YDL245C,826
YDL246C,827
YDL247W,828
YDR001C,829
YDR002W,830
YDR003W,831
YDR004W,832
YDR005C,833
YDR006C,834
YDR007W,835
YDR009W,836
YDR011W,837
YDR012W,838
YDR013W,839
YDR014W,840
YDR014W-A,841
YDR016C,842
YDR017C,843
YDR018C,844
YDR019C,845
YDR021W,846
YDR022C,847
YDR023W,848
YDR025W,849
YDR027C,850
YDR028C,851
YDR030C,852
YDR034C,853
YDR034C-C,854
YDR034C-D,855
YDR035W,856
YDR037W,857
YDR038C,858
YDR039C,859
YDR040C,860
YDR043C,861
YDR044W,862
YDR045C,863
YDR046C,864
YDR047W,865
YDR050C,866
YDR052C,867
YDR054C,868
YDR055W,869
YDR057W,870
YDR058C,871
YDR059C,872
YDR060W,873
YDR062W,874
YDR064W,875
YDR065W,876
YDR069C,877
YDR071C,878
YDR072C,879
YDR073W,880
YDR074W,881
YDR075W,882
YDR076W,883
YDR078C,884
YDR079C-A,885
YDR080W,886
YDR081C,887
YDR082W,888
YDR083W,889
YDR084C,890
YDR085C,891
YDR086C,892
YDR087C,893
YDR088C,894
YDR089W,895
YDR091C,896
YDR092W,897
YDR093W,898
YDR096W,899
YDR097C,900
YDR098C,901
YDR098C-A,902
YDR098C-B,903
YDR099W,904
YDR100W,905
YDR101C,906
YDR103W,907
YDR104C,908
YDR106W,909
YDR108W,910
YDR110W,911
YDR113C,912
YDR118W,913
YDR121W,914
YDR122W,915
YDR123C,916
YDR125C,917
YDR126W,918
YDR127W,919
YDR130C,920
YDR131C,921
YDR135C,922
YDR137W,923
YDR138W,924
YDR139C,925
YDR140W,926
YDR141C,927
YDR142C,928
YDR143C,929
YDR144C,930
YDR145W,931
YDR146C,932
YDR147W,933
YDR151C,934
YDR153C,935
YDR155C,936
YDR156W,937
YDR158W,938
YDR159W,939
YDR160W,940
YDR161W,941
YDR162C,942
YDR163W,943
YDR164C,944
YDR165W,945
YDR166C,946
YDR167W,947
YDR168W,948
YDR170C,949
YDR170W-A,950
YDR171W,951
YDR172W,952
YDR173C,953
YDR174W,954
YDR176W,955
YDR177W,956
YDR178W,957
YDR179C,958
YDR180W,959
YDR181C,960
YDR182W,961
YDR183W,962
YDR184C,963
YDR188W,964
YDR189W,965
YDR190C,966
YDR191W,967
YDR192C,968
YDR195W,969
YDR196C,970
YDR197W,971
YDR198C,972
YDR200C,973
YDR201W,974
YDR202C,975
YDR204W,976
YDR205W,977
YDR206W,978
YDR207C,979
YDR208W,980
YDR210C-C,981
YDR210C-D,982
YDR210W-A,983
YDR210W-B,984
YDR211W,985
YDR212W,986
YDR213W,987
YDR214W,988
YDR216W,989
YDR217C,990
YDR218C,991
YDR221W,992
YDR223W,993
YDR224C,994
YDR225W,995
YDR226W,996
YDR227W,997
YDR228C,998
YDR229W,999
YDR232W,1000
YDR234W,1001
YDR235W,1002
YDR236C,1003
YDR238C,1004
YDR240C,1005
YDR243C,1006
YDR244W,1007
YDR245W,1008
YDR246W,1009
YDR247W,1010
YDR251W,1011
YDR252W,1012
YDR253C,1013
YDR254W,1014
YDR255C,1015
YDR256C,1016
YDR259C,1017
YDR260C,1018
YDR261C,1019
YDR261C-C,1020
YDR261C-D,1021
YDR261W-A,1022
YDR261W-B,1023
YDR263C,1024
YDR264C,1025
YDR265W,1026
YDR268W,1027
YDR270W,1028
YDR272W,1029
YDR273W,1030
YDR276C,1031
YDR277C,1032
YDR279W,1033
YDR280W,1034
YDR281C,1035
YDR283C,1036
YDR284C,1037
YDR285W,1038
YDR287W,1039
YDR288W,1040
YDR289C,1041
YDR292C,1042
YDR293C,1043
YDR294C,1044
YDR295C,1045
YDR297W,1046
YDR299W,1047
YDR300C,1048
YDR301W,1049
YDR302W,1050
YDR303C,1051
YDR305C,1052
YDR306C,1053
YDR308C,1054
YDR309C,1055
YDR310C,1056
YDR311W,1057
YDR312W,1058
YDR313C,1059
YDR314C,1060
YDR315C,1061
YDR316W-A,1062
YDR316W-B,1063
YDR317W,1064
YDR318W,1065
YDR320C,1066
YDR320C-A,1067
YDR321W,1068
YDR323C,1069
YDR324C,1070
YDR325W,1071
YDR326C,1072
YDR328C,1073
YDR329C,1074
YDR330W,1075
YDR331W,1076
YDR334W,1077
YDR335W,1078
YDR341C,1079
YDR342C,1080
YDR343C,1081
YDR345C,1082
YDR346C,1083
YDR350C,1084
YDR351W,1085
YDR353W,1086
YDR354W,1087
YDR356W,1088
YDR358W,1089
YDR359C,1090
YDR361C,1091
YDR362C,1092
YDR363W,1093
YDR363W-A,1094
YDR364C,1095
YDR365C,1096
YDR365W-A,1097
YDR365W-B,1098
YDR368W,1099
YDR369C,1100
YDR372C,1101
YDR373W,1102
YDR376W,1103
YDR378C,1104
YDR379W,1105
YDR380W,1106
YDR381W,1107
YDR382W,1108
YDR384C,1109
YDR385W,1110
YDR386W,1111
YDR389W,1112
YDR390C,1113
YDR392W,1114
YDR394W,1115
YDR395W,1116
YDR397C,1117
YDR398W,1118
YDR399W,1119
YDR400W,1120
YDR402C,1121
YDR403W,1122
YDR404C,1123
YDR406W,1124
YDR407C,1125
YDR408C,1126
YDR409W,1127
YDR410C,1128
YDR411C,1129
YDR412W,1130
YDR414C,1131
YDR416W,1132
YDR418W,1133
YDR419W,1134
YDR420W,1135
YDR421W,1136
YDR422C,1137
YDR423C,1138
YDR424C,1139
YDR425W,1140
YDR427W,1141
YDR429C,1142
YDR432W,1143
YDR434W,1144
YDR435C,1145
YDR436W,1146
YDR437W,1147
YDR439W,1148
YDR440W,1149
YDR443C,1150
YDR446W,1151
YDR447C,1152
YDR448W,1153
YDR449C,1154
YDR450W,1155
YDR451C,1156
YDR452W,1157
YDR453C,1158
YDR454C,1159
YDR456W,1160
YDR457W,1161
YDR459C,1162
YDR460W,1163
YDR461W,1164
YDR463W,1165
YDR464W,1166
YDR465C,1167
YDR466W,1168
YDR468C,1169
YDR469W,1170
YDR471W,1171
YDR472W,1172
YDR473C,1173
YDR477W,1174
YDR478W,1175
YDR479C,1176
YDR480W,1177
YDR481C,1178
YDR483W,1179
YDR484W,1180
YDR485C,1181
YDR486C,1182
YDR487C,1183
YDR488C,1184
YDR489W,1185
YDR490C,1186
YDR492W,1187
YDR495C,1188
YDR496C,1189
YDR497C,1190
YDR498C,1191
YDR499W,1192
YDR500C,1193
YDR501W,1194
YDR502C,1195
YDR503C,1196
YDR507C,1197
YDR508C,1198
YDR510W,1199
YDR511W,1200
YDR512C,1201
YDR513W,1202
YDR515W,1203
YDR516C,1204
YDR517W,1205
YDR518W,1206
YDR522C,1207
YDR523C,1208
YDR524C,1209
YDR527W,1210
YDR528W,1211
YDR530C,1212
YDR531W,1213
YDR532C,1214
YDR534C,1215
YDR536W,1216
YDR538W,1217
YDR545W,1218
YEL002C,1219
YEL003W,1220
YEL004W,1221
YEL006W,1222
YEL009C,1223
YEL011W,1224
YEL012W,1225
YEL013W,1226
YEL015W,1227
YEL016C,1228
YEL017C-A,1229
YEL017W,1230
YEL018W,1231
YEL019C,1232
YEL021W,1233
YEL022W,1234
YEL024W,1235
YEL026W,1236
YEL027W,1237
YEL029C,1238
YEL031W,1239
YEL032W,1240
YEL034W,1241
YEL036C,1242
YEL037C,1243
YEL040W,1244
YEL041W,1245
YEL042W,1246
YEL044W,1247
YEL046C,1248
YEL047C,1249
YEL051W,1250
YEL053C,1251
YEL054C,1252
YEL055C,1253
YEL056W,1254
YEL057C,1255
YEL058W,1256
YEL059C-A,1257
YEL060C,1258
YEL061C,1259
YEL062W,1260
YEL063C,1261
YEL064C,1262
YEL065W,1263
YEL066W,1264
YEL069C,1265
YEL071W,1266
YER001W,1267
YER002W,1268
YER003C,1269
YER005W,1270
YER006W,1271
YER007C-A,1272
YER007W,1273
YER008C,1274
YER009W,1275
YER011W,1276
YER012W,1277
YER013W,1278
YER014C-A,1279
YER014W,1280
YER015W,1281
YER016W,1282
YER018C,1283
YER019C-A,1284
YER019W,1285
YER020W,1286
YER021W,1287
YER022W,1288
YER023W,1289
YER024W,1290
YER025W,1291
YER026C,1292
YER027C,1293
YER028C,1294
YER029C,1295
YER030W,1296
YER031C,1297
YER032W,1298
YER035W,1299
YER036C,1300
YER038C,1301
YER040W,1302
YER042W,1303
YER043C,1304
YER044C,1305
YER044C-A,1306
YER045C,1307
YER046W,1308
YER048W-A,1309
YER049W,1310
YER051W,1311
YER052C,1312
YER053C,1313
YER054C,1314
YER055C,1315
YER056C,1316
YER056C-A,1317
YER059W,1318
YER061C,1319
YER062C,1320
YER063W,1321
YER064C,1322
YER065C,1323
YER068W,1324
YER069W,1325
YER070W,1326
YER072W,1327
YER073W,1328
YER074W,1329
YER074W-A,1330
YER075C,1331
YER078C,1332
YER081W,1333
YER082C,1334
YER083C,1335
YER086W,1336
YER087C-B,1337
YER088C,1338
YER089C,1339
YER090W,1340
YER091C,1341
YER093C,1342
YER094C,1343
YER095W,1344
YER096W,1345
YER098W,1346
YER099C,1347
YER100W,1348
YER102W,1349
YER103W,1350
YER104W,1351
YER105C,1352
YER106W,1353
YER107C,1354
YER109C,1355
YER110C,1356
YER111C,1357
YER112W,1358
YER114C,1359
YER115C,1360
YER116C,1361
YER117W,1362
YER118C,1363
YER119C,1364
YER120W,1365
YER122C,1366
YER123W,1367
YER124C,1368
YER125W,1369
YER126C,1370
YER127W,1371
YER129W,1372
YER131W,1373
YER132C,1374
YER133W,1375
YER136W,1376
YER137C-A,1377
YER138C,1378
YER141W,1379
YER142C,1380
YER143W,1381
YER144C,1382
YER145C,1383
YER146W,1384
YER147C,1385
YER148W,1386
YER149C,1387
YER151C,1388
YER155C,1389
YER157W,1390
YER159C,1391
YER159C-A,1392
YER160C,1393
YER161C,1394
YER162C,1395
YER164W,1396
YER165W,1397
YER166W,1398
YER167W,1399
YER168C,1400
YER169W,1401
YER170W,1402
YER171W,1403
YER172C,1404
YER173W,1405
YER174C,1406
YER176W,1407
YER177W,1408
YER178W,1409
YER179W,1410
YER180C,1411
YER180C-A,1412
YER183C,1413
YER190W,1414
YFL001W,1415
YFL002C,1416
YFL002W-A,1417
YFL002W-B,1418
YFL003C,1419
YFL004W,1420
YFL005W,1421
YFL007W,1422
YFL008W,1423
YFL009W,1424
YFL010W-A,1425
YFL011W,1426
YFL013C,1427
YFL014W,1428
YFL016C,1429
YFL017C,1430
YFL017W-A,1431
YFL018C,1432
YFL021W,1433
YFL022C,1434
YFL023W,1435
YFL024C,1436
YFL025C,1437
YFL026W,1438
YFL027C,1439
YFL028C,1440
YFL029C,1441
YFL030W,1442
YFL031W,1443
YFL033C,1444
YFL034C-A,1445
YFL034C-B,1446
YFL037W,1447
YFL038C,1448
YFL041W,1449
YFL044C,1450
YFL045C,1451
YFL047W,1452
YFL048C,1453
YFL049W,1454
YFL050C,1455
YFL053W,1456
YFL054C,1457
YFL055W,1458
YFL056C,1459
YFL057C,1460
YFL058W,1461
YFL059W,1462
YFL060C,1463
YFR001W,1464
YFR002W,1465
YFR003C,1466
YFR004W,1467
YFR005C,1468
YFR008W,1469
YFR009W,1470
YFR010W,1471
YFR013W,1472
YFR014C,1473
YFR015C,1474
YFR019W,1475
YFR021W,1476
YFR024C-A,1477
YFR025C,1478
YFR027W,1479
YFR028C,1480
YFR029W,1481
YFR030W,1482
YFR031C,1483
YFR031C-A,1484
YFR032C-A,1485
YFR033C,1486
YFR034C,1487
YFR036W,1488
YFR037C,1489
YFR040W,1490
YFR041C,1491
YFR044C,1492
YFR045W,1493
YFR046C,1494
YFR047C,1495
YFR048W,1496
YFR050C,1497
YFR051C,1498
YFR052W,1499
YFR053C,1500
YFR055W,1501
YGL001C,1502
YGL002W,1503
YGL003C,1504
YGL004C,1505
YGL005C,1506
YGL006W,1507
YGL008C,1508
YGL009C,1509
YGL011C,1510
YGL012W,1511
YGL013C,1512
YGL014W,1513
YGL016W,1514
YGL017W,1515
YGL018C,1516
YGL019W,1517
YGL021W,1518
YGL022W,1519
YGL023C,1520
YGL025C,1521
YGL026C,1522
YGL027C,1523
YGL028C,1524
YGL029W,1525
YGL030W,1526
YGL031C,1527
YGL032C,1528
YGL033W,1529
YGL035C,1530
YGL037C,1531
YGL038C,1532
YGL039W,1533
YGL040C,1534
YGL043W,1535
YGL044C,1536
YGL045W,1537
YGL047W,1538
YGL048C,1539
YGL049C,1540
YGL051W,1541
YGL053W,1542
YGL054C,1543
YGL058W,1544
YGL061C,1545
YGL062W,1546
YGL063W,1547
YGL064C,1548
YGL065C,1549
YGL066W,1550
YGL067W,1551
YGL070C,1552
YGL071W,1553
YGL073W,1554
YGL075C,1555
YGL076C,1556
YGL077C,1557
YGL078C,1558
YGL084C,1559
YGL086W,1560
YGL087C,1561
YGL089C,1562
YGL090W,1563
YGL091C,1564
YGL092W,1565
YGL093W,1566
YGL094C,1567
YGL095C,1568
YGL096W,1569
YGL097W,1570
YGL098W,1571
YGL099W,1572
YGL100W,1573
YGL103W,1574
YGL104C,1575
YGL105W,1576
YGL106W,1577
YGL111W,1578
YGL112C,1579
YGL113W,1580
YGL114W,1581
YGL115W,1582
YGL116W,1583
YGL119W,1584
YGL120C,1585
YGL121C,1586
YGL122C,1587
YGL123W,1588
YGL124C,1589
YGL126W,1590
YGL127C,1591
YGL130W,1592
YGL133W,1593
YGL134W,1594
YGL135W,1595
YGL136C,1596
YGL137W,1597
YGL139W,1598
YGL141W,1599
YGL142C,1600
YGL144C,1601
YGL145W,1602
YGL147C,1603
YGL148W,1604
YGL150C,1605
YGL151W,1606
YGL153W,1607
YGL154C,1608
YGL155W,1609
YGL156W,1610
YGL158W,1611
YGL161C,1612
YGL162W,1613
YGL163C,1614
YGL166W,1615
YGL167C,1616
YGL168W,1617
YGL169W,1618
YGL170C,1619
YGL171W,1620
YGL172W,1621
YGL173C,1622
YGL174W,1623
YGL175C,1624
YGL178W,1625
YGL179C,1626
YGL180W,1627
YGL181W,1628
YGL183C,1629
YGL184C,1630
YGL185C,1631
YGL186C,1632
YGL187C,1633
YGL189C,1634
YGL190C,1635
YGL191W,1636
YGL192W,1637
YGL194C,1638
YGL195W,1639
YGL197W,1640
YGL198W,1641
YGL200C,1642
YGL201C,1643
YGL202W,1644
YGL203C,1645
YGL205W,1646
YGL206C,1647
YGL207W,1648
YGL208W,1649
YGL209W,1650
YGL210W,1651
YGL211W,1652
YGL212W,1653
YGL213C,1654
YGL215W,1655
YGL216W,1656
YGL222C,1657
YGL223C,1658
YGL224C,1659
YGL225W,1660
YGL226C-A,1661
YGL227W,1662
YGL229C,1663
YGL232W,1664
YGL233W,1665
YGL234W,1666
YGL237C,1667
YGL238W,1668
YGL240W,1669
YGL241W,1670
YGL243W,1671
YGL244W,1672
YGL245W,1673
YGL246C,1674
YGL247W,1675
YGL248W,1676
YGL249W,1677
