Dataset,Index
2010.Gasch00_HS29-33.flt.knn.avg.pcl,162
2010.Gasch00_HS30-37.flt.knn.avg.pcl,163
2010.Gasch00_HS37-25.flt.knn.avg.pcl,164
2010.Gasch00_HSmild.flt.knn.avg.pcl,165
2010.Gasch00_HSto37.flt.knn.avg.pcl,166
2010.Gasch00_hyper-osmotic.flt.knn.avg.pcl,167
2010.Gasch00_hypo-osmotic.flt.knn.avg.pcl,168
2010.Gasch00_menadione.flt.knn.avg.pcl,169
2010.Gasch00_Ndepletion.flt.knn.avg.pcl,170
2010.Gasch00_stationaryPhase(y12).flt.knn.avg.pcl,171
2010.Gasch00_stationaryPhase(y14).flt.knn.avg.pcl,172
2010.Gasch00_steadyState(y13).flt.knn.avg.pcl,173
2010.Gasch00_steadyState(y14).flt.knn.avg.pcl,174
2010.Gross00.flt.knn.avg.pcl,182
2010.Hardwick00.flt.knn.avg.pcl,189
2010.Huang02.flt.knn.avg.pcl,197
2010.Hughes00.flt.knn.avg.pcl,199
2010.Ideker01.flt.knn.avg.pcl,202
2010.Jin04.filter.flt.knn.avg.div.log.pcl,210
2010.Jones03_orig.flt.knn.avg.pcl,214
2010.Keller01.flt.knn.avg.pcl,223
2010.Kuhn01.flt.knn.avg.pcl,236
2010.Leber04.flt.knn.avg.pcl,246
2010.Lee05.filter.flt.knn.avg.div.log.pcl,248
2010.Lopez00.filter.flt.knn.avg.div.log.pcl,265
2010.Lyons00.flt.knn.avg.pcl,266
2010.Madhani99.filter.flt.knn.avg.div.log.pcl,267
2010.Martin04.filter.flt.knn.avg.div.log.pcl,270
2010.Marton98.log.flt.knn.avg.pcl,271
2010.Miyake04.flt.knn.avg.pcl,280
2010.Ogawa00_set1.flt.knn.avg.pcl,296
2010.Ogawa00_set2.flt.knn.avg.pcl,297
2010.Olesen02.filter.flt.knn.avg.div.log.pcl,298
2010.Orlandi04.filter.flt.knn.avg.div.log.pcl,299
2010.ORourke03.flt.knn.avg.pcl,294
2010.Pitkanen04.filter.flt.knn.avg.div.log.pcl,310
2010.Primig00.filter.flt.knn.avg.div.log.pcl,314
2010.Prinz04.flt.knn.avg.pcl,315
2010.Protchenko01.flt.knn.avg.pcl,316
2010.Robertson00.filter.flt.knn.avg.div.log.pcl,324
2010.RodriguezNavarro04.filter.flt.knn.avg.div.log.pcl,328
2010.Rudra05.filter.flt.knn.avg.div.log.pcl,335
2010.Sabet04.filter.flt.knn.avg.div.log.pcl,336
2010.Saldanha04_LeucineBatchChem.flt.knn.avg.pcl,337
2010.Saldanha04_PhosphateBatchChem.flt.knn.avg.pcl,338
2010.Saldanha04_SulfateBatchChem.flt.knn.avg.pcl,339
2010.Saldanha04_UracilBatchChem.flt.knn.avg.pcl,340
2010.Saldanha04_UraSulPhoLeuComp.flt.knn.avg.pcl,341
2010.Sapra04.flt.knn.avg.pcl,344
2010.Schawalder04.filter.flt.knn.avg.div.log.pcl,345
2010.Segal03_HSkin82.flt.knn.avg.pcl,348
2010.Segal03_hypo-osmoticPpt1.flt.knn.avg.pcl,349
2010.Segal03_stationaryPhaseYPL230W.flt.knn.avg.pcl,350
2010.ShakouryElizeh04.flt.knn.avg.pcl,351
2010.Shapira04.flt.knn.avg.pcl,359
2010.snf_swi_mutants.pcl,377
2010.Spellman98_alphaFactor.flt.knn.avg.pcl,372
2010.Spellman98_cdc15.flt.knn.avg.pcl,373
2010.Spellman98_elutriation.flt.knn.avg.pcl,374
2010.Tai05.filter.flt.knn.avg.div.log.pcl,378
2010.Takagi05.filter.flt.knn.avg.div.log.pcl,379
2010.Williams02.filter.flt.knn.avg.div.log.pcl,409
2010.Yamamoto05.filter.flt.knn.avg.div.log.pcl,413
2010.Yeang05.flt.knn.avg.pcl,415
2010.Yoshimoto02_Ca.flt.knn.avg.pcl,421
2010.Yoshimoto02_Na.flt.knn.avg.pcl,422
2010.Yun00.flt.knn.avg.pcl,423
GSE3182_setA_family.pcl,427
