Dataset,Index
Bernstein_2000_PMID_11095743\2010.Bernstein00_HDACsin3sap30ume6hda1hos2hos3.filter.flt.knn.avg.div.log.pcl,35
Bernstein_2000_PMID_11095743\2010.Bernstein00_TSA.filter.flt.knn.avg.div.log.pcl,36
Berry_2008_PMID_18753408\GSE8335_set00_family.pcl,37
Berry_2008_PMID_18753408\GSE8335_set01_family.pcl,38
Berry_2008_PMID_18753408\GSE8335_set02_family.pcl,39
Berry_2008_PMID_18753408\GSE8335_set03_family.pcl,40
Berry_2008_PMID_18753408\GSE8335_set04_family.pcl,41
Berry_2008_PMID_18753408\GSE8335_set05_family.pcl,42
Berry_2008_PMID_18753408\GSE8335_set06_family.pcl,43
Berry_2008_PMID_18753408\GSE8335_set07_family.pcl,44
Berry_2008_PMID_18753408\GSE8335_set08_family.pcl,45
Berry_2008_PMID_18753408\GSE8335_set09_family.pcl,46
Berry_2008_PMID_18753408\GSE8335_set10_family.pcl,47
Berry_2008_PMID_18753408\GSE8335_set11_family.pcl,48
Berry_2008_PMID_18753408\GSE8335_set12_family.pcl,49
Berry_2008_PMID_18753408\GSE8335_set13_family.pcl,50
Bester_2012_PMID_22384390\GSE17716_final.pcl,51
Bester_2012_PMID_22384390\GSE29371_final.pcl,52
Boer_2005_PMID_15949974\2010.Boer05.filter.flt.knn.avg.div.log.pcl,53
Boer_2007_PMID_17419774\GSE6405_setA_family.pcl,54
Borde_2009_PMID_19078966\GSE10944_setA_family.pcl,55
Borde_2009_PMID_19078966\GSE10947_setA_family.pcl,56
Borde_2009_PMID_19078966\GSE10948_setA_family.pcl,57
Bradley_2009_PMID_19180179\GSE11754_set0_family.pcl,58
Bradley_2009_PMID_19180179\GSE11754_set1_family.pcl,59
Brauer_2005_PMID_15758028\2010.Brauer05_batch1.flt.knn.avg.pcl,60
Brauer_2005_PMID_15758028\2010.Brauer05_batch2.flt.knn.avg.pcl,61
Brauer_2008_PMID_17959824\GSE8825_set0_family.pcl,62
Brauer_2008_PMID_17959824\GSE8825_set1_family.pcl,63
Brauer_2008_PMID_17959824\GSE8825_set2_family.pcl,64
Brauer_2008_PMID_17959824\GSE8825_set3_family.pcl,65
Brauer_2008_PMID_17959824\GSE8825_set4_family.pcl,66
Brauer_2008_PMID_17959824\GSE8825_set5_family.pcl,67
Brem_2005_PMID_15659551\2010.Brem05_orig.flt.knn.avg.pcl,68
Brown_2008_PMID_18422925\GSE9875_setA_family.pcl,69
Bro_2003_PMID_12791685\2010.Bro03.filter.flt.knn.avg.div.log.pcl,70
Bulik_2003_PMID_14555471\2010.Bulik03.filter.flt.knn.avg.div.log.pcl,71
Caba_2005_PMID_15878181\2010.Caba05.filter.flt.knn.avg.div.log.pcl,72
Capaldi_2008_PMID_18931682\GSE12270_setA_family.pcl,73
Carmel-Harel_2001_PMID_11169101\2010.CarmelHarel01.flt.knn.avg.pcl,74
Carroll_2001_PMID_11675494\2010.Carroll01.log.flt.knn.avg.pcl,75
Carter_2007_PMID_17389876\GSE5938_setA_family.pcl,76
Carter_2012_PMID_23071457\GSE34787_final.pcl,77
Casado_2011_PMID_21749328\GSE27925_final.pcl,78
Casamayor_2012_PMID_22372618\GSE25697_final.pcl,79
Causton_2001_PMID_11179418\2010.Causton01_acid.filter.flt.knn.avg.div.log.pcl,80
Causton_2001_PMID_11179418\2010.Causton01_alkali.filter.flt.knn.avg.div.log.pcl,81
Causton_2001_PMID_11179418\2010.Causton01_heat.filter.flt.knn.avg.div.log.pcl,82
Causton_2001_PMID_11179418\2010.Causton01_NaCl.filter.flt.knn.avg.div.log.pcl,83
Causton_2001_PMID_11179418\2010.Causton01_peroxide.filter.flt.knn.avg.div.log.pcl,84
Causton_2001_PMID_11179418\2010.Causton01_sorbitol.filter.flt.knn.avg.div.log.pcl,85
Celona_2011_PMID_21738444\GSE23711_final.pcl,86
Chan_2008_PMID_18708563\GSE12004_set0_family.pcl,87
Chan_2008_PMID_18708563\GSE12004_set1_family.pcl,88
Chechik_2008_PMID_18953355\GSE13219_set00_family.pcl,89
Chechik_2008_PMID_18953355\GSE13219_set01_family.pcl,90
Chechik_2008_PMID_18953355\GSE13219_set02_family.pcl,91
Chechik_2008_PMID_18953355\GSE13219_set03_family.pcl,92
Chechik_2008_PMID_18953355\GSE13219_set04_family.pcl,93
Chechik_2008_PMID_18953355\GSE13219_set05_family.pcl,94
Chechik_2008_PMID_18953355\GSE13219_set06_family.pcl,95
Chechik_2008_PMID_18953355\GSE13219_set07_family.pcl,96
Chechik_2008_PMID_18953355\GSE13219_set08_family.pcl,97
Chechik_2008_PMID_18953355\GSE13219_set09_family.pcl,98
Chechik_2008_PMID_18953355\GSE13219_set10_family.pcl,99
Chechik_2008_PMID_18953355\GSE13219_set11_family.pcl,100
Chechik_2008_PMID_18953355\GSE13219_set12_family.pcl,101
Chen_2006_PMID_16397762\GSE3160_setA_family.pcl,102
Cheung_2008_PMID_18998772\GSE12272_setA_family.pcl,103
Chitikila_2002_PMID_12419230\2010.Chitikila02.flt.knn.avg.pcl,104
Chiu_2011_PMID_21147769\GSE18334_final.pcl,105
Cho_1998_PMID_9702192\2010.Cho98.filter.flt.knn.avg.div.log.pcl,106
Chua_2006_PMID_16880382\GSE5499_set0_family.pcl,107
Chua_2006_PMID_16880382\GSE5499_set1_family.pcl,108
Chumnanpuen_2012_PMID_22622761\GSE32418_final.pcl,109
Chu_1998_PMID_9784122\2010.Chu98.flt.knn.avg.pcl,110
Cipollina_2008_PMID_18174152\GSE5238_setA_family.pcl,111
Cipollina_2008_PMID_18524923\GSE9644_set0_family.pcl,112
Cipollina_2008_PMID_18524923\GSE9644_set1_family.pcl,113
Clark_2002_PMID_11988574\2010.Clark02_orig.flt.knn.avg.pcl,114
Cohen_2002_PMID_12006656\2010.Cohen02.filter.flt.knn.avg.div.log.pcl,115
Cullen_2004_PMID_15256499\2010.glycosylation.pcl,116
Daran-Lapujade_2004_PMID_14630934\GSE8895_setA_family.pcl,117
Daran-Lapujade_2007_PMID_17898166\GSE9232_setA_family.pcl,118
DeRisi_1997_PMID_9381177\2010.diauxic.pcl,119
Dettman_2007_PMID_17538619\GSE6870_setA_family.pcl,120
De_Nadal_2004_PMID_14737171\2010.deNadal04.flt.knn.avg.pcl,121
De_Nicola_2007_PMID_17933919\GSE8035_setA_family.pcl,122
De_Nicola_2007_PMID_17933919\GSE8089_setA_family.pcl,123
Dion_2005_PMID_15795371\GSE2324_setA_family.pcl,124
Dominissini_2012_PMID_22575960\GSE36958_final.pcl,125
Dong_2007_PMID_17317628\GSE6647_setA_family.pcl,126
Dori-Bachash_2011_PMID_21811398\GSE28849GPL13449.sfp.pcl,127
Dori-Bachash_2011_PMID_21811398\GSE29960_final.pcl,128
Dubacq_2006_PMID_16328372\GSE1914_setA_family.pcl,129
Dubacq_2006_PMID_16328372\GSE1915_setA_family.pcl,130
Duvel_2003_PMID_12820961\2010.Duvel03_delayedRap.flt.knn.avg.pcl,131
Duvel_2003_PMID_12820961\2010.Duvel03_immediateRap.flt.knn.avg.pcl,132
Dymond_2011_PMID_21918511\GSE31326_final.pcl,133
Epstein_2001_PMID_11179416\2010.Epstein00.flt.knn.avg.pcl,134
Eriksson_2005_PMID_16199888\2010.Eriksson05.filter.flt.knn.avg.div.log.pcl,135
Erlich_2008_PMID_19005567\GSE12150_setA_family.pcl,136
Ferea_1999_PMID_10449761\2010.evolution.pcl,137
Fleming_2002_PMID_11830665\2010.Fleming99.log.flt.knn.avg.pcl,138
Flom_2012_PMID_22461145\GSE34757_final.pcl,139
Friedlander_2006_PMID_16542486\GSE3814_set0_family.pcl,140
Friedlander_2006_PMID_16542486\GSE3814_set1_family.pcl,141
Friedlander_2006_PMID_16542486\GSE3815_set0_family.pcl,142
Friedlander_2006_PMID_16542486\GSE3815_set1_family.pcl,143
Friedlander_2006_PMID_16542486\GSE3816_set0_family.pcl,144
Friedlander_2006_PMID_16542486\GSE3816_set1_family.pcl,145
Friedlander_2006_PMID_16542486\GSE3820_setA_family.pcl,146
Fry_2003_PMID_12875747\2010.Fry03.filter.flt.knn.avg.div.log.pcl,147
Fry_2006_PMID_17163986\GSE5301_setA_family.pcl,148
Galitski_1999_PMID_10398601\2010.ploidy.pcl,149
Garcia-Rodriguez_2012_PMID_22493290\GSE29420_final.pcl,150
Garcia_2009_PMID_19234305\GSE12684_setA_family.pcl,151
Gardner_2005_PMID_15797381\GSE2159_setA_family.pcl,152
Gardner_2005_PMID_15988024\GSE2329_setA_family.pcl,153
Gardner_2005_PMID_15988024\GSE2330_setA_family.pcl,154
Gasch_2000_PMID_11102521\2010.Gasch00_adenineStarvation.flt.knn.avg.pcl,155
Gasch_2000_PMID_11102521\2010.Gasch00_carbonSources.flt.knn.avg.pcl,156
Gasch_2000_PMID_11102521\2010.Gasch00_diamideTreatment.flt.knn.avg.pcl,157
Gasch_2000_PMID_11102521\2010.Gasch00_DTT(y13).flt.knn.avg.pcl,158
Gasch_2000_PMID_11102521\2010.Gasch00_DTT(y14).flt.knn.avg.pcl,159
Gasch_2000_PMID_11102521\2010.Gasch00_HOtimeCourse.flt.knn.avg.pcl,160
Gasch_2000_PMID_11102521\2010.Gasch00_HS25-37.flt.knn.avg.pcl,161
Gasch_2000_PMID_11102521\2010.Gasch00_HS29-33.flt.knn.avg.pcl,162
Gasch_2000_PMID_11102521\2010.Gasch00_HS30-37.flt.knn.avg.pcl,163
Gasch_2000_PMID_11102521\2010.Gasch00_HS37-25.flt.knn.avg.pcl,164
Gasch_2000_PMID_11102521\2010.Gasch00_HSmild.flt.knn.avg.pcl,165
Gasch_2000_PMID_11102521\2010.Gasch00_HSto37.flt.knn.avg.pcl,166
Gasch_2000_PMID_11102521\2010.Gasch00_hyper-osmotic.flt.knn.avg.pcl,167
Gasch_2000_PMID_11102521\2010.Gasch00_hypo-osmotic.flt.knn.avg.pcl,168
Gasch_2000_PMID_11102521\2010.Gasch00_menadione.flt.knn.avg.pcl,169
Gasch_2000_PMID_11102521\2010.Gasch00_Ndepletion.flt.knn.avg.pcl,170
Gasch_2000_PMID_11102521\2010.Gasch00_stationaryPhase(y12).flt.knn.avg.pcl,171
Gasch_2000_PMID_11102521\2010.Gasch00_stationaryPhase(y14).flt.knn.avg.pcl,172
Gasch_2000_PMID_11102521\2010.Gasch00_steadyState(y13).flt.knn.avg.pcl,173
Gasch_2000_PMID_11102521\2010.Gasch00_steadyState(y14).flt.knn.avg.pcl,174
Gasch_2001_PMID_11598186\2010.DNAdamage.pcl,175
Gil_2011_PMID_21842488\GSE28677_final.pcl,176
Gomez-Gonzalez_2011_PMID_21701562\GSE24802_final.pcl,177
Gonzalez-Aguilera_2011_PMID_21680710\GSE19302_final.pcl,178
Gonzalez-Aguilera_2011_PMID_21680710\GSE26303_final.pcl,179
Gonzalez_2006_PMID_16973600\GSE6801_setA_family.pcl,180
Gresham_2008_PMID_19079573\GSE13435_set0_family.pcl,181
Gross_2000_PMID_10922376\2010.Gross00.flt.knn.avg.pcl,182
Grund_2008_PMID_18762579\GSE6370_set0_family.pcl,183
Guan_2006_PMID_17166056\GSE3076_setA_family.pcl,184
Guan_2012_PMID_22851651\GSE32196GPL15778.sfp.pcl,185
Guo_2006_PMID_16122766\GSE2419_setA_family.pcl,186
Guo_2006_PMID_16122766\GSE2420_setA_family.pcl,187
Hao_2012_PMID_22179789\GSE32703_final.pcl,188
Hardwick_1999_PMID_10611304\2010.Hardwick00.flt.knn.avg.pcl,189
Haugen_2004_PMID_15575969\2010.arsenic_deletions.pcl,190
Haugen_2004_PMID_15575969\2010.arsenic_time_dose.pcl,191
Hazelwood_2008_PMID_18281432\GSE9590_setA_family.pcl,192
Hickman_2007_PMID_17785431\GSE8613_setA_family.pcl,193
Holbein_2009_PMID_19324962\GSE14619_setA_family.pcl,194
Hong_2011_PMID_21715660\GSE27185_final.pcl,195
Hong_2012_PMID_22904057\GSE36118_final.pcl,196
Huang_2002_PMID_12077337\2010.Huang02.flt.knn.avg.pcl,197
Huang_2004_PMID_15539461\2010.rapamycin.pcl,198
Hughes_2000_PMID_10929718\2010.Hughes00.flt.knn.avg.pcl,199
Huisinga_2007_PMID_17407552\GSE7385_setA_family.pcl,200
Hu_2007_PMID_17417638\GSE4654_setA_family.pcl,201
Ideker_2001_PMID_11340206\2010.Ideker01.flt.knn.avg.pcl,202
Irvin_2006_PMID_16407318\GSE3006_setA_family.pcl,203
Iwahashi_2007_PMID_17408496\GSE6118_setA_family.pcl,204
Iwahashi_2007_PMID_18075112\GSE8718_setA_family.pcl,205
James_2007_PMID_17660549\GSE9432_setA_family.pcl,206
Jansen_2004_PMID_15066785\GSE8897_setA_family.pcl,207
Jansen_2005_PMID_15870473\GSE8898_setA_family.pcl,208
Jimeno_2011_PMID_21149575\GSE18994_final.pcl,209
Jin_2004_PMID_15528549\2010.Jin04.filter.flt.knn.avg.div.log.pcl,210
Jin_2007_PMID_17664279\GSE6331_setA_family.pcl,211
Johanson_2006_PMID_16440349\GSE2818_set0_family.pcl,212
Johansson_2007_PMID_18087042\GSE9482_setA_family.pcl,213
Jones_2003_PMID_14570984\2010.Jones03_orig.flt.knn.avg.pcl,214
Joseph-Strauss_2007_PMID_17999778\GSE7393_set0_family.pcl,215
Joseph-Strauss_2007_PMID_17999778\GSE7393_set1_family.pcl,216
Joseph-Strauss_2007_PMID_17999778\GSE7393_set2_family.pcl,217
Joseph-Strauss_2007_PMID_17999778\GSE7393_set3_family.pcl,218
Joseph-Strauss_2007_PMID_17999778\GSE7393_set4_family.pcl,219
Joseph-Strauss_2007_PMID_17999778\GSE7393_set5_family.pcl,220
Kao_2008_PMID_19029899\GSE11071_setA_family.pcl,221
Kaplan_2008_PMID_19023413\GSE12822_setA_family.pcl,222
Keller_2001_PMID_11504737\2010.Keller01.flt.knn.avg.pcl,223
Kelly_2006_PMID_16720269\GSE4311_setA_family.pcl,224
Kim_2009_PMID_19456872\GSE14102_setA_family.pcl,225
Kitagawa_2002_PMID_12269742\GSE9336_setA_family.pcl,226
Kitagawa_2003_PMID_12854720\GSE9337_setA_family.pcl,227
Kitagawa_2005_PMID_16377885\GSE9401_setA_family.pcl,228
Klevecz_2004_PMID_14734811\GSE2583_setA_family.pcl,229
Klockow_2008_PMID_18455824\GSE6358_setA_family.pcl,230
Knijnenburg_2007_PMID_17241460\GSE4807_setA_family.pcl,231
Knijnenburg_2009_PMID_19173729\GSE11452_setA_family.pcl,232
Komili_2007_PMID_17981122\GSE8761_setA_family.pcl,233
Kresnowati_2006_PMID_16969341\GSE3821_setA_family.pcl,234
Kugou_2007_PMID_17396017\GSE6620_setA_family.pcl,235
Kuhn_2001_PMID_11154278\2010.Kuhn01.flt.knn.avg.pcl,236
Kundaje_2008_PMID_19008939\GSE8343_setA_family.pcl,237
Kuranda_2006_PMID_16925551\GSE4049_setA_family.pcl,238
Kvitek_2008_PMID_18927628\GSE10269_set0_family.pcl,239
Lai_2006_PMID_16963631\2010.galactose_anoxia_reoxygenation.pcl,240
Lai_2006_PMID_16963631\2010.glucose_anoxia_reoxygenation.pcl,241
Lai_2008_PMID_19105839\GSE3706_setA_family.pcl,242
Landry_2006_PMID_16427747\GSE3021_setA_family.pcl,243
Landry_2007_PMID_17525304\GSE7537_setA_family.pcl,244
Lanza_2012_PMID_22558379\GSE26923_final.pcl,245
Leber_2004_PMID_15314654\2010.Leber04.flt.knn.avg.pcl,246
Lee_2000_PMID_12760044\2010.HO_endonuclease.pcl,247
Lee_2005_PMID_15989963\2010.Lee05.filter.flt.knn.avg.div.log.pcl,248
Lenstra_2011_PMID_21596317\GSE25909_s313_final.pcl,249
Levy_2007_PMID_17327914\GSE6302_set00_family.pcl,250
Levy_2007_PMID_17327914\GSE6302_set01_family.pcl,251
Levy_2007_PMID_17327914\GSE6302_set02_family.pcl,252
Levy_2007_PMID_17327914\GSE6302_set03_family.pcl,253
Levy_2007_PMID_17327914\GSE6302_set04_family.pcl,254
Levy_2007_PMID_17327914\GSE6302_set05_family.pcl,255
Levy_2007_PMID_17327914\GSE6302_set06_family.pcl,256
Levy_2007_PMID_17327914\GSE6302_set07_family.pcl,257
Levy_2007_PMID_17327914\GSE6302_set08_family.pcl,258
Levy_2007_PMID_17327914\GSE6302_set09_family.pcl,259
Levy_2007_PMID_17327914\GSE6302_set10_family.pcl,260
Liko_2007_PMID_17616518\GSE8379_setA_family.pcl,261
Lin_2012_PMID_22308403\GSE31389_final.pcl,262
Lin_2012_PMID_22308403\GSE31390_final.pcl,263
Li_2006_PMID_17043222\GSE9302_setA_family.pcl,264
Lopez_2000_PMID_10940042\2010.Lopez00.filter.flt.knn.avg.div.log.pcl,265
Lyons_2000_PMID_10884426\2010.Lyons00.flt.knn.avg.pcl,266
Madhani_1999_PMID_10535956\2010.Madhani99.filter.flt.knn.avg.div.log.pcl,267
Malagon_2006_PMID_16510790\GSE2831_setA_family.pcl,268
Marks_2008_PMID_18215224\GSE8536_setA_family.pcl,269
Martin_2004_PMID_15476558\2010.Martin04.filter.flt.knn.avg.div.log.pcl,270
Marton_1998_PMID_9809554\2010.Marton98.log.flt.knn.avg.pcl,271
Matsumoto_2005_PMID_16209719\GSE3316_setA_family.pcl,272
Medintz_2007_PMID_17700863\GSE7820_set0_family.pcl,273
Medintz_2007_PMID_17700863\GSE7820_set1_family.pcl,274
Medintz_2007_PMID_17700863\GSE7820_setA_family.pcl,275
Menacho-Marquez_2007_PMID_17890903\GSE8111_setA_family.pcl,276
Mendes-Ferreira_2007_PMID_17601813\GSE5842_set0_family.pcl,277
Mendiratta_2006_PMID_16415340\GSE3354_setA_family.pcl,278
Meneghini_2003_PMID_12628191\2010.swr1_htz1_hmr_sir2.pcl,279
Miyake_2004_PMID_15192094\2010.Miyake04.flt.knn.avg.pcl,280
Mizuguchi_2004_PMID_14645854\2010.swr1_htz1_ino80.pcl,281
Mnaimneh_2004_PMID_15242642\2010.EssentialGenes.pcl,282
Molina-Navarro_2008_PMID_18424442\GSE9645_set0_family.pcl,283
Molina-Navarro_2008_PMID_18424442\GSE9663_set0_family.pcl,284
Morillo-Huesca_2010_PMID_20711347\GSE21571_final.pcl,285
Munding_2010_PMID_21123654\GSE24675_final.pcl,286
Munding_2010_PMID_21123654\GSE24681_final.pcl,287
Mutiu_2007_PMID_17447102\GSE6316_setA_family.pcl,288
Mutiu_2007_PMID_17660562\GSE6847_setA_family.pcl,289
Nag_2008_PMID_18508805\GSE11282_setA_family.pcl,290
Navlakha_2012_PMID_22916002\GSE28213GPL13340.sfp.pcl,291
Navlakha_2012_PMID_22916002\GSE28213GPL14666.sfp.pcl,292
Niles_2012_PMID_22307609\GSE33185_final.pcl,293
O'Rourke_2004_PMID_14595107\2010.ORourke03.flt.knn.avg.pcl,294
Oberstrass_2006_PMID_16429156\GSE3859_setA_family.pcl,295
Ogawa_2000_PMID_11102525\2010.Ogawa00_set1.flt.knn.avg.pcl,296
Ogawa_2000_PMID_11102525\2010.Ogawa00_set2.flt.knn.avg.pcl,297
Olesen_2002_PMID_12702272\2010.Olesen02.filter.flt.knn.avg.div.log.pcl,298
Orlandi_2004_PMID_14623890\2010.Orlandi04.filter.flt.knn.avg.div.log.pcl,299
Orlando_2008_PMID_18463633\GSE8799_setA_family.pcl,300
Oromendia_2012_PMID_23222101\GSE40116_final.pcl,301
Pan_2008_PMID_18366703\GSE10554_setA_family.pcl,302
Papini_2010_PMID_20815084\GSE22122_final.pcl,303
Parra_2006_PMID_16648479\GSE3806_setA_family.pcl,304
Parra_2007_PMID_17724083\GSE7337_setA_family.pcl,305
Parra_2007_PMID_17724083\GSE7338_setA_family.pcl,306
Pelechano_2008_PMID_17914747\GSE8629_setA_family.pcl,307
Penheiter_2005_PMID_16246724\GSE3200_set0_family.pcl,308
Penheiter_2005_PMID_16246724\GSE3200_set1_family.pcl,309
Pitkanen_2004_PMID_15520001\2010.Pitkanen04.filter.flt.knn.avg.div.log.pcl,310
Pramila_2002_PMID_12464633\GSE3635_setA_family.pcl,311
Pramila_2002_PMID_12464633\GSE5283_setA_family.pcl,312
Pramila_2006_PMID_16912276\GSE4987_setA_family.pcl,313
Primig_2000_PMID_11101837\2010.Primig00.filter.flt.knn.avg.div.log.pcl,314
Prinz_2004_PMID_14993204\2010.Prinz04.flt.knn.avg.pcl,315
Protchenko_2001_PMID_11673473\2010.Protchenko01.flt.knn.avg.pcl,316
Protchenko_2008_PMID_18326586\GSE9514_setA_family.pcl,317
Puig_2008_PMID_18522836\GSE11236_setA_family.pcl,318
Rachfall_2013_PMID_23071099\GSE34286_final.pcl,319
Reinke_2006_PMID_16923813\GSE4584_set0_family.pcl,320
Reinke_2006_PMID_16923813\GSE4584_set1_family.pcl,321
Reinke_2006_PMID_16923813\GSE4586_setA_family.pcl,322
Rintala_2011_PMID_21348598\GSE22832_final.pcl,323
Robertson_2000_PMID_10811893\2010.Robertson00.filter.flt.knn.avg.div.log.pcl,324
Roberts_2000_PMID_10657304\2010.alpha_conc.pcl,325
Roberts_2000_PMID_10657304\2010.alpha_time.pcl,326
Roberts_2006_PMID_16741729\2010.glucose_glycerol_transition.pcl,327
Rodriguez-Navarro_2004_PMID_14718168\2010.RodriguezNavarro04.filter.flt.knn.avg.div.log.pcl,328
Rodriguez-Quinones_2009_PMID_19426543\GSE5931_setA_family.pcl,329
Ronen_2006_PMID_16381818\GSE4158_set0_family.pcl,330
Rosaleny_2005_PMID_16023114\GSE2434_setA_family.pcl,331
Rossmann_2011_PMID_21474074\GSE27222_final.pcl,332
Rossouw_2009_PMID_19711068\GSE11651_setA_family.pcl,333
Ro_2008_PMID_18983675\GSE11620_setA_family.pcl,334
Rudra_2005_PMID_15692568\2010.Rudra05.filter.flt.knn.avg.div.log.pcl,335
Sabet_2004_PMID_15456858\2010.Sabet04.filter.flt.knn.avg.div.log.pcl,336
Saldanha_2004_PMID_15240820\2010.Saldanha04_LeucineBatchChem.flt.knn.avg.pcl,337
Saldanha_2004_PMID_15240820\2010.Saldanha04_PhosphateBatchChem.flt.knn.avg.pcl,338
Saldanha_2004_PMID_15240820\2010.Saldanha04_SulfateBatchChem.flt.knn.avg.pcl,339
Saldanha_2004_PMID_15240820\2010.Saldanha04_UracilBatchChem.flt.knn.avg.pcl,340
Saldanha_2004_PMID_15240820\2010.Saldanha04_UraSulPhoLeuComp.flt.knn.avg.pcl,341
Salusjarvi_2008_PMID_18533012\GSE12890_setA_family.pcl,342
Sanz_2012_PMID_22621902\GSE31176_final.pcl,343
Sapra_2004_PMID_15452114\2010.Sapra04.flt.knn.avg.pcl,344
Schawalder_2004_PMID_15616569\2010.Schawalder04.filter.flt.knn.avg.div.log.pcl,345
Scherens_2006_PMID_16879428\GSE2891_setA_family.pcl,346
Schrader_2006_PMID_16987817\GSE5290_setA_family.pcl,347
Segal_2003_PMID_12740579\2010.Segal03_HSkin82.flt.knn.avg.pcl,348
Segal_2003_PMID_12740579\2010.Segal03_hypo-osmoticPpt1.flt.knn.avg.pcl,349
Segal_2003_PMID_12740579\2010.Segal03_stationaryPhaseYPL230W.flt.knn.avg.pcl,350
Shakoury-Elizeh_2004_PMID_14668481\2010.ShakouryElizeh04.flt.knn.avg.pcl,351
Shalem_2008_PMID_18854817\GSE12222_set0_family.pcl,352
Shalem_2008_PMID_18854817\GSE12222_set1_family.pcl,353
Shalem_2008_PMID_18854817\GSE12222_set2_family.pcl,354
Shalem_2008_PMID_18854817\GSE12222_set3_family.pcl,355
Shalem_2008_PMID_18854817\GSE12222_set4_family.pcl,356
Shalem_2008_PMID_18854817\GSE12222_set5_family.pcl,357
Shalem_2011_PMID_21931566\GSE26829_final.pcl,358
Shapira_2004_PMID_15371544\2010.Shapira04.flt.knn.avg.pcl,359
Sheltzer_2012_PMID_22802626\GSE35853_final.pcl,360
Shirra_2008_PMID_18955495\GSE12061_setA_family.pcl,361
Shivaswamy_2008_PMID_18212068\GSE7665_set0_family.pcl,362
Simmons_Kovacs_2012_PMID_22306294\GSE32974_final.pcl,363
Simons_2006_PMID_16870766\GSE4669_setA_family.pcl,364
Singh_2005_PMID_16332871\GSE1311_setA_family.pcl,365
Singh_2005_PMID_16332871\GSE1312_setA_family.pcl,366
Singh_2005_PMID_16332871\GSE1313_setA_family.pcl,367
Smith_2002_PMID_12135984\2010.peroxisome.pcl,368
Smith_2007_PMID_17551510\GSE5862_set0_family.pcl,369
Smith_2008_PMID_18416601\GSE9376_setA_family.pcl,370
Spedale_2012_PMID_21976730\GSE30148_final.pcl,371
Spellman_1998_PMID_9843569\2010.Spellman98_alphaFactor.flt.knn.avg.pcl,372
Spellman_1998_PMID_9843569\2010.Spellman98_cdc15.flt.knn.avg.pcl,373
Spellman_1998_PMID_9843569\2010.Spellman98_elutriation.flt.knn.avg.pcl,374
Sprouse_2009_PMID_19098311\GSE12371_setA_family.pcl,375
Stern_2007_PMID_17453047\GSE6450_setA_family.pcl,376
Sudarsanam_2000_PMID_10725359\2010.snf_swi_mutants.pcl,377
Tai_2005_PMID_15496405\2010.Tai05.filter.flt.knn.avg.div.log.pcl,378
Takagi_2005_PMID_15837426\2010.Takagi05.filter.flt.knn.avg.div.log.pcl,379
Takahashi_2011_PMID_21474073\GSE27234_final.pcl,380
Tanaka_2006_PMID_16943074\GSE3043_setA_family.pcl,381
Thibault_2011_PMID_22143797\GSE33844_final.pcl,382
