GO Term ID,GO Term Name,Num GO Term Annos,NN_-_- Nes,NN_-_- q-value,SPELL_-_- NES,SPELL_-_- q-value,NES Difference
GO:0051453,regulation of intracellular pH,33,2.278793242390817,0.0007748726985239,1.320597734044329,0.3275389224736751,0.9581955083464881
GO:0072662,protein localization to peroxisome,24,2.2720379032392595,0.0008379313043348,1.6006359101234933,0.1115952878137189,0.6714019931157662
GO:0006906,vesicle fusion,50,2.2682981197150065,0.0008728451086821,2.090273560210224,0.0043842116416089,0.1780245595047827
GO:0006625,protein targeting to peroxisome,24,2.2558493681685183,0.0009315942986895,1.636843353965607,0.0932430400693432,0.6190060142029112
GO:0055086,nucleobase-containing small molecule metabolic process,219,2.2505576090596984,0.0009455822010722,1.2496042802242406,0.4057514143141163,1.0009533288354577
GO:0043248,proteasome assembly,34,2.248206527154638,0.0009455822010722,2.0692014541360697,0.0051369684153042,0.17900507301856816
GO:0044743,protein transmembrane import into intracellular organelle,54,2.2430187246381967,0.0010053305269642,1.6773043399194432,0.0733549903017831,0.5657143847187536
GO:0007035,vacuolar acidification,29,2.2422966735943177,0.0010053305269642,1.4812804552645171,0.1907817427844673,0.7610162183298006
GO:0072663,establishment of protein localization to peroxisome,24,2.2410103497647027,0.0010336323655446,1.6135391405280035,0.1060556812293849,0.6274712092366992
GO:0034030,ribonucleoside bisphosphate biosynthetic process,15,2.239115107680996,0.0010383846982597,1.0764215054783202,0.6184314554954423,1.162693602202676
GO:0030004,cellular monovalent inorganic cation homeostasis,42,2.23103194472015,0.0012205037536656,1.3033493141498234,0.346228968842598,0.9276826305703265
GO:1901293,nucleoside phosphate biosynthetic process,118,2.2278064196509737,0.001265625407589,1.525664035704735,0.1596698271012491,0.7021423839462386
GO:0034032,purine nucleoside bisphosphate metabolic process,33,2.2255971787881568,0.0012878042587113,1.601257479489236,0.1115952878137189,0.6243396992989207
GO:0055067,monovalent inorganic cation homeostasis,44,2.2188314152786357,0.0013923957686119,1.215395534990554,0.4424567808815868,1.0034358802880816
GO:0033875,ribonucleoside bisphosphate metabolic process,33,2.215818457599106,0.0013923957686119,1.576838734319684,0.1265903561919732,0.6389797232794219
GO:0034033,purine nucleoside bisphosphate biosynthetic process,15,2.211137645325981,0.0014099805601787,1.1086408677810902,0.5733076321001124,1.1024967775448908
GO:0009165,nucleotide biosynthetic process,116,2.210265786409312,0.0014099805601787,1.5262949440730558,0.1595496151996686,0.6839708423362563
GO:0033865,nucleoside bisphosphate metabolic process,33,2.202883484721562,0.0014878041625263,1.6065961648108074,0.1096297299996757,0.5962873199107546
GO:0030865,cortical cytoskeleton organization,62,2.195017167446738,0.0015633046722664,2.214357898230303,0.0019625611562145,-0.019340730783565352
GO:0051452,intracellular pH reduction,29,2.191333951501157,0.001617330642558,1.4689610343041242,0.199498511373536,0.722372917197033
GO:1902905,positive regulation of supramolecular fiber organization,31,2.187966592056988,0.0017646651110312,1.0942393862352533,0.594017499516591,1.0937272058217349
GO:0043574,peroxisomal transport,26,2.181260777412279,0.0018624793516245,1.4824113749853425,0.1897726832055846,0.6988494024269365
GO:0006631,fatty acid metabolic process,66,2.178225723769854,0.0018624793516245,0.8180446944562083,0.9106397330014754,1.3601810293136458
GO:0007031,peroxisome organization,53,2.177544946006794,0.001872980129047,1.6877192612977658,0.0692854234795056,0.4898256847090281
GO:0006885,regulation of pH,34,2.1765810791035007,0.0018931302695064,1.2480923291859674,0.4063818829608199,0.9284887499175334
GO:0010638,positive regulation of organelle organization,94,2.175848212987204,0.0018931302695064,1.5800625314947132,0.1257436665222016,0.5957856814924909
GO:0033866,nucleoside bisphosphate biosynthetic process,15,2.1573974061492205,0.0022444588508968,1.0863097639743104,0.6037838561560751,1.07108764217491
GO:0016236,macroautophagy,157,2.1566376001098893,0.0022444588508968,2.0896717121896025,0.0043842116416089,0.06696588792028679
GO:0019637,organophosphate metabolic process,386,2.1564750204848067,0.0022444588508968,1.5070095389492937,0.1710221900684816,0.649465481535513
GO:0016558,protein import into peroxisome matrix,22,2.153565964988616,0.0023403159476539,1.717923875196883,0.0580785446707599,0.435642089791733
GO:0044255,cellular lipid metabolic process,327,2.1522626784080323,0.0023403159476539,1.5676459091255406,0.1304764796269557,0.5846167692824917
GO:0030029,actin filament-based process,159,2.1521646807248764,0.0023403159476539,2.0501830398712637,0.0053181959763394,0.10198164085361272
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",34,2.148270336536334,0.0024892249395749,2.0522039158940197,0.0053181959763394,0.0960664206423143
GO:0097237,cellular response to toxic substance,38,2.138040506013711,0.0028261021506719,0.7780248815978509,0.9329750554963032,1.36001562441586
GO:0006085,acetyl-CoA biosynthetic process,6,2.1354814566935865,0.0028866985823281,1.3945093123367025,0.2610202134378898,0.740972144356884
GO:0030866,cortical actin cytoskeleton organization,59,2.132324860164849,0.0029574046035346,2.0677313315307457,0.005150954006397,0.06459352863410306
GO:1990748,cellular detoxification,36,2.13209638438982,0.0029574046035346,0.7539039625581185,0.9462189181398952,1.3781924218317017
GO:0030036,actin cytoskeleton organization,157,2.1219813782966392,0.0033300938385589,2.080406534998021,0.0048673598967125,0.04157484329861827
GO:0006900,vesicle budding from membrane,30,2.1211539203132244,0.0033300938385589,1.8198667450553725,0.0294903011439002,0.30128717525785187
GO:0015919,peroxisomal membrane transport,26,2.1187607421814376,0.0033300938385589,1.484716602033957,0.1892487427770983,0.6340441401474806
GO:0070127,tRNA aminoacylation for mitochondrial protein translation,14,2.1182005850687298,0.0033300938385589,2.5254604683624198,0.0,-0.40725988329369
GO:0006084,acetyl-CoA metabolic process,14,2.1174492871386548,0.0033300938385589,1.8136052681195207,0.0305023135723265,0.30384401901913405
GO:0051090,regulation of DNA-binding transcription factor activity,9,2.1154724059644443,0.0033300938385589,1.6984330923312605,0.0653866768560347,0.4170393136331838
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",11,2.113957428070656,0.0033300938385589,1.4640299096817857,0.2024507693813283,0.6499275183888702
GO:0097576,vacuole fusion,45,2.1054032035452748,0.0036321619038707,1.1379383426258212,0.5355873290096238,0.9674648609194536
GO:0045185,maintenance of protein location,43,2.0972841833262184,0.0039967118134391,1.394776746441772,0.2610202134378898,0.7025074368844464
GO:0042144,"vacuole fusion, non-autophagic",44,2.095309436108173,0.0039967118134391,1.125640003624775,0.5525212631533346,0.9696694324833981
GO:0046364,monosaccharide biosynthetic process,35,2.0935995724768315,0.004064185037301,-0.7919914455578961,0.9989711683968924,2.8855910180347277
GO:0016192,vesicle-mediated transport,460,2.0918410115133024,0.0041032718511241,2.446710855655011,0.0,-0.3548698441417084
GO:0045454,cell redox homeostasis,24,2.082072360153305,0.0044463248358113,1.433877228533741,0.2274955484862311,0.648195131619564
GO:1902600,proton transmembrane transport,80,2.081262699053384,0.0044463248358113,-1.4521708649837988,0.2566272110475333,3.533433564037183
GO:0034976,response to endoplasmic reticulum stress,92,2.0812110721520787,0.0044463248358113,1.810776349019413,0.0310848729872866,0.2704347231326656
GO:0051235,maintenance of location,59,2.080941845987955,0.0044463248358113,1.560822171101034,0.1355361325655081,0.520119674886921
GO:0097384,cellular lipid biosynthetic process,32,2.0757065576667024,0.004766751200327,1.2761098032350868,0.372001044180296,0.7995967544316156
GO:0006629,lipid metabolic process,349,2.07464007389391,0.004766751200327,1.5721848717906275,0.1279303937789414,0.5024552021032826
GO:0090174,organelle membrane fusion,54,2.067917523808847,0.005136357754937,1.944235621007402,0.0118315060299221,0.12368190280144487
GO:0043433,negative regulation of DNA-binding transcription factor activity,8,2.0644782705943534,0.0053118859471225,1.7104687988262444,0.0611044543896121,0.35400947176810904
GO:0016051,carbohydrate biosynthetic process,94,2.061835242224413,0.0054470475414454,0.5383255469852529,0.9947382680894706,1.5235096952391598
GO:0051495,positive regulation of cytoskeleton organization,46,2.057185958404278,0.005653099629128,1.1954471184435032,0.4613280779724938,0.861738839960775
GO:0006886,intracellular protein transport,442,2.053286986291511,0.0058432130886774,2.1973387778106037,0.0021091892885754,-0.14405179151909264
GO:0016129,phytosteroid biosynthetic process,32,2.0503648228961824,0.0059631190834055,1.2771331381260862,0.3711662229997287,0.7732316847700962
GO:0019319,hexose biosynthetic process,33,2.0500412802805856,0.0059631190834055,-0.7969043422146956,0.9989711683968924,2.8469456224952814
GO:0016226,iron-sulfur cluster assembly,25,2.047698457853925,0.0060391445357465,1.7981236978270367,0.0335541077899196,0.24957476002688828
GO:0008654,phospholipid biosynthetic process,125,2.040527734328636,0.0064211040169136,1.9469402023874085,0.0116919541535831,0.0935875319412276
GO:0044088,regulation of vacuole organization,27,2.039272209674055,0.0064211040169136,1.69874549791547,0.0653866768560347,0.34052671175858507
GO:0006090,pyruvate metabolic process,41,2.0390611137087395,0.0064211040169136,0.7444631545714785,0.9524557717782132,1.2945979591372612
GO:0051130,positive regulation of cellular component organization,139,2.038970856332519,0.0064211040169136,1.6419893803865149,0.0899027495664862,0.3969814759460042
GO:0051651,maintenance of location in cell,42,2.0377360525118355,0.006433470413131,1.5965961579598258,0.1135262834682129,0.44113989455200975
GO:1901616,organic hydroxy compound catabolic process,26,2.032576804868389,0.006611801698267,1.388216831807128,0.2640672252433883,0.644359973061261
GO:0005975,carbohydrate metabolic process,263,2.031422994393469,0.006611801698267,-0.6927326327634077,0.9989711683968924,2.7241556271568768
GO:0006696,ergosterol biosynthetic process,32,2.0313484300063998,0.006611801698267,1.2757619573267942,0.372001044180296,0.7555864726796055
GO:0008610,lipid biosynthetic process,224,2.0307002695341585,0.006611801698267,1.7600272476869605,0.0420681303704037,0.270673021847198
GO:0098869,cellular oxidant detoxification,32,2.0225638581924965,0.0072117038487833,0.8155283500407146,0.912203880541161,1.2070355081517818
GO:0036503,ERAD pathway,56,2.0212174463121264,0.0072117038487833,1.8385681617229157,0.025939303716398,0.1826492845892107
GO:1902653,secondary alcohol biosynthetic process,34,2.0166685200921264,0.007514983496702,1.2748498658852565,0.3730971275027153,0.7418186542068699
GO:0090407,organophosphate biosynthetic process,266,2.0131397169386727,0.0077822869890097,1.6786305846969016,0.0733549903017831,0.33450913224177103
GO:0060260,regulation of transcription initiation by RNA polymerase II,22,2.012056565277834,0.0077822869890097,1.9976066199642863,0.00801992132652,0.014449945313547818
GO:0010498,proteasomal protein catabolic process,173,2.0068657023458973,0.0082370461634292,2.299859779095397,0.0006711056827285,-0.29299407674949984
GO:0006644,phospholipid metabolic process,159,2.00618819647609,0.0082370461634292,1.86523985028588,0.0217846471388935,0.1409483461902099
GO:0006749,glutathione metabolic process,23,2.005609500535202,0.0082749807764511,1.6780841064646417,0.0733549903017831,0.32752539407056025
GO:0031163,metallo-sulfur cluster assembly,25,2.00105844793464,0.008585197881961,1.7931992388128082,0.0351453603185021,0.20785920912183187
GO:0006605,protein targeting,255,2.0002505146777523,0.008585197881961,2.090036253666929,0.0043842116416089,-0.08978573898917652
GO:0043001,Golgi to plasma membrane protein transport,12,1.9997862462485203,0.008585197881961,1.7734260105849704,0.0399023514408771,0.2263602356635499
GO:0098754,detoxification,47,1.9978977738994423,0.0087284510868211,0.8262749201156789,0.9022214023565046,1.1716228537837634
GO:0009636,response to toxic substance,54,1.993831708187556,0.0089499192487255,0.8711730160716323,0.869678015833486,1.1226586921159236
GO:1901137,carbohydrate derivative biosynthetic process,236,1.9932773588658943,0.0089499192487255,1.868718106102772,0.0216958880002101,0.1245592527631223
GO:0061912,selective autophagy,52,1.9908767453228144,0.00910668396725,2.071473766790062,0.0050675327063176,-0.08059702146724734
GO:2000142,regulation of DNA-templated transcription initiation,23,1.9872223305003147,0.0094191918203105,2.063491456893317,0.0051520908313819,-0.0762691263930022
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,164,1.9865626284129343,0.0094191918203105,2.305549984246536,0.0005752334423387,-0.3189873558336016
GO:0070124,mitochondrial translational initiation,8,1.9859523295870327,0.0094191918203105,1.931872161410557,0.0129121549290933,0.05408016817647576
GO:0044108,cellular alcohol biosynthetic process,32,1.9857988605257983,0.0094191918203105,1.2893722295543375,0.3567001339395004,0.6964266309714608
GO:0000959,mitochondrial RNA metabolic process,42,1.9841391162768185,0.0094921905569179,2.5647855679732965,0.0,-0.580646451696478
GO:0006094,gluconeogenesis,33,1.982947151723144,0.0095641538504529,-0.7854947258980071,0.9989711683968924,2.768441877621151
GO:0098876,vesicle-mediated transport to the plasma membrane,40,1.978318505992342,0.009948590200014,1.9974913209241445,0.00801992132652,-0.01917281493180245
GO:0032889,"regulation of vacuole fusion, non-autophagic",9,1.97652127584961,0.0100712897155628,1.1910946005545684,0.467198546778672,0.7854266752950416
GO:0006490,oligosaccharide-lipid intermediate biosynthetic process,16,1.9753462370817223,0.0101468243884295,1.6118040487440004,0.1070323458462949,0.3635421883377219
GO:0007015,actin filament organization,88,1.9662125087787392,0.0112094834162942,1.784230162790742,0.0372301975875818,0.18198234598799723
GO:0061919,process utilizing autophagic mechanism,249,1.9655397598086963,0.0112094834162942,1.905724234668975,0.015293821246768,0.05981552513972144
GO:0030433,ubiquitin-dependent ERAD pathway,52,1.9632766603764944,0.011436052240284,1.887842704937091,0.0178917436203296,0.07543395543940346
GO:0043648,dicarboxylic acid metabolic process,50,1.958090875069427,0.0120539909508999,1.8619503914289877,0.0223282612978212,0.09614048364043937
GO:0071806,protein transmembrane transport,84,1.957365989243137,0.0120539909508999,1.163182445916735,0.4993112242156803,0.794183543326402
GO:0065002,intracellular protein transmembrane transport,77,1.9570324299155264,0.0120539909508999,1.2078858188778312,0.4503056264065693,0.7491466110376952
GO:0006790,sulfur compound metabolic process,154,1.9554536171261208,0.012138905484983,1.482850165926641,0.1896907964722886,0.47260345119947966
GO:0009100,glycoprotein metabolic process,90,1.95234163040782,0.0124466564017663,1.6640131764473494,0.0793527158918593,0.2883284539604707
GO:0006914,autophagy,239,1.9441441403366195,0.0135718857095081,1.8329652747591356,0.0262401008628501,0.11117886557748391
GO:0045017,glycerolipid biosynthetic process,98,1.9401079189348955,0.0139458123332338,2.239374511871853,0.0011504668846775,-0.29926659293695757
GO:0098771,inorganic ion homeostasis,159,1.939656971902484,0.0139458123332338,0.9009647644430376,0.8431845231857974,1.0386922074594465
GO:0009179,purine ribonucleoside diphosphate metabolic process,32,1.9352794690705053,0.0144858717075512,0.730033997054622,0.9542515419050932,1.2052454720158834
GO:0072329,monocarboxylic acid catabolic process,36,1.9275956342468883,0.0154364273850262,0.9798738542542964,0.745401699216105,0.9477217799925919
GO:0046164,alcohol catabolic process,23,1.9275109410114863,0.0154364273850262,1.0816691636412437,0.6105017284922156,0.8458417773702427
GO:0006893,Golgi to plasma membrane transport,33,1.92667410373476,0.0154364273850262,2.038286104181831,0.0059988630415327,-0.11161200044707109
GO:0048284,organelle fusion,113,1.925832021409027,0.0154364273850262,1.3427642635064525,0.3060347267352507,0.5830677579025745
GO:0009062,fatty acid catabolic process,24,1.9251085085675317,0.0154364273850262,0.814130636437698,0.9132068939820314,1.1109778721298338
GO:0019725,cellular homeostasis,231,1.9250872770587888,0.0154364273850262,1.1777259320514568,0.4854064724565366,0.747361345007332
GO:0001676,long-chain fatty acid metabolic process,9,1.9230738844219688,0.0157031796393269,-1.3620095085555362,0.3326068272034426,3.285083392977505
GO:0061025,membrane fusion,60,1.9207054239952468,0.0159254557556818,1.998663340826966,0.00801992132652,-0.07795791683171927
GO:0046474,glycerophospholipid biosynthetic process,93,1.9204340553027592,0.0159254557556818,2.232295301594268,0.0011504668846775,-0.3118612462915087
GO:0006757,ATP generation from ADP,29,1.9176203383135435,0.016303499708598,0.7257674725232325,0.9542515419050932,1.191852865790311
GO:0006633,fatty acid biosynthetic process,28,1.91753860125192,0.016303499708598,1.429695105852706,0.2309372273611661,0.4878434953992139
GO:0009135,purine nucleoside diphosphate metabolic process,32,1.9172637928285663,0.016303499708598,0.7173716199398332,0.9564303823805856,1.199892172888733
GO:0044242,cellular lipid catabolic process,50,1.9143214546771024,0.0166431024693709,1.0298514295795498,0.6759877922007074,0.8844700250975526
GO:0072595,maintenance of protein localization in organelle,16,1.9133289149024948,0.0166431024693709,0.775308156789995,0.9356717204335592,1.1380207581125
GO:0019752,carboxylic acid metabolic process,412,1.911707601349872,0.0168367227543154,1.2263699356980813,0.4297369677031136,0.6853376656517907
GO:0044396,actin cortical patch organization,25,1.9076285031038889,0.0174695888758033,1.93742632580666,0.0125050748334512,-0.029797822702771093
GO:0046939,nucleotide phosphorylation,32,1.9052283479223795,0.0177318736096143,0.7464747650653195,0.9523942928467046,1.1587535828570599
GO:0055080,cation homeostasis,167,1.9036744440056856,0.0179535209423751,0.9085114780003498,0.8358122115686711,0.9951629660053358
GO:0006096,glycolytic process,29,1.9017837161187967,0.0181522194636093,0.7257674725232325,0.9542515419050932,1.1760162435955643
GO:0072593,reactive oxygen species metabolic process,19,1.9011785203170213,0.0181522194636093,-1.0811019680826843,0.6950301518985768,2.982280488399706
GO:0097428,protein maturation by iron-sulfur cluster transfer,15,1.9010106655901653,0.0181522194636093,1.7593241024286967,0.0420681303704037,0.14168656316146855
GO:0046486,glycerolipid metabolic process,140,1.8978600272630448,0.0186680973525438,2.071313362080628,0.0050675327063176,-0.1734533348175833
GO:0009185,ribonucleoside diphosphate metabolic process,34,1.89619614513662,0.0188198083628972,0.743253848726097,0.9525444210499778,1.1529422964105231
GO:0097502,mannosylation,41,1.8948300010318424,0.0188939620763343,1.6156622401810234,0.105029315213335,0.27916776085081896
GO:1902652,secondary alcohol metabolic process,43,1.8944969137105296,0.0188939620763343,1.3381709942008404,0.3100757452809081,0.5563259195096892
GO:0042592,homeostatic process,270,1.891580376543423,0.0192240557953183,1.1871961933103792,0.4740467092533413,0.7043841832330437
GO:0006082,organic acid metabolic process,437,1.891455061079751,0.0192240557953183,1.1703998622703773,0.4940098948011941,0.7210551988093736
GO:0006650,glycerophospholipid metabolic process,124,1.8898543055400168,0.0193615071254676,2.0107234920278967,0.0075930814388715,-0.12086918648787992
GO:0006873,cellular ion homeostasis,167,1.885407901534456,0.0199400764935293,1.101548227849131,0.5858306081977332,0.7838596736853249
GO:0060261,positive regulation of transcription initiation by RNA polymerase II,15,1.8853932590480167,0.0199400764935293,2.052641440285762,0.0053181959763394,-0.16724818123774532
GO:0006165,nucleoside diphosphate phosphorylation,31,1.8852996354401668,0.0199400764935293,0.7361962290136679,0.9541666623042456,1.1491034064264989
GO:0046031,ADP metabolic process,31,1.8817358868612373,0.0204468609501916,0.736549858959425,0.9541666623042456,1.1451860279018122
GO:0010256,endomembrane system organization,119,1.8716188469181347,0.0223198963505854,1.9100762977864008,0.0149668215277672,-0.03845745086826602
GO:0043436,oxoacid metabolic process,431,1.8699826607777108,0.0225469673337463,1.12941177553915,0.5470189601788599,0.7405708852385608
GO:0050801,ion homeostasis,182,1.868559962786957,0.0227236769786481,1.0863941498996856,0.6037838561560751,0.7821658128872713
GO:0061709,reticulophagy,25,1.8672977857717796,0.0227409721777408,1.779576660765916,0.0383867991346759,0.0877211250058636
GO:0005976,polysaccharide metabolic process,73,1.867078642148757,0.0227409721777408,1.2452443124755654,0.4082782989017288,0.6218343296731916
GO:0043039,tRNA aminoacylation,41,1.866601766763447,0.0227409721777408,2.151726316395012,0.0025992029616788,-0.2851245496315651
GO:0007033,vacuole organization,115,1.8660892053758067,0.0227409721777408,1.8946361160965568,0.0168432388642699,-0.028546910720750107
GO:0032507,maintenance of protein location in cell,37,1.8592204920447772,0.0242080918918161,1.4158675513383043,0.2418982772719198,0.4433529407064729
GO:0030003,cellular cation homeostasis,154,1.8583433980724715,0.0242912350677648,0.9773782035462228,0.7483511620925268,0.8809651945262487
GO:0043038,amino acid activation,41,1.8531437863688407,0.0252463835223356,2.1499856442534453,0.0025992029616788,-0.2968418578846046
GO:0043254,regulation of protein-containing complex assembly,82,1.851104169044524,0.0256326975635088,1.3933161340707063,0.2610202134378898,0.4577880349738177
GO:0051603,proteolysis involved in protein catabolic process,270,1.8502642953783943,0.0257074705634599,2.1679152451195067,0.0025992029616788,-0.3176509497411124
GO:0006897,endocytosis,140,1.8494260297765373,0.0258270959397356,1.9484689060573748,0.0116919541535831,-0.09904287628083752
GO:0016052,carbohydrate catabolic process,89,1.8445279572867863,0.0269760990767446,0.6927015835409396,0.9632792911629976,1.1518263737458467
GO:2000144,positive regulation of DNA-templated transcription initiation,16,1.8415385940708988,0.0277064142219167,2.139515074240342,0.002856331575751,-0.29797648016944334
GO:0009101,glycoprotein biosynthetic process,84,1.8408831441289328,0.0277064142219167,1.5917478820533733,0.1175663729827846,0.24913526207555958
GO:0006878,cellular copper ion homeostasis,20,1.8374632752302036,0.0284206882948931,1.41300839945466,0.2444378692688568,0.4244548757755435
GO:0052547,regulation of peptidase activity,14,1.8369436592245387,0.0284289041587506,1.2082309492863712,0.4503056264065693,0.6287127099381675
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,25,1.835975403610759,0.0285382400751716,0.8567832341494346,0.8870025576716477,0.9791921694613244
GO:0061951,establishment of protein localization to plasma membrane,13,1.834843412902657,0.0286842920211373,1.855328448014758,0.0234317747527678,-0.02048503511210109
GO:0070085,glycosylation,86,1.832734666127264,0.0290419372525139,1.5989741765816534,0.1125082917826978,0.23376048954561068
GO:0032527,protein exit from endoplasmic reticulum,16,1.8310493181329783,0.0293026572200423,1.3615927704196906,0.2873620376605569,0.4694565477132877
GO:0019395,fatty acid oxidation,18,1.8297665935948788,0.0295050603681287,-0.7675198113658007,0.9989711683968924,2.5972864049606796
