GO Term ID,GO Term Name,Num GO Term Annos,NN Nes,NN q-value,SPELL NES,SPELL q-value,NES Difference
GO:0034982,mitochondrial protein processing,13,2.62562155299356,0.0,2.367820927254922,0.0001458411158524,0.2578006257386378
GO:0033617,mitochondrial cytochrome c oxidase assembly,29,2.6248892353448414,0.0,2.484449763369616,3.2409136856091774e-05,0.14043947197522533
GO:0030150,protein import into mitochondrial matrix,24,2.622845006024777,0.0,2.931825625301778,0.0,-0.3089806192770008
GO:0015980,energy derivation by oxidation of organic compounds,158,2.611009659507166,0.0,2.179877696428675,0.0010965091302977,0.4311319630784909
GO:0006091,generation of precursor metabolites and energy,211,2.595906495973124,0.0,1.864159652093473,0.02156185462818,0.7317468438796513
GO:0008535,respiratory chain complex IV assembly,29,2.5935741510615427,0.0,2.438345541556996,5.4447349918234175e-05,0.15522860950454653
GO:0007030,Golgi organization,37,2.5550494232920133,0.0,2.345629128734924,0.0001890532983272,0.20942029455708955
GO:0009150,purine ribonucleotide metabolic process,106,2.542036748061641,0.0,1.41751561998267,0.1843576511156197,1.124521128078971
GO:0009205,purine ribonucleoside triphosphate metabolic process,53,2.539075796941152,0.0,1.2457813818274062,0.3217610997070155,1.293294415113746
GO:0015986,proton motive force-driven ATP synthesis,17,2.538974884025908,0.0,1.7641492603557014,0.0388134324015193,0.7748256236702067
GO:0006754,ATP biosynthetic process,17,2.5379578732966386,0.0,1.8024037053300328,0.0314743029085099,0.7355541679666058
GO:0015031,protein transport,634,2.5278022250043297,0.0,2.693483214090969,0.0,-0.1656809890866393
GO:0070071,proton-transporting two-sector ATPase complex assembly,17,2.521467519166028,0.0,1.979079370602572,0.0089530240564953,0.5423881485634559
GO:0030865,cortical cytoskeleton organization,62,2.512814526692049,0.0,2.309438143044852,0.0002359385163123,0.20337638364719712
GO:0051205,protein insertion into membrane,38,2.512285032164341,0.0,2.6766638573613992,0.0,-0.16437882519705838
GO:0045184,establishment of protein localization,655,2.506934362691523,0.0,2.750346803311931,0.0,-0.24341244062040834
GO:0090151,establishment of protein localization to mitochondrial membrane,32,2.505859130467144,0.0,2.558698872257396,0.0,-0.05283974179025197
GO:0009987,cellular process,5168,2.4992573610790982,0.0,-0.7930366252213015,0.9998527348685078,3.2922939863003995
GO:0009144,purine nucleoside triphosphate metabolic process,55,2.4956389712058398,0.0,1.212512892478749,0.3600000483073311,1.2831260787270908
GO:0046034,ATP metabolic process,48,2.482655964717512,0.0,1.1994241798428056,0.3752078615212255,1.2832317848747063
GO:0016192,vesicle-mediated transport,460,2.482562644262242,0.0,2.656111183621975,0.0,-0.17354853935973313
GO:0044396,actin cortical patch organization,25,2.460826245693232,3.939490582615194e-05,2.3229977322093958,0.0001890532983272,0.13782851348383618
GO:0006637,acyl-CoA metabolic process,24,2.4590077806343715,3.939490582615194e-05,1.7347746622698863,0.0441791178660671,0.7242331183644852
GO:0035383,thioester metabolic process,24,2.456418818330376,3.939490582615194e-05,1.7668107244304043,0.0385683460013335,0.6896080938999718
GO:0030866,cortical actin cytoskeleton organization,59,2.4540832861420623,3.939490582615194e-05,2.2146207066439,0.0007964372993358,0.2394625794981624
GO:0048193,Golgi vesicle transport,210,2.453137329763564,3.939490582615194e-05,2.592547487094371,0.0,-0.1394101573308073
GO:0033365,protein localization to organelle,470,2.452951713689272,3.939490582615194e-05,2.3597467591925105,0.0001562014136998,0.09320495449676125
GO:0009152,purine ribonucleotide biosynthetic process,58,2.452225910704271,3.939490582615194e-05,1.7480419404999354,0.0421048371606958,0.7041839702043355
GO:0016485,protein processing,50,2.4462959259917643,3.939490582615194e-05,2.3511548148043016,0.0001756366126394,0.09514111118746271
GO:0008104,protein localization,834,2.439383133271591,3.939490582615194e-05,2.5732048688110383,0.0,-0.13382173553944732
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,103,2.430025603561371,3.939490582615194e-05,2.284084381959367,0.0002520710644362,0.1459412216020044
GO:0070727,cellular macromolecule localization,854,2.4242255844108582,3.939490582615194e-05,2.524644521710892,0.0,-0.10041893730003393
GO:0072594,establishment of protein localization to organelle,359,2.4113437006304856,3.939490582615194e-05,2.514841769373517,0.0,-0.10349806874303136
GO:0046907,intracellular transport,751,2.3976267810218217,3.939490582615194e-05,2.2774207146238195,0.0002951964754603,0.12020606639800224
GO:0009201,ribonucleoside triphosphate biosynthetic process,27,2.3907151739914667,5.334726830624743e-05,1.4654269187915467,0.1549004418777963,0.92528825519992
GO:0061024,membrane organization,237,2.3741047975410057,5.334726830624743e-05,2.124527556139159,0.0021148970629396,0.2495772414018469
GO:0008154,actin polymerization or depolymerization,21,2.3702279284259675,5.334726830624743e-05,2.092265085230869,0.0030548703961757,0.2779628431950987
GO:0009259,ribonucleotide metabolic process,122,2.3617823962093225,5.334726830624743e-05,1.2744195602027668,0.2945507307210421,1.0873628360065557
GO:0009142,nucleoside triphosphate biosynthetic process,31,2.3604096001230843,5.334726830624743e-05,1.6234652372488825,0.0782528055999733,0.7369443628742018
GO:0072662,protein localization to peroxisome,24,2.359669635501241,5.334726830624743e-05,1.722445499414005,0.047239958443805,0.6372241360872362
GO:0010638,positive regulation of organelle organization,94,2.353460634279786,5.334726830624743e-05,1.8536893402129453,0.0227899436639081,0.49977129406684084
GO:0000959,mitochondrial RNA metabolic process,42,2.3485643813102604,7.01553117452021e-05,2.7484133626847176,0.0,-0.39984898137445724
GO:0051204,protein insertion into mitochondrial membrane,24,2.3466182502014057,8.65090837398607e-05,2.1623482801359204,0.0013490303216348,0.1842699700654853
GO:0030036,actin cytoskeleton organization,157,2.345242316808864,9.483958809999544e-05,2.3345440213736253,0.0001890532983272,0.010698295435238592
GO:0009199,ribonucleoside triphosphate metabolic process,59,2.341952055367415,9.483958809999544e-05,1.1191527998881652,0.4703675401398954,1.22279925547925
GO:0016050,vesicle organization,101,2.337154175687,9.483958809999544e-05,2.4212317418399407,5.4447349918234175e-05,-0.08407756615294071
GO:0030641,regulation of cellular pH,33,2.3370407626347087,9.483958809999544e-05,1.3764759199365617,0.21099111730762,0.960564842698147
GO:0030004,cellular monovalent inorganic cation homeostasis,42,2.336371342398253,9.483958809999544e-05,1.4938036240155004,0.1385088045003289,0.8425677183827527
GO:0070127,tRNA aminoacylation for mitochondrial protein translation,14,2.335581434929076,9.483958809999544e-05,2.7464044608546376,0.0,-0.4108230259255614
GO:0030029,actin filament-based process,159,2.33147701157883,9.483958809999544e-05,2.30396445094319,0.0002382071558922,0.027512560635639893
GO:0033036,macromolecule localization,984,2.325781634303798,0.0001066945366124,2.361199736795333,0.0001562014136998,-0.035418102491534764
GO:0051453,regulation of intracellular pH,33,2.3235484388522782,0.0001066945366124,1.4167252580912433,0.1848586675126025,0.906823180761035
GO:0051649,establishment of localization in cell,786,2.313738739416591,0.0001066945366124,2.2651964777277342,0.0004213187791291,0.04854226168885667
GO:0045039,protein insertion into mitochondrial inner membrane,13,2.31308055031842,0.0001205020648799,1.8048551646748423,0.0310878412765741,0.5082253856435777
GO:0006625,protein targeting to peroxisome,24,2.3107957064749094,0.0001324483902775,1.7398586657423418,0.0435173685135172,0.5709370407325676
GO:0062125,regulation of mitochondrial gene expression,18,2.306048221024069,0.0001324483902775,2.335598618793575,0.0001890532983272,-0.029550397769506187
GO:0090150,establishment of protein localization to membrane,115,2.305261576345364,0.0001422593821499,2.572632334936103,0.0,-0.2673707585907388
GO:0072663,establishment of protein localization to peroxisome,24,2.30521306417206,0.0001422593821499,1.7515561386652976,0.0412304237729591,0.5536569255067623
GO:0007031,peroxisome organization,53,2.303510951362349,0.0001422593821499,1.8014626349670584,0.0314743029085099,0.5020483163952907
GO:0007035,vacuolar acidification,29,2.291686695967748,0.000168124724359,1.5686969036584733,0.0987272723124444,0.722989792309275
GO:0006885,regulation of pH,34,2.2882574291062703,0.000168124724359,1.3150491671568376,0.2601857592919852,0.9732082619494327
GO:0048311,mitochondrion distribution,26,2.287987833730454,0.000168124724359,1.8961855473788152,0.0169391755301172,0.3918022863516386
GO:0072657,protein localization to membrane,147,2.287737991192063,0.000168124724359,2.7155296315559987,0.0,-0.4277916403639357
GO:0006163,purine nucleotide metabolic process,115,2.286287735603965,0.000168124724359,1.3533646571435056,0.2296202317866236,0.9329230784604594
GO:0051646,mitochondrion localization,31,2.2860652021130248,0.000168124724359,1.951901344029326,0.0109980750699199,0.33416385808369875
GO:0030041,actin filament polymerization,19,2.283817235927105,0.000168124724359,2.1826526287959798,0.0010813141923013,0.10116460713112518
GO:0051604,protein maturation,97,2.282778351340696,0.000168124724359,2.4703979062968804,3.2409136856091774e-05,-0.18761955495618432
GO:0055067,monovalent inorganic cation homeostasis,44,2.278997157952851,0.000168124724359,1.457508932369615,0.1587300128142387,0.8214882255832361
GO:0016558,protein import into peroxisome matrix,22,2.270093327893881,0.0001920501659024,1.662473465311834,0.0652305811703332,0.607619862582047
GO:0032509,endosome transport via multivesicular body sorting pathway,59,2.2618530480292574,0.0001969745291307,1.822703716698252,0.0280875031068583,0.4391493313310053
GO:0035384,thioester biosynthetic process,8,2.258632866685179,0.0001969745291307,1.2590990291157125,0.3096478102849891,0.9995338375694667
GO:1902905,positive regulation of supramolecular fiber organization,31,2.257352268431672,0.0001969745291307,1.3390822686326864,0.2391253720700787,0.9182699997989856
GO:0034551,mitochondrial respiratory chain complex III assembly,10,2.2537868515142323,0.0001969745291307,1.9307319360021944,0.0129793682633366,0.3230549155120379
GO:0072521,purine-containing compound metabolic process,131,2.251005196792044,0.0002004001731156,1.2840055041107643,0.2873306545335281,0.9669996926812798
GO:0006631,fatty acid metabolic process,66,2.2509852278717672,0.0002004001731156,1.1378664007667345,0.4429813277441841,1.1131188271050327
GO:0007015,actin filament organization,88,2.250928520171592,0.0002004001731156,2.1598568450126634,0.001349449405301,0.09107167515892867
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",11,2.25047437377697,0.0002004001731156,1.828437462326076,0.0271754440389139,0.42203691145089395
GO:0043574,peroxisomal transport,26,2.24463542205893,0.0002004001731156,1.560170245576162,0.1020677589538635,0.6844651764827683
GO:0071616,acyl-CoA biosynthetic process,8,2.244043693631665,0.0002004001731156,1.2195755115591136,0.3531983182070317,1.0244681820725514
GO:0009260,ribonucleotide biosynthetic process,73,2.2438676889791958,0.0002004001731156,1.4961144687621146,0.1371152981039474,0.7477532202170811
GO:0044255,cellular lipid metabolic process,327,2.24350982210873,0.0002004001731156,1.9916201364216568,0.0080242622178879,0.25188968568707315
GO:0015919,peroxisomal membrane transport,26,2.2433958978119266,0.0002004001731156,1.5440752385623164,0.1108809432941117,0.6993206592496102
GO:0051603,proteolysis involved in protein catabolic process,270,2.241743340211748,0.0002004001731156,2.4200863631519405,5.4447349918234175e-05,-0.17834302294019233
GO:0006906,vesicle fusion,50,2.2386352496640045,0.0002004001731156,2.3131470339102798,0.0002359385163123,-0.07451178424627525
GO:0051452,intracellular pH reduction,29,2.231817163497717,0.0002538594146986,1.6111952373236635,0.0824640623652907,0.6206219261740535
GO:0070131,positive regulation of mitochondrial translation,14,2.2296753224184878,0.0002626327055076,2.3589294446686506,0.0001562014136998,-0.12925412225016286
GO:0006744,ubiquinone biosynthetic process,16,2.225811692108776,0.0003094141561762,2.6164555200273467,0.0,-0.3906438279185709
GO:0042181,ketone biosynthetic process,16,2.225811692108776,0.0003094141561762,2.6145207188000663,0.0,-0.3887090266912905
GO:0048308,organelle inheritance,57,2.2252407338356788,0.0003094141561762,1.942369427924945,0.0116963572569196,0.28287130591073373
GO:0071985,multivesicular body sorting pathway,60,2.223372521702556,0.0003280195671061,1.8788981724906624,0.0192854440750205,0.3444743492118938
GO:0032979,protein insertion into mitochondrial inner membrane from matrix,9,2.219656927780505,0.0003463199712995,2.1906793868305328,0.0010008704029087,0.02897754094997218
GO:0051668,localization within membrane,182,2.216377848485882,0.0004059597002816,2.7956377880496635,0.0,-0.5792599395637814
GO:0009141,nucleoside triphosphate metabolic process,67,2.213607604650732,0.0004956133313612,1.0713191776845628,0.5334089494050267,1.142288426966169
GO:0000001,mitochondrion inheritance,24,2.212528302250449,0.0005121337757399,1.8233306784767205,0.0280816973994628,0.38919762377372846
GO:0071705,nitrogen compound transport,856,2.210005311475162,0.0005588761441606,2.1653124032573845,0.0012998691647145,0.04469290821777738
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",11,2.20756534825298,0.0005801515428304,2.206498109446578,0.0008279365064886,0.0010672388064021376
GO:0019693,ribose phosphate metabolic process,129,2.2074423320645096,0.0005801515428304,1.172431723991468,0.4033051609808785,1.0350106080730417
GO:0006743,ubiquinone metabolic process,16,2.2071725072027437,0.0005810748609357,2.6145207188000663,0.0,-0.4073482115973226
GO:1901661,quinone metabolic process,16,2.2071725072027437,0.0005810748609357,2.619692719814524,0.0,-0.4125202126117804
GO:0030833,regulation of actin filament polymerization,18,2.200299162014194,0.0006352804470056,2.103793446598281,0.002680160247913,0.0965057154159128
GO:0070129,regulation of mitochondrial translation,16,2.1940235501881875,0.0007274627496306,2.2383982219281515,0.0005877838911627,-0.04437467173996401
GO:0006629,lipid metabolic process,349,2.193233758141499,0.0007412462543604,1.9562662022509083,0.0107853357078469,0.23696755589059082
GO:0006518,peptide metabolic process,546,2.188886835243495,0.0007531379054999,1.9005067394725503,0.0163981103157498,0.2883800957709446
GO:0032978,protein insertion into membrane from inner side,9,2.188162017870192,0.0007531379054999,2.158847037267793,0.001349449405301,0.02931498060239912
GO:0045041,protein import into mitochondrial intermembrane space,8,2.186825717334999,0.0007531379054999,2.1912813301994905,0.0009973029440468,-0.004455612864491254
GO:0006465,signal peptide processing,10,2.1844940368399794,0.0007943680828083,2.2177677721995352,0.0007841602026267,-0.0332737353595558
GO:0030163,protein catabolic process,300,2.180041385681885,0.0008442785071075,2.336356115766821,0.0001890532983272,-0.15631473008493568
GO:0033865,nucleoside bisphosphate metabolic process,33,2.1772818422517077,0.0008842597566733,1.793671289939877,0.0329032620764681,0.3836105523118307
GO:0060260,regulation of transcription initiation by RNA polymerase II,22,2.173654022165345,0.000951105583517,2.0871547271483264,0.0032792153928027,0.0864992950170187
GO:0019941,modification-dependent protein catabolic process,245,2.169211073135041,0.0009821743644328,2.3052272547657617,0.0002382071558922,-0.13601618163072082
GO:0010499,proteasomal ubiquitin-independent protein catabolic process,18,2.166922153248777,0.0009821743644328,2.316609970278813,0.0001890532983272,-0.1496878170300362
GO:0033875,ribonucleoside bisphosphate metabolic process,33,2.165786751005785,0.0009821743644328,1.825078990041421,0.0277979243527859,0.34070776096436384
GO:0017062,respiratory chain complex III assembly,10,2.165377006532977,0.0009821743644328,1.912232877229908,0.014966445460616,0.2531441293030692
GO:0051641,cellular localization,1099,2.1646434126162157,0.0009821743644328,2.202501264474052,0.0008524585088208,-0.03785785185783608
GO:0034032,purine nucleoside bisphosphate metabolic process,33,2.164466362052465,0.0009821743644328,1.8545765025954164,0.0227899436639081,0.3098898594570485
GO:1901663,quinone biosynthetic process,16,2.1621690056638587,0.0010190416966254,2.619692719814524,0.0,-0.4575237141506654
GO:0006511,ubiquitin-dependent protein catabolic process,239,2.15540246889509,0.0011010876178409,2.389437746043737,7.424638625213751e-05,-0.23403527714864714
GO:0008610,lipid biosynthetic process,224,2.1553692436132605,0.0011010876178409,1.9996917814819917,0.0072312886610154,0.15567746213126887
GO:0030832,regulation of actin filament length,18,2.1543763386807897,0.0011010876178409,2.11670648312389,0.0023271851174729,0.03766985555689972
GO:0051495,positive regulation of cytoskeleton organization,46,2.1534677928379558,0.001102274682884,1.4612817697926497,0.1575963269374235,0.6921860230453061
GO:0008064,regulation of actin polymerization or depolymerization,18,2.152720505493945,0.0011034461286502,2.202603883080679,0.0008524585088208,-0.04988337758673422
GO:0044108,cellular alcohol biosynthetic process,32,2.1510923729254303,0.0011306849594259,1.5262301961574682,0.1188725741348965,0.6248621767679621
GO:0006627,protein processing involved in protein targeting to mitochondrion,6,2.1510375402005857,0.0011306849594259,2.013011627323743,0.0063607517278691,0.13802591287684285
GO:0006900,vesicle budding from membrane,30,2.1487649825789585,0.001189471995267,1.8927796994409627,0.0172540917092486,0.25598528313799584
GO:0097384,cellular lipid biosynthetic process,32,2.14643807859486,0.001214676262973,1.5262301961574682,0.1188725741348965,0.6202078824373916
GO:0090174,organelle membrane fusion,54,2.1432574605958665,0.0012558694500629,2.1698346113927798,0.0012003165777428,-0.02657715079691325
GO:0043248,proteasome assembly,34,2.1389204963924056,0.0013370581170426,2.134439731066169,0.0019216711735847,0.0044807653262366465
GO:0016129,phytosteroid biosynthetic process,32,2.134863370449489,0.001392363702793,1.5298828559646171,0.1179784666563139,0.6049805144848719
GO:0006696,ergosterol biosynthetic process,32,2.134213691372054,0.001392363702793,1.5298828559646171,0.1179784666563139,0.604330835407437
GO:0032527,protein exit from endoplasmic reticulum,16,2.133099157915864,0.0014155250323247,1.695306953804829,0.0559143629656289,0.4377922041110349
GO:0046364,monosaccharide biosynthetic process,35,2.131705742050995,0.0014225938214999,-0.8057591656424854,0.9998527348685078,2.9374649076934807
GO:0043043,peptide biosynthetic process,510,2.1275926424135103,0.001508124002179,1.8017545629398213,0.0314743029085099,0.32583807947368904
GO:0043603,cellular amide metabolic process,626,2.1256955128238397,0.0015441609298826,1.8316305394248016,0.0265134921340966,0.29406497339903814
GO:0016197,endosomal transport,114,2.12566857422453,0.0015441609298826,2.2997694541701685,0.0002382071558922,-0.17410087994563872
GO:0006412,translation,506,2.1230047913344228,0.0015811359040164,1.8045843299140405,0.0310878412765741,0.3184204614203823
GO:0043648,dicarboxylic acid metabolic process,50,2.1216113611117677,0.0015851759725284,1.7405847691517284,0.043431919647463,0.3810265919600393
GO:0042407,cristae formation,11,2.121507924038305,0.0015851759725284,1.8994625086510064,0.0165059431118945,0.22204541538729838
GO:0032970,regulation of actin filament-based process,67,2.1198894421459378,0.0015909481199022,2.326532779705716,0.0001890532983272,-0.20664333755977804
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",34,2.117911007866066,0.0016343092549349,2.298735119137936,0.0002382071558922,-0.18082411127187026
GO:0006996,organelle organization,1509,2.1163353943439525,0.0016621885703841,1.9098311463529496,0.0153133171645033,0.20650424799100286
GO:0010821,regulation of mitochondrion organization,18,2.115081121561087,0.0016748560979868,1.8455353366028628,0.0239756470727346,0.2695457849582241
GO:0032956,regulation of actin cytoskeleton organization,67,2.111343079056171,0.0017365455614171,2.340789079410338,0.0001890532983272,-0.22944600035416673
GO:0051130,positive regulation of cellular component organization,139,2.111299178243069,0.0017365455614171,1.7779659656578997,0.0364335826232522,0.33333321258516935
GO:0034033,purine nucleoside bisphosphate biosynthetic process,15,2.107486158421957,0.0017838367469594,1.3769369171374597,0.21099111730762,0.7305492412844974
GO:0043254,regulation of protein-containing complex assembly,82,2.1057503064203638,0.0017838367469594,1.8973768464194445,0.0167773810794558,0.20837346000091928
GO:1901135,carbohydrate derivative metabolic process,337,2.105358989597055,0.0017838367469594,1.473037725395706,0.1503533217273332,0.6323212642013487
GO:2000142,regulation of DNA-templated transcription initiation,23,2.1046139234168915,0.0017838367469594,2.105739088645437,0.0026160250156026,-0.001125165228545555
GO:0019725,cellular homeostasis,231,2.103428372576358,0.0017881765912708,1.5494420574781615,0.1077984793371604,0.5539863150981963
GO:0000002,mitochondrial genome maintenance,50,2.100428367461278,0.0018778238443799,2.123599109016032,0.0021421908164551,-0.023170741554754404
GO:0006164,purine nucleotide biosynthetic process,66,2.099739436170242,0.001878292831354,1.5922767343687816,0.088048268162764,0.5074627018014606
GO:0097576,vacuole fusion,45,2.0995371007265007,0.001878292831354,1.188384755421134,0.3890997108952648,0.9111523453053667
GO:0006085,acetyl-CoA biosynthetic process,6,2.092546378242142,0.0020779198277974,1.4280385838908474,0.1778099111751339,0.6645077943512947
GO:0036503,ERAD pathway,56,2.0907972349865784,0.0021222935000094,2.231258952202522,0.0006503433462455,-0.1404617172159437
GO:0015748,organophosphate ester transport,80,2.089296344422081,0.0021731081835453,1.7272854884446058,0.046008786284183,0.3620108559774753
GO:1901616,organic hydroxy compound catabolic process,26,2.085474625608473,0.0022183334671089,1.1945898602510534,0.3809666358278867,0.8908847653574197
GO:0043604,amide biosynthetic process,558,2.08545157136153,0.0022183334671089,1.768101236714969,0.0384758287703442,0.3173503346465609
GO:0006084,acetyl-CoA metabolic process,14,2.084605870309447,0.0022201544001493,1.890965225539239,0.017497398360087,0.19364064477020793
GO:0048284,organelle fusion,113,2.077362460739373,0.0023913124713784,1.6763360804807774,0.0614640103042705,0.4010263802585954
GO:0097435,supramolecular fiber organization,120,2.068150004560936,0.0026612187037797,1.7435557810883735,0.0427362645191545,0.3245942234725623
GO:0006810,transport,1384,2.067938702056448,0.0026612187037797,1.836100367032968,0.0258078251971871,0.23183833502347984
GO:0010498,proteasomal protein catabolic process,173,2.065819756427444,0.0026999798798726,2.401100634377938,7.424638625213751e-05,-0.3352808779504941
GO:0061912,selective autophagy,52,2.065196399626318,0.0026999798798726,1.768530022879304,0.0384410869018423,0.2966663767470141
GO:0006094,gluconeogenesis,33,2.0645041107517343,0.0027256604301624,-0.8609664441020295,0.9998527348685078,2.9254705548537636
GO:0009100,glycoprotein metabolic process,90,2.062103087509503,0.0027773408607437,1.832221274673868,0.0264566587201895,0.22988181283563525
GO:0051234,establishment of localization,1429,2.055115667125526,0.0029330110370822,1.8525684341108144,0.0229095099397694,0.20254723301471178
GO:1901565,organonitrogen compound catabolic process,420,2.0540851550027432,0.002968048018493,1.9931962486130217,0.0078711929773099,0.06088890638972155
GO:0071702,organic substance transport,956,2.0531644277835404,0.002968048018493,1.9885916572348663,0.0082330992755148,0.06457277054867405
GO:0034976,response to endoplasmic reticulum stress,92,2.051300686328544,0.0029810772020685,1.944692987263744,0.0115275248655011,0.10660769906480017
GO:0010256,endomembrane system organization,119,2.0510443377893046,0.0029810772020685,2.175520504708663,0.001161376959265,-0.12447616691935837
GO:0051179,localization,1626,2.0509536442297853,0.0029810772020685,1.8218831587712556,0.0280875031068583,0.2290704854585297
GO:0032787,monocarboxylic acid metabolic process,168,2.050062695404919,0.0030021635129584,0.9264574888886632,0.7541216743855653,1.1236052065162558
GO:0019319,hexose biosynthetic process,33,2.0495160211429444,0.0030021635129584,-0.8809651932821779,0.9998527348685078,2.9304812144251224
GO:0044837,actomyosin contractile ring organization,28,2.0487320792219346,0.0030439323680623,1.7685717363873823,0.0384410869018423,0.28016034283455227
GO:0033866,nucleoside bisphosphate biosynthetic process,15,2.0482139424597148,0.0030540660528883,1.3587529018581723,0.2273609279337699,0.6894610406015425
GO:0042144,"vacuole fusion, non-autophagic",44,2.0456817199033144,0.0031173360262433,1.1820703586743762,0.39504673551343,0.8636113612289382
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,164,2.045294952820793,0.0031173360262433,2.4166957892082324,5.4447349918234175e-05,-0.37140083638743926
GO:0070124,mitochondrial translational initiation,8,2.0405471188925484,0.0033054788169755,2.221800869123181,0.0007479031582175,-0.18125375023063262
GO:0034030,ribonucleoside bisphosphate biosynthetic process,15,2.035707827306497,0.0034550651856141,1.3767254316020137,0.21099111730762,0.6589823957044834
GO:0051235,maintenance of location,59,2.034329568094961,0.0034873871395626,1.967172723631419,0.0098035818251651,0.06715684446354198
GO:0045862,positive regulation of proteolysis,20,2.0334953784623138,0.0034890630456218,2.0557249510685245,0.0043577465312255,-0.022229572606210724
GO:0034314,Arp2/3 complex-mediated actin nucleation,22,2.0312639211786823,0.0036296273492892,2.249107108359656,0.000522314693983,-0.21784318718097362
GO:0072593,reactive oxygen species metabolic process,19,2.029739853194213,0.0036787074032026,0.9525469281339384,0.7143168522214908,1.0771929250602743
GO:0072522,purine-containing compound biosynthetic process,71,2.0283124406112303,0.0037159473960667,1.5769188723825198,0.0944284163210642,0.45139356822871046
GO:0046164,alcohol catabolic process,23,2.027994471971407,0.0037159473960667,0.8416088868183697,0.8631537623160399,1.1863855851530372
GO:1990748,cellular detoxification,36,2.024824527275929,0.0037876560497435,1.2174130384518171,0.3554372114414479,0.8074114888241117
