,Gene,+/0/1,Score
150,YKL046C,-1,9.18162703433711
151,YKL056C,-1,9.181386212090846
152,YJL059W,-1,9.169415673539026
153,YBR237W,-1,9.16320462972229
154,YEL061C,-1,9.161508999485921
155,YER172C,-1,9.148448837253461
156,YIL073C,-1,9.14032492634765
157,YLR305C,-1,9.13890428518099
158,YPR036W,-1,9.136233674709501
159,YHL020C,-1,9.134458039004834
160,YNL325C,-1,9.13158915687862
161,YPR088C,-1,9.121949985258318
162,YDR353W,-1,9.11020177758495
163,YPR066W,-1,9.109650481098141
164,YGL065C,-1,9.10337308002278
165,YMR162C,-1,9.087524701258204
166,YPR165W,-1,9.08280468871568
167,YPR171W,-1,9.077773201463984
168,YDL084W,-1,9.071035477871545
169,YIL014W,-1,9.070525789585485
170,YGR134W,-1,9.058309479742988
171,YOL116W,-1,9.055778446554088
172,YPR162C,-1,9.052601089862392
173,YGL202W,-1,9.046021360211247
174,YGR113W,-1,9.045979678035431
175,YBR153W,-1,9.040329767511704
176,YHR064C,-1,9.040110896599886
177,YPL085W,-1,9.035800082877866
178,YGL174W,-1,9.0331617491484
179,YIL160C,-1,9.028243371874122
180,YLR069C,0,88.40386318550546
181,YPL097W,0,84.45204215378513
182,YJL054W,1,83.34085792297431
183,YOR354C,-1,81.92796416369902
184,YNL070W,1,81.88740198270588
185,YDR511W,-1,81.08512687169281
186,YOL023W,0,80.0921756222767
187,YDR214W,-1,8.998809078067627
188,YJL192C,-1,8.99621306087643
189,YBR010W,-1,8.99490235024101
190,YPR068C,-1,8.98214110720003
191,YPL144W,-1,8.980070675947076
192,YBR059C,-1,8.971473589637007
193,YOR014W,-1,8.965560766825307
194,YGR077C,-1,8.945558044946152
195,YPL112C,-1,8.944264240761868
196,YGR032W,-1,8.930230002251804
197,YOL147C,-1,8.927362713751213
198,YDR429C,-1,8.920313490363899
199,YIR005W,-1,8.918916711681565
200,YER055C,-1,8.914077866627316
201,YNL129W,-1,8.91297123948854
202,YOR209C,-1,8.90952434084232
203,YER149C,-1,8.903586065286058
204,YIL040W,-1,8.902025115150016
205,YDR163W,-1,8.898174924430137
206,YNL206C,-1,8.897688603408525
207,YHR006W,-1,8.89679189096604
208,YDR434W,-1,8.896557738237178
209,YBR057C,-1,8.891914983719149
210,YBR097W,-1,8.887831446593147
211,YDL168W,-1,8.886958429839225
212,YCR094W,-1,8.883859261641605
213,YDR052C,-1,8.883260356197397
214,YMR231W,-1,8.872510460708732
215,YPL110C,-1,8.866545526533546
216,YBR084W,-1,8.866300817130744
217,YBR005W,-1,8.865305318045221
218,YDR323C,-1,8.85778739654006
219,YER006W,-1,8.857281861227627
220,YGR092W,-1,8.855692517560215
221,YLR229C,-1,8.853401645680933
222,YLR220W,-1,8.838180064803073
223,YKL124W,-1,8.83775860371131
224,YLR018C,-1,8.834950725947989
225,YDL223C,-1,8.824813023714425
226,YJR002W,-1,8.823458067614075
227,YDR404C,-1,8.822687093612133
228,YPL012W,-1,8.817598567351231
229,YDL213C,-1,8.805894871905986
230,YGL030W,-1,8.805261102362405
231,YDR279W,-1,8.786425765832842
232,YER083C,-1,8.770801264914736
233,YGL223C,-1,8.762320848657101
234,YAL011W,-1,8.755224016876035
235,YJL030W,-1,8.75267140868757
236,YEL053C,-1,8.751231611531086
237,YLR052W,-1,8.745306196625087
238,YOR156C,-1,8.73883415629862
239,YKR062W,-1,8.736537827982847
240,YJR105W,-1,8.73369320959667
241,YLR150W,-1,8.732815843957395
242,YOR369C,-1,8.727145066713309
243,YML127W,-1,8.726808918575296
244,YER168C,-1,8.722190352102078
245,YJL014W,-1,8.719346929374014
246,YOR046C,-1,8.70959029408639
247,YKL040C,-1,8.705932372348496
248,YDR454C,-1,8.704383406687995
249,YPR060C,-1,8.701360087694846
250,YAL026C,-1,8.700075650983539
251,YDR110W,-1,8.696224247599767
252,YBR142W,-1,8.696170532749626
253,YDR406W,-1,8.691597459029307
254,YER074W,-1,8.691571054888355
255,YDR120C,0,8.689635547257845
256,YGL130W,-1,8.688951815764998
257,YML011C,-1,8.670385755161767
258,YNL110C,-1,8.666967504386205
259,YLR360W,-1,8.663911715176612
260,YDL074C,-1,8.649188613904984
261,YLL057C,-1,8.645739407504326
262,YPR029C,-1,8.639671617734159
263,YML008C,-1,8.639119818715749
264,YDR013W,-1,8.631307861757765
265,YOR341W,-1,8.62645432920019
266,YGL216W,-1,8.624014034535477
267,YLR342W,-1,8.623769484975455
268,YDL095W,-1,8.622796746093869
269,YDR060W,-1,8.622793511107783
270,YHL030W,-1,8.620571866513536
271,YLR363C,-1,8.617911208122466
272,YGR024C,-1,8.61526891899364
273,YBL023C,-1,8.607112235883768
274,YMR081C,-1,8.593292229290546
275,YDL031W,-1,8.591721822290875
276,YBR298C,-1,8.589966035488295
277,YNL304W,1,8.589867791549858
278,YLR432W,-1,8.58986756164737
279,YLR197W,-1,8.577053613394181
280,YOR356W,-1,8.570436965154673
281,YFL037W,-1,8.558274603226689
282,YDR299W,-1,8.542179031056968
283,YDR205W,-1,8.537258845297691
284,YDR443C,-1,8.535391698651457
285,YDL064W,-1,8.534803197849952
286,YDL239C,-1,8.533923383368279
287,YKL081W,-1,8.528043607030042
288,YBR195C,-1,8.522643593320396
289,YGL190C,-1,8.518793927020532
290,YGL142C,-1,8.51559808253499
291,YPL234C,-1,8.514482749652883
292,YDR207C,-1,8.511392613903885
293,YFR009W,-1,8.511083747561953
294,YOR315W,-1,8.509649092797712
295,YDR108W,-1,8.499447929364013
296,YCL031C,-1,8.496382034635719
297,YEL002C,-1,8.495401373527448
298,YDR140W,-1,8.4934662046323
299,YPL139C,-1,8.490151884272347
300,YDL222C,-1,8.48686925560136
301,YNL189W,-1,8.48610329491089
302,YHR197W,-1,8.482107629744624
303,YLL004W,-1,8.481141254224326
304,YMR263W,-1,8.47966764047358
305,YOR323C,-1,8.47898073375601
306,YML034W,-1,8.475827470813215
307,YOL135C,-1,8.46624691955028
308,YLR411W,-1,8.463309645260553
309,YFL045C,-1,8.45518063609339
310,YDR320C,-1,8.446839392377855
311,YGR208W,-1,8.445810045147487
312,YNL141W,-1,8.441442604674029
313,YIL146C,-1,8.439806604904224
314,YDR346C,-1,8.43478650834004
315,YDR062W,-1,8.432682714714467
316,YPR056W,-1,8.423261790775305
317,YNL201C,-1,8.420112500157739
318,YMR142C,-1,8.41796396359874
319,YML023C,-1,8.400797325437084
320,YBR030W,-1,8.386614387775726
321,YJR016C,-1,8.382333248194577
322,YNL216W,-1,8.379705893167516
323,YNL101W,-1,8.369654875049878
324,YOR112W,-1,8.364838518454935
325,YPR052C,-1,8.359422272805311
326,YGL071W,-1,8.359410803647803
327,YER008C,-1,8.35594946354623
328,YJL094C,-1,8.348798017342554
329,YJL002C,-1,8.347845465011192
330,YDR331W,-1,8.346176067828264
331,YGL205W,-1,8.338173564420378
332,YNR043W,-1,8.333648098734825
333,YNR044W,-1,8.333492908801652
334,YER007W,-1,8.330978697308577
335,YBR188C,-1,8.327737637022077
336,YOR260W,-1,8.327388786295066
337,YCR097W,-1,8.326334173359157
338,YLR110C,-1,8.325279974941452
339,YCL009C,-1,8.31946692137369
340,YHR148W,-1,8.318060506413227
341,YIL020C,-1,8.31544646763862
342,YAL009W,-1,8.313414627890218
343,YPL194W,-1,8.31237549028157
344,YLR246W,-1,8.309117195273203
345,YMR219W,-1,8.301126320127818
346,YPL177C,-1,8.295390694412358
347,YMR234W,-1,8.292879438788319
348,YML117W,-1,8.28994321898973
349,YLR226W,-1,8.282361389714229
350,YEL015W,-1,8.281095071477514
351,YJL109C,-1,8.27968753612792
352,YJL201W,-1,8.278189229707575
353,YHR081W,-1,8.250143709024321
354,YAR002W,-1,8.248999725862738
355,YMR036C,-1,8.243408802927217
356,YJR010C-A,-1,8.238580531064253
357,YOR043W,-1,8.237533150659624
358,YDR201W,-1,8.225655054455556
359,YLR233C,-1,8.224379472981031
360,YNL045W,-1,8.216676872245914
361,YPL188W,-1,8.215486125459766
362,YHR170W,-1,8.213400155748133
363,YMR281W,-1,8.204676294666713
364,YNL233W,-1,8.202738188577582
365,YNL097C,-1,8.194532756736159
366,YDL216C,-1,8.192151927824478
367,YIL156W,-1,8.18926561476572
368,YLR398C,-1,8.18420679267751
369,YLR113W,-1,8.18034594955626
370,YLR015W,-1,8.178670865807527
371,YLR284C,-1,8.17787426452061
372,YEL062W,-1,8.17533303870838
373,YMR172W,-1,8.174334754112452
374,YPL176C,-1,8.159536713789024
375,YDR223W,-1,8.157872394388134
376,YMR180C,-1,8.155636287931614
377,YBL020W,-1,8.155420637774762
378,YDR302W,-1,8.152500283724633
379,YDR155C,-1,8.13564974255299
380,YPL070W,-1,8.134215191339642
381,YJR082C,-1,8.131703290786604
382,YJL097W,-1,8.124331202393853
383,YDR235W,-1,8.122096066958406
384,YGL098W,-1,8.113900359232563
385,YKR088C,-1,8.112849107804697
386,YJR123W,-1,8.112798976550181
387,YGR105W,-1,8.109397271863035
388,YOL054W,-1,8.101877074067383
389,YNL107W,-1,8.10143696560038
390,YBR139W,-1,8.101062416268986
391,YIL154C,-1,8.094658816153638
392,YPL146C,-1,8.079019660728168
393,YKL149C,-1,8.077145498480858
394,YCR059C,-1,8.074361662723998
395,YBL011W,-1,8.072388891750254
396,YGR057C,-1,8.068103381905598
397,YPR040W,-1,8.06537693132038
398,YJL072C,-1,8.061252573995228
399,YDR325W,-1,8.055404298942992
400,YDR451C,-1,8.0530114029843
401,YPR113W,-1,8.04486480077565
402,YER036C,-1,8.033889423022782
403,YOR063W,-1,8.030143356505777
404,YAL034W-A,-1,8.027822407071806
405,YML021C,-1,8.011847983072625
406,YLR320W,-1,8.005316382842592
407,YOR076C,-1,8.003897700580735
408,YBR120C,0,77.2899755650452
409,YGL143C,0,76.94845811981844
410,YOL033W,0,71.60522458597796
411,YBL080C,1,70.38447415271627
412,YJR148W,-1,7.999928193467481
413,YOR328W,-1,7.994603389116495
414,YIL099W,-1,7.983242483161084
415,YDL030W,-1,7.982451966474782
416,YPL133C,-1,7.979831182749059
417,YGR118W,-1,7.971556787575971
418,YML107C,-1,7.961541439046572
419,YOR008C,-1,7.957678364055351
420,YOR284W,-1,7.957183907807133
421,YCL029C,-1,7.95494906844464
422,YMR217W,-1,7.947085776746809
423,YDL189W,-1,7.929530802790896
424,YDL236W,-1,7.922597419568125
425,YDL188C,-1,7.91512881704676
426,YDR386W,-1,7.909515637199849
427,YNL334C,-1,7.90846272888075
428,YIL106W,-1,7.903060119288865
429,YDR166C,-1,7.90216356736937
430,YOR353C,-1,7.877709232250404
431,YJL101C,-1,7.876057204218149
432,YOR319W,-1,7.874848839833209
433,YPR163C,-1,7.862083665152443
434,YPL163C,-1,7.86084869989105
435,YDR144C,-1,7.8602621619359745
436,YJR066W,-1,7.856950924451802
437,YMR176W,-1,7.840959488246278
438,YPR046W,-1,7.8383647273075345
439,YLR431C,-1,7.833596122664981
440,YER151C,-1,7.832855242773286
441,YFL017W-A,-1,7.832368042667312
442,YOL126C,-1,7.8297039189962945
443,YNR011C,-1,7.826484051305223
444,YER129W,-1,7.825821110968854
445,YFL029C,-1,7.824046288136568
446,YPR190C,-1,7.817914166977856
447,YBR278W,-1,7.817013671789536
448,YCL054W,-1,7.808809205601135
449,YDL226C,-1,7.797533808758199
450,YER019C-A,-1,7.793429846907261
451,YHR187W,-1,7.789206137742914
452,YBL063W,-1,7.7857643742119835
453,YOR368W,-1,7.785066545365724
454,YPL213W,-1,7.784768107653741
455,YGL207W,-1,7.7774771142400585
456,YBR041W,-1,7.776749139042884
457,YML076C,-1,7.769587671906801
458,YER005W,-1,7.765337376245838
459,YJL205C,-1,7.756799327910418
460,YNL209W,-1,7.756679459086609
461,YDR055W,-1,7.7551848804060155
462,YGL120C,-1,7.74984282933284
463,YPR057W,-1,7.748234934188152
464,YPL038W,-1,7.743718946895564
465,YLR127C,-1,7.741588415292835
466,YBR243C,-1,7.724179031425066
467,YLR332W,-1,7.7231302035018805
468,YOR101W,-1,7.716973925112796
469,YIL116W,-1,7.7126468606007705
470,YGR245C,-1,7.6999831022161755
471,YGL241W,-1,7.699432505768499
472,YER024W,-1,7.6946650023859275
473,YBR160W,-1,7.692900907921096
474,YBR011C,-1,7.689484327439597
475,YAL029C,-1,7.678561920905217
476,YHR150W,-1,7.678371204760622
477,YDL099W,-1,7.677198477833082
478,YGL243W,-1,7.676196543753002
479,YOR290C,-1,7.6723446325668885
480,YGL244W,-1,7.657674572645858
481,YDL087C,-1,7.656477025374946
482,YJL111W,-1,7.656248856053552
483,YBR281C,-1,7.655271143600037
484,YBL008W,-1,7.6535564925537605
485,YDL102W,-1,7.652108177324541
486,YIL147C,-1,7.651208806660155
487,YJL153C,-1,7.645356292029052
488,YNL108C,-1,7.633140227295231
489,YGR095C,-1,7.622500236143552
490,YDR176W,-1,7.609828523763492
491,YER089C,-1,7.602692527172815
492,YPL237W,-1,7.602659251993477
493,YPR017C,-1,7.5977597475643615
494,YDL175C,-1,7.588794731068293
495,YBL061C,-1,7.584172067617856
496,YOL144W,-1,7.583441166670896
497,YHR142W,-1,7.578312915560115
498,YHL003C,-1,7.573951182736913
499,YNL041C,-1,7.573889834022979
500,YNL312W,-1,7.573396016086135
501,YMR255W,-1,7.562473099607366
502,YLR328W,-1,7.556622181890624
503,YHR025W,-1,7.551480687030785
504,YOR016C,-1,7.544248296120935
505,YDL128W,-1,7.544053072227835
506,YJR084W,-1,7.531042961341209
507,YMR198W,-1,7.524355474742098
508,YDR418W,-1,7.519896766992379
509,YBR115C,-1,7.509415803960242
510,YJL198W,-1,7.508896636618738
511,YDL013W,-1,7.502292849396414
512,YHR061C,-1,7.501939524128459
513,YJL047C,-1,7.49584294985916
514,YML115C,-1,7.490852732267266
515,YDR264C,-1,7.489010913202053
516,YLR022C,-1,7.480257175288432
517,YNL307C,-1,7.4676487196159576
518,YHR113W,-1,7.4662537268912175
519,YDR363W,-1,7.463105234724793
520,YDL015C,-1,7.456653355528238
521,YIR034C,-1,7.449296171198593
522,YBL006C,-1,7.448612298599662
523,YDL154W,-1,7.441839215676831
524,YBR210W,-1,7.434092373901767
525,YLL040C,-1,7.431008954148599
526,YIL077C,-1,7.4286121357033
527,YBR258C,-1,7.426529506121675
528,YGR166W,-1,7.426526331437344
529,YHR098C,-1,7.425252823178587
530,YPL255W,-1,7.425084934817332
531,YKL211C,-1,7.421287769277864
532,YBR128C,-1,7.4188133478500875
533,YKR008W,-1,7.415977785914924
534,YIL135C,-1,7.412802741251185
535,YIL052C,-1,7.410760687151826
536,YOR127W,-1,7.40784300253287
537,YJL187C,-1,7.407548308826627
538,YDR318W,-1,7.406627541781353
539,YJL034W,-1,7.40283626899357
540,YLR142W,-1,7.399616916381142
541,YPL259C,-1,7.386097743239368
542,YML029W,-1,7.374668576920093
543,YNL128W,-1,7.362388916139045
544,YNL147W,-1,7.361702517630474
545,YNL264C,-1,7.3563921026810455
546,YNL281W,-1,7.34466945196483
547,YKR081C,-1,7.336136937717145
548,YDR159W,-1,7.335960775948466
549,YKL019W,-1,7.310264084317369
550,YCR053W,-1,7.3101665616038245
551,YGR238C,-1,7.30604509122249
552,YPL026C,-1,7.305141007417138
553,YER109C,-1,7.300475952904435
554,YGL012W,-1,7.290207691511801
555,YGL001C,-1,7.282023767784317
556,YDL153C,-1,7.2819896518177964
557,YAR002C-A,-1,7.277232107894962
558,YEL031W,-1,7.27417499495893
559,YOL001W,-1,7.268262675119593
560,YKL139W,-1,7.259163298900035
561,YMR274C,-1,7.25784472431574
562,YER025W,-1,7.25639893705221
563,YKL176C,-1,7.254199395676822
564,YBL043W,-1,7.253459695204527
565,YMR242C,-1,7.230029534247192
566,YBL069W,-1,7.2285720169438346
567,YOR363C,-1,7.2185387038277655
568,YDL079C,-1,7.215009656833741
569,YDR091C,-1,7.213390379157029
570,YML085C,-1,7.206600956207737
571,YNR003C,-1,7.203593206646632
572,YOL004W,-1,7.202218282255334
573,YGR143W,-1,7.198519564930336
574,YBR145W,-1,7.187679804928635
575,YDR254W,-1,7.172855446542995
576,YNL231C,-1,7.171384225149613
577,YHR058C,-1,7.171352161024395
578,YER078C,-1,7.169203945383377
579,YOL045W,-1,7.164511483919936
580,YDR497C,-1,7.162087209493645
581,YIL148W,-1,7.158871610009527
582,YDR524C,-1,7.153488016326404
583,YNL123W,-1,7.150533761917876
584,YER068W,-1,7.147364396220098
585,YFL034C-B,-1,7.135583119726061
586,YKL089W,-1,7.122207883953853
587,YJR112W,-1,7.107676732996813
588,YKL214C,-1,7.100252382048087
589,YGL147C,-1,7.096894504786722
590,YOL142W,-1,7.096443156856294
591,YLR005W,-1,7.09068326704076
592,YHR114W,-1,7.089592294467823
593,YPR141C,-1,7.089544108530413
594,YLR029C,-1,7.08877245417721
595,YNL220W,-1,7.084634310700757
596,YAR035W,-1,7.081319665492207
597,YPL138C,-1,7.0783215130690005
598,YKR010C,-1,7.073767042919761
599,YGR087C,-1,7.071503728660717
600,YIL030C,-1,7.0645999134028665
601,YGR240C,-1,7.05260946242893
602,YOR073W,-1,7.042524445772562
603,YHR134W,-1,7.035896835944215
604,YMR047C,-1,7.03492243230855
605,YBR072W,-1,7.029741980477943
606,YOR034C,-1,7.003427013447986
607,YBR112C,-1,7.002577525411141
608,YOR002W,-1,7.000465255949744
609,YGR171C,0,69.33933775664933
610,YHR091C,0,69.25673955105933
611,YPL104W,0,67.22472665485128
612,YOL060C,1,65.12256033192894
613,YFL016C,-1,64.99360393799006
614,YFL018C,-1,64.9299437802668
615,YJL102W,-1,63.852070921373866
616,YML078W,-1,63.76161291744224
617,YGR112W,-1,63.541871325437
618,YLR390W,-1,62.954000831799306
619,YPR047W,0,62.26011068609709
620,YMR257C,0,62.00469568337519
621,YBL045C,-1,61.77003716607088
622,YBR024W,-1,61.70528778707088
623,YDR513W,-1,61.67026888942298
624,YOL096C,-1,60.75417636220428
625,YNL073W,0,60.12733624495695
626,YKL011C,-1,6.9978426322418885
627,YOL090W,-1,6.997370371527755
628,YDL024C,-1,6.997131712669211
629,YPR080W,-1,6.9812601185615675
630,YGR185C,-1,6.979031620447165
631,YBR198C,-1,6.965767098956827
632,YGR159C,-1,6.963898817029327
633,YHR186C,-1,6.959234563995812
634,YKL073W,-1,6.95571972737334
635,YJR057W,-1,6.941342895831344
636,YER112W,-1,6.940297560120814
637,YOL145C,-1,6.93036981500955
638,YOR257W,-1,6.928196875691003
639,YIL139C,-1,6.923715003073956
640,YGL078C,-1,6.919216473477528
641,YPR005C,-1,6.897167087316838
642,YOR126C,-1,6.891047036996336
643,YDL141W,-1,6.884163831486018
644,YDR158W,-1,6.883069992682012
645,YOL077C,-1,6.879654605157814
646,YDR143C,-1,6.879334913655108
647,YPL166W,-1,6.871182484254028
648,YKR086W,-1,6.870036168233812
649,YML074C,-1,6.863778056806783
650,YOL040C,-1,6.862330218108362
651,YGR023W,-1,6.8377620713843275
652,YLR367W,-1,6.830420604992984
653,YOL044W,-1,6.826071985518073
654,YLR262C,-1,6.8247402052083785
655,YGR061C,-1,6.821975950595481
656,YIL048W,-1,6.8154719789232905
657,YIR032C,-1,6.814723410629648
658,YPL148C,-1,6.798834735893929
659,YCL004W,-1,6.79175996106267
660,YAR033W,-1,6.789160597408541
661,YNL329C,-1,6.783890658422892
662,YOR079C,-1,6.783833592049703
663,YJL116C,1,6.781799508784067
664,YER056C,-1,6.777916139409987
665,YLR106C,-1,6.776243805490255
666,YJR126C,-1,6.767106805390914
667,YLR074C,-1,6.74914424508233
668,YNR049C,-1,6.746205962419999
669,YDR012W,-1,6.743347599308887
670,YGR280C,-1,6.734690711521472
671,YNL091W,-1,6.727754376544989
672,YIL153W,-1,6.727624144443103
673,YIL129C,-1,6.724384326692195
674,YPL212C,-1,6.719058021719455
675,YDL165W,-1,6.718389406251855
676,YIL115C,-1,6.7161346642139454
677,YNL221C,-1,6.708019096037647
678,YDR398W,-1,6.707186091501272
679,YLR438C-A,-1,6.707088253657361
680,YMR268C,-1,6.702928890301624
681,YPR186C,-1,6.687107340640412
682,YJL073W,-1,6.68268693218459
683,YBR265W,-1,6.682524372393087
684,YPR135W,-1,6.677960716737538
685,YMR194W,-1,6.672279152456242
686,YLR084C,-1,6.666445084837798
687,YNL273W,-1,6.655063924570713
688,YAR071W,-1,6.654203258889876
689,YPR143W,-1,6.6516354473758135
690,YLR264W,-1,6.650313520894267
691,YEL032W,-1,6.6496958436883995
692,YOR110W,-1,6.647889168414983
693,YDR306C,-1,6.646870669608881
694,YKL190W,-1,6.6440623960460865
695,YFR008W,-1,6.640080349022855
696,YLR186W,-1,6.639735068019581
697,YPL226W,-1,6.637015336834017
698,YCR019W,-1,6.635522162383486
699,YCR024C-A,-1,6.624643710988021
700,YKL196C,-1,6.624445658461486
701,YOL011W,-1,6.616223579862424
702,YDL192W,-1,6.612531910277714
703,YAL059W,-1,6.607439533845712
704,YHR139C,-1,6.60505658933355
705,YPR138C,-1,6.604973015137947
706,YGR175C,-1,6.603436558870832
707,YPR102C,-1,6.600695136459883
708,YCR047C,-1,6.595874917217858
709,YLR443W,-1,6.590824338932703
710,YMR294W,-1,6.589072940486882
711,YBR135W,-1,6.588280096150785
712,YPL008W,-1,6.570225663944076
713,YHL007C,-1,6.556505535023422
714,YJL071W,-1,6.554794604991134
715,YGL195W,-1,6.546696596972923
716,YHL006C,-1,6.545741255593537
717,YNL263C,-1,6.534905001181967
718,YKL185W,-1,6.5294410210452725
719,YIL026C,-1,6.523712908705129
720,YJL127C,-1,6.522381086642778
721,YJR055W,-1,6.519222096957316
722,YMR015C,-1,6.5186002614649
723,YPL268W,-1,6.51285658596441
724,YML016C,-1,6.502998338608219
725,YDR002W,-1,6.5008062933429915
726,YDL159W,-1,6.498323318100299
727,YDL125C,-1,6.491895512566665
728,YMR048W,-1,6.485831034376988
729,YDR225W,-1,6.484112144443632
730,YLR192C,-1,6.4802805133625165
731,YHR176W,-1,6.476957672255072
732,YCR044C,-1,6.475714148763103
733,YKR054C,-1,6.4685570042509255
734,YER125W,-1,6.467061332345634
