GO Term ID,GO Term Name,Num Genes,NN Nes,SPELL NES,NES Difference
GO:0000045,autophagosome assembly,44,1.022854579728696,1.6110847912204764,-0.5882302114917803
GO:0043604,amide biosynthetic process,558,2.0753092290612707,1.7486832086119943,0.32662602044927636
GO:1901566,organonitrogen compound biosynthetic process,1030,1.9093085713913955,1.6345419200174884,0.2747666513739071
GO:1901605,alpha-amino acid metabolic process,178,1.0430383346036776,-0.854243853238733,1.8972821878424107
GO:0006575,cellular modified amino acid metabolic process,64,1.3790703974837892,1.294323786608758,0.08474661087503121
GO:0031503,protein-containing complex localization,98,-1.5693134727792994,-1.182539102154811,-0.3867743706244884
GO:0033750,ribosome localization,55,-2.016777364543852,-1.7921941422167404,-0.22458322232711136
GO:0051168,nuclear export,137,-1.5303302553859746,-1.6534360815678568,0.12310582618188226
GO:0051656,establishment of organelle localization,132,-1.2746625979042698,-0.8542188663746392,-0.42044373152963066
GO:0042254,ribosome biogenesis,405,-3.263426509999624,-3.300563841181668,0.03713733118204399
GO:0000054,ribosomal subunit export from nucleus,54,-2.0728057799985526,-1.804752277730406,-0.2680535022681467
GO:0000055,ribosomal large subunit export from nucleus,33,-1.9436128022681,-1.7375948351601374,-0.20601796710796272
GO:0000056,ribosomal small subunit export from nucleus,15,-1.5120165652005628,-0.8966627452416801,-0.6153538199588827
GO:0000819,sister chromatid segregation,150,0.7945133985423879,0.6972305980019875,0.0972828005404004
GO:0140014,mitotic nuclear division,171,0.9573018844456408,0.917418382539963,0.0398835019056778
GO:0110100,spindle pole body separation,13,-0.694411091558179,1.0213089367266397,-1.7157200282848186
GO:0061804,mitotic spindle formation (spindle phase one),13,-0.6834359618490472,1.0122327352370608,-1.695668697086108
GO:1905047,mitotic spindle pole body organization,13,-0.6968583147441171,1.0162877731721929,-1.7131460879163098
GO:0000073,initial mitotic spindle pole body separation,13,-0.6862733337072646,1.0068088408445472,-1.6930821745518119
GO:0035556,intracellular signal transduction,330,0.9537283359791848,1.0998425837285786,-0.14611424774939374
GO:1901988,negative regulation of cell cycle phase transition,111,-0.9973012042417656,-0.6926543716757771,-0.30464683256598846
GO:0000075,cell cycle checkpoint signaling,104,-1.0786718136805535,-0.7275882798402287,-0.35108353384032487
GO:0031570,DNA integrity checkpoint signaling,57,-0.8397345618274532,-1.0804585096671735,0.2407239478397203
GO:0000076,DNA replication checkpoint signaling,18,-0.8305924725819666,-0.635673191851631,-0.1949192807303356
GO:0042770,signal transduction in response to DNA damage,41,-0.9078267843452356,-1.0220359811995847,0.11420919685434916
GO:0000077,DNA damage checkpoint signaling,41,-0.9030672735479826,-1.0468393576771882,0.1437720841292056
GO:0071900,regulation of protein serine/threonine kinase activity,45,1.0981072860293706,1.1620219901185465,-0.06391470408917588
GO:1904029,regulation of cyclin-dependent protein kinase activity,34,0.9501710665671438,1.1554409591456816,-0.20526989257853778
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,33,0.8712779166699108,1.172208913969217,-0.30093099729930606
GO:0044772,mitotic cell cycle phase transition,185,1.3146534903847762,1.286440881765179,0.02821260861959729
GO:0044843,cell cycle G1/S phase transition,70,1.5398624498675106,1.4988751503807674,0.04098729948674329
GO:0000082,G1/S transition of mitotic cell cycle,70,1.540320927451334,1.5205445894063778,0.019776338044956265
GO:0006355,regulation of DNA-templated transcription,566,-0.9669193491609044,1.290782427261388,-2.257701776422292
GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,29,1.188071604848477,1.3513989399636213,-0.1633273351151443
GO:0044839,cell cycle G2/M phase transition,45,0.8148984790893784,1.1535810200604206,-0.3386825409710422
GO:0000086,G2/M transition of mitotic cell cycle,45,0.8158482131125352,1.1493105326889503,-0.33346231957641514
GO:0006082,organic acid metabolic process,437,1.82771500482965,1.0394786367453754,0.7882363680842746
GO:0006790,sulfur compound metabolic process,154,1.313865653052473,1.090753476878796,0.22311217617367696
GO:1901564,organonitrogen compound metabolic process,2116,1.9906213677339355,1.796008895996833,0.1946124717371025
GO:0000096,sulfur amino acid metabolic process,49,-1.3943426481215773,-0.6443481083169053,-0.749994539804672
GO:0016053,organic acid biosynthetic process,197,1.3595833118650478,0.7915361396421363,0.5680471722229115
GO:0044272,sulfur compound biosynthetic process,82,-0.9195991866685048,-0.7894524531061078,-0.13014673356239703
GO:0000097,sulfur amino acid biosynthetic process,38,-1.1839672098781215,-0.84769217371353,-0.33627503616459153
GO:0016054,organic acid catabolic process,99,1.4967674164151503,0.8845328972653492,0.6122345191498011
GO:0044273,sulfur compound catabolic process,14,1.1906431800070996,1.0150236527891967,0.17561952721790286
GO:1901565,organonitrogen compound catabolic process,420,2.0473635776803145,1.99624415909063,0.051119418589684607
GO:0006865,amino acid transport,58,-0.8103025531540629,-1.054192385381073,0.24388983222701022
GO:0072348,sulfur compound transport,26,-1.1078117812889792,-0.7618782477655786,-0.3459335335234006
GO:0008652,cellular amino acid biosynthetic process,129,1.143702060459001,-0.9329556248926448,2.0766576853516456
GO:0006357,regulation of transcription by RNA polymerase II,477,-0.9905162092396356,1.273316275684084,-2.2638324849237197
GO:0045892,negative regulation of DNA-templated transcription,177,-1.024495767193568,1.110344396308646,-2.134840163502214
GO:0006366,transcription by RNA polymerase II,553,-1.103681903254584,1.4381868094867818,-2.5418687127413655
GO:0000122,negative regulation of transcription by RNA polymerase II,143,-1.1942354343307224,0.8973886960990823,-2.0916241304298047
GO:0051703,biological process involved in intraspecies interaction between organisms,21,-1.220940758001784,-1.6189058218449484,0.39796506384316443
GO:0040001,establishment of mitotic spindle localization,16,-0.6259992975728333,0.8037832752929326,-1.4297825728657658
GO:0051294,establishment of spindle orientation,13,-0.8584046633703615,0.7980517824977554,-1.656456445868117
GO:0000132,establishment of mitotic spindle orientation,13,-0.8777708482685874,0.803626081215765,-1.6813969294843525
GO:0022607,cellular component assembly,972,1.4572894123158864,1.3488904475494952,0.10839896476639121
GO:0030866,cortical actin cytoskeleton organization,59,2.417112066685199,2.207742904718723,0.20936916196647593
GO:0044396,actin cortical patch organization,25,2.444352811052999,2.3445340090101032,0.09981880204289562
GO:0000147,actin cortical patch assembly,16,1.6291197552390448,1.701303486914001,-0.07218373167495606
GO:0006364,rRNA processing,296,-3.3916365398995123,-3.3193220182033114,-0.0723145216962009
GO:0009451,RNA modification,116,-2.5325839392329685,-1.3223690378301087,-1.2102149014028598
GO:0000154,rRNA modification,28,-2.1169738806515808,-1.8032038527496448,-0.313770027901936
GO:0007231,osmosensory signaling pathway,17,0.9699797039462928,1.169656685530359,-0.1996769815840661
GO:0051403,stress-activated MAPK cascade,23,0.4073913450039934,-0.6849059279438817,1.092297272947875
GO:0006568,tryptophan metabolic process,17,1.603980020894466,0.6176625870948338,0.9863174337996321
GO:0009073,aromatic amino acid family biosynthetic process,16,1.3370270983295516,0.7341218046209063,0.6029052937086453
GO:1901607,alpha-amino acid biosynthetic process,114,1.0555156925509144,-0.8716122031282063,1.9271278956791207
GO:0000165,MAPK cascade,39,-0.6945688650166503,0.5125536693893876,-1.207122534406038
GO:0140718,facultative heterochromatin assembly,31,-0.7987895047030062,0.7810288779883354,-1.5798183826913417
GO:1990700,nucleolar chromatin organization,39,-0.6036750531276276,0.8457430620834447,-1.4494181152110723
GO:0000183,rDNA heterochromatin assembly,31,-0.8266917694330337,0.7531397330630938,-1.5798315024961274
GO:0000956,nuclear-transcribed mRNA catabolic process,123,-1.781599487355144,0.7031994520370684,-2.4847989393922125
GO:0000184,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",36,-1.933951100669101,0.7705542343234483,-2.7045053349925494
GO:0071554,cell wall organization or biogenesis,300,-1.2474825777793777,-1.6281243569443182,0.3806417791649406
GO:0000196,cell wall integrity MAPK cascade,13,-0.7706254773235701,-0.8335798348341337,0.06295435751056355
GO:0016567,protein ubiquitination,150,1.1878055726465508,1.532279096843312,-0.34447352419676114
GO:0000209,protein polyubiquitination,44,1.5155939212202068,1.1957765677861858,0.31981735343402096
GO:0007051,spindle organization,52,0.6676189423971762,0.9436112299328168,-0.27599228753564053
GO:1903046,meiotic cell cycle process,281,-1.278122775225038,-2.0537965422264133,0.7756737670013754
GO:0007010,cytoskeleton organization,282,1.9084887804137556,1.7650692935553651,0.14341948685839045
GO:0007017,microtubule-based process,115,0.8876713436795671,0.9175760948960288,-0.029904751216461634
GO:0000226,microtubule cytoskeleton organization,107,0.8961443998737194,0.717429180302936,0.1787152195707834
GO:0000387,spliceosomal snRNP assembly,18,-1.0611523767171198,-0.7494464595383509,-0.31170591717876894
GO:0000398,"mRNA splicing, via spliceosome",119,-1.316287211960245,-0.8154217447482407,-0.5008654672120042
GO:0000245,spliceosomal complex assembly,27,-1.3293874161300203,0.635519189344015,-1.9649066054740354
GO:0043603,cellular amide metabolic process,626,2.118848405343072,1.838010219995018,0.28083818534805394
GO:0046483,heterocycle metabolic process,1996,-1.7022457152826664,-0.8284755241817373,-0.8737701911009291
GO:1901360,organic cyclic compound metabolic process,2053,-1.672534606781023,-0.7975514663477469,-0.8749831404332761
GO:0046700,heterocycle catabolic process,218,-1.1200408064375575,1.0500663167650937,-2.1701071232026514
GO:1901361,organic cyclic compound catabolic process,227,-1.1096901216950144,1.0851134377855378,-2.194803559480552
GO:0048285,organelle fission,275,0.8587969394303948,-0.8738406775791158,1.7326376170095106
GO:0005976,polysaccharide metabolic process,73,1.2821057635715225,0.6339703398508602,0.6481354237206624
GO:0009059,macromolecule biosynthetic process,1463,1.1209598549974202,1.357982263353527,-0.23702240835610677
GO:0016051,carbohydrate biosynthetic process,94,1.6786364212705291,-0.6789139233652399,2.357550344635769
GO:0000271,polysaccharide biosynthetic process,48,1.1365980587940834,0.560984059129379,0.5756139996647044
GO:0009057,macromolecule catabolic process,481,1.5910682410931891,1.8802890125273453,-0.28922077143415614
GO:0016052,carbohydrate catabolic process,89,1.0828426911514644,-1.2371293103637016,2.3199720015151657
GO:0000272,polysaccharide catabolic process,20,-0.88339114501853,-1.0748396884142903,0.19144854339576034
GO:0007049,cell cycle,805,-0.9545767706452496,-0.975676886066337,0.021100115421087362
GO:0000278,mitotic cell cycle,386,1.1660478018146845,1.1508887259343803,0.015159075880304185
GO:0000280,nuclear division,264,-0.8224720314825005,-1.0138522748397072,0.19138024335720671
GO:0061640,cytoskeleton-dependent cytokinesis,87,1.41951408439496,1.3847409079122877,0.03477317648267242
GO:0000281,mitotic cytokinesis,86,1.4724921257486543,1.44528046166869,0.027211664079964226
GO:0030010,establishment of cell polarity,78,0.9600420408778768,0.870528614930989,0.08951342594688783
GO:0000282,cellular bud site selection,42,0.8730608072350742,0.5956102203428225,0.27745058689225166
GO:0061157,mRNA destabilization,61,-1.5536498323242307,0.964374509215131,-2.5180243415393617
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",44,-1.0477770270549194,1.3830530927288007,-2.43083011978372
GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,15,1.537829449878361,1.664885292002248,-0.1270558421238872
GO:0110156,methylguanosine-cap decapping,16,-0.6140457905723617,1.6427795638691052,-2.256825354441467
GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA,13,-0.5727724818630746,1.5513869105495957,-2.12415939241267
GO:0000291,"nuclear-transcribed mRNA catabolic process, exonucleolytic",21,-1.760900744931956,1.151800348491668,-2.9127010934236237
GO:0006401,RNA catabolic process,166,-1.3922724230832584,1.0702396100208582,-2.4625120331041166
GO:0006812,cation transport,235,1.673861958228572,-0.9828140029282298,2.656675961156802
GO:0015846,polyamine transport,14,-0.8155000339774726,-1.3030557252945418,0.4875556913170692
GO:0006891,intra-Golgi vesicle-mediated transport,32,1.7841049226096788,2.174853271212033,-0.3907483486023542
GO:0006979,response to oxidative stress,130,1.7488146788092762,1.668860136027524,0.07995454278175229
GO:1901700,response to oxygen-containing compound,87,1.213387097066687,1.1464745473945668,0.06691254967212013
GO:0000302,response to reactive oxygen species,28,1.1141162372538105,0.960424533699797,0.15369170355401351
GO:0010035,response to inorganic substance,59,1.4115197964607409,0.935148642382788,0.47637115407795283
GO:0015698,inorganic anion transport,35,-0.6933921129807963,-0.641139465151964,-0.05225264782883232
GO:0022402,cell cycle process,662,-0.8836726215657846,-1.052963673014449,0.1692910514486643
GO:0000320,re-entry into mitotic cell cycle,11,-0.5387852941841914,0.6910335138353002,-1.2298188080194916
GO:0000754,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion,25,-0.4138030065996849,0.7054170198313755,-1.1192200264310603
GO:0045910,negative regulation of DNA recombination,13,-0.7546064823527889,1.5821454367066754,-2.3367519190594646
GO:0010528,regulation of transposition,16,-0.997208145484669,0.8381923764052432,-1.835400521889912
GO:0070646,protein modification by small protein removal,44,1.124750514455202,1.3596817568316553,-0.23493124237645335
GO:0000393,spliceosomal conformational changes to generate catalytic conformation,21,-1.3217336185544035,-1.0495746618053878,-0.2721589567490157
GO:0045292,"mRNA cis splicing, via spliceosome",14,-1.4722239090166194,0.5505757838188008,-2.02279969283542
GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",120,-1.2956736304866323,-0.7762213877125445,-0.5194522427740879
GO:0008380,RNA splicing,146,-1.0295094367027675,0.8504957636265393,-1.8800052003293068
GO:0000375,"RNA splicing, via transesterification reactions",127,-1.103283754325871,-0.6071537136445461,-0.4961300406813248
GO:0016070,RNA metabolic process,1379,-2.157599569507297,-0.913464808072292,-1.2441347614350051
GO:0000394,"RNA splicing, via endonucleolytic cleavage and ligation",11,-0.808794294086101,1.6422529922997615,-2.4510472863858626
GO:0034470,ncRNA processing,420,-3.292703068941316,-2.7527578308559475,-0.5399452380853687
GO:0006376,mRNA splice site selection,11,-1.0294979336042187,0.7250305338209343,-1.754528467425153
GO:0006397,mRNA processing,210,-0.9873305967549716,1.4969950346794654,-2.484325631434437
GO:0045013,carbon catabolite repression of transcription,13,-1.2469947198841689,0.6897974458280101,-1.936792165712179
GO:0045991,carbon catabolite activation of transcription,28,1.2774974622641178,-0.5957779672431374,1.8732754295072551
GO:0000413,protein peptidyl-prolyl isomerization,14,1.733981437824531,1.449421915950078,0.284559521874453
GO:0016570,histone modification,139,0.7607409845714433,1.6693437423628368,-0.9086027577913934
GO:0018208,peptidyl-proline modification,16,1.6031224834065578,1.3924772903955098,0.210645193011048
GO:0006914,autophagy,239,1.981746513616232,1.7597002352936335,0.2220462783225985
GO:0061726,mitochondrion disassembly,49,1.0192829275206805,0.571893882531274,0.44738904498940646
GO:0000422,autophagy of mitochondrion,49,1.0110732073701554,0.5790718567870126,0.4320013505831428
GO:0061912,selective autophagy,52,2.0602241686135567,1.777319434147348,0.2829047344662088
GO:0000423,mitophagy,12,1.494870232752502,1.6869473544039912,-0.19207712165148916
GO:0016237,lysosomal microautophagy,58,1.0786186044860444,1.0526910409127903,0.025927563573254098
GO:0030242,autophagy of peroxisome,29,1.067850612797152,1.087699059060946,-0.019848446263794006
GO:0045990,carbon catabolite regulation of transcription,40,0.9339396750689424,-0.4967783451892643,1.4307180202582066
GO:0000429,carbon catabolite regulation of transcription from RNA polymerase II promoter,35,0.901693835216508,-0.523077064069056,1.4247708992855639
GO:0046015,regulation of transcription by glucose,13,-0.9974268899765824,0.7374768543324725,-1.734903744309055
GO:0000430,regulation of transcription from RNA polymerase II promoter by glucose,12,-1.0356265525409611,0.7397111971573994,-1.7753377496983607
GO:0000436,carbon catabolite activation of transcription from RNA polymerase II promoter,23,1.285953156725119,-0.6312261032232312,1.9171792599483504
GO:0045014,carbon catabolite repression of transcription by glucose,11,-1.0883300435951149,0.7720000382578054,-1.8603300818529203
GO:0061987,negative regulation of transcription from RNA polymerase II promoter by glucose,11,-1.112991476449286,0.7600593678543534,-1.8730508443036396
GO:0000433,carbon catabolite repression of transcription from RNA polymerase II promoter by glucose,11,-1.1240472197196156,0.7782830191588322,-1.9023302388784478
GO:0045944,positive regulation of transcription by RNA polymerase II,300,0.919573832405666,1.463118836751795,-0.5435450043461291
GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",61,-3.454178127159992,-2.9574156535719904,-0.49676247358800163
GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",107,-3.4782437336926115,-3.317198747316026,-0.1610449863765857
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",94,-3.706189056196535,-3.034953115302713,-0.6712359408938222
GO:0000447,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",46,-3.2831807136955136,-2.813393164984657,-0.4697875487108565
GO:0000463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",53,-3.0937191524286547,-2.9650024711144063,-0.1287166813142484
GO:0000478,endonucleolytic cleavage involved in rRNA processing,61,-3.414612547442369,-2.91197397621918,-0.5026385712231893
GO:0031167,rRNA methylation,15,-1.960015088465742,-1.6322866075801543,-0.3277284808855876
GO:0031118,rRNA pseudouridine synthesis,11,-1.5827987761753126,-1.321901276665781,-0.26089749950953167
GO:0000469,cleavage involved in rRNA processing,86,-3.519259922317979,-2.873690459618087,-0.6455694626998918
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",32,-2.0856449609381293,0.5173650030313321,-2.6030099639694617
GO:0000459,exonucleolytic trimming involved in rRNA processing,20,-2.513280131897617,-1.0444171190558766,-1.4688630128417401
GO:0000460,maturation of 5.8S rRNA,94,-3.6605998120683063,-3.011568581214142,-0.6490312308541641
GO:0031125,rRNA 3'-end processing,23,-2.483652960804069,-1.409313690990197,-1.0743392698138718
GO:0030490,maturation of SSU-rRNA,120,-3.2508691542829853,-3.25738534585676,0.006516191573774588
GO:0000470,maturation of LSU-rRNA,68,-3.070032365601755,-3.083386786197661,0.013354420595906191
GO:0000967,rRNA 5'-end processing,39,-3.2608597148874456,-2.5599303949959205,-0.7009293198915252
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",18,-2.324086616964752,-0.8324691032830882,-1.4916175136816638
GO:0090501,RNA phosphodiester bond hydrolysis,198,-3.2477419524440454,-1.7243088989505249,-1.5234330534935205
GO:0000472,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",36,-3.2411170582314828,-2.502058156431812,-0.7390589017996709
GO:0090502,"RNA phosphodiester bond hydrolysis, endonucleolytic",144,-3.333075633860477,-2.2645579847461823,-1.0685176491142947
GO:0000480,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",35,-3.196610554115079,-2.4965422654984017,-0.7000682886166771
GO:0000491,small nucleolar ribonucleoprotein complex assembly,11,-1.4847110516551505,0.6419586626737431,-2.1266697143288935
GO:0031126,sno(s)RNA 3'-end processing,32,-2.544021487220589,-0.8864761942769591,-1.65754529294363
GO:0034963,box C/D RNA processing,15,-1.6460555009964537,-1.6562425065315478,0.010187005535094107
GO:0007127,meiosis I,97,-0.9588556974469749,-1.724465328983812,0.7656096315368373
GO:0000729,DNA double-strand break processing,12,-1.047388974122821,-1.7399461862436782,0.6925572121208572
GO:0000730,DNA recombinase assembly,12,-1.143420117740198,-1.2720260374862695,0.1286059197460716
GO:0061982,meiosis I cell cycle process,117,-0.9913845635536652,-1.6245548824683005,0.6331703189146353
GO:0007131,reciprocal meiotic recombination,66,-0.9975621796200944,-1.8388681672193987,0.8413059875993043
GO:0006298,mismatch repair,23,-0.5743358382470293,0.7366279953217733,-1.3109638335688025
GO:0000731,DNA synthesis involved in DNA repair,22,-0.752176085174148,-1.0526005082107306,0.30042442303658257
GO:0051307,meiotic chromosome separation,16,-1.0587218478259115,-0.9816529320149212,-0.07706891581099029
GO:0051276,chromosome organization,568,0.7499856959901455,0.9592336981155593,-0.20924800212541372
GO:0006289,nucleotide-excision repair,64,0.6937009461641988,1.5140597781967935,-0.8203588320325947
GO:0006283,transcription-coupled nucleotide-excision repair,19,1.2868762948761778,1.4534795621360277,-0.16660326725984986
GO:0032508,DNA duplex unwinding,58,-0.9679399149818024,-1.258581780591381,0.2906418656095786
GO:0000723,telomere maintenance,86,-0.7052147607548559,-0.8303664089147699,0.12515164815991398
GO:0000722,telomere maintenance via recombination,34,0.5919074766259899,-0.786645527892026,1.3785530045180159
GO:0006259,DNA metabolic process,548,-1.0471875216915574,0.8453325932376233,-1.8925201149291806
GO:0032200,telomere organization,137,-0.7824185295306499,0.8583416928507587,-1.6407602223814086
GO:0000725,recombinational repair,93,-0.5430932934766628,-0.7877510503944908,0.24465775691782798
GO:0006302,double-strand break repair,147,0.73183015077596,-0.7365721578960042,1.4684023086719642
GO:0000724,double-strand break repair via homologous recombination,84,-0.6515226807491671,-0.6847264698634473,0.033203789114280235
GO:0000727,double-strand break repair via break-induced replication,25,0.602054526605051,1.163964470471759,-0.5619099438667081
GO:0065004,protein-DNA complex assembly,123,-1.0279960155016017,1.0783205699703304,-2.106316585471932
GO:0090735,DNA repair complex assembly,13,-1.3759847360182471,-1.2584037592465478,-0.11758097677169932
GO:0045003,double-strand break repair via synthesis-dependent strand annealing,17,-1.1447841392139595,-1.2717721124496173,0.1269879732356578
GO:0071897,DNA biosynthetic process,113,-2.026560570663727,0.5812001670127434,-2.60776073767647
GO:0090174,organelle membrane fusion,54,2.13992421585519,2.219795193088005,-0.07987097723281522
GO:0006997,nucleus organization,105,-0.6748768745920924,1.2500585743180397,-1.9249354489101322
GO:0048284,organelle fusion,113,2.0589149233403243,1.6632614213521983,0.395653501988126
GO:0000741,karyogamy,23,-1.218393274368194,-1.0625071087328424,-0.15588616563535163
GO:0022414,reproductive process,431,-1.2337029767123848,-1.760533238606288,0.5268302618939031
GO:0000747,conjugation with cellular fusion,125,0.7291966584644569,-0.713369563580655,1.4425662220451119
GO:0000742,karyogamy involved in conjugation with cellular fusion,15,-1.027494689842627,-1.000493417056229,-0.027001272786397967
GO:0030473,nuclear migration along microtubule,21,0.6772461292945562,-0.7806761008209926,1.4579222301155488
GO:0007097,nuclear migration,25,0.6582270524295135,-0.8247727652928178,1.4829998177223314
GO:0019953,sexual reproduction,243,-1.1112137996494404,-1.7115845296731025,0.600370730023662
GO:0071444,cellular response to pheromone,71,0.6795936384535911,0.7262326105287181,-0.046638972075127016
GO:0000749,response to pheromone triggering conjugation with cellular fusion,71,0.6829812733475592,0.737453883316691,-0.054472609969131836
GO:0032005,signal transduction involved in positive regulation of conjugation with cellular fusion,31,-0.6556148358276973,-0.7674766630308427,0.11186182720314541
GO:0000750,pheromone-dependent signal transduction involved in conjugation with cellular fusion,31,-0.6668640800090433,-0.7705679722625511,0.10370389225350785
GO:0045930,negative regulation of mitotic cell cycle,88,-0.9801000356794412,0.5747152420279978,-1.5548152777074389
GO:0098609,cell-cell adhesion,13,-1.347575649448434,-1.9113515273437915,0.5637758778953574
GO:0000902,cell morphogenesis,45,0.7663423520600517,-0.7697818468082045,1.5361241988682561
GO:0003006,developmental process involved in reproduction,162,-1.238052554445163,-2.246927433477337,1.008874879032174
GO:0000753,cell morphogenesis involved in conjugation with cellular fusion,16,-0.8388514229142613,-1.425697300849464,0.5868458779352027
GO:0023058,adaptation of signaling pathway,25,-0.4086004108456287,0.7130726735390857,-1.1216730843847142
GO:0022413,reproductive process in single-celled organism,151,-1.345155197073879,-2.1864744935236637,0.8413192964497846
GO:0000755,cytogamy,13,-1.461103684845692,-1.6442696248134874,0.1831659399677954
GO:0007154,cell communication,561,0.8798865023049982,0.8384267541934785,0.041459748111519756
GO:0019236,response to pheromone,87,0.6648272977115117,0.7016211862107576,-0.03679388849924592
GO:0015833,peptide transport,14,0.5005676983176449,-0.8797831170550635,1.3803508153727084
GO:0098813,nuclear chromosome segregation,191,0.6704068663377809,-0.8770681695905399,1.5474750359283207
GO:0006521,regulation of cellular amino acid metabolic process,13,-0.8725059485530429,0.850325366930414,-1.722831315483457
