GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = None;NES*_neg=None)),Leading-edge subset
GO:0006914,autophagy,1.4322580645161285,0.102,0.9999999999999999,YGR223C;YAL008W;YLR422W;YGR049W;YMR159C;YOR019W;YIL165C;YIL146C;YPL250C;YPL166W;YKL037W;YJR100C;YLL007C;YGL059W;YLR356W;YCR079W;YJL185C
GO:0061726,mitochondrion disassembly,-1.1444846124882215,0.044,-1.1691458211464603,YGR049W;YOR019W;YIL165C;YIL146C;YPL166W;YKL037W;YPL250C;YMR159C
GO:0000422,autophagy of mitochondrion,-1.1444846124882215,0.035,-1.1673724889462573,YGR049W;YOR019W;YIL165C;YIL146C;YPL166W;YKL037W;YPL250C;YMR159C
GO:0061912,selective autophagy,-1.53125,0.389,-0.9313467073221569,
GO:0000423,mitophagy,-0.6249999999999997,0.2729083665338645,-1.1324853164232498,YCR079W;YJL185C;YGL059W
GO:0016237,lysosomal microautophagy,-2.3825782957066495,0.195,-1.0748560864494323,YPL166W;YMR159C
GO:0030242,autophagy of peroxisome,-1.0181818181818183,0.4298375184638109,-1.0380024093746587,YJL185C
GO:0051276,chromosome organization,1.1714876033057835,0.271,1.0000000000000007,YDR332W
GO:0032508,DNA duplex unwinding,-2.2307692307692317,0.298,-0.9469851584567438,YDR332W
GO:0006259,DNA metabolic process,1.1745689655172433,0.627,1.0000000000000124,YDR332W;YBR163W;YNL295W
GO:0048284,organelle fusion,3.827586206896546,0.584,0.9999999999999796,YOR124C;YJL197W
GO:0022414,reproductive process,1.2391930835734875,0.812,0.9999999999999957,YDL239C
GO:0019953,sexual reproduction,1.522012578616352,0.02,1.0000000000000067,YDL239C
GO:0003006,developmental process involved in reproduction,2.0641025641025625,0.0,1.000000000000009,YDL239C
GO:0022413,reproductive process in single-celled organism,2.238805970149253,0.228,0.9999999999999901,YDL239C
GO:0007154,cell communication,1.1656184486373173,0.345,0.9999999999999836,YLR422W;YIL146C;YLL007C;YAL048C;YDR322W
GO:0006521,regulation of cellular amino acid metabolic process,-0.661971830985915,0.7474048442906575,-0.7916193140426038,YFL046W
GO:0009064,glutamine family amino acid metabolic process,-2.7727272727272703,0.621,-0.9503926212140149,
GO:0009653,anatomical structure morphogenesis,1.6153846153846139,0.199,1.0000000000000113,YDL239C;YOR124C;YDR185C;YJL197W
GO:0048468,cell development,3.6774193548387077,0.0,1.0000000000000155,YDL239C
GO:0051301,cell division,1.3755656108597283,0.0,0.9999999999999983,YDL239C
GO:0009987,cellular process,1.0000000000000004,0.0,1.0000000000000002,YBR230C;YER153C;YER058W;YLR168C;YBR120C;YKL037W;YMR257C;YNL295W;YNR018W;YDR332W;YLR091W;YGR049W;YLR218C;YGR174C;YLR393W;YIR024C;YNL315C;YLR038C;YMR159C;YOR228C;YAL008W;YFR011C;YMR098C;YBR227C;YBR269C;YJR080C;YIL157C;YDR493W;YDR379C-A;YLR077W;YPL215W;YMR244C-A;YJR100C;YLL007C;YAL048C;YFL046W;YNL005C;YNL100W;YBL059C-A;YKR016W;YLR253W;YKL137W;YPL166W;YNR020C;YGR062C;YJR034W;YBR163W;YIL146C;YLR356W;YLR050C;YGR223C;YEL059C-A;YLR422W;YLR203C;YNR040W;YHL021C;YOR124C;YGR150C;YOR019W;YDR185C;YML030W;YJL127C-B;YBR262C;YDR322W;YLR099W-A;YGL059W;YCR079W;YDL107W;YJL185C;YBR044C;YJL062W-A;YPL099C;YDR381C-A;YPL250C;YDL239C;YGR235C;YMR002W;YJL180C;YIL165C;YHR117W;YJL197W;YCL057C-A;YPR116W
GO:0065003,protein-containing complex assembly,1.0978723404255306,0.517,1.000000000000013,YER153C;YER058W;YLR099W-A;YMR098C;YBR120C;YKL137W;YBR269C;YNR020C;YGR062C;YJR034W;YMR257C;YBR044C;YJL062W-A;YIL157C;YPL099C;YNR018W;YDR381C-A;YDR493W;YDR379C-A;YLR218C;YLR077W;YEL059C-A;YPL215W;YMR244C-A;YLR203C;YGR174C;YLR393W;YIR024C;YNL315C;YFL046W;YNL005C;YLR038C;YJL180C;YBL059C-A;YML030W;YBR262C;YDR322W
GO:0006402,mRNA catabolic process,2.537037037037043,0.084,1.0000000000000187,YMR098C
GO:0000959,mitochondrial RNA metabolic process,-1.346530479833917,0.115,-1.2500345603874576,YPR116W
GO:0031329,regulation of cellular catabolic process,2.0389610389610335,0.827,0.9999999999999785,YGL059W;YCR079W;YJR100C;YMR098C
GO:0051252,regulation of RNA metabolic process,1.14564831261101,0.635,1.0000000000000062,YGR150C;YMR098C
GO:0051254,positive regulation of RNA metabolic process,1.2585669781931428,0.402,1.000000000000009,YGR150C
GO:0006396,RNA processing,1.1564356435643566,0.025,0.9999999999999939,YLR091W;YGR150C;YLR203C;YBR120C;YPR116W
GO:0140053,mitochondrial gene expression,2.0136986301369895,0.134,0.9999999999999895,YPR116W;YER153C;YPL215W;YMR098C;YGR150C;YLR203C;YJL062W-A;YBR120C;YLR091W;YMR257C
GO:0000963,mitochondrial RNA processing,-0.8064516129032252,0.17739403453689168,-1.2697925583593535,YGR150C;YLR091W;YPR116W
GO:0000966,RNA 5'-end processing,-2.0787878809330125,0.083,-1.2720808638373875,YPR116W
GO:0042221,response to chemical,1.1859410430838968,0.843,1.0000000000000162,YBR044C;YJR100C
GO:0043933,protein-containing complex organization,1.078947368421053,0.017,1.00000000000001,YER153C;YER058W;YLR099W-A;YMR098C;YBR120C;YKL137W;YBR269C;YNR020C;YGR062C;YJR034W;YMR257C;YBR044C;YJL062W-A;YIL157C;YPL099C;YNR018W;YDR381C-A;YDR493W;YDR379C-A;YLR218C;YLR077W;YEL059C-A;YPL215W;YMR244C-A;YLR203C;YGR174C;YLR393W;YIR024C;YNL315C;YFL046W;YNL005C;YLR038C;YNL100W;YJL180C;YBL059C-A;YML030W;YBR262C;YDR322W
GO:0051128,regulation of cellular component organization,1.242990654205605,0.663,0.9999999999999859,YJL197W;YOR124C;YJR100C;YGL059W;YAL048C;YCR079W
GO:0007165,signal transduction,1.2200557103064038,0.871,0.9999999999999982,YLR422W;YIL146C;YLL007C;YAL048C;YDR322W
GO:0015748,organophosphate ester transport,-19.25,0.109,-0.9987913513235799,
GO:0065008,regulation of biological quality,1.2032085561497332,0.52,0.9999999999999816,YOR124C;YOR228C;YAL008W;YLR253W;YMR098C;YMR244C-A;YJR100C;YAL048C
GO:0048646,anatomical structure formation involved in morphogenesis,1.9021739130434796,0.792,0.9999999999999919,YDL239C
GO:0048856,anatomical structure development,1.6153846153846139,0.191,1.0000000000000113,YDL239C;YOR124C;YDR185C;YJL197W
GO:0030154,cell differentiation,1.7217391304347816,0.0,0.9999999999999921,YDL239C
GO:0006869,lipid transport,-12.499999999999988,0.687,-0.9980617309561496,
GO:0006950,response to stress,1.1108033240997262,0.121,0.9999999999999972,YBR044C;YBR163W;YJR100C;YJL197W
GO:0010927,cellular component assembly involved in morphogenesis,-9.375,0.081,-0.9951965181391152,
GO:0006413,translational initiation,-3.4999999999999956,0.157,-1.0666504129460772,YER153C
GO:0055082,cellular chemical homeostasis,1.754545454545453,0.17,1.0000000000000016,YMR244C-A
GO:0099116,tRNA 5'-end processing,-0.85006226864576,0.16869918699186992,-1.3211417270945667,YPR116W
GO:0048869,cellular developmental process,1.6560000000000006,0.0,1.0000000000000207,YDL239C;YDR185C
GO:0071709,membrane assembly,-1.1428571428571406,0.2310177705977383,-1.2401357894150988,YDL239C
GO:0007009,plasma membrane organization,0.9589041095890412,0.07058823529411765,1.2834893653738322,
GO:0010467,gene expression,1.0428571428571427,0.158,1.0000000000000242,YPR116W;YER153C;YPL215W;YMR098C;YGR150C;YLR203C;YJL062W-A;YBR120C;YNR020C;YNL005C;YLR091W;YMR257C
GO:0010468,regulation of gene expression,1.0949999999999982,0.597,0.9999999999999917,YER153C;YPL215W;YMR098C;YGR150C;YLR203C;YJL062W-A;YBR120C;YMR257C
GO:0010629,negative regulation of gene expression,1.390476190476189,0.808,0.9999999999999976,YJL062W-A;YMR098C
GO:0010628,positive regulation of gene expression,-10.142857142857144,0.312,-0.997033377303657,
GO:0051204,protein insertion into mitochondrial membrane,-0.8551989973823522,0.32338308457711445,-1.129397438946667,YLR099W-A
GO:0044237,cellular metabolic process,1.012916188289323,0.958,1.0000000000000198,YER153C;YMR098C;YLR168C;YBR120C;YPL166W;YKL037W;YGL059W;YCR079W;YMR257C;YJL185C;YNL295W;YJL062W-A;YBR163W;YIL146C;YPL250C;YDR332W;YDR493W;YLR091W;YGR049W;YGR223C;YPL215W;YLR422W;YLR203C;YJR100C;YLL007C;YFL046W;YNL005C;YLR038C;YHL021C;YMR159C;YMR002W;YOR124C;YAL008W;YGR150C;YOR019W;YIL165C;YJL197W;YLR356W;YPR116W
GO:0012501,programmed cell death,-1.02439024390244,0.651,-0.790781744238593,
GO:0048519,negative regulation of biological process,1.1187969924812027,0.727,1.0000000000000064,YJL062W-A;YMR098C;YLR168C;YJR100C;YJL197W
GO:0048518,positive regulation of biological process,1.105042016806722,0.966,1.0000000000000093,YER153C;YOR124C;YPL215W;YMR098C;YGR150C;YLR203C;YBR120C;YBR227C;YMR257C
GO:0023051,regulation of signaling,2.276923076923073,0.88,0.9999999999999877,YDR322W
GO:0031323,regulation of cellular metabolic process,1.0732984293193708,0.556,0.9999999999999981,YER153C;YPL215W;YFL046W;YMR098C;YNL295W;YLR203C;YGR150C;YJL062W-A;YLR168C;YBR120C;YJR100C;YGL059W;YCR079W;YMR257C
GO:0060255,regulation of macromolecule metabolic process,1.0708737864077693,0.119,0.9999999999999928,YER153C;YPL215W;YMR098C;YNL295W;YLR203C;YGR150C;YJL062W-A;YBR120C;YBR227C;YDR322W;YMR257C
GO:0010605,negative regulation of macromolecule metabolic process,1.193396226415096,0.021,1.0000000000000002,YJL062W-A;YMR098C
GO:0031324,negative regulation of cellular metabolic process,1.2684563758389298,0.03,1.000000000000005,YJL062W-A;YLR168C;YJR100C;YMR098C
GO:0010604,positive regulation of macromolecule metabolic process,1.163440860215056,0.167,1.0000000000000033,YER153C;YPL215W;YMR098C;YGR150C;YLR203C;YBR120C;YBR227C;YMR257C
GO:0031325,positive regulation of cellular metabolic process,1.1652542372881365,0.373,1.0000000000000246,YER153C;YPL215W;YGR150C;YLR203C;YBR120C;YMR257C
GO:0031399,regulation of protein modification process,2.121621621621626,0.318,0.9999999999999853,YBR227C
GO:0006468,protein phosphorylation,1.6194029850746252,0.277,0.9999999999999891,YGL059W
GO:0031401,positive regulation of protein modification process,-10.857142857142856,0.364,-0.9960550975740711,
GO:0061024,membrane organization,1.4379084967320248,0.42,1.00000000000001,YNL100W;YDL239C;YLR099W-A;YNR040W;YLR168C;YGR235C;YBR262C;YHR117W;YFR011C;YDR185C;YJR100C;YGR062C;YJL127C-B;YCL057C-A;YJR080C;YDL107W;YKR016W
GO:0009966,regulation of signal transduction,2.296875,0.0,1.0,YDR322W
GO:0009605,response to external stimulus,1.922222222222221,0.0,1.0000000000000018,YGL059W
GO:0070887,cellular response to chemical stimulus,1.2706270627062672,0.84,0.9999999999999925,YBR044C;YJR100C
GO:0031667,response to nutrient levels,2.1369863013698653,0.49,0.9999999999999869,YGL059W
GO:0044271,cellular nitrogen compound biosynthetic process,1.0536723163841826,0.233,0.9999999999999866,YER153C;YPL215W;YJL062W-A;YLR203C;YBR120C;YNL005C;YMR257C;YHL021C
GO:0051603,proteolysis involved in protein catabolic process,1.4354838709677415,0.254,1.0000000000000013,YBR227C;YOR124C;YJL197W
GO:0006119,oxidative phosphorylation,-0.693877551020409,0.6909307875894988,-0.6653278535400696,
GO:0022603,regulation of anatomical structure morphogenesis,-0.5471698113207545,0.7766749379652605,-0.6675907032367153,
GO:0043436,oxoacid metabolic process,1.2391930835734888,0.544,0.9999999999999968,YFL046W
GO:0006412,translation,1.1824644549763026,0.675,1.0000000000000036,YER153C;YPL215W;YJL062W-A;YLR203C;YBR120C;YNL005C;YMR257C
GO:0006986,response to unfolded protein,-1.441176470588234,0.418,-0.8726469697779143,
GO:0010033,response to organic substance,1.458563535911608,0.251,0.9999999999999857,YBR044C
GO:0042592,homeostatic process,1.419354838709677,0.273,0.9999999999999942,YOR124C;YOR228C;YAL008W;YMR244C-A;YLR253W;YAL048C
GO:0016485,protein processing,-1.4411764705882337,0.791,-0.8800761535283784,
GO:0051649,establishment of localization in cell,1.1025641025641042,0.017,1.0000000000000038,YBR044C;YBR230C;YLR099W-A;YMR159C;YNR040W;YLR050C;YHR117W;YBR227C;YGR062C;YPL250C;YDL107W;YKR016W
GO:0031330,negative regulation of cellular catabolic process,0.8599999999999999,0.14736842105263157,1.131445156895171,YJR100C
GO:0051094,positive regulation of developmental process,0.6338028169014085,0.6972477064220184,0.8467480902852702,
GO:0050789,regulation of biological process,1.036764705882353,0.304,1.0000000000000104,YER153C;YMR098C;YLR168C;YBR120C;YBR227C;YGL059W;YCR079W;YMR257C;YNL295W;YJL062W-A;YNR018W;YIL146C;YPL215W;YLR422W;YLR203C;YJR100C;YLL007C;YAL048C;YFL046W;YOR124C;YGR150C;YML030W;YJL197W;YDR322W
GO:0043043,peptide biosynthetic process,1.1807511737089211,0.253,1.0000000000000089,YER153C;YPL215W;YJL062W-A;YLR203C;YBR120C;YNL005C;YMR257C
GO:0031326,regulation of cellular biosynthetic process,1.1063535911602198,0.814,1.0000000000000053,YER153C;YPL215W;YJL062W-A;YLR203C;YLR168C;YBR120C;YMR257C
GO:0034248,regulation of cellular amide metabolic process,1.7222222222222248,0.191,1.000000000000021,YER153C;YPL215W;YJL062W-A;YLR203C;YBR120C;YMR257C
GO:0031327,negative regulation of cellular biosynthetic process,1.3778801843317963,0.948,0.9999999999999803,YJL062W-A;YLR168C
GO:0034249,negative regulation of cellular amide metabolic process,42.5,0.0,1.0,YJL062W-A
GO:0031328,positive regulation of cellular biosynthetic process,1.2401215805471135,0.259,1.000000000000002,YER153C;YPL215W;YLR203C;YBR120C;YMR257C
GO:0034250,positive regulation of cellular amide metabolic process,-1.5483870967741922,0.506,-0.9474998494774322,
GO:0048583,regulation of response to stimulus,1.640625,0.031,1.0,YDR322W;YJL197W
GO:0009058,biosynthetic process,1.03749357986646,0.697,0.9999999999999977,YGR223C;YER153C;YPL215W;YJL062W-A;YLR203C;YMR159C;YLR168C;YBR120C;YNL005C;YMR257C;YHL021C
GO:0032502,developmental process,1.4819277108433728,0.914,1.0000000000000044,YDL239C;YOR124C;YDR185C;YJL197W
GO:0050794,regulation of cellular process,1.0409121395036904,0.228,1.0000000000000013,YER153C;YMR098C;YLR168C;YBR120C;YGL059W;YCR079W;YMR257C;YNL295W;YJL062W-A;YNR018W;YIL146C;YPL215W;YLR422W;YLR203C;YJR100C;YLL007C;YAL048C;YFL046W;YOR124C;YGR150C;YML030W;YJL197W;YDR322W
GO:0048522,positive regulation of cellular process,1.1191950464396296,0.145,1.0000000000000084,YER153C;YOR124C;YPL215W;YGR150C;YLR203C;YBR120C;YMR257C
GO:0048523,negative regulation of cellular process,1.1549019607843132,0.337,1.0000000000000064,YJL062W-A;YMR098C;YLR168C;YJR100C;YJL197W
GO:0033043,regulation of organelle organization,1.4406779661016962,0.194,0.9999999999999963,YJL197W;YOR124C;YJR100C;YGL059W;YAL048C;YCR079W
GO:0010646,regulation of cell communication,2.1690140845070407,0.908,0.9999999999999809,YDR322W
GO:0044238,primary metabolic process,1.0172516359309922,0.795,1.0000000000000093,YER153C;YMR098C;YLR168C;YBR120C;YBR227C;YNR020C;YGL059W;YCR079W;YMR257C;YNL295W;YJL062W-A;YBR163W;YDR332W;YLR091W;YGR223C;YEL059C-A;YPL215W;YLR203C;YFL046W;YNL005C;YMR159C;YOR124C;YGR150C;YJL197W;YDR322W;YPR116W
GO:0071704,organic substance metabolic process,1.0160247399493965,0.262,0.9999999999999801,YER153C;YMR098C;YLR168C;YBR120C;YBR227C;YNR020C;YGL059W;YCR079W;YMR257C;YNL295W;YJL062W-A;YBR163W;YDR332W;YLR091W;YGR223C;YEL059C-A;YPL215W;YLR203C;YFL046W;YNL005C;YMR159C;YHL021C;YOR124C;YGR150C;YJL197W;YDR322W;YPR116W
GO:0005975,carbohydrate metabolic process,1.4636871508379898,0.667,0.9999999999999785,YGL059W
GO:0043170,macromolecule metabolic process,1.0217076700434156,0.566,1.0000000000000102,YER153C;YMR098C;YBR120C;YBR227C;YNR020C;YGL059W;YCR079W;YMR257C;YNL295W;YJL062W-A;YBR163W;YDR332W;YLR091W;YGR223C;YEL059C-A;YPL215W;YLR203C;YNL005C;YMR159C;YOR124C;YGR150C;YJL197W;YDR322W;YPR116W
GO:0044262,cellular carbohydrate metabolic process,1.9540229885057487,0.704,0.9999999999999907,YGL059W
GO:0044281,small molecule metabolic process,1.1211225997045813,0.474,1.0000000000000029,YFL046W;YGL059W
GO:0005996,monosaccharide metabolic process,-40.5,0.017,-0.9996914532551681,
GO:0019318,hexose metabolic process,-5.916666666666659,0.856,-0.9858509559977205,
GO:0006796,phosphate-containing compound metabolic process,1.1310679611650483,0.413,1.000000000000002,YGL059W;YCR079W;YLR168C
GO:0019637,organophosphate metabolic process,1.274834437086087,0.749,1.0000000000000007,YLR168C
GO:0006006,glucose metabolic process,-2.0689655172413803,0.266,-1.0178462373617478,YGL059W
GO:0016310,phosphorylation,1.3401639344262286,0.225,0.9999999999999983,YGL059W
GO:0006793,phosphorus metabolic process,1.1269592476488999,0.691,1.0000000000000004,YGL059W;YCR079W;YLR168C
GO:0042546,cell wall biogenesis,3.6774193548387077,0.0,1.0000000000000155,YDL239C
GO:0019752,carboxylic acid metabolic process,1.253048780487801,0.417,0.999999999999983,YFL046W
GO:0006091,generation of precursor metabolites and energy,1.6377952755905503,0.129,0.9999999999999845,YMR002W;YDR493W;YLR038C
GO:0009060,aerobic respiration,17.39999999999997,0.759,1.0000000000000082,YMR002W;YLR038C
GO:0080090,regulation of primary metabolic process,1.0723888314374355,0.111,0.999999999999988,YER153C;YPL215W;YMR098C;YNL295W;YLR203C;YGR150C;YJL062W-A;YLR168C;YBR120C;YBR227C;YGL059W;YFL046W;YDR322W;YMR257C
GO:0006109,regulation of carbohydrate metabolic process,-1.4634146341463423,0.287,-1.1417697431018112,YGL059W
GO:0010906,regulation of glucose metabolic process,-0.9375,0.4312796208530806,-1.0489394608926204,YGL059W
GO:0015980,energy derivation by oxidation of organic compounds,2.094594594594599,0.096,1.0000000000000075,YMR002W;YDR493W;YLR038C
GO:0019538,protein metabolic process,1.0445182724252482,0.301,1.0000000000000258,YGR223C;YER153C;YEL059C-A;YPL215W;YOR124C;YJL062W-A;YLR203C;YMR159C;YBR120C;YGL059W;YBR227C;YNR020C;YJL197W;YCR079W;YDR322W;YNL005C;YMR257C
GO:0042180,cellular ketone metabolic process,-1.4411764705882326,0.972,-0.8661988014636924,
GO:0006725,cellular aromatic compound metabolic process,1.0395152792413072,0.282,1.0000000000000049,YPR116W;YNL295W;YMR098C;YLR203C;YGR150C;YBR163W;YBR120C;YDR332W;YLR091W
GO:0034641,cellular nitrogen compound metabolic process,1.0300618921308562,0.118,0.9999999999999819,YPR116W;YER153C;YPL215W;YMR098C;YNL295W;YLR203C;YGR150C;YJL062W-A;YBR163W;YBR120C;YFL046W;YDR332W;YNL005C;YLR091W;YMR257C;YHL021C
GO:0006139,nucleobase-containing compound metabolic process,1.041299559471364,0.54,1.0000000000000147,YPR116W;YNL295W;YMR098C;YLR203C;YGR150C;YBR163W;YBR120C;YDR332W;YLR091W
GO:0019219,regulation of nucleobase-containing compound metabolic process,1.1229135053110773,0.029,0.9999999999999906,YGR150C;YNL295W;YMR098C
GO:0019220,regulation of phosphate metabolic process,2.296875,0.0,1.0,YLR168C
GO:0062012,regulation of small molecule metabolic process,-2.280000000000002,0.328,-0.9481468529319222,
GO:0019439,aromatic compound catabolic process,1.624060150375944,0.064,0.9999999999999948,YMR098C
GO:0044260,cellular macromolecule metabolic process,1.0465273095077572,0.088,1.0000000000000095,YGR223C;YER153C;YPL215W;YOR124C;YMR098C;YNL295W;YLR203C;YMR159C;YJL062W-A;YBR163W;YBR120C;YJL197W;YDR332W;YNL005C;YMR257C
GO:0090304,nucleic acid metabolic process,1.0463248919085852,0.616,0.9999999999999832,YPR116W;YNL295W;YMR098C;YLR203C;YGR150C;YBR163W;YBR120C;YDR332W;YLR091W
GO:0032042,mitochondrial DNA metabolic process,-0.605633802816901,0.5188118811881188,-0.9343398139096745,YDR332W;YNL295W
GO:0071103,DNA conformation change,-3.8823529411764603,0.83,-0.9713882020487344,
GO:0006974,cellular response to DNA damage stimulus,1.2949640287769777,0.186,0.9999999999999764,YBR163W;YJL197W
GO:2001020,regulation of response to DNA damage stimulus,-0.7857142857142863,0.6789554531490015,-0.796263864565091,YJL197W
