GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = None;NES*_neg=-1.9219163568065676)),Leading-edge subset
GO:0070925,organelle assembly,2.0210526315789483,1.0,1.0000000000000164,YBL078C;YKL166C;YNL169C;YFR028C;YNL242W;YHR171W;YBR217W;YJL036W;YNR007C;YPL100W;YGR178C;YDL149W;YFR004W;YLR423C;YPL149W
GO:1905037,autophagosome organization,-1.1692319205422355,0.0,-1.9681574983557177,YHR171W;YFR028C;YBR217W;YDL149W;YNL242W;YLR423C
GO:0000045,autophagosome assembly,-1.148819277873223,0.0,-2.0105909255926573,YHR171W;YFR028C;YBR217W;YDL149W;YNL242W;YLR423C
GO:0043604,amide biosynthetic process,1.2331838565022388,0.68,1.000000000000007,YLR067C;YKL166C;YPR100W;YJL102W;YGR178C;YAL005C;YDL069C;YML129C
GO:1901566,organonitrogen compound biosynthetic process,1.1013071895424826,0.27,1.000000000000011,YNL223W;YJL102W;YBR217W;YNR007C;YHR171W;YLR295C;YDL069C;YPL149W;YLR067C;YML081C-A;YDR322C-A;YAL005C;YKL166C;YNL169C;YPR100W;YGR178C;YPL100W;YML129C;YPR020W
GO:0031503,protein-containing complex localization,-6.857142857142848,0.91,-0.991646614299677,
GO:0033750,ribosome localization,-1.2807017543859673,0.3470648815653965,-1.0493878336565627,YER125W
GO:0051168,nuclear export,5.440000000000003,0.03,1.0000000000000122,YER125W
GO:0051656,establishment of organelle localization,6.499999999999988,0.442,0.9999999999999982,YER125W;YPL218W
GO:0042254,ribosome biogenesis,1.3720136518771358,0.841,1.0000000000000018,YER125W;YBR279W;YLR059C
GO:0000054,ribosomal subunit export from nucleus,-1.258620689655172,0.34558823529411764,-1.0674612927009084,YER125W
GO:0000055,ribosomal large subunit export from nucleus,-0.9240506329113913,0.4936507936507937,-0.9939056016597521,YER125W
GO:0000819,sister chromatid segregation,3.9210526315789447,0.0,1.0000000000000244,YDL126C
GO:0140014,mitotic nuclear division,2.8813559322033866,0.0,0.9999999999999943,YFR028C
GO:0035556,intracellular signal transduction,1.4862385321100926,0.747,1.0000000000000135,YKL166C;YLR305C;YGR178C;YKR087C;YOR043W;YNL138W
GO:0044772,mitotic cell cycle phase transition,2.493150684931511,0.557,0.9999999999999795,YOL145C;YBR279W;YFR028C
GO:0044843,cell cycle G1/S phase transition,-1.619047619047617,0.89,-0.9214657271008277,
GO:0000082,G1/S transition of mitotic cell cycle,-1.619047619047617,0.89,-0.9260670529528875,
GO:0006355,regulation of DNA-templated transcription,1.2268722466960351,0.309,0.9999999999999853,YBL103C;YFR028C;YCR065W;YER125W;YBR279W;YDR512C;YOR043W;YOL145C;YOL071W
GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,-0.6626506024096388,0.6099656357388317,-0.8859686742701119,YOL145C;YBR279W
GO:0006082,organic acid metabolic process,1.3384615384615353,0.418,0.9999999999999929,YDR511W;YER125W
GO:1901564,organonitrogen compound metabolic process,1.0329341317365257,0.253,1.0000000000000093,YNL223W;YLL009C;YJL102W;YMR150C;YBR217W;YLR163C;YDR231C;YNR007C;YER125W;YLR423C;YPL240C;YFR028C;YBL045C;YGR132C;YLR295C;YMR035W;YHR171W;YLR259C;YGR231C;YBL022C;YFL016C;YDL069C;YOL145C;YPL149W;YKL195W;YLR067C;YML081C-A;YHR024C;YLL042C;YKR087C;YDR322C-A;YAL005C;YOL071W;YDL126C;YKL166C;YNL169C;YPR100W;YER017C;YGR178C;YPL100W;YBR279W;YNL064C;YKL134C;YFR004W;YML129C;YPR020W
GO:0016053,organic acid biosynthetic process,2.305882352941174,0.0,1.0000000000000049,YER125W
GO:1901565,organonitrogen compound catabolic process,1.3376623376623389,0.739,1.0000000000000089,YDL126C;YKR087C;YBL022C;YER125W;YAL005C;YFL016C;YNL064C;YFR004W
GO:0006357,regulation of transcription by RNA polymerase II,1.2849315068493155,0.747,1.0000000000000135,YBL103C;YCR065W;YER125W;YBR279W;YDR512C;YOR043W;YOL145C;YOL071W
GO:0045892,negative regulation of DNA-templated transcription,2.692307692307688,0.022,1.0000000000000122,YBR279W;YFR028C
GO:0006366,transcription by RNA polymerase II,1.235827664399093,0.496,1.0000000000000249,YBL103C;YCR065W;YER125W;YBR279W;YDR512C;YOR043W;YOL145C;YOL071W
GO:0000122,negative regulation of transcription by RNA polymerase II,4.580645161290319,0.621,1.0000000000000007,YBR279W
GO:0022607,cellular component assembly,1.0686046511627914,0.543,1.0000000000000042,YLL040C;YER095W;YLL009C;YDR511W;YBR217W;YOR020C;YDR231C;YJL036W;YNR007C;YPR020W;YER125W;YPL218W;YML032C;YLR423C;YPL240C;YBL078C;YDR529C;YFR028C;YHR171W;YLR295C;YOR045W;YLR259C;YBL022C;YDL069C;YPL149W;YNL138W;YLR067C;YML081C-A;YHR116W;YIL098C;YDR079W;YPR133W-A;YDL149W;YDR322C-A;YDR375C;YOL071W;YNL242W;YKL166C;YBR037C;YNL169C;YBR024W;YOL026C;YGR112W;YER017C;YGR178C;YPL100W;YBR279W;YJL003W;YGL191W;YLL018C-A;YFR004W;YML129C;YGR183C
GO:0030866,cortical actin cytoskeleton organization,-1.8490566037735847,0.129,-1.3767912334925558,YFR028C
GO:0006364,rRNA processing,1.592391304347823,0.365,1.0000000000000069,YER125W;YBR279W;YLR059C
GO:0140718,facultative heterochromatin assembly,-0.6790123456790131,0.7857142857142857,-0.7160473860833687,YBR279W
GO:1990700,nucleolar chromatin organization,-0.7534246575342476,0.7348703170028819,-0.7477569251263542,YBR279W
GO:0000183,rDNA heterochromatin assembly,-0.6790123456790131,0.7528830313014827,-0.7466174661746605,YBR279W
GO:0016567,protein ubiquitination,3.815789473684205,0.315,1.0000000000000093,YDL126C;YER125W;YBR279W;YAL005C;YOL145C
GO:0000209,protein polyubiquitination,-1.0735294117647038,0.2034090909090909,-1.2725464809479161,YER125W;YAL005C
GO:0007051,spindle organization,-1.5333333333333328,0.06402439024390244,-1.5040259215701022,YDL126C;YFR028C
GO:1903046,meiotic cell cycle process,1.6272189349112445,0.563,0.9999999999999784,YER095W;YFR028C;YDR512C;YOL071W;YLL040C;YML032C
GO:0007010,cytoskeleton organization,1.6235294117647046,0.076,1.0000000000000242,YDL126C;YFR028C;YCR065W;YER125W;YOR043W;YNL138W
GO:0007017,microtubule-based process,37.33333333333332,0.257,1.000000000000003,YDL126C;YFR028C;YCR065W
GO:0000226,microtubule cytoskeleton organization,-20.799999999999955,0.822,-0.9989620207227896,
GO:0043603,cellular amide metabolic process,1.1945525291828787,0.361,1.0000000000000215,YLR067C;YKL166C;YPR100W;YMR150C;YJL102W;YMR035W;YER017C;YGR178C;YAL005C;YDL069C;YKL134C;YML129C
GO:0046483,heterocycle metabolic process,1.0451167728237816,0.668,0.9999999999999856,YER095W;YCR065W;YER125W;YML032C;YPL240C;YAL015C;YBL103C;YIR021W;YFR028C;YLR295C;YLR059C;YBL022C;YOR043W;YOL145C;YJR045C;YKL011C;YML081C-A;YDR065W;YDR322C-A;YOL071W;YDL126C;YPL029W;YGR178C;YBR279W;YDR512C;YPR020W
GO:1901360,organic cyclic compound metabolic process,1.0437918598660476,0.686,1.0000000000000056,YER095W;YCR065W;YER125W;YML032C;YPL240C;YAL015C;YBL103C;YIR021W;YFR028C;YLR295C;YLR059C;YBL022C;YOR043W;YOL145C;YJR045C;YKL011C;YML081C-A;YDR065W;YDR322C-A;YOL071W;YDL126C;YPL029W;YGR178C;YBR279W;YDR512C;YPR020W
GO:0046700,heterocycle catabolic process,2.037735849056612,0.148,0.9999999999999982,YDL126C;YPL029W
GO:1901361,organic cyclic compound catabolic process,1.9565217391304297,0.833,0.9999999999999903,YDL126C;YPL029W
GO:0048285,organelle fission,1.6503067484662557,0.11,1.000000000000015,YER095W;YFR028C;YPL218W;YFR004W;YML032C;YNL138W
GO:0005976,polysaccharide metabolic process,-2.4358974358974312,0.143,-1.2058592064177156,YNR032W
GO:0009059,macromolecule biosynthetic process,1.0629163582531456,0.004,1.0000000000000149,YNL223W;YJL102W;YBR217W;YCR065W;YNR007C;YER125W;YML032C;YPL240C;YBL103C;YFR028C;YHR171W;YOR043W;YDL069C;YOL145C;YPL149W;YLR067C;YAL005C;YOL071W;YDL126C;YKL166C;YPR100W;YGR178C;YPL100W;YBR279W;YDR512C;YML129C
GO:0016051,carbohydrate biosynthetic process,-5.166666666666656,0.161,-0.9838250695553804,
GO:0009057,macromolecule catabolic process,1.2791327913279111,0.545,1.0000000000000107,YDL126C;YPL029W;YBL022C;YER125W;YKR087C;YAL005C;YFL016C;YNL064C;YFR004W
GO:0007049,cell cycle,1.145743145743147,0.227,0.9999999999999953,YDL126C;YER095W;YFR028C;YCR065W;YBR279W;YDR512C;YOR043W;YOL145C;YOL071W;YLL040C;YML032C
GO:0000278,mitotic cell cycle,1.3905109489051104,0.217,1.0000000000000053,YDL126C;YER095W;YFR028C;YBR279W;YOL145C
GO:0000280,nuclear division,1.7171052631578942,0.0,0.9999999999999882,YML032C;YER095W;YFR028C
GO:0061640,cytoskeleton-dependent cytokinesis,-3.9200000000000026,0.11,-1.1033675227147248,YFR028C
GO:0000281,mitotic cytokinesis,-3.7692307692307647,0.102,-1.1152458661932545,YFR028C
GO:0006401,RNA catabolic process,3.0370370370370443,0.1,1.0000000000000182,YDL126C;YPL029W
GO:0006812,cation transport,1.8455284552845503,0.348,1.000000000000018,YML081C-A;YDR529C;YBL045C;YPR020W;YLL018C-A;YDR322C-A;YGL191W;YGR183C
GO:0006979,response to oxidative stress,6.7777777777777635,0.405,1.0000000000000189,YAL015C;YOR297C;YGR029W;YBR037C;YBR024W;YDR231C;YCR065W;YBL022C
GO:1901700,response to oxygen-containing compound,-4.280000000000003,0.051,-1.1987855294262535,YBL103C
GO:0010035,response to inorganic substance,-1.7358490566037734,0.157,-1.308044473512104,YDL126C
GO:0022402,cell cycle process,1.1836363636363634,0.373,1.0000000000000115,YDL126C;YER095W;YFR028C;YCR065W;YBR279W;YDR512C;YOR043W;YOL145C;YOL071W;YLL040C;YML032C
GO:0045910,negative regulation of DNA recombination,-0.5555555555555556,0.9,-0.6794606913885309,YBR279W
GO:0070646,protein modification by small protein removal,-0.8676470588235281,0.6162790697674418,-0.8435110273744874,YFR004W
GO:0008380,RNA splicing,4.23529411764705,0.567,1.0000000000000229,YPL029W;YIR021W
GO:0000375,"RNA splicing, via transesterification reactions",8.333333333333323,0.605,1.000000000000012,YPL029W;YIR021W
GO:0016070,RNA metabolic process,1.0765588003157067,0.739,0.999999999999982,YDL126C;YPL029W;YBL103C;YIR021W;YFR028C;YLR059C;YDR065W;YER125W;YBR279W;YDR512C;YOR043W;YGR178C;YCR065W;YOL145C;YOL071W
GO:0034470,ncRNA processing,1.3474025974025987,0.657,0.9999999999999952,YLR059C;YDR065W;YER125W;YBR279W;YOL145C
GO:0006397,mRNA processing,2.102040816326526,0.15,1.0000000000000049,YOL145C;YGR178C;YBR279W;YIR021W
GO:0016570,histone modification,5.037037037037043,0.915,0.9999999999999968,YOL145C;YDL126C;YBR279W
GO:0006914,autophagy,1.661417322834645,0.042,0.9999999999999873,YNL223W;YBR217W;YDR022C;YJL036W;YNR007C;YER125W;YLR423C;YBL078C;YLR305C;YFR028C;YHR171W;YBL103C;YBL017C;YDL113C;YOR043W;YOL145C;YPL149W;YIL098C;YLL042C;YNR032W;YNL242W;YDL126C;YGR178C;YPL100W;YBR279W;YER083C;YDL149W;YLL040C
GO:0061726,mitochondrion disassembly,-0.9275925633977335,0.0,-2.0034542624278626,YBL078C;YBL103C;YHR171W;YFR028C;YNL242W;YLR305C;YBR217W;YNL223W;YGR178C;YBL017C;YDL113C;YNR032W;YDL149W;YLR423C
GO:0000422,autophagy of mitochondrion,-0.9275925633977335,0.0,-1.9935560990587236,YBL078C;YBL103C;YHR171W;YFR028C;YNL242W;YLR305C;YBR217W;YNL223W;YGR178C;YBL017C;YDL113C;YNR032W;YDL149W;YLR423C
GO:0061912,selective autophagy,-1.0803279720706471,0.0,-1.5325614992686545,YBL078C;YDL126C;YNL242W;YGR178C;YBL017C;YNR032W;YDL149W;YLL040C
GO:0000423,mitophagy,-0.5500000000000003,0.09259259259259259,-1.442437556895448,YGR178C;YBL017C;YNR032W;YER083C;YBR279W;YOL145C
GO:0016237,lysosomal microautophagy,-1.240407037621524,0.0,-1.4441842150482482,YHR171W;YBR217W;YDL149W;YNL242W;YLR423C
GO:0030242,autophagy of peroxisome,-1.216867469879518,0.0035149384885764497,-1.9219163568065676,YBL017C;YNL242W;YLR423C
GO:0045944,positive regulation of transcription by RNA polymerase II,1.558510638297871,0.163,1.0000000000000162,YBL103C;YCR065W;YER125W;YBR279W;YDR512C;YOR043W;YOL071W
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",-5.166666666666653,0.668,-0.9862142099681912,
GO:0000469,cleavage involved in rRNA processing,-3.2692307692307643,0.879,-0.9624421119376767,
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",0.648170203076512,0.33157894736842103,1.0753119587098683,
GO:0000459,exonucleolytic trimming involved in rRNA processing,-0.7826086956521748,0.5939716312056738,-0.9191905473312496,YLR059C
GO:0000460,maturation of 5.8S rRNA,-5.166666666666653,0.62,-0.9853051797387391,
GO:0031125,rRNA 3'-end processing,-0.8089887640449451,0.5856905158069884,-0.9170322334541307,YLR059C
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",-0.7659574468085099,0.5982456140350877,-0.909957650606417,YLR059C
GO:0090501,RNA phosphodiester bond hydrolysis,2.2790697674418623,0.117,1.0000000000000115,YPL029W;YLR059C
GO:0000491,small nucleolar ribonucleoprotein complex assembly,-0.7029702970297034,0.6222627737226277,-0.892282995069374,YPL240C
GO:0031126,sno(s)RNA 3'-end processing,-0.6874999999999996,0.5942492012779552,-0.8930920945822991,YOL145C;YBR279W
GO:0007127,meiosis I,-6.333333333333327,0.938,-0.9919363541739593,
GO:0000730,DNA recombinase assembly,-0.9300000000000006,0.058823529411764705,-1.4739110838449783,YML032C;YER095W
GO:0061982,meiosis I cell cycle process,22.999999999999954,0.059,0.9999999999999981,YML032C;YER095W
GO:0007131,reciprocal meiotic recombination,-2.0217391304347863,0.065,-1.320961677663573,YML032C;YER095W
GO:0051276,chromosome organization,1.228070175438596,0.386,0.9999999999999983,YDL126C;YER095W;YGR178C;YER125W;YBR279W;YML032C;YPL240C
GO:0006289,nucleotide-excision repair,-1.3543460259461853,0.343,-0.9982477778412568,YER095W
GO:0006283,transcription-coupled nucleotide-excision repair,-0.5913978494623653,0.6038461538461538,-0.8846513934943065,YOL145C;YBR279W
GO:0000723,telomere maintenance,-3.5690082764919175,0.022,-1.1103986149339344,YDL059C
GO:0000722,telomere maintenance via recombination,-1.19230769230769,0.015471167369901548,-1.8579304670703356,YDL059C;YML032C;YER095W
GO:0006259,DNA metabolic process,1.224770642201835,0.593,0.9999999999999989,YAL015C;YDL126C;YPL029W;YER095W;YIR021W;YGR178C;YBL022C;YBR279W;YOL145C;YJR045C;YKL011C;YML032C;YPL240C
GO:0032200,telomere organization,5.320000000000003,0.179,1.0000000000000029,YML032C;YER095W;YPL240C
GO:0000725,recombinational repair,-5.212615356661486,0.023,-1.0864826018441147,YDL059C
GO:0006302,double-strand break repair,4.114285714285707,0.163,0.9999999999999826,YML032C;YER095W
GO:0000724,double-strand break repair via homologous recombination,-3.368630394255471,0.019,-1.1378348754721976,YDL059C
GO:0000727,double-strand break repair via break-induced replication,-1.0689655172413788,0.2898550724637681,-1.1872340425531922,YML032C
GO:0065004,protein-DNA complex assembly,11.000000000000012,0.944,1.0000000000000009,YML032C;YER095W
GO:0090735,DNA repair complex assembly,-0.9393939393939377,0.06823027718550106,-1.4647031802641086,YML032C;YER095W
GO:0045003,double-strand break repair via synthesis-dependent strand annealing,-0.9789473684210537,0.06212424849699399,-1.4880467372391042,YML032C;YER095W
GO:0071897,DNA biosynthetic process,109.0,0.124,1.0,YDL126C;YML032C;YPL240C
GO:0090174,organelle membrane fusion,-1.5172413793103432,0.08165322580645161,-1.4264673048641492,YDL126C;YLR305C
GO:0006997,nucleus organization,-14.571428571428559,0.091,-0.9984101144664097,
GO:0048284,organelle fusion,109.0,0.122,1.0,YDL126C;YLR305C;YDR022C;YNL169C
GO:0000741,karyogamy,-0.7303370786516865,0.7024647887323944,-0.8361832718048614,YDR022C
GO:0022414,reproductive process,1.3291536050156743,0.119,1.0000000000000189,YER095W;YFR028C;YER125W;YDR512C;YOL071W;YLL040C;YML032C
GO:0000747,conjugation with cellular fusion,9.538461538461526,0.0,0.9999999999999948,YER125W
GO:0019953,sexual reproduction,1.8244274809160257,0.379,0.9999999999999986,YLL040C;YOL071W;YER125W;YDR512C
GO:0000902,cell morphogenesis,-1.0895522388059715,0.41488020176544765,-1.0472908186341017,YER125W
GO:0003006,developmental process involved in reproduction,3.1600000000000015,0.318,1.0000000000000093,YLL040C;YOL071W;YER125W;YDR512C
GO:0000753,cell morphogenesis involved in conjugation with cellular fusion,-0.7604166666666661,0.5611888111888111,-0.9310144927536231,YER125W
GO:0022413,reproductive process in single-celled organism,3.7948717948717876,0.437,1.0000000000000198,YLL040C;YOL071W;YDR512C
GO:0007154,cell communication,1.2249443207126947,0.001,1.0000000000000184,YBL078C;YKL166C;YLR305C;YHR171W;YBL103C;YGR178C;YKR087C;YOR043W;YLL040C;YPL149W;YNL138W
GO:0098813,nuclear chromosome segregation,2.4050632911392413,0.705,1.0000000000000029,YDL126C
GO:0009653,anatomical structure morphogenesis,2.0196078431372526,0.086,1.0000000000000064,YDL126C;YNL169C;YGR132C;YER125W;YDR512C;YOL071W;YLL040C;YNL138W
GO:0048468,cell development,37.33333333333332,0.269,1.000000000000003,YLL040C;YOL071W;YDR512C
GO:0051301,cell division,1.5751295336787574,0.417,0.9999999999999963,YFR028C
GO:0000910,cytokinesis,-35.99999999999998,0.119,-0.9993707665543915,
GO:0032506,cytokinetic process,-1.5806451612903214,0.09883720930232558,-1.4564180548835326,YFR028C
GO:0000912,assembly of actomyosin apparatus involved in cytokinesis,-1.088888888888887,0.21,-1.2449186991869918,YFR028C
GO:1902407,assembly of actomyosin apparatus involved in mitotic cytokinesis,-1.06521739130435,0.21901528013582344,-1.2238571792044788,YFR028C
GO:0044837,actomyosin contractile ring organization,-1.1666666666666647,0.18466353677621283,-1.26192971142995,YFR028C
GO:0000915,actomyosin contractile ring assembly,-1.088888888888887,0.15817223198594024,-1.2944125908215116,YFR028C
GO:0009987,cellular process,1.0000000000000002,0.0,1.0,YKL084W;YER095W;YLL009C;YJL102W;YDR511W;YLR008C;YGR082W;YDR022C;YNR007C;YCR065W;YIR004W;YLR423C;YPL240C;YIR021W;YBL045C;YGR132C;YDL069C;YNL138W;YKL195W;YML081C-A;YIL098C;YKR087C;YNR032W;YDR322C-A;YAL005C;YKL166C;YBR037C;YNL169C;YGR112W;YPL100W;YJL003W;YGL191W;YER083C;YKL134C;YIL022W;YLR305C;YFR028C;YBL103C;YOR045W;YOR027W;YNL328C;YPR133W-A;YNL242W;YPL029W;YNL131W;YBR024W;YER017C;YNR017W;YBR279W;YNL064C;YFR004W;YML129C;YGR183C;YKR065C;YNL223W;YMR150C;YBR217W;YLR163C;YDR231C;YJL036W;YPL063W;YPL218W;YDR529C;YMR035W;YLR259C;YLR059C;YGR231C;YBL022C;YDL113C;YOR043W;YBL017C;YOL145C;YKL011C;YHR116W;YHR024C;YDR079W;YDR375C;YOL071W;YEL030W;YDL126C;YGR033C;YPR100W;YLL018C-A;YDR512C;YJL143W;YLL040C;YOR297C;YOR020C;YER125W;YML032C;YAL015C;YBL078C;YGR029W;YHR171W;YLR295C;YKL141W;YFL016C;YLR090W;YOR232W;YJR045C;YPL149W;YLR067C;YLL042C;YDR065W;YJL104W;YMR203W;YOL026C;YGR178C;YGR028W;YDL149W;YPR020W
GO:0065003,protein-containing complex assembly,1.1696832579185519,0.006,1.0000000000000033,YER095W;YLL009C;YDR511W;YOR020C;YDR231C;YPR020W;YER125W;YPL218W;YML032C;YPL240C;YDR529C;YLR295C;YOR045W;YLR259C;YBL022C;YDL069C;YNL138W;YLR067C;YML081C-A;YHR116W;YIL098C;YDR079W;YPR133W-A;YDR322C-A;YDR375C;YOL071W;YBR037C;YBR024W;YOL026C;YGR112W;YER017C;YLL018C-A;YJL003W;YGL191W;YFR004W;YML129C;YGR183C
GO:0140694,non-membrane-bounded organelle assembly,3.140000000000001,0.932,1.0000000000000049,YBL078C;YKL166C;YNL169C;YGR178C;YFR004W
GO:0046165,alcohol biosynthetic process,-2.363636363636361,0.622,-0.9346802315131111,
GO:0046394,carboxylic acid biosynthetic process,2.321428571428569,0.0,0.9999999999999897,YER125W
GO:0006633,fatty acid biosynthetic process,-0.8690476190476181,0.5294117647058824,-0.9742381985332075,YER125W
GO:0000959,mitochondrial RNA metabolic process,-0.5742066104602379,0.5197018104366348,-0.8282848912388407,YCR065W
GO:0031329,regulation of cellular catabolic process,3.102040816326528,0.005,0.9999999999999812,YBL078C;YFR028C;YJL036W;YGR178C;YER125W;YBR279W;YNR032W;YOL145C;YLR423C
GO:0051252,regulation of RNA metabolic process,1.190654205607478,0.845,0.9999999999999903,YBL103C;YFR028C;YCR065W;YGR178C;YER125W;YBR279W;YDR512C;YOR043W;YOL145C;YOL071W
GO:0031331,positive regulation of cellular catabolic process,-52.99999999999999,0.884,-0.9998370706909194,
GO:0051254,positive regulation of RNA metabolic process,1.351535836177477,0.901,1.000000000000004,YBL103C;YCR065W;YGR178C;YER125W;YBR279W;YDR512C;YOR043W;YOL145C;YOL071W
GO:0006396,RNA processing,1.2180293501048203,0.727,0.9999999999999778,YPL029W;YIR021W;YLR059C;YDR065W;YER125W;YBR279W;YGR178C;YOL145C
GO:0140053,mitochondrial gene expression,3.2888888888888834,0.292,1.0000000000000215,YLR067C;YPL029W;YIR021W;YPR100W;YJL102W;YCR065W;YDR065W;YDL069C;YML129C
GO:0000963,mitochondrial RNA processing,0.5985225944183175,0.2670807453416149,1.173758424806049,YPL029W
GO:0000966,RNA 5'-end processing,-1.2459016393442632,0.35674470457079155,-1.1008978748142868,YDR065W
GO:0031123,RNA 3'-end processing,-2.34375,0.371,-0.9723442047222008,
GO:0006383,transcription by RNA polymerase III,-0.8333333333333327,0.6282208588957056,-0.7954464792731385,YBR279W
GO:0006351,DNA-templated transcription,1.1803852889667246,0.631,1.0000000000000004,YBL103C;YFR028C;YCR065W;YER125W;YBR279W;YDR512C;YOR043W;YOL145C;YOL071W
GO:0007096,regulation of exit from mitosis,-1.342465753424661,0.17511520737327188,-1.3219643597181918,YFR028C
GO:0010458,exit from mitosis,-1.5076923076923041,0.1545778834720571,-1.3979103768784535,YFR028C
GO:0042221,response to chemical,1.2324455205811158,0.365,0.9999999999999896,YAL015C;YDL126C;YOR297C;YGR029W;YBL103C;YBR037C;YFR028C;YBR024W;YLR259C;YCR065W;YBL022C;YER125W;YAL005C;YNL064C;YJR045C;YEL030W
GO:0032774,RNA biosynthetic process,1.1791304347826084,0.483,1.0000000000000178,YBL103C;YFR028C;YCR065W;YER125W;YBR279W;YDR512C;YOR043W;YOL145C;YOL071W
GO:0006352,DNA-templated transcription initiation,-3.440000000000003,0.209,-0.9697680450152711,
GO:0006367,transcription initiation at RNA polymerase II promoter,-1.522727272727271,0.896,-0.8920131538656154,
GO:0043933,protein-containing complex organization,1.1346863468634705,0.001,1.0000000000000242,YER095W;YLL009C;YDR511W;YOR020C;YDR231C;YPR020W;YER125W;YPL218W;YML032C;YPL240C;YDR529C;YLR295C;YOR045W;YLR259C;YBL022C;YDL069C;YNL138W;YLR067C;YML081C-A;YHR116W;YIL098C;YDR079W;YPR133W-A;YDR322C-A;YDR375C;YAL005C;YOL071W;YDL126C;YBR037C;YBR024W;YOL026C;YGR112W;YER017C;YLL018C-A;YJL003W;YGL191W;YFR004W;YML129C;YGR183C
GO:0032984,protein-containing complex disassembly,-3.5416666666666594,0.958,-0.9808992624427818,
GO:0006353,DNA-templated transcription termination,-0.7746478873239431,0.4722921914357683,-0.9569996910674707,YOL145C;YBR279W
GO:0071824,protein-DNA complex subunit organization,3.2000000000000015,0.161,1.0000000000000147,YML032C;YER095W
GO:0006278,RNA-templated DNA biosynthetic process,-2.264705882352933,0.926,-0.9391618285602793,
