GO Term ID,GO Term Name,ES,p-value,NES (NES*_pos = None;NES*_neg=-1.9974398082827034)),Leading-edge subset
GO:0000018,regulation of DNA recombination,-0.7191011235955067,0.7431340872374798,-0.7808724104626183,YBR279W
GO:0006312,mitotic recombination,-1.0798371577259032,0.223,-1.0788462776596563,YDL059C
GO:1903047,mitotic cell cycle process,1.4462151394422307,0.196,0.9999999999999936,YOL145C;YDL126C;YER095W;YFR028C;YBR279W
GO:0007052,mitotic spindle organization,-0.9466666666666654,0.5286532951289399,-0.9550035650280381,YDL126C
GO:0022618,ribonucleoprotein complex assembly,2.9661016949152508,0.0,0.9999999999999861,YPL240C
GO:0006631,fatty acid metabolic process,-1.274509803921569,0.471,-0.8445616724919814,
GO:0030001,metal ion transport,-7.25,0.0,-1.1467209711540363,YLL018C-A
GO:0070925,organelle assembly,2.088888888888887,0.002,0.9999999999999863,YFR021W;YNR007C;YDL149W;YNL169C;YPR049C;YJL036W;YPL100W;YHR171W;YNL242W;YBL078C;YFR028C;YPL149W;YLR423C;YKL166C;YGR178C;YGL180W;YFR004W;YPR185W;YBR217W
GO:1905037,autophagosome organization,-0.8333333333333323,0.0010141987829614604,-1.7755512045909814,YDL149W;YNR007C;YPR185W;YFR021W;YBL078C;YPR049C;YNL242W;YGL180W;YJL036W;YPL100W;YFR028C;YHR171W;YPL149W;YBR217W;YLR423C
GO:0000045,autophagosome assembly,-0.8219178082191794,0.0,-1.8037472971021746,YDL149W;YNR007C;YPR185W;YFR021W;YBL078C;YPR049C;YNL242W;YGL180W;YJL036W;YPL100W;YFR028C;YHR171W;YPL149W;YBR217W;YLR423C
GO:0043604,amide biosynthetic process,1.2471655328798184,0.29,1.000000000000024,YKL166C;YLR067C;YGR178C;YPR100W;YDL069C;YML129C;YJL102W;YAL005C
GO:1901566,organonitrogen compound biosynthetic process,1.1062431544359275,0.46,1.0000000000000098,YFR021W;YNL223W;YNR007C;YLR067C;YPR020W;YNL169C;YDR322C-A;YPL100W;YHR171W;YLR295C;YAL005C;YPL149W;YKL166C;YPR100W;YGR178C;YDL069C;YML081C-A;YML129C;YJL102W;YBR217W
GO:0031503,protein-containing complex localization,-4.999999999999999,0.486,-0.9892763117220799,
GO:0033750,ribosome localization,-0.8709677419354825,0.5853131749460043,-0.7499662542182223,
GO:0051168,nuclear export,6.799999999999987,0.0,0.9999999999999812,YER125W
GO:0051656,establishment of organelle localization,8.666666666666657,0.265,0.9999999999999898,YPL218W;YER125W
GO:0042254,ribosome biogenesis,1.395833333333338,0.511,1.0000000000000098,YLR059C;YER125W;YBR279W
GO:0000054,ribosomal subunit export from nucleus,-0.8412698412698401,0.6157253599114064,-0.7300141856953268,YER125W
GO:0000055,ribosomal large subunit export from nucleus,-0.6309523809523808,0.8416,-0.6642802711266192,YER125W
GO:0000819,sister chromatid segregation,4.515151515151513,0.0,0.9999999999999931,YDL126C
GO:0140014,mitotic nuclear division,3.1481481481481524,0.448,0.9999999999999757,YFR028C
GO:0035556,intracellular signal transduction,1.5211267605633845,0.09,0.9999999999999971,YKL166C;YNL138W;YGR178C;YKR087C;YLR305C;YOR043W
GO:0044772,mitotic cell cycle phase transition,2.67647058823529,0.036,1.0000000000000062,YFR028C;YOL145C;YBR279W
GO:0044843,cell cycle G1/S phase transition,-1.4468085106382962,0.781,-0.9273834021741025,
GO:0000082,G1/S transition of mitotic cell cycle,-1.4468085106382962,0.795,-0.9265253766925144,
GO:0006355,regulation of DNA-templated transcription,1.2405345211581271,0.079,0.9999999999999936,YOL145C;YOL071W;YOR043W;YDR512C;YBL103C;YCR065W;YFR028C;YER125W;YBR279W
GO:0000083,regulation of transcription involved in G1/S transition of mitotic cell cycle,-0.7272727272727268,0.4349514563106796,-1.016605782447414,YOL145C;YBR279W
GO:0006082,organic acid metabolic process,1.3593750000000033,0.537,1.0000000000000024,YDR511W;YER125W
GO:1901564,organonitrogen compound metabolic process,1.0330165082541258,0.485,0.9999999999999835,YHR024C;YLR163C;YGR231C;YKL134C;YFR021W;YKL195W;YMR035W;YNL223W;YER125W;YBR279W;YDR231C;YNR007C;YLR067C;YBL022C;YPR020W;YKR087C;YDL126C;YNL169C;YPR049C;YDR322C-A;YIL042C;YPL100W;YHR171W;YLR295C;YLL042C;YAL005C;YFL016C;YOL145C;YOL071W;YER017C;YMR150C;YLL009C;YFR004W;YFR028C;YPL149W;YPL240C;YLR423C;YKL166C;YBL045C;YGR132C;YPR100W;YLR259C;YGR178C;YDL069C;YNL064C;YGL180W;YML081C-A;YML129C;YPR185W;YJL102W;YBR217W
GO:0016053,organic acid biosynthetic process,2.4500000000000046,0.0,1.0000000000000033,YER125W
GO:1901565,organonitrogen compound catabolic process,1.3597359735973584,0.261,1.0000000000000153,YFL016C;YBL022C;YKR087C;YDL126C;YNL064C;YFR004W;YER125W;YAL005C
GO:0006357,regulation of transcription by RNA polymerase II,1.3027777777777767,0.52,1.0000000000000093,YOL145C;YOL071W;YOR043W;YDR512C;YBL103C;YCR065W;YER125W;YBR279W
GO:0045892,negative regulation of DNA-templated transcription,2.9166666666666647,0.035,1.0000000000000075,YFR028C;YBR279W
GO:0006366,transcription by RNA polymerase II,1.2499999999999971,0.832,0.9999999999999979,YOL145C;YOL071W;YOR043W;YDR512C;YBL103C;YCR065W;YER125W;YBR279W
GO:0000122,negative regulation of transcription by RNA polymerase II,5.461538461538455,0.0,1.000000000000012,YBR279W
GO:0022607,cellular component assembly,1.0690058479532156,0.362,0.9999999999999912,YGR112W;YER095W;YFR021W;YIL098C;YBR217W;YDR511W;YER125W;YBR279W;YLL040C;YDR231C;YNR007C;YLR067C;YDL149W;YBL022C;YPR020W;YML032C;YNL169C;YPR049C;YJL036W;YDR529C;YIL042C;YPL100W;YDR322C-A;YHR171W;YLR295C;YJL003W;YPL218W;YOL071W;YBR037C;YGL191W;YOR020C;YER017C;YLL009C;YNL242W;YBL078C;YFR004W;YFR028C;YPL149W;YPL240C;YDR079W;YLR423C;YKL166C;YNL138W;YOR045W;YLR259C;YGR178C;YGR183C;YDL069C;YPR133W-A;YBR024W;YGL180W;YML081C-A;YHR116W;YML129C;YPR185W;YDR375C;YOL026C
GO:0030866,cortical actin cytoskeleton organization,-1.3103448275862062,0.358,-1.0385493105945631,YFR028C
GO:0006364,rRNA processing,1.6368715083798913,0.803,0.9999999999999946,YLR059C;YER125W;YBR279W
GO:0140718,facultative heterochromatin assembly,-0.7441860465116287,0.7163461538461539,-0.7964580591121186,YBR279W
GO:1990700,nucleolar chromatin organization,-0.8205128205128196,0.6973293768545994,-0.8101722292132307,YBR279W
GO:0000183,rDNA heterochromatin assembly,-0.7441860465116287,0.7082683307332294,-0.8138067843681783,YBR279W
GO:0016567,protein ubiquitination,4.393939393939392,0.001,0.9999999999999907,YOL145C;YDL126C;YER125W;YBR279W;YAL005C
GO:0000209,protein polyubiquitination,-0.7260273972602749,0.47836538461538464,-0.9211096768972146,YER125W;YAL005C
GO:0007051,spindle organization,-1.0923076923076902,0.220231822971549,-1.17065930055741,YFR028C;YDL126C
GO:1903046,meiotic cell cycle process,1.6768292682926833,0.599,0.9999999999999922,YOL071W;YML032C;YER095W;YDR512C;YFR028C;YLL040C
GO:0007010,cytoskeleton organization,1.6727272727272755,0.644,0.9999999999999915,YNL138W;YDL126C;YOR043W;YCR065W;YFR028C;YER125W
GO:0007017,microtubule-based process,-56.0,0.141,-0.9997784135595882,
GO:0000226,microtubule cytoskeleton organization,-10.399999999999975,0.859,-0.9966367292498413,
GO:0043603,cellular amide metabolic process,1.206286836935165,0.305,0.9999999999999969,YKL166C;YLR067C;YPR100W;YGR178C;YDL069C;YER017C;YMR150C;YKL134C;YMR035W;YML129C;YJL102W;YAL005C
GO:0046483,heterocycle metabolic process,1.0478978179882925,0.176,0.9999999999999856,YIR021W;YDL059C;YER095W;YBL103C;YCR065W;YER125W;YBR279W;YDR065W;YBL022C;YPR020W;YML032C;YDL126C;YDR322C-A;YLR295C;YOL145C;YOL071W;YOR043W;YFR028C;YJR045C;YPL240C;YKL011C;YGR178C;YML081C-A;YLR059C;YDR512C;YAL015C;YPL029W
GO:1901360,organic cyclic compound metabolic process,1.0464876033057842,0.554,1.000000000000012,YIR021W;YDL059C;YER095W;YBL103C;YCR065W;YER125W;YBR279W;YDR065W;YBL022C;YPR020W;YML032C;YDL126C;YDR322C-A;YLR295C;YOL145C;YOL071W;YOR043W;YFR028C;YJR045C;YPL240C;YKL011C;YGR178C;YML081C-A;YLR059C;YDR512C;YAL015C;YPL029W
GO:0046700,heterocycle catabolic process,2.138613861386139,0.527,0.9999999999999964,YDL126C;YPL029W
GO:1901361,organic cyclic compound catabolic process,2.0454545454545423,0.438,1.000000000000013,YDL126C;YPL029W
GO:0048285,organelle fission,1.7025316455696227,0.607,0.9999999999999833,YPL218W;YNL138W;YML032C;YER095W;YFR028C;YFR004W
GO:0005976,polysaccharide metabolic process,-1.6363636363636345,0.856,-0.8956894943086415,
GO:0009059,macromolecule biosynthetic process,1.066121842496285,0.27,1.0000000000000058,YDL059C;YFR021W;YBL103C;YCR065W;YNL223W;YBR279W;YER125W;YNR007C;YLR067C;YML032C;YDL126C;YPL100W;YHR171W;YAL005C;YOL145C;YOL071W;YOR043W;YFR028C;YPL149W;YPL240C;YKL166C;YPR100W;YGR178C;YDL069C;YDR512C;YML129C;YJL102W;YBR217W
GO:0016051,carbohydrate biosynthetic process,-4.0434782608695725,0.57,-0.9742606618687009,
GO:0009057,macromolecule catabolic process,1.2967032967032959,0.103,0.9999999999999978,YFL016C;YBL022C;YKR087C;YDL126C;YNL064C;YPL029W;YFR004W;YER125W;YAL005C
GO:0007049,cell cycle,1.1540697674418567,0.663,0.9999999999999861,YOL145C;YOL071W;YML032C;YDL126C;YER095W;YOR043W;YDR512C;YCR065W;YFR028C;YBR279W;YLL040C
GO:0000278,mitotic cell cycle,1.4163568773234168,0.259,1.0000000000000113,YOL145C;YDL126C;YER095W;YFR028C;YBR279W
GO:0000280,nuclear division,1.7755102040816333,0.258,0.9999999999999808,YFR028C;YML032C;YER095W
GO:0061640,cytoskeleton-dependent cytokinesis,-2.866666666666666,0.901,-0.9545479771352557,
GO:0000281,mitotic cytokinesis,-2.741935483870965,0.515,-0.9506979241231202,
GO:0006401,RNA catabolic process,3.3469387755101954,0.248,0.9999999999999866,YDL126C;YPL029W
GO:0006812,cation transport,1.92372881355932,0.183,0.9999999999999845,YBL045C;YGL191W;YPR020W;YGR183C;YDR322C-A;YDR529C;YML081C-A
GO:0006979,response to oxidative stress,9.38461538461537,0.151,1.0000000000000093,YDR231C;YBR037C;YGR029W;YBL022C;YOR297C;YBR024W;YAL015C;YCR065W
GO:1901700,response to oxygen-containing compound,-2.8999999999999995,0.262,-0.9625703948751518,YBL103C
GO:0010035,response to inorganic substance,-1.2241379310344824,0.392,-0.9710331245384116,YDL126C
GO:0022402,cell cycle process,1.1944954128440322,0.783,1.0000000000000038,YOL145C;YOL071W;YML032C;YDL126C;YER095W;YOR043W;YDR512C;YCR065W;YFR028C;YBR279W;YLL040C
GO:0045910,negative regulation of DNA recombination,-0.6153846153846154,0.8199300699300699,-0.7596912094297331,YBR279W
GO:0070646,protein modification by small protein removal,-0.808219178082193,0.681877444589309,-0.7874058220667802,YFR004W
GO:0008380,RNA splicing,4.965517241379301,0.378,0.9999999999999982,YIR021W;YPL029W
GO:0000375,"RNA splicing, via transesterification reactions",12.499999999999973,0.5,0.999999999999998,YIR021W;YPL029W
GO:0016070,RNA metabolic process,1.0808240887480172,0.323,0.9999999999999858,YIR021W;YOL145C;YDR065W;YOL071W;YGR178C;YLR059C;YDL126C;YOR043W;YDR512C;YBL103C;YCR065W;YPL029W;YFR028C;YER125W;YBR279W
GO:0034470,ncRNA processing,1.369636963696367,0.504,0.9999999999999846,YOL145C;YDR065W;YLR059C;YER125W;YBR279W
GO:0006397,mRNA processing,2.215053763440859,0.412,0.9999999999999974,YIR021W;YOL145C;YBR279W;YGR178C
GO:0016570,histone modification,6.181818181818197,0.581,1.0000000000000178,YOL145C;YDL126C;YBR279W
GO:0006914,autophagy,1.6885245901639327,0.0,0.9999999999999827,YDR022C;YBL017C;YFR021W;YBL103C;YIL098C;YNL223W;YER125W;YBR279W;YLL040C;YDL113C;YNR007C;YDL149W;YDL126C;YPR049C;YJL036W;YIL042C;YPL100W;YHR171W;YER083C;YLL042C;YOL145C;YOR043W;YNL242W;YBL078C;YNR032W;YFR028C;YPL149W;YLR423C;YGR178C;YLR305C;YGL180W;YPR185W;YBR217W
GO:0061726,mitochondrion disassembly,-0.6911764705882346,0.0,-1.9974398082827034,YDR022C;YBL017C;YFR021W;YBL103C;YNL223W;YBR279W;YDL113C;YDL149W;YNR007C;YPR049C;YJL036W;YIL042C;YPL100W;YHR171W;YLL042C;YER083C;YOL145C;YOR043W;YBL078C;YNL242W;YNR032W;YFR028C;YPL149W;YLR423C;YGR178C;YLR305C;YGL180W;YPR185W;YBR217W
GO:0000422,autophagy of mitochondrion,-0.6911764705882346,0.0,-2.0225167462294364,YDR022C;YBL017C;YFR021W;YBL103C;YNL223W;YBR279W;YDL113C;YDL149W;YNR007C;YPR049C;YJL036W;YIL042C;YPL100W;YHR171W;YLL042C;YER083C;YOL145C;YOR043W;YBL078C;YNL242W;YNR032W;YFR028C;YPL149W;YLR423C;YGR178C;YLR305C;YGL180W;YPR185W;YBR217W
GO:0061912,selective autophagy,-0.7692307692307683,0.006,-1.3433378724187046,YDL149W;YOL145C;YPR185W;YER125W;YGR178C;YBL017C;YDL126C;YBL078C;YPR049C;YNL242W;YGL180W;YIL042C;YJL036W;YNR032W;YPL149W;YER083C;YBR279W;YLL040C
GO:0000423,mitophagy,-0.4761904761904766,0.05,-1.5214336308881145,YOL145C;YGR178C;YBL017C;YNR032W;YIL042C;YPR185W;YER083C;YBR279W
GO:0016237,lysosomal microautophagy,-1.0169491525423717,0.0,-1.439078550279241,YDR022C;YFR021W;YNL223W;YDL149W;YNR007C;YDL126C;YPR049C;YJL036W;YPL100W;YHR171W;YLL042C;YBL078C;YNL242W;YPL149W;YLR423C;YLR305C;YGL180W;YPR185W;YBR217W
GO:0030242,autophagy of peroxisome,-1.0759090911643432,0.003787878787878788,-2.261619209986132,YFR021W;YNL242W;YPR049C;YLR423C
GO:0045944,positive regulation of transcription by RNA polymerase II,1.6010928961748643,0.001,1.0000000000000029,YOL071W;YOR043W;YDR512C;YBL103C;YCR065W;YER125W;YBR279W
GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",-4.043478260869577,0.193,-0.9759066487575627,
GO:0000469,cleavage involved in rRNA processing,-2.741935483870965,0.515,-0.9472863033545076,
GO:0090503,"RNA phosphodiester bond hydrolysis, exonucleolytic",-0.4588235294117651,0.8768115942028986,-0.6216149982782069,YLR059C;YPL029W
GO:0000459,exonucleolytic trimming involved in rRNA processing,-0.6804123711340203,0.7247863247863248,-0.8047102959566498,YLR059C
GO:0000460,maturation of 5.8S rRNA,-4.043478260869577,0.174,-0.9786486230519176,
GO:0031125,rRNA 3'-end processing,-0.7021276595744675,0.7073170731707317,-0.8136423186787224,YLR059C
GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",-0.6666666666666662,0.7517857142857143,-0.7900812312954297,YLR059C
GO:0090501,RNA phosphodiester bond hydrolysis,2.419753086419757,0.519,0.9999999999999775,YLR059C;YPL029W
GO:0000491,small nucleolar ribonucleoprotein complex assembly,-0.660377358490566,0.7226415094339622,-0.8198170327484858,YPL240C
GO:0031126,sno(s)RNA 3'-end processing,-0.7529411764705878,0.4418604651162791,-1.023826530666103,YOL145C;YBR279W
GO:0007127,meiosis I,-4.749999999999991,0.421,-0.9875080299054647,
GO:0000730,DNA recombinase assembly,0.5259602522959039,0.6943462897526502,0.8533264782556501,
GO:0007131,reciprocal meiotic recombination,-1.2549019607843137,0.555,-0.9180634125968192,
GO:0051276,chromosome organization,1.2416851441241672,0.053,0.9999999999999939,YER125W;YDL059C;YGR178C;YML032C;YDL126C;YER095W;YPL240C;YBR279W
GO:0006289,nucleotide-excision repair,-1.2075471698113207,0.271,-0.9987740063002303,YOL145C;YER095W;YAL015C;YBR279W
GO:0006283,transcription-coupled nucleotide-excision repair,-0.6530612244897964,0.4838012958963283,-0.9640348436104169,YOL145C;YBR279W
GO:0000723,telomere maintenance,-2.672482175882469,0.199,-0.9906680484219668,YDL059C
GO:0000722,telomere maintenance via recombination,-0.5810419770030099,0.4786885245901639,-0.9665438109575971,YDL059C
GO:0006259,DNA metabolic process,1.238979118329464,0.159,0.9999999999999997,YIR021W;YOL145C;YDL059C;YBL022C;YGR178C;YML032C;YDL126C;YER095W;YAL015C;YPL029W;YJR045C;YPL240C;YBR279W;YKL011C
GO:0032200,telomere organization,6.649999999999986,0.499,1.000000000000013,YML032C;YPL240C;YDL059C;YER095W
GO:0000725,recombinational repair,-3.779837157725896,0.178,-0.992982043072098,YDL059C
GO:0006302,double-strand break repair,4.799999999999994,0.469,0.99999999999998,YML032C;YER095W;YDL059C
GO:0000724,double-strand break repair via homologous recombination,-2.552564430453172,0.198,-1.010999353375075,YDL059C
GO:0000727,double-strand break repair via break-induced replication,0.7173913043478262,0.5112781954887218,0.9737464872060331,
GO:0065004,protein-DNA complex assembly,20.16666666666667,0.393,0.9999999999999988,YML032C;YER095W
GO:0090735,DNA repair complex assembly,0.5235792999149516,0.7293103448275862,0.8384551526974593,
GO:0045003,double-strand break repair via synthesis-dependent strand annealing,0.5135792999149513,0.6654411764705882,0.8612764661530289,
GO:0071897,DNA biosynthetic process,-27.25,0.19,-0.9993622945588582,
GO:0090174,organelle membrane fusion,-1.1269841269841248,0.22783505154639175,-1.1415145058381182,YDL126C;YLR305C
GO:0006997,nucleus organization,-8.499999999999988,0.924,-0.99594565696433,
GO:0048284,organelle fusion,-27.25,0.178,-0.9995614572430237,
GO:0000741,karyogamy,-0.9148936170212753,0.39723661485319517,-1.063747062593463,YDR022C
GO:0022414,reproductive process,1.3503184713375862,0.137,0.9999999999999887,YOL071W;YML032C;YER095W;YDR512C;YFR028C;YER125W;YLL040C
GO:0000747,conjugation with cellular fusion,15.5,0.0,1.0,YER125W
GO:0019953,sexual reproduction,1.896825396825394,0.447,1.0000000000000158,YDR512C;YOL071W;YER125W;YLL040C
GO:0000902,cell morphogenesis,-0.7361111111111104,0.7185385656292287,-0.6989364359898638,YER125W
GO:0003006,developmental process involved in reproduction,3.5111111111111035,0.91,1.0000000000000135,YDR512C;YOL071W;YER125W;YLL040C
GO:0000753,cell morphogenesis involved in conjugation with cellular fusion,-0.524752475247525,0.9738219895287958,-0.6429070432076553,YER125W
GO:0022413,reproductive process in single-celled organism,4.352941176470579,0.446,0.9999999999999929,YDR512C;YOL071W;YLL040C
GO:0007154,cell communication,1.2342342342342334,0.872,0.9999999999999979,YKL166C;YNL138W;YGR178C;YKR087C;YLR305C;YOR043W;YBL078C;YPR049C;YBL103C;YGL180W;YHR171W;YPL149W;YLL040C
GO:0098813,nuclear chromosome segregation,2.5675675675675698,0.623,1.0000000000000153,YDL126C
GO:0009653,anatomical structure morphogenesis,2.1237113402061825,0.387,0.9999999999999849,YNL138W;YOL071W;YGR132C;YDL126C;YNL169C;YDR512C;YER125W;YLL040C
GO:0048468,cell development,-56.0,0.124,-0.9998374317234442,
GO:0051301,cell division,1.6170212765957412,0.309,0.9999999999999861,YFR028C
GO:0000910,cytokinesis,-13.5,0.064,-0.9975707305358248,
GO:0032506,cytokinetic process,-1.1343283582089567,0.4061032863849765,-1.054300926453588,YFR028C
GO:0000912,assembly of actomyosin apparatus involved in cytokinesis,-0.8000000000000005,0.5496688741721855,-0.9352893235533819,YFR028C
GO:1902407,assembly of actomyosin apparatus involved in mitotic cytokinesis,-0.7835051546391746,0.5544217687074829,-0.922562398067673,YFR028C
GO:0044837,actomyosin contractile ring organization,-0.8539325842696643,0.5636363636363636,-0.9424834993645728,YFR028C
GO:0000915,actomyosin contractile ring assembly,-0.8000000000000005,0.6006546644844517,-0.9202354293414723,YFR028C
GO:0009987,cellular process,1.0000000000000002,0.0,1.0,YIR021W;YDL059C;YGR231C;YIL098C;YMR035W;YDR511W;YBR279W;YLL040C;YDL113C;YKL084W;YDR231C;YDR065W;YBL022C;YPR049C;YDR322C-A;YPL100W;YPL218W;YGL191W;YER017C;YBL078C;YJR045C;YGR132C;YLR059C;YLR305C;YNL328C;YIR004W;YML081C-A;YHR116W;YML129C;YHR024C;YLR163C;YGR082W;YER095W;YOR027W;YFR021W;YBL103C;YJL104W;YNR017W;YER125W;YOR232W;YPR020W;YGR028W;YNL169C;YEL030W;YIL042C;YHR171W;YLR295C;YJL003W;YLL042C;YAL005C;YBR037C;YLL009C;YNR032W;YKL166C;YGR033C;YOR045W;YDL069C;YPR133W-A;YOR297C;YDR512C;YBR024W;YPL029W;YFR004W;YDR375C;YOL026C;YLR090W;YGR112W;YBL017C;YPL063W;YNR007C;YLR067C;YJL036W;YDR529C;YFL016C;YOL145C;YOL071W;YOR020C;YFR028C;YIL022W;YPL149W;YPL240C;YKL011C;YNL131W;YBL045C;YGR178C;YGR183C;YGL180W;YPR185W;YJL102W;YDR022C;YLR008C;YKL134C;YKL195W;YCR065W;YNL223W;YDL149W;YKL141W;YGR029W;YKR087C;YML032C;YDL126C;YER083C;YKR065C;YOR043W;YMR150C;YNL242W;YDR079W;YMR203W;YLR423C;YNL138W;YPR100W;YLR259C;YNL064C;YAL015C;YJL143W;YBR217W
GO:0065003,protein-containing complex assembly,1.1807780320366155,0.297,0.9999999999999829,YGR112W;YER095W;YIL098C;YDR511W;YER125W;YDR231C;YLR067C;YBL022C;YPR020W;YML032C;YDR322C-A;YDR529C;YIL042C;YLR295C;YJL003W;YPL218W;YOL071W;YBR037C;YGL191W;YOR020C;YER017C;YLL009C;YFR004W;YPL240C;YDR079W;YNL138W;YOR045W;YLR259C;YGR183C;YDL069C;YPR133W-A;YBR024W;YML081C-A;YHR116W;YML129C;YDR375C;YOL026C
GO:0140694,non-membrane-bounded organelle assembly,3.4888888888888836,0.082,0.9999999999999833,YKL166C;YGR178C;YNL169C;YBL078C;YFR004W
GO:0046165,alcohol biosynthetic process,-2.052631578947371,0.536,-0.9221602194268456,
GO:0046394,carboxylic acid biosynthetic process,2.4683544303797507,0.448,0.9999999999999831,YER125W
GO:0006633,fatty acid biosynthetic process,-0.5955056179775289,0.8651315789473685,-0.669603524229075,YER125W
GO:0000959,mitochondrial RNA metabolic process,-0.5066666666666658,0.829185520361991,-0.8189229322810555,
GO:0031329,regulation of cellular catabolic process,3.4090909090909167,0.907,0.9999999999999859,YER125W;YOL145C;YGR178C;YBL078C;YPR049C;YJL036W;YNR032W;YIL042C;YFR028C;YBR279W;YLR423C
GO:0051252,regulation of RNA metabolic process,1.2018867924528343,0.389,1.000000000000016,YOL145C;YOL071W;YGR178C;YOR043W;YDR512C;YBL103C;YCR065W;YFR028C;YER125W;YBR279W
GO:0031331,positive regulation of cellular catabolic process,-14.999999999999984,0.382,-0.9987571916515737,
GO:0051254,positive regulation of RNA metabolic process,1.3750000000000042,0.389,1.000000000000003,YOL145C;YOL071W;YGR178C;YOR043W;YDR512C;YBL103C;YCR065W;YER125W;YBR279W
GO:0006396,RNA processing,1.2309322033898353,0.221,1.0000000000000235,YIR021W;YER125W;YOL145C;YDR065W;YGR178C;YLR059C;YPL029W;YBR279W
GO:0140053,mitochondrial gene expression,3.6999999999999935,0.154,1.0000000000000155,YIR021W;YLR067C;YDR065W;YPR100W;YDL069C;YPL029W;YCR065W;YML129C;YJL102W
GO:0000963,mitochondrial RNA processing,0.5251109101900373,0.4157509157509158,1.0287323577747316,YIR021W
GO:0000966,RNA 5'-end processing,-1.499999999999999,0.16923076923076924,-1.3887874360847352,YDR065W
GO:0031123,RNA 3'-end processing,-2.0270270270270223,0.868,-0.9727033816226635,
GO:0006383,transcription by RNA polymerase III,-0.9014084507042246,0.5872395833333334,-0.8662061187085843,YBR279W
GO:0006351,DNA-templated transcription,1.1908127208480577,0.458,1.0000000000000104,YOL145C;YOL071W;YOR043W;YDR512C;YBL103C;YCR065W;YFR028C;YER125W;YBR279W
GO:0007096,regulation of exit from mitosis,-0.9743589743589729,0.4814264487369985,-0.9913363698032749,YFR028C
GO:0010458,exit from mitosis,-1.0857142857142839,0.4305732484076433,-1.0502966392620106,YFR028C
GO:0042221,response to chemical,1.2475490196078423,0.453,1.000000000000014,YBR037C;YGR029W;YBL022C;YLR259C;YDL126C;YOR297C;YEL030W;YBR024W;YBL103C;YAL015C;YNL064C;YCR065W;YFR028C;YJR045C;YER125W;YAL005C
GO:0032774,RNA biosynthetic process,1.189473684210527,0.077,1.000000000000009,YOL145C;YOL071W;YOR043W;YDR512C;YBL103C;YCR065W;YFR028C;YER125W;YBR279W
GO:0006352,DNA-templated transcription initiation,-2.8666666666666654,0.925,-0.9601429049905195,
GO:0006367,transcription initiation at RNA polymerase II promoter,-1.5918367346938789,0.337,-1.0015665528133728,YOL145C
