Gene,Label,Annos,Score,Background Score,Precision,Recall,False Positive Rate
YER046W,0,0/0,-13.15787148475647,-1193.0517003536224,1.0,0.0,0.0
YKL018C-A,0,0/0,-13.199397087097168,-343.1843285560608,1.0,0.0,0.0
YPR079W,0,0/0,-15.543921947479248,-1316.0262178182602,1.0,0.0,0.0
YMR195W,0,0/0,-16.511149406433105,-1754.225426375866,1.0,0.0,0.0
YIL043C,0,0/0,-16.58634924888611,-1064.608626306057,1.0,0.0,0.0
YPL219W,0,0/0,-16.78104329109192,-963.7565274238586,1.0,0.0,0.0
YNL252C,0,0/0,-17.198074102401733,-723.3765614628792,1.0,0.0,0.0
YOR108W,0,0/0,-18.423587441444397,-747.3793896436691,1.0,0.0,0.0
YBR162W-A,0,0/0,-19.024292588233948,-1170.0933400392532,1.0,0.0,0.0
YDR107C,0,0/0,-19.961407780647278,-1192.1953840851784,1.0,0.0,0.0
YDR408C,0,0/0,-20.938139379024506,-2286.091967076063,1.0,0.0,0.0
YBR056W,0,0/0,-21.39011812210083,-1580.9608411192894,1.0,0.0,0.0
YDR466W,0,0/0,-23.975230932235718,-1021.9566801786423,1.0,0.0,0.0
YBR085C-A,0,0/0,-25.417876482009888,-1889.7782481312752,1.0,0.0,0.0
YNL067W-B,0,0/0,-26.147879362106323,-3956.333316087723,1.0,0.0,0.0
YLR072W,0,0/0,-26.398794651031494,-1801.0283682346344,1.0,0.0,0.0
YKR045C,0,0/0,-27.681139945983887,-893.3549585342407,1.0,0.0,0.0
YAL019W,0,0/0,-29.56021237373352,-1810.77729088068,1.0,0.0,0.0
YOR093C,0,0/0,-29.8587646484375,-2800.511242747307,1.0,0.0,0.0
YHL010C,0,0/0,-30.316871523857117,-1838.5807319879532,1.0,0.0,0.0
YBR044C,0,0/0,-30.858026027679443,-3270.4892109036446,1.0,0.0,0.0
YOR369C,0,0/0,-31.27215278148651,-2198.3516195118427,1.0,0.0,0.0
YLR342W-A,0,0/0,-31.734736919403076,-446.55368065834045,1.0,0.0,0.0
YLR388W,0,0/0,-32.02127194404602,-2136.441037118435,1.0,0.0,0.0
YLR021W,0,0/0,-32.04812270402908,-2454.233430624008,1.0,0.0,0.0
YIL171W,0,0/0,-32.68312454223633,-1881.2812712192535,1.0,0.0,0.0
YPR159C-A,0,0/0,-32.73609948158264,-2733.782823264599,1.0,0.0,0.0
YLR271W,0,0/0,-33.0118944644928,-2355.7284989356995,1.0,0.0,0.0
YHR184W,0,0/0,-35.24672335386276,-2524.3136821985245,1.0,0.0,0.0
YLR297W,0,0/0,-35.306714594364166,-3392.1090935468674,1.0,0.0,0.0
YLR154W-C,0,0/0,-35.70388889312744,-1854.8386945724487,1.0,0.0,0.0
YMR206W,0,0/0,-36.20066261291504,-1862.7398697137833,1.0,0.0,0.0
YGL185C,0,0/0,-36.226367592811584,-3820.85545450449,1.0,0.0,0.0
YNL077W,0,0/0,-37.771939516067505,-3812.1545752882957,1.0,0.0,0.0
YNL005C,0,0/0,-38.15825280547142,-3851.664339352399,1.0,0.0,0.0
YJR008W,0,0/0,-38.328778862953186,-2084.4001064896584,1.0,0.0,0.0
YGR124W,0,0/0,-38.699215829372406,-3245.6085617542267,1.0,0.0,0.0
YDR032C,0,0/0,-39.10056114196777,-3226.625482082367,1.0,0.0,0.0
YDL160C-A,0,0/0,-39.65960496664047,-3635.6892274022102,1.0,0.0,0.0
YEL020C,0,0/0,-39.727086305618286,-3820.5290209054947,1.0,0.0,0.0
YDR500C,0,0/0,-40.11625999212265,-3672.6399052143097,1.0,0.0,0.0
YBR239C,0,0/0,-42.24093979597092,-3954.607730060816,1.0,0.0,0.0
YIL045W,0,0/0,-42.67275708913803,-4100.106695115566,1.0,0.0,0.0
YER059W,0,0/0,-42.68161916732788,-3968.889806032181,1.0,0.0,0.0
YDR185C,0,0/0,-43.01780879497528,-3644.754487156868,1.0,0.0,0.0
YLR406C-A,0,0/0,-43.45105707645416,-3915.0226576924324,1.0,0.0,0.0
YMR297W,0,0/0,-43.78655827045441,-5415.060860753059,1.0,0.0,0.0
YFR007W,0,0/0,-44.55169230699539,-2352.7090035676956,1.0,0.0,0.0
YPR035W,0,0/0,-44.76074683666229,-3827.8411805033684,1.0,0.0,0.0
YKR015C,0,0/0,-46.046831369400024,-4566.6986265182495,1.0,0.0,0.0
YNL237W,0,0/0,-46.267307221889496,-3723.0748219788074,1.0,0.0,0.0
YAL064W-B,0,0/0,-46.44885015487671,-2575.5234146118164,1.0,0.0,0.0
YGL164C,0,0/0,-50.458218812942505,-4352.167178332806,1.0,0.0,0.0
YCL012C,0,0/0,-53.52771043777466,-3952.6773586273193,1.0,0.0,0.0
YLR053C,0,0/0,-53.75889182090759,-4477.915234088898,1.0,0.0,0.0
YJL147C,0,0/0,-53.859437465667725,-4516.177501320839,1.0,0.0,0.0
YAR071W,0,0/0,-56.6104496717453,-5477.770830512047,1.0,0.0,0.0
YLR456W,0,0/0,-57.480743288993835,-3006.5958703756332,1.0,0.0,0.0
YOL086W-A,0,0/0,-57.480796575546265,-2267.5809333324432,1.0,0.0,0.0
YDL053C,0,0/0,-59.844696044921875,-2721.9941134899855,1.0,0.0,0.0
YKR044W,0,0/0,-61.03354787826538,-5209.09134054184,1.0,0.0,0.0
YCR090C,0,0/0,-62.63983392715454,-5054.63809800148,1.0,0.0,0.0
YDR084C,0,0/0,-64.73567873239517,-4201.389351010323,1.0,0.0,0.0
YMR233W,0,0/0,-64.89509153366089,-1622.0025005340576,1.0,0.0,0.0
YIL102C,0,0/0,-65.07135277986526,-5376.288852095604,1.0,0.0,0.0
YJL044C,0,0/0,-66.56151795387268,-4180.279022455215,1.0,0.0,0.0
YFL034W,0,0/0,-67.19617533683777,-5228.148578286171,1.0,0.0,0.0
YAR062W,0,0/0,-67.4594988822937,-5362.596346378326,1.0,0.0,0.0
YHR087W,0,0/0,-70.66295981407166,-4435.432414472103,1.0,0.0,0.0
YDR410C,0,0/0,-70.8067684173584,-1279.7818784713745,1.0,0.0,0.0
YBL059C-A,0,0/0,-71.22129011154175,-5139.903803527355,1.0,0.0,0.0
YLR438W,0,0/0,-71.78895848989487,-6321.153492331505,1.0,0.0,0.0
YER185W,0,0/0,-71.88714361190796,-2501.9380655288696,1.0,0.0,0.0
YLR389C,0,0/0,-72.24211835861206,-5568.944988012314,1.0,0.0,0.0
YDR262W,0,0/0,-72.50647234916687,-2569.78897690773,1.0,0.0,0.0
YHR175W-A,0,0/0,-73.48721671104431,-2693.2368035316467,1.0,0.0,0.0
YGR125W,0,0/0,-73.77524518966675,-6285.81688952446,1.0,0.0,0.0
YER170W,0,0/0,-77.29393050074577,-4212.313096687198,1.0,0.0,0.0
YER163C,0,0/0,-78.7545576095581,-2825.9511626958847,1.0,0.0,0.0
YMR272W-B,0,0/0,-79.19638442993164,-2534.2842769622803,1.0,0.0,0.0
YOR302W,0,0/0,-82.05012428760529,-3322.7577325105667,1.0,0.0,0.0
YGL261C,0,0/0,-84.73168241977692,-6090.3278123140335,1.0,0.0,0.0
YPR084W,0,0/0,-85.3576067686081,-3529.191378712654,1.0,0.0,0.0
YGL260W,0,0/0,-86.37480545043945,-6611.147410154343,1.0,0.0,0.0
YGL230C,0,0/0,-87.40511560440063,-7629.96298956871,1.0,0.0,0.0
YGL081W,0,0/0,-87.78714656829834,-3533.6797914505005,1.0,0.0,0.0
YJL083W,0,0/0,-89.56614941358566,-5590.009859800339,1.0,0.0,0.0
YDR012W,0,0/0,-90.61566215753555,-4375.401829227805,1.0,0.0,0.0
YHR117W,0,0/0,-90.87256535887718,-5449.062102168798,1.0,0.0,0.0
YFL034C-A,0,0/0,-90.88132464885712,-4110.48512005806,1.0,0.0,0.0
YJR058C,0,0/0,-92.32651317119598,-5677.994268774986,1.0,0.0,0.0
YGR019W,0,0/0,-92.42910748720169,-4042.926236152649,1.0,0.0,0.0
YDR117C,0,0/0,-94.29804491996765,-6186.883223354816,1.0,0.0,0.0
YCR070W,0,0/0,-94.46563768386841,-7551.460235178471,1.0,0.0,0.0
YMR262W,0,0/0,-94.58779281377792,-5521.938127160072,1.0,0.0,0.0
YHR071W,0,0/0,-95.16258001327515,-5651.628573775291,1.0,0.0,0.0
YML081W,0,0/0,-95.77684235572815,-5230.476444244385,1.0,0.0,0.0
YCR017C,0,0/0,-96.02157407999039,-4194.172127485275,1.0,0.0,0.0
YGR076C,0,0/0,-96.30108571052551,-6652.414851903915,1.0,0.0,0.0
YDR379C-A,0,0/0,-96.50650334358215,-6090.403808951378,1.0,0.0,0.0
YMR120C,0,0/0,-96.63290655612946,-7178.700272500515,1.0,0.0,0.0
YER023W,0,0/0,-97.35838270187378,-4845.733741879463,1.0,0.0,0.0
YOR286W,0,0/0,-97.61745851486921,-7289.758282143623,1.0,0.0,0.0
YJL118W,0,0/0,-99.31652045249939,-6503.900372982025,1.0,0.0,0.0
YDR031W,0,0/0,-99.69722762703896,-7166.992900699377,1.0,0.0,0.0
YGL023C,0,0/0,-100.00624746084213,-4607.117233455181,1.0,0.0,0.0
YLR367W,0,0/0,-100.65500974655151,-5693.826629519463,1.0,0.0,0.0
YLR287C,0,0/0,-102.85643601417542,-4808.152194201946,1.0,0.0,0.0
YOL131W,0,0/0,-103.0957361459732,-4968.154358506203,1.0,0.0,0.0
YER050C,0,0/0,-103.50297287851572,-7860.873276539147,1.0,0.0,0.0
YNR036C,0,0/0,-103.64841303229332,-7656.455247312784,1.0,0.0,0.0
YBL081W,0,0/0,-104.09623062610626,-4930.453704535961,1.0,0.0,0.0
YER048W-A,0,0/0,-104.28636628389359,-7286.825126945972,1.0,0.0,0.0
YOL096C,0,0/0,-104.91032779216766,-5992.958693563938,1.0,0.0,0.0
YIL157C,0,0/0,-105.38560271263123,-6867.675250481814,1.0,0.0,0.0
YPL230W,0,0/0,-106.37796127796173,-5223.269387602806,1.0,0.0,0.0
YJL200C,0,0/0,-106.49567079544067,-4487.1050760746,1.0,0.0,0.0
YDL082W,0,0/0,-107.26805537939072,-5860.586209893227,1.0,0.0,0.0
YBR296C-A,0,0/0,-107.74301648139954,-9191.283427715302,1.0,0.0,0.0
YAR064W,0,0/0,-107.98190248012543,-5925.697845637798,1.0,0.0,0.0
YNL083W,0,0/0,-108.17380084097385,-7805.1034352481365,1.0,0.0,0.0
YER057C,0,0/0,-109.29241895675659,-3596.905479490757,1.0,0.0,0.0
YJL096W,0,0/0,-109.90139698982239,-7699.988868176937,1.0,0.0,0.0
YER039C-A,0,0/0,-110.13470339775085,-4949.810446500778,1.0,0.0,0.0
YLR030W,0,0/0,-110.36443305015564,-5290.020945429802,1.0,0.0,0.0
YER080W,0,0/0,-110.87088412046432,-7566.0736147761345,1.0,0.0,0.0
YGR232W,0,0/0,-111.43575435876846,-7797.5083457529545,1.0,0.0,0.0
YPL013C,0,0/0,-111.53993079066277,-7741.563862770796,1.0,0.0,0.0
YHR051W,0,0/0,-111.84666603803635,-7914.539439402521,1.0,0.0,0.0
YLR077W,0,0/0,-113.45285028219223,-7769.725213766098,1.0,0.0,0.0
YJL151C,0,0/0,-113.60992300510406,-6124.302126646042,1.0,0.0,0.0
YHR057C,0,0/0,-114.95753872394562,-8083.016696214676,1.0,0.0,0.0
YHR121W,0,0/0,-115.02608382701874,-7987.654676705599,1.0,0.0,0.0
YCR036W,0,0/0,-115.36785766482353,-8014.564126133919,1.0,0.0,0.0
YDR100W,0,0/0,-116.64312291145325,-7924.008622407913,1.0,0.0,0.0
YER176W,0,0/0,-117.01025754213333,-6348.544166088104,1.0,0.0,0.0
YOR134W,0,0/0,-118.32998955249786,-5351.034028530121,1.0,0.0,0.0
YNR022C,0,0/0,-118.47068080306053,-8628.145187020302,1.0,0.0,0.0
YLR289W,0,0/0,-118.5460814833641,-8191.943226724863,1.0,0.0,0.0
YBR182C-A,0,0/0,-119.406514108181,-5333.020358040929,1.0,0.0,0.0
YKL039W,0,0/0,-119.64543825387955,-7995.8559802770615,1.0,0.0,0.0
YJL070C,0,0/0,-120.22631454467773,-6682.84300506115,1.0,0.0,0.0
YJR036C,0,0/0,-121.1204828619957,-6079.06028598547,1.0,0.0,0.0
YLR264C-A,0,0/0,-121.14533686637878,-6134.24981713295,1.0,0.0,0.0
YER134C,0,0/0,-121.52169781923294,-6813.89105078578,1.0,0.0,0.0
YMR257C,0,0/0,-121.68504992127419,-8031.032760858536,1.0,0.0,0.0
YBR011C,0,0/0,-121.76224011182785,-7764.367201238871,1.0,0.0,0.0
YJL218W,0,0/0,-121.80129754543304,-5985.256626963615,1.0,0.0,0.0
YER141W,0,0/0,-121.91700607538223,-8099.620840847492,1.0,0.0,0.0
YLR054C,0,0/0,-122.16961550712585,-8870.824967980385,1.0,0.0,0.0
YLR326W,0,0/0,-122.97108566761017,-6681.215097218752,1.0,0.0,0.0
YDL049C,0,0/0,-123.2621014714241,-8024.294325888157,1.0,0.0,0.0
YIR027C,0,0/0,-123.7217549085617,-5567.737794041634,1.0,0.0,0.0
YAL037W,0,0/0,-123.76337742805481,-6730.088794529438,1.0,0.0,0.0
YOR176W,0,0/0,-124.59809762239456,-8053.023648917675,1.0,0.0,0.0
YNL321W,0,0/0,-124.75038182735443,-7507.680544912815,1.0,0.0,0.0
YFR025C,0,0/0,-124.99415612220764,-8085.785335838795,1.0,0.0,0.0
YNL265C,0,0/0,-125.01503145694733,-8253.457238823175,1.0,0.0,0.0
YDR468C,0,0/0,-125.13021856546402,-8359.041815191507,1.0,0.0,0.0
YGR071C,0,0/0,-125.22676408290863,-6602.4238876104355,1.0,0.0,0.0
YDR381C-A,0,0/0,-125.39427661895752,-5748.337513923645,1.0,0.0,0.0
YER136W,0,0/0,-125.62646824121475,-8114.764045119286,1.0,0.0,0.0
YMR009W,0,0/0,-125.77472740411758,-8176.309406191111,1.0,0.0,0.0
YGR203W,0,0/0,-125.86777746677399,-6898.878686964512,1.0,0.0,0.0
YML083C,0,0/0,-126.50755023956299,-7374.772696018219,1.0,0.0,0.0
YGL134W,0,0/0,-126.66568475961685,-7593.985437035561,1.0,0.0,0.0
YOR032W-A,0,0/0,-126.77412593364716,-5715.24855273962,1.0,0.0,0.0
YIR001C,0,0/0,-128.19476491212845,-8494.263780772686,1.0,0.0,0.0
YBR149W,0,0/0,-128.81432914733887,-8367.061068236828,1.0,0.0,0.0
YOL155C,0,0/0,-128.82878655195236,-7755.948570385575,1.0,0.0,0.0
YNL052W,0,0/0,-128.93568447232246,-8412.134344562888,1.0,0.0,0.0
YBR302C,0,0/0,-129.14008086919785,-8043.162785261869,1.0,0.0,0.0
YKL142W,0,0/0,-129.87769621610641,-8472.404053777456,1.0,0.0,0.0
YLL054C,0,0/0,-130.14793467521667,-7144.900442957878,1.0,0.0,0.0
YMR176W,0,0/0,-130.204844892025,-8152.797523617744,1.0,0.0,0.0
YLR408C,0,0/0,-130.57709729671478,-7147.547205626965,1.0,0.0,0.0
YMR307W,0,0/0,-130.59658432006836,-8054.797659814358,1.0,0.0,0.0
YJL217W,0,0/0,-130.60676354169846,-8188.577661156654,1.0,0.0,0.0
YBR176W,0,0/0,-130.66594469547272,-8122.953090965748,1.0,0.0,0.0
YDR368W,0,0/0,-130.70016580820084,-8372.655136823654,1.0,0.0,0.0
YDR127W,0,0/0,-131.07527267932892,-7958.0443759560585,1.0,0.0,0.0
YIL094C,0,0/0,-132.16935700178146,-8253.492884755135,1.0,0.0,0.0
YGR105W,0,0/0,-132.38513892889023,-8376.921392202377,1.0,0.0,0.0
YMR152W,0,0/0,-132.79441314935684,-6928.079042971134,1.0,0.0,0.0
YKR064W,0,0/0,-132.83811151981354,-8292.740198969841,1.0,0.0,0.0
YOR125C,0,0/0,-133.28853183984756,-8295.235015511513,1.0,0.0,0.0
YML072C,0,0/0,-133.3432611823082,-8301.029778420925,1.0,0.0,0.0
YGL059W,0,0/0,-133.57661563158035,-7183.2451293468475,1.0,0.0,0.0
YBR263W,0,0/0,-134.22704607248306,-8535.839710175991,1.0,0.0,0.0
YBR157C,0,0/0,-134.48591059446335,-6439.229658484459,1.0,0.0,0.0
YDR066C,0,0/0,-135.0451842546463,-8533.448102593422,1.0,0.0,0.0
YER047C,0,0/0,-135.47152185440063,-8573.889529466629,1.0,0.0,0.0
YPL236C,0,0/0,-135.65657699108124,-7939.140345752239,1.0,0.0,0.0
YGR295C,0,0/0,-135.71750897169113,-8859.592096298933,1.0,0.0,0.0
YDR033W,0,0/0,-135.83554428815842,-8261.633701324463,1.0,0.0,0.0
YBR138C,0,0/0,-136.88538283109665,-8369.40517538786,1.0,0.0,0.0
YDL180W,0,0/0,-136.9170930981636,-6666.434585809708,1.0,0.0,0.0
YLL018C,0,0/0,-137.11168229579926,-8230.902844846249,1.0,0.0,0.0
YER069W,0,0/0,-137.19900113344193,-7939.147700309753,1.0,0.0,0.0
YLR422W,0,0/0,-137.3058341741562,-7828.019309222698,1.0,0.0,0.0
YDL141W,0,0/0,-137.34926331043243,-6711.366829931736,1.0,0.0,0.0
YBL101C,0,0/0,-137.48846501111984,-7323.625365912914,1.0,0.0,0.0
YKR077W,0,0/0,-137.58065831661224,-8913.287150382996,1.0,0.0,0.0
YHR199C-A,0,0/0,-138.85828292369843,-8161.202952027321,1.0,0.0,0.0
YDL072C,0,0/0,-139.04194563627243,-8813.150780439377,1.0,0.0,0.0
YHR113W,0,0/0,-139.1926971077919,-7939.24389398098,1.0,0.0,0.0
YPR145W,0,0/0,-139.2011240720749,-8708.6156026721,1.0,0.0,0.0
YGL250W,0,0/0,-139.3338824212551,-8975.984416276217,1.0,0.0,0.0
YOR131C,0,0/0,-139.47419464588165,-8181.068297684193,1.0,0.0,0.0
YML002W,0,0/0,-139.48388588428497,-8245.197562396526,1.0,0.0,0.0
YHL023C,0,0/0,-139.63201051950455,-8720.012977004051,1.0,0.0,0.0
YOR175C,0,0/0,-139.73129159212112,-8470.344190299511,1.0,0.0,0.0
YDL219W,0,0/0,-139.76731622219086,-7230.35619020462,1.0,0.0,0.0
YGL234W,0,0/0,-139.8430798649788,-8636.621336877346,1.0,0.0,0.0
YNL125C,0,0/0,-139.9433473944664,-8385.482896387577,1.0,0.0,0.0
YMR132C,0,0/0,-140.52131980657578,-8556.98793798685,1.0,0.0,0.0
YIL005W,0,0/0,-140.59493976831436,-9343.015796124935,1.0,0.0,0.0
YGR061C,0,0/0,-140.61173516511917,-8421.627889811993,1.0,0.0,0.0
YLR157W-E,0,0/0,-140.7684199810028,-8217.824073791504,1.0,0.0,0.0
YGR240C,0,0/0,-140.86318624019623,-8198.769692361355,1.0,0.0,0.0
YGR153W,0,0/0,-141.06201893091202,-8523.779351830482,1.0,0.0,0.0
YLL005C,0,0/0,-141.1124517917633,-8350.665174007416,1.0,0.0,0.0
YPR091C,0,0/0,-141.49367880821228,-8383.128727197647,1.0,0.0,0.0
YMR085W,0,0/0,-141.50811648368835,-8121.049423456192,1.0,0.0,0.0
YOR324C,0,0/0,-141.6746148467064,-8599.565070927143,1.0,0.0,0.0
YLR121C,0,0/0,-141.8529424071312,-8770.33401030302,1.0,0.0,0.0
YDL189W,0,0/0,-142.17176407575607,-8567.872071504593,1.0,0.0,0.0
YJR051W,0,0/0,-142.2176525592804,-8571.668217480183,1.0,0.0,0.0
YBL111C,0,0/0,-142.28882372379303,-7880.307891845703,1.0,0.0,0.0
YLL058W,0,0/0,-142.33727651834488,-8228.654040277004,1.0,0.0,0.0
YNL010W,0,0/0,-142.41813921928406,-8250.379324257374,1.0,0.0,0.0
YKL161C,0,0/0,-142.5387966632843,-8488.745924293995,1.0,0.0,0.0
YNL295W,0,0/0,-142.73452401161194,-8369.005061328411,1.0,0.0,0.0
YEL001C,0,0/0,-142.95653760433197,-9025.583643555641,1.0,0.0,0.0
YOR264W,0,0/0,-143.3449740409851,-8940.042657017708,1.0,0.0,0.0
YIL116W,0,0/0,-143.43684822320938,-8211.38767528534,1.0,0.0,0.0
YGL202W,0,0/0,-143.5199601650238,-8723.363260507584,1.0,0.0,0.0
YBR181C,0,0/0,-143.54867351055145,-9008.740601837635,1.0,0.0,0.0
YPL264C,0,0/0,-143.71716856956482,-8080.319628179073,1.0,0.0,0.0
YNR050C,0,0/0,-143.86396843194962,-8677.790827989578,1.0,0.0,0.0
YMR155W,0,0/0,-143.93894052505493,-8334.090464413166,1.0,0.0,0.0
YBR115C,0,0/0,-144.30699342489243,-8444.770502388477,1.0,0.0,0.0
YDR391C,0,0/0,-144.397376537323,-8430.985369324684,1.0,0.0,0.0
YGL082W,0,0/0,-144.48295879364014,-8470.387921214104,1.0,0.0,0.0
YPR098C,0,0/0,-144.52346873283386,-8422.441297352314,1.0,0.0,0.0
YPL184C,0,0/0,-144.58622419834137,-8291.420533537865,1.0,0.0,0.0
YJR134C,0,0/0,-144.65722090005875,-8706.881316661835,1.0,0.0,0.0
YPL168W,0,0/0,-144.83160662651062,-8456.730540037155,1.0,0.0,0.0
YDR316W,0,0/0,-144.8561553955078,-9359.975637972355,1.0,0.0,0.0
YOL114C,0,0/0,-144.95490312576294,-8379.93778514862,1.0,0.0,0.0
YDL134C-A,0,0/0,-144.96899282932281,-8267.300730526447,1.0,0.0,0.0
YLR306W,0,0/0,-145.06785637140274,-8588.166412830353,1.0,0.0,0.0
YBR028C,0,0/0,-145.07049441337585,-8391.485721290112,1.0,0.0,0.0
YMR315W,0,0/0,-145.26802110671997,-8550.231368422508,1.0,0.0,0.0
YKR103W,0,0/0,-145.34490478038788,-8619.599249243736,1.0,0.0,0.0
YLR333C,0,0/0,-145.38314992189407,-8923.40429842472,1.0,0.0,0.0
YDL193W,0,0/0,-145.44168603420258,-8859.923607707024,1.0,0.0,0.0
YMR040W,0,0/0,-145.560160279274,-8882.861121296883,1.0,0.0,0.0
YIR007W,0,0/0,-145.65244233608246,-8201.522772729397,1.0,0.0,0.0
YDR104C,0,0/0,-145.7764115333557,-9065.915565371513,1.0,0.0,0.0
YGR012W,0,0/0,-145.79904437065125,-8736.8267095685,1.0,0.0,0.0
YJR015W,0,0/0,-145.80059158802032,-8404.319373309612,1.0,0.0,0.0
YOR387C,0,0/0,-145.91344928741455,-8453.196148633957,1.0,0.0,0.0
YNL095C,0,0/0,-145.9207170009613,-8341.620732545853,1.0,0.0,0.0
YHR080C,0,0/0,-145.93280243873596,-8316.315454900265,1.0,0.0,0.0
YDL246C,0,0/0,-145.93471056222916,-8390.678502440453,1.0,0.0,0.0
YHR076W,0,0/0,-146.2978811264038,-9003.33218973875,1.0,0.0,0.0
YKL077W,0,0/0,-146.31482696533203,-8632.721709728241,1.0,0.0,0.0
YDR105C,0,0/0,-146.3240104317665,-8646.793291330338,1.0,0.0,0.0
YMR265C,0,0/0,-146.39422369003296,-8532.360209405422,1.0,0.0,0.0
YOL029C,0,0/0,-146.44816994667053,-8505.360847473145,1.0,0.0,0.0
YML050W,0,0/0,-146.50402081012726,-8255.871707320213,1.0,0.0,0.0
YLR345W,0,0/0,-146.55345368385315,-8503.73100155592,1.0,0.0,0.0
YMR223W,0,0/0,-146.66137570142746,-8414.260112404823,1.0,0.0,0.0
YMR187C,0,0/0,-146.7083237171173,-8608.554208993912,1.0,0.0,0.0
YHR195W,0,0/0,-146.74758446216583,-8847.305995345116,1.0,0.0,0.0
YKR074W,0,0/0,-147.25823843479156,-8398.576567947865,1.0,0.0,0.0
YGL263W,0,0/0,-147.28523015975952,-8862.778956830502,1.0,0.0,0.0
YPL024W,0,0/0,-147.3196650147438,-9055.982730686665,1.0,0.0,0.0
YMR074C,0,0/0,-147.33787560462952,-8527.13725399971,1.0,0.0,0.0
YGR021W,0,0/0,-147.37204217910767,-8423.014068126678,1.0,0.0,0.0
YKL159C,0,0/0,-147.46872293949127,-9598.409192860126,1.0,0.0,0.0
YOR215C,0,0/0,-147.49337649345398,-8511.992143154144,1.0,0.0,0.0
YNL134C,0,0/0,-147.49960780143738,-8511.144712507725,1.0,0.0,0.0
YEL067C,0,0/0,-147.5893497467041,-8327.617671251297,1.0,0.0,0.0
YPL111W,0,0/0,-147.64225232601166,-8650.914025068283,1.0,0.0,0.0
YMR171C,0,0/0,-147.68138772249222,-8496.760623216629,1.0,0.0,0.0
YDR132C,0,0/0,-147.86676514148712,-8656.416820824146,1.0,0.0,0.0
YNL249C,0,0/0,-148.04112267494202,-8557.74341338873,1.0,0.0,0.0
YOL048C,0,0/0,-148.1055407524109,-8253.306894242764,1.0,0.0,0.0
YJR011C,0,0/0,-148.35330414772034,-8586.374006986618,1.0,0.0,0.0
YDR286C,0,0/0,-148.56216287612915,-8504.465146005154,1.0,0.0,0.0
YOR360C,0,0/0,-148.73418927192688,-8776.140962958336,1.0,0.0,0.0
YOL053W,0,0/0,-148.78282004594803,-8446.51776009798,1.0,0.0,0.0
YHR033W,0,0/0,-148.9823637008667,-8528.459217607975,1.0,0.0,0.0
YGL147C,0,0/0,-149.13812851905823,-8796.098319411278,1.0,0.0,0.0
YJL068C,0,0/0,-149.18754291534424,-8465.790485799313,1.0,0.0,0.0
YIR030C,0,0/0,-149.2626166343689,-8667.708111643791,1.0,0.0,0.0
YOL153C,0,0/0,-149.29564499855042,-8341.362213671207,1.0,0.0,0.0
YLR064W,0,0/0,-149.32813715934753,-8555.133655667305,1.0,0.0,0.0
YNL224C,0,0/0,-149.36885660886765,-8617.655537068844,1.0,0.0,0.0
YGL160W,0,0/0,-149.37235248088837,-8515.22643661499,1.0,0.0,0.0
YIR043C,0,0/0,-149.6507589817047,-8766.19837152958,1.0,0.0,0.0
YMR063W,0,0/0,-149.72131538391113,-8891.780746519566,1.0,0.0,0.0
YPR196W,0,0/0,-149.74171948432922,-8541.183789074421,1.0,0.0,0.0
YDL001W,0,0/0,-150.05584222078323,-9158.767282962799,1.0,0.0,0.0
YBL067C,0,0/0,-150.24754983186722,-8967.624533355236,1.0,0.0,0.0
