Gene,Label,Score,Precision,Recall,False Positive Rate
YGL247W,0,4.580240435432639,1.0,0.0,0.0
YER024W,0,4.579478401574303,1.0,0.0,0.0
YEL007W,0,4.578033771016631,1.0,0.0,0.0
YER156C,0,4.5760745254810855,1.0,0.0,0.0
YKL224C,0,4.574949227273461,1.0,0.0,0.0
YBR108W,0,4.571592939784747,1.0,0.0,0.0
YKR084C,0,4.570494621060785,1.0,0.0,0.0
YML002W,0,4.570162685820829,1.0,0.0,0.0
YOR281C,0,4.569921681890261,1.0,0.0,0.0
YKL047W,0,4.567852491512891,1.0,0.0,0.0
YDR183W,0,4.566020537982691,1.0,0.0,0.0
YFL017C,0,4.565823277225714,1.0,0.0,0.0
YNL157W,0,4.5610377158736775,1.0,0.0,0.0
YJL037W,0,4.5602657888084615,1.0,0.0,0.0
YLR046C,0,4.5585451953811535,1.0,0.0,0.0
YIR030C,0,4.555015946272756,1.0,0.0,0.0
YNR009W,0,4.554964320734139,1.0,0.0,0.0
YKR070W,0,4.554202165920284,1.0,0.0,0.0
YDR542W,0,4.5528259411221335,1.0,0.0,0.0
YMR279C,0,4.5509512637509,1.0,0.0,0.0
YER134C,0,4.550612423103299,1.0,0.0,0.0
YGL215W,0,4.54897345777135,1.0,0.0,0.0
YHR055C,0,4.548748690285716,1.0,0.0,0.0
YLR375W,0,4.547099051531401,1.0,0.0,0.0
YCR007C,0,4.546808853512625,1.0,0.0,0.0
YPL282C,0,4.544994138879698,1.0,0.0,0.0
YPL166W,0,4.544476022943851,1.0,0.0,0.0
YHL039W,0,4.544452864327464,1.0,0.0,0.0
YPL279C,0,4.544247353100214,1.0,0.0,0.0
YJL185C,0,4.542999577592123,1.0,0.0,0.0
YGR294W,0,4.541169905336569,1.0,0.0,0.0
YGL091C,0,4.539777643280101,1.0,0.0,0.0
YLL064C,0,4.539390689809803,1.0,0.0,0.0
YHL042W,0,4.539248516899529,1.0,0.0,0.0
YLR250W,0,4.539197084726762,1.0,0.0,0.0
YOR276W,0,4.5359365938929805,1.0,0.0,0.0
YDL177C,0,4.534197627566751,1.0,0.0,0.0
YIL149C,0,4.534186113509345,1.0,0.0,0.0
YJL193W,0,4.533499751938503,1.0,0.0,0.0
YDL133W,0,4.533024828764606,1.0,0.0,0.0
YGR270W,0,4.530133447260592,1.0,0.0,0.0
YOR134W,0,4.527628210955296,1.0,0.0,0.0
YAL036C,0,4.525254668085831,1.0,0.0,0.0
YKR106W,0,4.524582393467422,1.0,0.0,0.0
YOL081W,0,4.524572014692236,1.0,0.0,0.0
YMR084W,0,4.523097503930327,1.0,0.0,0.0
YHR189W,0,4.522089257836337,1.0,0.0,0.0
YMR027W,0,4.521360444836314,1.0,0.0,0.0
YMR018W,0,4.520489635993722,1.0,0.0,0.0
YNR058W,0,4.518330551567484,1.0,0.0,0.0
YER064C,0,4.515697427443224,1.0,0.0,0.0
YLR179C,0,4.513184686307792,1.0,0.0,0.0
YBR242W,0,4.512938261381347,1.0,0.0,0.0
YAL018C,0,4.5125790132442445,1.0,0.0,0.0
YDL089W,0,4.511550660943608,1.0,0.0,0.0
YJR072C,0,4.5102576183853635,1.0,0.0,0.0
YDL182W,0,4.507975595537569,1.0,0.0,0.0
YBR017C,0,4.506182902376163,1.0,0.0,0.0
YGL056C,0,4.500630214461121,1.0,0.0,0.0
YBR163W,0,4.499537542578761,1.0,0.0,0.0
YLR065C,0,4.496145946090106,1.0,0.0,0.0
YMR148W,0,4.495801228098567,1.0,0.0,0.0
YKL219W,0,4.494494278449562,1.0,0.0,0.0
YGR053C,0,4.494178947759789,1.0,0.0,0.0
YDL248W,0,4.493797955336046,1.0,0.0,0.0
YLR303W,0,4.49372230970766,1.0,0.0,0.0
YGR233C,0,4.493353829835538,1.0,0.0,0.0
YJR116W,0,4.491962560918179,1.0,0.0,0.0
YKL204W,0,4.489391252980563,1.0,0.0,0.0
YHL048W,0,4.48918203846551,1.0,0.0,0.0
YNL196C,0,4.488447287003506,1.0,0.0,0.0
YFR026C,0,4.48783138056751,1.0,0.0,0.0
YGR100W,0,4.4872334504034335,1.0,0.0,0.0
YOR365C,0,4.486509710084643,1.0,0.0,0.0
YJR136C,0,4.4861553318332845,1.0,0.0,0.0
YOL022C,0,4.485312117496502,1.0,0.0,0.0
YHR048W,0,4.4828606082592115,1.0,0.0,0.0
YGL258W,0,4.482601177878674,1.0,0.0,0.0
YDL199C,0,4.481659886077973,1.0,0.0,0.0
YHR040W,0,4.481419384479518,1.0,0.0,0.0
YJR094C,0,4.481299624661911,1.0,0.0,0.0
YBR219C,0,4.479256625403646,1.0,0.0,0.0
YGR042W,0,4.47883969347458,1.0,0.0,0.0
YCR032W,0,4.47853869781829,1.0,0.0,0.0
YPL014W,0,4.477588384528641,1.0,0.0,0.0
YGR093W,0,4.476269204053092,1.0,0.0,0.0
YCL056C,0,4.475918213254768,1.0,0.0,0.0
YOR021C,0,4.475893159629773,1.0,0.0,0.0
YNL022C,0,4.474652584176506,1.0,0.0,0.0
YPR179C,0,4.473759578773748,1.0,0.0,0.0
YPR085C,0,4.472428784123617,1.0,0.0,0.0
YKL128C,0,4.471671765903007,1.0,0.0,0.0
YKR043C,0,4.470784734352488,1.0,0.0,0.0
YHR199C,0,4.470692919567223,1.0,0.0,0.0
YGL110C,0,4.47012148390058,1.0,0.0,0.0
YDR319C,0,4.469861023011613,1.0,0.0,0.0
YKL207W,0,4.469090407364998,1.0,0.0,0.0
YJL161W,0,4.465819173026826,1.0,0.0,0.0
YFR012W,0,4.464515160070729,1.0,0.0,0.0
YLR422W,0,4.4632984327618,1.0,0.0,0.0
YNL320W,0,4.461871134350072,1.0,0.0,0.0
YFR011C,0,4.461409111390818,1.0,0.0,0.0
YNL260C,0,4.459350096411067,1.0,0.0,0.0
YMR069W,0,4.454671536223027,1.0,0.0,0.0
YGR131W,0,4.452056572074067,1.0,0.0,0.0
YOR152C,0,4.451287725358267,1.0,0.0,0.0
YCR104W,0,4.451170774642374,1.0,0.0,0.0
YPR013C,0,4.449687157175499,1.0,0.0,0.0
YGL263W,0,4.449296804610636,1.0,0.0,0.0
YNL333W,0,4.448664888623166,1.0,0.0,0.0
YJL107C,0,4.447311562020328,1.0,0.0,0.0
YMR102C,0,4.446981233078983,1.0,0.0,0.0
YKL214C,0,4.446285237791013,1.0,0.0,0.0
YLR104W,0,4.443694572662931,1.0,0.0,0.0
YLR241W,0,4.443652150221165,1.0,0.0,0.0
YGL230C,0,4.442695964360606,1.0,0.0,0.0
YCR059C,0,4.442084235255603,1.0,0.0,0.0
YGL228W,0,4.440401820000257,1.0,0.0,0.0
YKL037W,0,4.438359200023111,1.0,0.0,0.0
YHR097C,0,4.437061198637816,1.0,0.0,0.0
YOR390W,0,4.433775921235788,1.0,0.0,0.0
YPL052W,0,4.432328476221297,1.0,0.0,0.0
YGR110W,0,4.431973028113131,1.0,0.0,0.0
YNR066C,0,4.430447843391444,1.0,0.0,0.0
YGR173W,0,4.429559105890799,1.0,0.0,0.0
YLR387C,0,4.428810607409101,1.0,0.0,0.0
YLR227C,0,4.428807842661623,1.0,0.0,0.0
YHL046C,0,4.428167186211791,1.0,0.0,0.0
YNR062C,0,4.427611803286705,1.0,0.0,0.0
YBR062C,0,4.425382343702945,1.0,0.0,0.0
YBL104C,0,4.424888065201226,1.0,0.0,0.0
YFR039C,0,4.423196282703425,1.0,0.0,0.0
YPR139C,0,4.418966211145739,1.0,0.0,0.0
YMR003W,0,4.418237739009779,1.0,0.0,0.0
YGL080W,0,4.417771858163174,1.0,0.0,0.0
YCL037C,0,4.417114788666363,1.0,0.0,0.0
YKL105C,0,4.416945911943909,1.0,0.0,0.0
YPL219W,0,4.416779676452275,1.0,0.0,0.0
YLR018C,0,4.41549631953239,1.0,0.0,0.0
YGR250C,0,4.415275823092084,1.0,0.0,0.0
YAL027W,0,4.414917520363811,1.0,0.0,0.0
YPL222W,0,4.411244699265803,1.0,0.0,0.0
YGR213C,0,4.407904533552934,1.0,0.0,0.0
YFL034W,0,4.406642762362022,1.0,0.0,0.0
YDL234C,0,4.405604779487471,1.0,0.0,0.0
YOL114C,0,4.40484305133577,1.0,0.0,0.0
YMR196W,0,4.400800873874683,1.0,0.0,0.0
YOR062C,0,4.4007198126055265,1.0,0.0,0.0
YKR082W,0,4.4000116555253,1.0,0.0,0.0
YNL187W,0,4.399603596888478,1.0,0.0,0.0
YJR024C,0,4.399357613176103,1.0,0.0,0.0
YKL068W,0,4.398580804117952,1.0,0.0,0.0
YLR445W,0,4.398118070559573,1.0,0.0,0.0
YEL072W,0,4.397735745762471,1.0,0.0,0.0
YDR161W,0,4.397408422199074,1.0,0.0,0.0
YLR392C,0,4.394415552378629,1.0,0.0,0.0
YKR051W,0,4.3918957618297965,1.0,0.0,0.0
YJL105W,0,4.39002962224185,1.0,0.0,0.0
YOR163W,0,4.389281463460062,1.0,0.0,0.0
YER066W,0,4.389010835788208,1.0,0.0,0.0
YLR114C,0,4.3887021907139525,1.0,0.0,0.0
YGL114W,0,4.387557613896202,1.0,0.0,0.0
YOR350C,0,4.385849612066518,1.0,0.0,0.0
YFL059W,0,4.38565403106622,1.0,0.0,0.0
YNL200C,0,4.385183090344067,1.0,0.0,0.0
YFL030W,0,4.38273835368454,1.0,0.0,0.0
YLL056C,0,4.380616391426881,1.0,0.0,0.0
YJR100C,0,4.380613703746345,1.0,0.0,0.0
YFL046W,0,4.379256198881191,1.0,0.0,0.0
YCL073C,0,4.37796142348088,1.0,0.0,0.0
YNL155W,0,4.377516665379513,1.0,0.0,0.0
YER158C,0,4.377293124329294,1.0,0.0,0.0
YBR246W,0,4.3759825245942885,1.0,0.0,0.0
YGL143C,0,4.37441053986549,1.0,0.0,0.0
YGR015C,0,4.373858330538492,1.0,0.0,0.0
YFL051C,0,4.372718023136255,1.0,0.0,0.0
YPL165C,0,4.372480746707875,1.0,0.0,0.0
YDL237W,0,4.368125627515833,1.0,0.0,0.0
YJL049W,0,4.367487692856226,1.0,0.0,0.0
YLL049W,0,4.367018238408487,1.0,0.0,0.0
YLR021W,0,4.3663455726345966,1.0,0.0,0.0
YLR335W,0,4.365226275986056,1.0,0.0,0.0
YER076C,0,4.36077128059696,1.0,0.0,0.0
YMR073C,0,4.360232972539957,1.0,0.0,0.0
YJL061W,0,4.359576720744368,1.0,0.0,0.0
YBR007C,0,4.357694140868257,1.0,0.0,0.0
YKL187C,0,4.357333793886933,1.0,0.0,0.0
YMR111C,0,4.354775895248163,1.0,0.0,0.0
YGR168C,0,4.354451623628843,1.0,0.0,0.0
YAR020C,0,4.352468962082636,1.0,0.0,0.0
YGL082W,0,4.3522589044878215,1.0,0.0,0.0
YMR325W,0,4.350811880663965,1.0,0.0,0.0
YDR374C,0,4.350091679487373,1.0,0.0,0.0
YGL057C,0,4.349535001907493,1.0,0.0,0.0
YDL073W,0,4.349399901228021,1.0,0.0,0.0
YOR042W,0,4.349045407609079,1.0,0.0,0.0
YMR031C,0,4.348327876650725,1.0,0.0,0.0
YGR230W,0,4.344948483631011,1.0,0.0,0.0
YAL034C,0,4.342981816385868,1.0,0.0,0.0
YPR027C,0,4.341956838150504,1.0,0.0,0.0
YCR095C,0,4.341872427379708,1.0,0.0,0.0
YJL132W,0,4.341470269253473,1.0,0.0,0.0
YJR061W,0,4.34140688856132,1.0,0.0,0.0
YMR265C,0,4.340679654618722,1.0,0.0,0.0
YMR138W,0,4.340033895801749,1.0,0.0,0.0
YDR185C,0,4.3398619205690885,1.0,0.0,0.0
YCR101C,0,4.338059877394694,1.0,0.0,0.0
YNL204C,0,4.336212154827077,1.0,0.0,0.0
YER128W,0,4.335529285133813,1.0,0.0,0.0
YCR100C,0,4.335436441935594,1.0,0.0,0.0
YPR088C,0,4.334680195781399,1.0,0.0,0.0
YJL038C,0,4.333941078511994,1.0,0.0,0.0
YOL153C,0,4.332219602656546,1.0,0.0,0.0
YKL033W-A,0,4.330990128219123,1.0,0.0,0.0
YFR002W,0,4.329229907831174,1.0,0.0,0.0
YGL101W,0,4.3273475744063,1.0,0.0,0.0
YHR071W,0,4.325005638180296,1.0,0.0,0.0
YJL023C,0,4.320933965384025,1.0,0.0,0.0
YDL001W,0,4.31871973071247,1.0,0.0,0.0
YNL108C,0,4.318019504775289,1.0,0.0,0.0
YPR109W,0,4.317378162406381,1.0,0.0,0.0
YDR049W,0,4.316597404773343,1.0,0.0,0.0
YHR038W,0,4.315229951054786,1.0,0.0,0.0
YNL334C,0,4.31487557396758,1.0,0.0,0.0
YHR182W,0,4.314545712899412,1.0,0.0,0.0
YGR243W,0,4.314514148980375,1.0,0.0,0.0
YGR149W,0,4.312960079405452,1.0,0.0,0.0
YLR262C-A,0,4.312804144225079,1.0,0.0,0.0
YLR253W,0,4.311753937392491,1.0,0.0,0.0
YPR147C,0,4.310907347360621,1.0,0.0,0.0
YIL089W,0,4.310867834370579,1.0,0.0,0.0
YIL169C,0,4.310258477926251,1.0,0.0,0.0
YKR021W,0,4.309641122585157,1.0,0.0,0.0
YER105C,0,4.309064249508079,1.0,0.0,0.0
YML017W,0,4.309058803250077,1.0,0.0,0.0
YJL163C,0,4.304946640506383,1.0,0.0,0.0
YBR220C,0,4.30397929588798,1.0,0.0,0.0
YDL063C,0,4.301327096880409,1.0,0.0,0.0
YMR310C,0,4.301204608054827,1.0,0.0,0.0
YDL027C,0,4.29967542586382,1.0,0.0,0.0
YCR076C,0,4.299135412322353,1.0,0.0,0.0
YDR539W,0,4.298850563936863,1.0,0.0,0.0
YNL100W,0,4.296729963389221,1.0,0.0,0.0
YDL088C,0,4.29650967509951,1.0,0.0,0.0
YER116C,0,4.2965093146776745,1.0,0.0,0.0
YLR218C,0,4.294172765221443,1.0,0.0,0.0
YOR166C,0,4.293917195056561,1.0,0.0,0.0
YMR085W,0,4.293831226648758,1.0,0.0,0.0
YOL073C,0,4.29363545007072,1.0,0.0,0.0
YGL015C,0,4.293419025372709,1.0,0.0,0.0
YPR115W,0,4.293414934887547,1.0,0.0,0.0
YPL216W,0,4.292032796540292,1.0,0.0,0.0
YER163C,0,4.290831984253597,1.0,0.0,0.0
YPL264C,0,4.290418219403359,1.0,0.0,0.0
YLR436C,0,4.290096174343485,1.0,0.0,0.0
YOL063C,0,4.289609284372996,1.0,0.0,0.0
YLR072W,0,4.289591684471811,1.0,0.0,0.0
YBL033C,0,4.289479539846067,1.0,0.0,0.0
YJL084C,0,4.289471976459022,1.0,0.0,0.0
YIL151C,0,4.28673245129175,1.0,0.0,0.0
YMR157C,0,4.28635889163706,1.0,0.0,0.0
YGR187C,0,4.285301223280835,1.0,0.0,0.0
YFL040W,0,4.2836474394425705,1.0,0.0,0.0
YMR124W,0,4.281231929431666,1.0,0.0,0.0
YDL176W,0,4.280864752945487,1.0,0.0,0.0
YMR010W,0,4.279095336911265,1.0,0.0,0.0
YIR024C,0,4.277734433650035,1.0,0.0,0.0
YML068W,0,4.277336980449032,1.0,0.0,0.0
YHR151C,0,4.276794962584968,1.0,0.0,0.0
YBL015W,0,4.276738931424912,1.0,0.0,0.0
YLR457C,0,4.276430738740597,1.0,0.0,0.0
YGR016W,0,4.2759462825488255,1.0,0.0,0.0
YBR143C,0,4.275653029908422,1.0,0.0,0.0
YOL159C,0,4.275271659600545,1.0,0.0,0.0
YJR085C,0,4.274788394104686,1.0,0.0,0.0
YDL013W,0,4.274727381067346,1.0,0.0,0.0
YJR111C,0,4.273631755379025,1.0,0.0,0.0
YMR212C,0,4.2733332485659,1.0,0.0,0.0
YKR076W,0,4.273167744046074,1.0,0.0,0.0
YGR031W,0,4.2684834102401465,1.0,0.0,0.0
YJR124C,0,4.265050303423773,1.0,0.0,0.0
YPR040W,0,4.259120640577744,1.0,0.0,0.0
YAL067C,0,4.2571694767102555,1.0,0.0,0.0
YLR312C,0,4.256652235402721,1.0,0.0,0.0
YAR002W,0,4.256644531153139,1.0,0.0,0.0
YOL083W,0,4.256310196127738,1.0,0.0,0.0
YDR295C,0,4.2553913431474895,1.0,0.0,0.0
YJL222W,0,4.255275848554443,1.0,0.0,0.0
YHR192W,0,4.2535565738799015,1.0,0.0,0.0
YMR174C,0,4.250139274867248,1.0,0.0,0.0
YKL072W,0,4.246402511605989,1.0,0.0,0.0
YOR165W,0,4.2437563816783905,1.0,0.0,0.0
YMR209C,0,4.241007510805498,1.0,0.0,0.0
YER059W,0,4.240840793238017,1.0,0.0,0.0
YLR168C,0,4.240324948565099,1.0,0.0,0.0
YGR236C,0,4.239489638246591,1.0,0.0,0.0
YER067W,0,4.23778753005899,1.0,0.0,0.0
YDL224C,0,4.236783506115894,1.0,0.0,0.0
YFL027C,0,4.236602218705225,1.0,0.0,0.0
YDR192C,0,4.235555302118878,1.0,0.0,0.0
YPR093C,0,4.233217873843383,1.0,0.0,0.0
YDL167C,0,4.232769731199364,1.0,0.0,0.0
YKL057C,0,4.232558814226646,1.0,0.0,0.0
YFR022W,0,4.23224683059379,1.0,0.0,0.0
YDR152W,0,4.230456353980113,1.0,0.0,0.0
YMR066W,0,4.2302040640497545,1.0,0.0,0.0
YBR013C,0,4.2294245029333934,1.0,0.0,0.0
YOL162W,0,4.229401147225867,1.0,0.0,0.0
YKL104C,0,4.227478098357092,1.0,0.0,0.0
YBR262C,0,4.227112259599377,1.0,0.0,0.0
YJR080C,0,4.2269204966723875,1.0,0.0,0.0
YNL295W,0,4.2241215766407505,1.0,0.0,0.0
YGL197W,0,4.22361209231894,1.0,0.0,0.0
YHR155W,0,4.221746151568364,1.0,0.0,0.0
YCR084C,0,4.219646594487126,1.0,0.0,0.0
YBR147W,0,4.218170708860266,1.0,0.0,0.0
YOR185C,0,4.217270891414952,1.0,0.0,0.0
YPR045C,0,4.21463035291526,1.0,0.0,0.0
YKR063C,0,4.214170030434611,1.0,0.0,0.0
YGR102C,0,4.212438439368266,1.0,0.0,0.0
YIL104C,0,4.211275924113575,1.0,0.0,0.0
YPL250C,0,4.2110516245011205,1.0,0.0,0.0
YKR023W,0,4.210959170013662,1.0,0.0,0.0
YHR100C,0,4.206659874762404,1.0,0.0,0.0
YHR127W,0,4.206541097606529,1.0,0.0,0.0
YIL165C,0,4.206226817332204,1.0,0.0,0.0
YJL131C,0,4.206136678694743,1.0,0.0,0.0
YFR043C,0,4.204208388575348,1.0,0.0,0.0
YLR091W,0,4.202680789283471,1.0,0.0,0.0
YBR071W,0,4.201788416714403,1.0,0.0,0.0
YMR219W,0,4.200431693112473,1.0,0.0,0.0
YDR525W-A,0,4.1976553127169565,1.0,0.0,0.0
YOR104W,0,4.197028776980002,1.0,0.0,0.0
YPR116W,0,4.196098997723307,1.0,0.0,0.0
YOR213C,0,4.195400609984058,1.0,0.0,0.0
YDR179W-A,0,4.194772744434881,1.0,0.0,0.0
YNL004W,0,4.193182279472235,1.0,0.0,0.0
YDL048C,0,4.192507609957825,1.0,0.0,0.0
YKL023W,0,4.192171808448616,1.0,0.0,0.0
YCR020C-A,0,4.189683437463824,1.0,0.0,0.0
YFR048W,0,4.1881828402401835,1.0,0.0,0.0
YDL116W,0,4.18500976497307,1.0,0.0,0.0
YML103C,0,4.184418437187555,1.0,0.0,0.0
YLR243W,0,4.180013310979116,1.0,0.0,0.0
YOR223W,0,4.176652292953801,1.0,0.0,0.0
YMR155W,0,4.174055942567061,1.0,0.0,0.0
YMR096W,0,4.173205055180001,1.0,0.0,0.0
YML050W,0,4.172653153189454,1.0,0.0,0.0
YCL001W-A,0,4.169514037203039,1.0,0.0,0.0
YLR271W,0,4.168698301422405,1.0,0.0,0.0
YJL055W,0,4.165239770314651,1.0,0.0,0.0
YMR258C,0,4.1645968768279955,1.0,0.0,0.0
YKL162C,0,4.164116840576748,1.0,0.0,0.0
YBL107C,0,4.157545894617211,1.0,0.0,0.0
YJR106W,0,4.157046480802816,1.0,0.0,0.0
YDR370C,0,4.15670455130748,1.0,0.0,0.0
YOR154W,0,4.156453761155711,1.0,0.0,0.0
YOL087C,0,4.155002688057715,1.0,0.0,0.0
YDR333C,0,4.154682849999514,1.0,0.0,0.0
YPL191C,0,4.152514273882839,1.0,0.0,0.0
YBR255W,0,4.150939646409821,1.0,0.0,0.0
YDR063W,0,4.150908733368847,1.0,0.0,0.0
YLL007C,0,4.149762154789637,1.0,0.0,0.0
YDR493W,0,4.149144226917993,1.0,0.0,0.0
YDR458C,0,4.148759178817268,1.0,0.0,0.0
YBL095W,0,4.148270179750393,1.0,0.0,0.0
YNL215W,0,4.1481381821213255,1.0,0.0,0.0
YNL019C,0,4.144749556435268,1.0,0.0,0.0
YCR015C,0,4.1401454028673434,1.0,0.0,0.0
YOL053W,0,4.1389137229416475,1.0,0.0,0.0
YIL166C,0,4.132796504418361,1.0,0.0,0.0
YCL005W,0,4.13136663252953,1.0,0.0,0.0
YMR294W,0,4.130513345357026,1.0,0.0,0.0
YMR244W,0,4.130491541582156,1.0,0.0,0.0
YHR198C,0,4.130238893558267,1.0,0.0,0.0
YJR141W,0,4.128907456994052,1.0,0.0,0.0
YER037W,0,4.1283832727931395,1.0,0.0,0.0
YLR407W,0,4.126366321346718,1.0,0.0,0.0
YER182W,0,4.1263524660607755,1.0,0.0,0.0
YNL249C,0,4.123523802496489,1.0,0.0,0.0
YLR173W,0,4.1233407665276856,1.0,0.0,0.0
YFL060C,0,4.119006359367627,1.0,0.0,0.0
YGL140C,0,4.118766018189486,1.0,0.0,0.0
YMR028W,0,4.115256697405125,1.0,0.0,0.0
YBL059W,0,4.113829536479894,1.0,0.0,0.0
YKL133C,0,4.111029558698641,1.0,0.0,0.0
YGR150C,0,4.107537713483903,1.0,0.0,0.0
YKL151C,0,4.096923841163512,1.0,0.0,0.0
YDR034W-B,0,4.091256407322358,1.0,0.0,0.0
YDL233W,0,4.083460455527525,1.0,0.0,0.0
YLR063W,0,4.080439431942063,1.0,0.0,0.0
YLR053C,0,4.073948043631385,1.0,0.0,0.0
YOR006C,0,4.072983170510265,1.0,0.0,0.0
YDR277C,0,4.061447542277161,1.0,0.0,0.0
YDR282C,0,4.05985460511874,1.0,0.0,0.0
YLR287C,0,4.0574470298597545,1.0,0.0,0.0
YGL252C,0,4.057274269405748,1.0,0.0,0.0
YPL243W,0,4.052655240404415,1.0,0.0,0.0
YLR211C,0,4.050025118165644,1.0,0.0,0.0
YER057C,0,4.049348429427477,1.0,0.0,0.0
YDL183C,0,4.038327425369056,1.0,0.0,0.0
YOL163W,0,4.037700516288164,1.0,0.0,0.0
YBR148W,0,4.033406165661286,1.0,0.0,0.0
YKR017C,0,4.032155310153025,1.0,0.0,0.0
YDR504C,0,4.030250551179047,1.0,0.0,0.0
YMR129W,0,4.025089622242372,1.0,0.0,0.0
YNL040W,0,4.022934158565471,1.0,0.0,0.0
YHR087W,0,4.022146460600192,1.0,0.0,0.0
YDR474C,0,4.020774686941872,1.0,0.0,0.0
YDR379C-A,0,4.006548999110233,1.0,0.0,0.0
YIL156W-B,0,4.003841489320614,1.0,0.0,0.0
YHR212W-A,0,4.003841489320614,1.0,0.0,0.0
YPR170W-B,0,4.003841489320614,1.0,0.0,0.0
YBR196C-A,0,4.003841489320614,1.0,0.0,0.0
YHR199C-A,0,4.003841489320614,1.0,0.0,0.0
YGL194C-A,0,4.003841489320614,1.0,0.0,0.0
YPL052W-A,0,4.003841489320614,1.0,0.0,0.0
YDR374W-A,0,4.003841489320614,1.0,0.0,0.0
YOR020W-A,0,4.003841489320614,1.0,0.0,0.0
YBL108C-A,0,4.003841489320614,1.0,0.0,0.0
YCL058W-A,0,4.003841489320614,1.0,0.0,0.0
YJL127C-A,0,4.003841489320614,1.0,0.0,0.0
YDR119W-A,0,4.003841489320614,1.0,0.0,0.0
YKL065W-A,0,4.003841489320614,1.0,0.0,0.0
YMR259C,0,3.992611511261198,1.0,0.0,0.0
YOR023C,0,3.9915892947465133,1.0,0.0,0.0
YFL006W,0,3.9887538184411784,1.0,0.0,0.0
YGR169C-C,0,3.976378159364685,1.0,0.0,0.0
YLR406C-A,0,3.976378159364685,1.0,0.0,0.0
YMR272W-B,0,3.976378159364685,1.0,0.0,0.0
YBL039W-B,0,3.976378159364685,1.0,0.0,0.0
YDR181C,0,3.968909672810692,1.0,0.0,0.0
YHR132W-A,0,3.9629686619155065,1.0,0.0,0.0
YNL201C,0,3.948030356783415,1.0,0.0,0.0
YCL021W-A,0,3.934305241331454,1.0,0.0,0.0
YPR090W,0,3.933261140016834,1.0,0.0,0.0
