Gene A,Gene B,Type,Correlation
YDL198C,YKR085C,P-P,0.5155532616232725
YDL198C,YLL013C,P-P,0.3099368298003886
YDL198C,YLR190W,P-P,0.15596740068687723
YDL198C,YLR304C,P-P,0.3049044365978823
YDL198C,YML061C,P-P,0.0038037254002638867
YDL198C,YML091C,P-P,0.40770265679938333
YDL198C,YML104C,P-P,0.012735922007502594
YDL198C,YMR060C,P-P,0.33996585477491004
YDL198C,YMR072W,P-P,0.39451355901643376
YDL198C,YMR134W,P-P,0.39158887632167916
YDL198C,YNL026W,P-P,0.36706288914501906
YDL198C,YNL055C,P-P,0.2644667097630021
YDL198C,YNL066W,P-P,0.23222995379759118
YDL198C,YNL070W,P-P,0.06606827384516478
YDL198C,YOL076W,P-P,0.17352406808976129
YDL198C,YOR037W,P-P,0.5279303791551081
YDL198C,YOR147W,P-P,0.16518496575611263
YDL198C,YOR211C,P-P,0.21874102850910873
YDL198C,YPL098C,P-P,0.15268762372260036
YDL198C,YPR083W,P-P,0.3717725421203086
YDL198C,YPR140W,P-P,0.13439878091992133
YDR150W,YDR219C,P-P,0.6621434464597364
YDR150W,YFL036W,P-P,0.46374334501637826
YDR150W,YGR101W,P-P,0.07650484447908142
YDR150W,YGR144W,P-P,0.19487965388656706
YDR150W,YHR120W,P-P,0.6364048658136194
YDR150W,YIL065C,P-P,0.35789727760969553
YDR150W,YJL063C,P-P,0.6674469183362199
YDR150W,YJL116C,P-P,0.3809437478203996
YDR150W,YJR144W,P-P,0.310432420800045
YDR150W,YKR085C,P-P,0.5432115893124496
YDR150W,YLL013C,P-P,0.5935915807070525
YDR150W,YLR190W,P-P,0.6266362295223008
YDR150W,YLR304C,P-P,0.1759580923130592
YDR150W,YML061C,P-P,0.3080851883701265
YDR150W,YML091C,P-P,0.3279873929613233
YDR150W,YML104C,P-P,0.20243045816097704
YDR150W,YMR060C,P-P,0.5969816471525755
YDR150W,YMR072W,P-P,0.4798239210177957
YDR150W,YMR134W,P-P,0.2954859845706271
YDR150W,YNL026W,P-P,0.29755098810285224
YDR150W,YNL055C,P-P,0.6304504197044414
YDR150W,YNL066W,P-P,0.5227852482400189
YDR150W,YNL070W,P-P,0.41295806720661615
YDR150W,YOL076W,P-P,0.459074741311303
YDR150W,YOR037W,P-P,0.47475446011798655
YDR150W,YOR147W,P-P,0.5766797825904179
YDR150W,YOR211C,P-P,0.23759020212737322
YDR150W,YPL098C,P-P,0.39421645716312725
YDR150W,YPR083W,P-P,0.46143031293537007
YDR150W,YPR140W,P-P,0.23472659598084428
YDR219C,YFL036W,P-P,0.4891559211249338
YDR219C,YGR101W,P-P,0.22992817837597881
YDR219C,YGR144W,P-P,0.4668346933526514
YDR219C,YHR120W,P-P,0.5023645447516862
YDR219C,YIL065C,P-P,0.09153183894910621
YDR219C,YJL063C,P-P,0.6563488324875874
YDR219C,YJL116C,P-P,0.4058300863943801
YDR219C,YJR144W,P-P,0.30234873213119823
YDR219C,YKR085C,P-P,0.6833791838421848
YDR219C,YLL013C,P-P,0.6213612904484316
YDR219C,YLR190W,P-P,0.5131678193266616
YDR219C,YLR304C,P-P,0.03796375988169999
YDR219C,YML061C,P-P,0.18466534533956014
YDR219C,YML091C,P-P,0.4169744602199152
YDR219C,YML104C,P-P,0.24498660075809067
YDR219C,YMR060C,P-P,0.539551429361463
YDR219C,YMR072W,P-P,0.5714447661698898
YDR219C,YMR134W,P-P,0.49441071427384764
YDR219C,YNL026W,P-P,0.40695568829190987
YDR219C,YNL055C,P-P,0.5005740186852933
YDR219C,YNL066W,P-P,0.6427761679967385
YDR219C,YNL070W,P-P,0.592843257172531
YDR219C,YOL076W,P-P,0.4861059920846843
YDR219C,YOR037W,P-P,0.5647749651632397
YDR219C,YOR147W,P-P,0.5762301685639375
YDR219C,YOR211C,P-P,0.6359821692854826
YDR219C,YPL098C,P-P,0.4930116788978106
YDR219C,YPR083W,P-P,0.5566536806404195
YDR219C,YPR140W,P-P,0.423632662382304
YFL036W,YGR101W,P-P,0.22214488907313798
YFL036W,YGR144W,P-P,0.679081008414533
YFL036W,YHR120W,P-P,0.3521153797133178
YFL036W,YIL065C,P-P,0.09240483587792003
YFL036W,YJL063C,P-P,0.5689247016528273
YFL036W,YJL116C,P-P,0.5435783539042024
YFL036W,YJR144W,P-P,0.1845392292680041
YFL036W,YKR085C,P-P,0.3970649397387421
YFL036W,YLL013C,P-P,0.3973614040237466
YFL036W,YLR190W,P-P,0.5350810927351408
YFL036W,YLR304C,P-P,-0.03547610483961425
YFL036W,YML061C,P-P,0.3955611635326974
YFL036W,YML091C,P-P,0.2755734076699454
YFL036W,YML104C,P-P,0.30347652125178587
YFL036W,YMR060C,P-P,0.2475029749045704
YFL036W,YMR072W,P-P,0.484701986626811
YFL036W,YMR134W,P-P,0.2233148933266434
YFL036W,YNL026W,P-P,0.2297936202286501
YFL036W,YNL055C,P-P,0.5277632388231227
YFL036W,YNL066W,P-P,0.35671080359286633
YFL036W,YNL070W,P-P,0.5759433492676227
YFL036W,YOL076W,P-P,0.45217071982775225
YFL036W,YOR037W,P-P,0.4351249788449479
YFL036W,YOR147W,P-P,0.37678924601579894
YFL036W,YOR211C,P-P,0.3035465817518955
YFL036W,YPL098C,P-P,0.4327902668423535
YFL036W,YPR083W,P-P,0.557788257251175
YFL036W,YPR140W,P-P,0.3915617496232863
YGR101W,YGR144W,P-P,0.37046147510672967
YGR101W,YHR120W,P-P,0.035530346490838305
YGR101W,YIL065C,P-P,-0.06947533740764875
YGR101W,YJL063C,P-P,0.40089293529887465
YGR101W,YJL116C,P-P,0.4362104939283482
YGR101W,YJR144W,P-P,0.11795434625381435
YGR101W,YKR085C,P-P,0.077228258080184
YGR101W,YLL013C,P-P,0.18899335931268446
YGR101W,YLR190W,P-P,0.2398751157899446
YGR101W,YLR304C,P-P,-0.06545955266357414
YGR101W,YML061C,P-P,0.1057678198042494
YGR101W,YML091C,P-P,0.19726646975319115
YGR101W,YML104C,P-P,0.14166045827102447
YGR101W,YMR060C,P-P,0.3490572746540312
YGR101W,YMR072W,P-P,-0.09130818639980944
YGR101W,YMR134W,P-P,0.35036220824007397
YGR101W,YNL026W,P-P,-0.018374238745557516
YGR101W,YNL055C,P-P,0.2410193875846931
YGR101W,YNL066W,P-P,0.37535732166619246
YGR101W,YNL070W,P-P,0.29981085342532354
YGR101W,YOL076W,P-P,0.07758945836625794
YGR101W,YOR037W,P-P,0.08139747609112945
YGR101W,YOR147W,P-P,0.139820687253814
YGR101W,YOR211C,P-P,0.5911437515026291
YGR101W,YPL098C,P-P,0.3357956618284048
YGR101W,YPR083W,P-P,0.30554125964318996
YGR101W,YPR140W,P-P,0.19004810326166344
YGR144W,YHR120W,P-P,0.2234297691052093
YGR144W,YIL065C,P-P,-0.042475102069812753
YGR144W,YJL063C,P-P,0.4137397911021226
YGR144W,YJL116C,P-P,0.5932470623030993
YGR144W,YJR144W,P-P,0.194164867461992
YGR144W,YKR085C,P-P,0.4942265138097316
YGR144W,YLL013C,P-P,0.32713303288808804
YGR144W,YLR190W,P-P,0.33436148292849
YGR144W,YLR304C,P-P,0.04027157153046723
YGR144W,YML061C,P-P,0.21289300114680787
YGR144W,YML091C,P-P,0.20675868571124356
YGR144W,YML104C,P-P,0.2881315831211656
YGR144W,YMR060C,P-P,0.24018950240352574
YGR144W,YMR072W,P-P,0.48516641518976794
YGR144W,YMR134W,P-P,0.15349032448047373
YGR144W,YNL026W,P-P,0.21060702321630137
YGR144W,YNL055C,P-P,0.45352450325986843
YGR144W,YNL066W,P-P,0.3225809682849521
YGR144W,YNL070W,P-P,0.589760967481102
YGR144W,YOL076W,P-P,0.29567592841766543
YGR144W,YOR037W,P-P,0.47189764936596607
YGR144W,YOR147W,P-P,0.42130475982400317
YGR144W,YOR211C,P-P,0.43832573464928815
YGR144W,YPL098C,P-P,0.36172424699736255
YGR144W,YPR083W,P-P,0.39229759648318335
YGR144W,YPR140W,P-P,0.2291832382367341
YHR120W,YIL065C,P-P,0.20429961609456967
YHR120W,YJL063C,P-P,0.5705419784710257
YHR120W,YJL116C,P-P,0.4112502891858904
YHR120W,YJR144W,P-P,0.5414659671527465
YHR120W,YKR085C,P-P,0.5788055202305364
YHR120W,YLL013C,P-P,0.6537516748612947
YHR120W,YLR190W,P-P,0.48774987851811547
YHR120W,YLR304C,P-P,-0.0975039629725462
YHR120W,YML061C,P-P,0.06639325523957398
YHR120W,YML091C,P-P,0.3179111483271487
YHR120W,YML104C,P-P,-0.10065028154114747
YHR120W,YMR060C,P-P,0.5762619226092858
YHR120W,YMR072W,P-P,0.4158458874678921
YHR120W,YMR134W,P-P,0.4828774949185432
YHR120W,YNL026W,P-P,0.4338661388107629
YHR120W,YNL055C,P-P,0.3820290916279758
YHR120W,YNL066W,P-P,0.3756459114745016
YHR120W,YNL070W,P-P,0.5479269726198105
YHR120W,YOL076W,P-P,0.7080824327407744
YHR120W,YOR037W,P-P,0.5944106336097968
YHR120W,YOR147W,P-P,0.6142352276661297
YHR120W,YOR211C,P-P,0.14082466892763218
YHR120W,YPL098C,P-P,0.34853135381652167
YHR120W,YPR083W,P-P,0.36602028983366613
YHR120W,YPR140W,P-P,0.3154149875264022
YIL065C,YJL063C,P-P,0.14343700817956623
YIL065C,YJL116C,P-P,0.2118055268373299
YIL065C,YJR144W,P-P,-0.08217844645166662
YIL065C,YKR085C,P-P,0.021648834365234567
YIL065C,YLL013C,P-P,0.026911686891269045
YIL065C,YLR190W,P-P,0.22438437407032763
YIL065C,YLR304C,P-P,0.1733426540605707
YIL065C,YML061C,P-P,0.30269304436273914
YIL065C,YML091C,P-P,0.22811146372540192
YIL065C,YML104C,P-P,0.3591448858218946
YIL065C,YMR060C,P-P,0.2327329702637855
YIL065C,YMR072W,P-P,0.24780259051863526
YIL065C,YMR134W,P-P,0.03256476360959508
YIL065C,YNL026W,P-P,0.39990843005698934
YIL065C,YNL055C,P-P,0.4345844836374653
YIL065C,YNL066W,P-P,0.14038229181311557
YIL065C,YNL070W,P-P,0.3310820643842783
YIL065C,YOL076W,P-P,-0.08447209115639423
YIL065C,YOR037W,P-P,0.08384861982926572
YIL065C,YOR147W,P-P,0.08128872498056308
YIL065C,YOR211C,P-P,0.14380007749061408
YIL065C,YPL098C,P-P,-0.07103359852436751
YIL065C,YPR083W,P-P,0.045268876123636746
YIL065C,YPR140W,P-P,0.10620694745979649
YJL063C,YJL116C,P-P,0.4117962710367083
YJL063C,YJR144W,P-P,0.31925517033790407
YJL063C,YKR085C,P-P,0.5325507082000517
YJL063C,YLL013C,P-P,0.4262687458152033
YJL063C,YLR190W,P-P,0.5658686494267532
YJL063C,YLR304C,P-P,-0.1833988476145702
YJL063C,YML061C,P-P,0.16755227850239623
YJL063C,YML091C,P-P,0.47115634432244397
YJL063C,YML104C,P-P,0.033128876102129015
YJL063C,YMR060C,P-P,0.4743500954574249
YJL063C,YMR072W,P-P,0.41611843354869954
YJL063C,YMR134W,P-P,0.49544164558552956
YJL063C,YNL026W,P-P,0.2393209141125189
YJL063C,YNL055C,P-P,0.537502582128733
YJL063C,YNL066W,P-P,0.4872955566626753
YJL063C,YNL070W,P-P,0.5302551618582385
YJL063C,YOL076W,P-P,0.48838581703893064
YJL063C,YOR037W,P-P,0.518838489440899
YJL063C,YOR147W,P-P,0.5010267332955144
YJL063C,YOR211C,P-P,0.47360733579495196
YJL063C,YPL098C,P-P,0.3384321147181542
YJL063C,YPR083W,P-P,0.7381479967799524
YJL063C,YPR140W,P-P,0.48597693187958796
YJL116C,YJR144W,P-P,0.23487118694801437
YJL116C,YKR085C,P-P,0.4066094024614744
YJL116C,YLL013C,P-P,0.4177806598365407
YJL116C,YLR190W,P-P,0.5500363747797838
YJL116C,YLR304C,P-P,0.10270918367843776
YJL116C,YML061C,P-P,0.2757763297676943
YJL116C,YML091C,P-P,0.48284529353585665
YJL116C,YML104C,P-P,0.44060351387584257
YJL116C,YMR060C,P-P,0.5154934622386063
YJL116C,YMR072W,P-P,0.5458301588832255
YJL116C,YMR134W,P-P,0.07251311050647945
YJL116C,YNL026W,P-P,0.22128858802887727
YJL116C,YNL055C,P-P,0.39659686218720347
YJL116C,YNL066W,P-P,0.5797294392976104
YJL116C,YNL070W,P-P,0.6898114594385584
YJL116C,YOL076W,P-P,0.662461405606801
YJL116C,YOR037W,P-P,0.45828984834168335
YJL116C,YOR147W,P-P,0.5620919829298009
YJL116C,YOR211C,P-P,0.44290469220561773
YJL116C,YPL098C,P-P,0.2677157245859682
YJL116C,YPR083W,P-P,0.272867937197619
YJL116C,YPR140W,P-P,0.37663320928649263
YJR144W,YKR085C,P-P,0.5095256459442873
YJR144W,YLL013C,P-P,0.5139119591120793
YJR144W,YLR190W,P-P,0.42613579553002673
YJR144W,YLR304C,P-P,0.026644681163440265
YJR144W,YML061C,P-P,0.4876731304365583
YJR144W,YML091C,P-P,0.47089264212899223
YJR144W,YML104C,P-P,0.08537051090207
YJR144W,YMR060C,P-P,0.29562506193848015
YJR144W,YMR072W,P-P,0.4055706611404425
YJR144W,YMR134W,P-P,0.40969728834132213
YJR144W,YNL026W,P-P,0.24650601988737583
YJR144W,YNL055C,P-P,0.15876874427026924
YJR144W,YNL066W,P-P,0.4114405022768248
YJR144W,YNL070W,P-P,0.35052722995464075
YJR144W,YOL076W,P-P,0.5850202019036248
YJR144W,YOR037W,P-P,0.6320324610813853
YJR144W,YOR147W,P-P,0.6044797515086425
YJR144W,YOR211C,P-P,0.22323930854162988
YJR144W,YPL098C,P-P,0.1974333235153994
YJR144W,YPR083W,P-P,0.34943211099712
YJR144W,YPR140W,P-P,0.261084511243704
YKR085C,YLL013C,P-P,0.6536602663619017
YKR085C,YLR190W,P-P,0.6082814025106023
YKR085C,YLR304C,P-P,0.1425474045820477
YKR085C,YML061C,P-P,0.36189599026841585
YKR085C,YML091C,P-P,0.3148278031784218
YKR085C,YML104C,P-P,0.27610260843355494
YKR085C,YMR060C,P-P,0.5351439166975035
YKR085C,YMR072W,P-P,0.6280003929647453
YKR085C,YMR134W,P-P,0.4720822750408858
YKR085C,YNL026W,P-P,0.4728898062293866
YKR085C,YNL055C,P-P,0.4163027802898266
YKR085C,YNL066W,P-P,0.44626296255100306
YKR085C,YNL070W,P-P,0.6383392622558005
YKR085C,YOL076W,P-P,0.6118294080912251
YKR085C,YOR037W,P-P,0.7279179688992024
YKR085C,YOR147W,P-P,0.6323381467087457
YKR085C,YOR211C,P-P,0.44303167442496516
YKR085C,YPL098C,P-P,0.2047062455775898
YKR085C,YPR083W,P-P,0.5143909366128887
YKR085C,YPR140W,P-P,0.14072426214735315
YLL013C,YLR190W,P-P,0.44885352039975246
YLL013C,YLR304C,P-P,0.16209831695874707
YLL013C,YML061C,P-P,0.31885901890372
YLL013C,YML091C,P-P,0.2551686153796506
YLL013C,YML104C,P-P,0.31908528253512747
YLL013C,YMR060C,P-P,0.6278901268748088
YLL013C,YMR072W,P-P,0.5185657917360895
YLL013C,YMR134W,P-P,0.5685957635832389
YLL013C,YNL026W,P-P,0.6181653874198039
YLL013C,YNL055C,P-P,0.39614846932530945
YLL013C,YNL066W,P-P,0.5277773697489075
YLL013C,YNL070W,P-P,0.6391068038448381
YLL013C,YOL076W,P-P,0.6521547899278384
YLL013C,YOR037W,P-P,0.6341579522981287
YLL013C,YOR147W,P-P,0.5989036060824839
YLL013C,YOR211C,P-P,0.2787763388875554
YLL013C,YPL098C,P-P,0.47120475078527563
YLL013C,YPR083W,P-P,0.456625328623642
YLL013C,YPR140W,P-P,0.3128474597070882
YLR190W,YLR304C,P-P,0.2285440397114715
YLR190W,YML061C,P-P,0.38683370467334244
YLR190W,YML091C,P-P,0.39594724604870024
YLR190W,YML104C,P-P,0.3847548150384531
YLR190W,YMR060C,P-P,0.5797376391578599
YLR190W,YMR072W,P-P,0.5075053919303869
YLR190W,YMR134W,P-P,0.17257759919491433
YLR190W,YNL026W,P-P,0.2113382769105255
YLR190W,YNL055C,P-P,0.44332435045830787
YLR190W,YNL066W,P-P,0.4521380578335125
YLR190W,YNL070W,P-P,0.609401805053779
YLR190W,YOL076W,P-P,0.6318102776898494
YLR190W,YOR037W,P-P,0.4584175508826721
YLR190W,YOR147W,P-P,0.7178731291467388
YLR190W,YOR211C,P-P,0.44628200460027756
YLR190W,YPL098C,P-P,0.32234226019186246
YLR190W,YPR083W,P-P,0.3370970463491711
YLR190W,YPR140W,P-P,0.42772323266332557
YLR304C,YML061C,P-P,0.17622553255834586
YLR304C,YML091C,P-P,0.2357452577529868
YLR304C,YML104C,P-P,0.4900668075754844
YLR304C,YMR060C,P-P,0.24701731556673898
YLR304C,YMR072W,P-P,0.16251320453352625
YLR304C,YMR134W,P-P,-0.21195932697436148
YLR304C,YNL026W,P-P,0.1285714695919645
YLR304C,YNL055C,P-P,0.17983487729233616
YLR304C,YNL066W,P-P,0.41498743885290124
YLR304C,YNL070W,P-P,0.10801752353803666
YLR304C,YOL076W,P-P,-0.07633351318369991
YLR304C,YOR037W,P-P,0.1260403732887303
YLR304C,YOR147W,P-P,0.31345498214677636
YLR304C,YOR211C,P-P,0.16003159718107937
YLR304C,YPL098C,P-P,0.2815018834125421
YLR304C,YPR083W,P-P,-0.21392787357975648
YLR304C,YPR140W,P-P,0.07041827747929406
YML061C,YML091C,P-P,0.27878847835123477
YML061C,YML104C,P-P,0.5431145382402648
YML061C,YMR060C,P-P,0.06353740950911925
YML061C,YMR072W,P-P,0.356952636648351
YML061C,YMR134W,P-P,0.3378659803586003
YML061C,YNL026W,P-P,0.3123073083105573
YML061C,YNL055C,P-P,0.3371590322720335
YML061C,YNL066W,P-P,0.32017848123226444
YML061C,YNL070W,P-P,0.34892577820353565
YML061C,YOL076W,P-P,0.2232511969721376
YML061C,YOR037W,P-P,0.34098887208149187
YML061C,YOR147W,P-P,0.2486130713769481
YML061C,YOR211C,P-P,0.2688860906445444
YML061C,YPL098C,P-P,0.04805351469798434
YML061C,YPR083W,P-P,0.292622451338343
YML061C,YPR140W,P-P,0.1434487644945996
YML091C,YML104C,P-P,0.24967975482004576
YML091C,YMR060C,P-P,0.30316180022181716
YML091C,YMR072W,P-P,0.6182978942736769
YML091C,YMR134W,P-P,0.27673060776668995
YML091C,YNL026W,P-P,0.22365240618939883
YML091C,YNL055C,P-P,0.2615019151082348
YML091C,YNL066W,P-P,0.5823967577849075
YML091C,YNL070W,P-P,0.4062305315754011
YML091C,YOL076W,P-P,0.5159002531947403
YML091C,YOR037W,P-P,0.673116619618375
YML091C,YOR147W,P-P,0.4102838273774163
YML091C,YOR211C,P-P,0.38512635493656744
YML091C,YPL098C,P-P,0.35768584858199537
YML091C,YPR083W,P-P,0.31710888597334036
YML091C,YPR140W,P-P,0.7229081344090879
YML104C,YMR060C,P-P,0.07793882238656889
YML104C,YMR072W,P-P,0.39225746231634456
YML104C,YMR134W,P-P,-0.021149453771397375
YML104C,YNL026W,P-P,0.48339327217698896
YML104C,YNL055C,P-P,0.45877968638026667
YML104C,YNL066W,P-P,0.48434086002109594
YML104C,YNL070W,P-P,0.521965458453028
YML104C,YOL076W,P-P,0.0888222277178925
YML104C,YOR037W,P-P,0.1512064704880354
YML104C,YOR147W,P-P,0.19811753786864003
YML104C,YOR211C,P-P,0.33740925179439596
YML104C,YPL098C,P-P,0.13961629412981724
YML104C,YPR083W,P-P,-0.040771092659084136
YML104C,YPR140W,P-P,0.2066558330833794
YMR060C,YMR072W,P-P,0.33232758391883555
YMR060C,YMR134W,P-P,0.25887177410019274
YMR060C,YNL026W,P-P,0.322667927150397
YMR060C,YNL055C,P-P,0.4870895868385444
YMR060C,YNL066W,P-P,0.5667812744184481
YMR060C,YNL070W,P-P,0.5327388224891173
YMR060C,YOL076W,P-P,0.570823059848868
YMR060C,YOR037W,P-P,0.41281274978172033
YMR060C,YOR147W,P-P,0.6913963086701056
YMR060C,YOR211C,P-P,0.3816475248685763
YMR060C,YPL098C,P-P,0.3149215127218251
YMR060C,YPR083W,P-P,0.513110471481671
YMR060C,YPR140W,P-P,0.13833467388123086
YMR072W,YMR134W,P-P,0.19161795063338194
YMR072W,YNL026W,P-P,0.44434759286054243
YMR072W,YNL055C,P-P,0.3477441155863649
YMR072W,YNL066W,P-P,0.3766196431088397
YMR072W,YNL070W,P-P,0.5408733697766958
YMR072W,YOL076W,P-P,0.6410099000588315
YMR072W,YOR037W,P-P,0.6989370986512645
YMR072W,YOR147W,P-P,0.5406504712659269
YMR072W,YOR211C,P-P,0.32958091108077026
YMR072W,YPL098C,P-P,0.26033105151995245
YMR072W,YPR083W,P-P,0.38223707688537195
