Gene A,Gene B,Type,Correlation
YDL006W,YLL013C,P-P,0.48081993469971235
YDL006W,YLR190W,P-P,0.2973899312042638
YDL006W,YLR304C,P-P,0.3599335507621453
YDL006W,YML061C,P-P,0.22461396233067216
YDL006W,YML091C,P-P,0.4861415075513335
YDL006W,YML104C,P-P,0.35501748095917374
YDL006W,YMR060C,P-P,0.22852177713524235
YDL006W,YMR072W,P-P,0.2748028524798288
YDL006W,YMR134W,P-P,0.263358043318021
YDL006W,YNL026W,P-P,0.19288322271665306
YDL006W,YNL055C,P-P,0.3382638796886536
YDL006W,YNL066W,P-P,-0.10042624122228724
YDL006W,YNL070W,P-P,0.5077718483308339
YDL006W,YOL076W,P-P,0.25500436796182474
YDL006W,YOR037W,P-P,0.50025436825912
YDL006W,YOR147W,P-P,0.5944259564506701
YDL006W,YOR211C,P-P,0.2579875871678927
YDL006W,YPL098C,P-P,0.4644560875501601
YDL006W,YPR083W,P-P,0.36043059203175387
YDL006W,YPR140W,P-P,0.4016286930297919
YDL198C,YDR150W,P-P,0.10005569336390813
YDL198C,YDR219C,P-P,-0.07847188532461614
YDL198C,YFL036W,P-P,0.16039898650412943
YDL198C,YGR101W,P-P,-0.060540377649482474
YDL198C,YGR144W,P-P,0.03881795598665135
YDL198C,YHR120W,P-P,0.33176150873215143
YDL198C,YIL065C,P-P,-0.210075217747213
YDL198C,YJL063C,P-P,-0.17187235971613143
YDL198C,YJL116C,P-P,0.10497636660135932
YDL198C,YJR144W,P-P,0.21551095439534626
YDL198C,YKR085C,P-P,0.1822022141953318
YDL198C,YLL013C,P-P,0.4760276357273358
YDL198C,YLR190W,P-P,0.12466815936696796
YDL198C,YLR304C,P-P,0.14635369569955636
YDL198C,YML061C,P-P,0.01279222519392808
YDL198C,YML091C,P-P,-0.1930058644941588
YDL198C,YML104C,P-P,0.1310505876419632
YDL198C,YMR060C,P-P,0.12699536411238074
YDL198C,YMR072W,P-P,-0.02140324810876637
YDL198C,YMR134W,P-P,0.4275880556304918
YDL198C,YNL026W,P-P,0.1430958375875936
YDL198C,YNL055C,P-P,0.13564781795773506
YDL198C,YNL066W,P-P,0.1572519168079205
YDL198C,YNL070W,P-P,0.160699397045279
YDL198C,YOL076W,P-P,0.10071728914805003
YDL198C,YOR037W,P-P,0.3101010805735175
YDL198C,YOR147W,P-P,0.08880524606483176
YDL198C,YOR211C,P-P,-0.27597845467509213
YDL198C,YPL098C,P-P,-0.18880848544600068
YDL198C,YPR083W,P-P,0.115616822351821
YDL198C,YPR140W,P-P,-0.2407238733040145
YDR150W,YDR219C,P-P,0.3675543588724973
YDR150W,YFL036W,P-P,0.3550602837936108
YDR150W,YGR101W,P-P,0.6073750221939428
YDR150W,YGR144W,P-P,0.34439956430972285
YDR150W,YHR120W,P-P,0.4471344127725682
YDR150W,YIL065C,P-P,0.43088658950816233
YDR150W,YJL063C,P-P,0.36541466392747923
YDR150W,YJL116C,P-P,0.26783684474108976
YDR150W,YJR144W,P-P,0.5926673905942773
YDR150W,YKR085C,P-P,0.3468356889761633
YDR150W,YLL013C,P-P,0.330249084364148
YDR150W,YLR190W,P-P,0.17878119698798983
YDR150W,YLR304C,P-P,0.6241156542259461
YDR150W,YML061C,P-P,0.4001713722558473
YDR150W,YML091C,P-P,0.27816143667549653
YDR150W,YML104C,P-P,0.5107745519787762
YDR150W,YMR060C,P-P,0.526564204576317
YDR150W,YMR072W,P-P,0.6834283783818914
YDR150W,YMR134W,P-P,0.30077627488764735
YDR150W,YNL026W,P-P,0.31194149418687434
YDR150W,YNL055C,P-P,0.5218770566110876
YDR150W,YNL066W,P-P,0.13836736836975877
YDR150W,YNL070W,P-P,0.3321489675033013
YDR150W,YOL076W,P-P,0.42862477781846503
YDR150W,YOR037W,P-P,0.5526643203368018
YDR150W,YOR147W,P-P,0.4958759215616304
YDR150W,YOR211C,P-P,0.1453622817316594
YDR150W,YPL098C,P-P,0.43648338110405877
YDR150W,YPR083W,P-P,0.3544194767120954
YDR150W,YPR140W,P-P,0.43590249693861033
YDR219C,YFL036W,P-P,0.5523064561213595
YDR219C,YGR101W,P-P,0.419318067458794
YDR219C,YGR144W,P-P,0.37461935503142657
YDR219C,YHR120W,P-P,0.41366480984818677
YDR219C,YIL065C,P-P,0.44470501546770747
YDR219C,YJL063C,P-P,0.5756044460109577
YDR219C,YJL116C,P-P,0.24681136348267121
YDR219C,YJR144W,P-P,0.6236622853310279
YDR219C,YKR085C,P-P,0.530495583332569
YDR219C,YLL013C,P-P,0.3923158398940962
YDR219C,YLR190W,P-P,0.5331053236320511
YDR219C,YLR304C,P-P,0.39119804623890897
YDR219C,YML061C,P-P,0.5998911048679408
YDR219C,YML091C,P-P,0.2249790167978599
YDR219C,YML104C,P-P,0.3028663983684901
YDR219C,YMR060C,P-P,0.48995066817247634
YDR219C,YMR072W,P-P,0.33802827593693197
YDR219C,YMR134W,P-P,0.10794039726253336
YDR219C,YNL026W,P-P,0.5136013007032099
YDR219C,YNL055C,P-P,0.39699521704748775
YDR219C,YNL066W,P-P,0.10394354330893976
YDR219C,YNL070W,P-P,0.49096749936950984
YDR219C,YOL076W,P-P,0.46751066780679956
YDR219C,YOR037W,P-P,0.22464599692211587
YDR219C,YOR147W,P-P,0.5680106246551084
YDR219C,YOR211C,P-P,0.13956103624529728
YDR219C,YPL098C,P-P,0.6388703646817107
YDR219C,YPR083W,P-P,0.3912726804615825
YDR219C,YPR140W,P-P,0.5122141585734913
YFL036W,YGR101W,P-P,0.344068450254371
YFL036W,YGR144W,P-P,0.3675033953614171
YFL036W,YHR120W,P-P,0.28838559031760247
YFL036W,YIL065C,P-P,0.47292998245147094
YFL036W,YJL063C,P-P,0.4701578342300027
YFL036W,YJL116C,P-P,0.4372233357291538
YFL036W,YJR144W,P-P,0.5906734784918818
YFL036W,YKR085C,P-P,0.5651870656098605
YFL036W,YLL013C,P-P,0.40221086105440534
YFL036W,YLR190W,P-P,0.31261773349265215
YFL036W,YLR304C,P-P,0.45620304151526936
YFL036W,YML061C,P-P,0.48700111660953976
YFL036W,YML091C,P-P,0.39336299211553466
YFL036W,YML104C,P-P,0.3807667629215602
YFL036W,YMR060C,P-P,0.2851463319364316
YFL036W,YMR072W,P-P,0.39708802727211373
YFL036W,YMR134W,P-P,0.28886674866758993
YFL036W,YNL026W,P-P,0.47993603405260726
YFL036W,YNL055C,P-P,0.5699822918587462
YFL036W,YNL066W,P-P,0.38125201033604367
YFL036W,YNL070W,P-P,0.6008998265247133
YFL036W,YOL076W,P-P,0.6470510215424172
YFL036W,YOR037W,P-P,0.39938001430809994
YFL036W,YOR147W,P-P,0.4933026188725012
YFL036W,YOR211C,P-P,0.29332439161111035
YFL036W,YPL098C,P-P,0.5406111509615339
YFL036W,YPR083W,P-P,0.24417749014753826
YFL036W,YPR140W,P-P,0.1781398941520222
YGR101W,YGR144W,P-P,0.28299594142857765
YGR101W,YHR120W,P-P,0.41660929826743104
YGR101W,YIL065C,P-P,0.44193537568307506
YGR101W,YJL063C,P-P,0.47303627931708403
YGR101W,YJL116C,P-P,0.6104653277212491
YGR101W,YJR144W,P-P,0.48820095983820205
YGR101W,YKR085C,P-P,0.36639906670695993
YGR101W,YLL013C,P-P,0.4665069166762953
YGR101W,YLR190W,P-P,0.284373381254266
YGR101W,YLR304C,P-P,0.6243156489709929
YGR101W,YML061C,P-P,0.37286972429524035
YGR101W,YML091C,P-P,0.32923437357816976
YGR101W,YML104C,P-P,0.5340875115141084
YGR101W,YMR060C,P-P,0.3405840806234893
YGR101W,YMR072W,P-P,0.6730760717276603
YGR101W,YMR134W,P-P,0.1819744122898108
YGR101W,YNL026W,P-P,0.34187758609573415
YGR101W,YNL055C,P-P,0.4806417817868366
YGR101W,YNL066W,P-P,0.16827868654387432
YGR101W,YNL070W,P-P,0.4489629110900428
YGR101W,YOL076W,P-P,0.3639194693205795
YGR101W,YOR037W,P-P,0.45626727910099396
YGR101W,YOR147W,P-P,0.5560264485443867
YGR101W,YOR211C,P-P,0.29254429164219825
YGR101W,YPL098C,P-P,0.5795192066193511
YGR101W,YPR083W,P-P,0.7263262504194761
YGR101W,YPR140W,P-P,0.39354454680301615
YGR144W,YHR120W,P-P,0.47705612729859276
YGR144W,YIL065C,P-P,0.5221738271968194
YGR144W,YJL063C,P-P,0.31433575630427985
YGR144W,YJL116C,P-P,0.5639398601249382
YGR144W,YJR144W,P-P,0.4605920136694407
YGR144W,YKR085C,P-P,0.33382675516940935
YGR144W,YLL013C,P-P,0.4139167053466925
YGR144W,YLR190W,P-P,0.42491262030734794
YGR144W,YLR304C,P-P,0.2980007850711895
YGR144W,YML061C,P-P,0.265488384479566
YGR144W,YML091C,P-P,0.03273163592939896
YGR144W,YML104C,P-P,0.42657576838792105
YGR144W,YMR060C,P-P,0.44555697434023545
YGR144W,YMR072W,P-P,0.42065557508584583
YGR144W,YMR134W,P-P,0.41213234511837005
YGR144W,YNL026W,P-P,0.2687338351546209
YGR144W,YNL055C,P-P,0.22502875913272438
YGR144W,YNL066W,P-P,-0.02145587729857116
YGR144W,YNL070W,P-P,0.5575621279246095
YGR144W,YOL076W,P-P,0.40218866801656344
YGR144W,YOR037W,P-P,0.1772116902575313
YGR144W,YOR147W,P-P,0.5878793629618019
YGR144W,YOR211C,P-P,0.2759095334030002
YGR144W,YPL098C,P-P,0.34565845129429684
YGR144W,YPR083W,P-P,0.20158932084343456
YGR144W,YPR140W,P-P,0.5579589728868235
YHR120W,YIL065C,P-P,0.18946577751424684
YHR120W,YJL063C,P-P,0.05755494089814466
YHR120W,YJL116C,P-P,0.6174897116233437
YHR120W,YJR144W,P-P,0.2263284738067497
YHR120W,YKR085C,P-P,0.1673236556619693
YHR120W,YLL013C,P-P,0.46942348577910625
YHR120W,YLR190W,P-P,0.37317795493560724
YHR120W,YLR304C,P-P,0.395995684332426
YHR120W,YML061C,P-P,0.2985051513913839
YHR120W,YML091C,P-P,0.23293085046591078
YHR120W,YML104C,P-P,0.5395511828055944
YHR120W,YMR060C,P-P,0.21719947414066393
YHR120W,YMR072W,P-P,0.3541926718098633
YHR120W,YMR134W,P-P,0.17150129872972977
YHR120W,YNL026W,P-P,0.2879480930520067
YHR120W,YNL055C,P-P,0.18991355975190782
YHR120W,YNL066W,P-P,0.05495593972733818
YHR120W,YNL070W,P-P,0.31303844139222986
YHR120W,YOL076W,P-P,0.2333907391887518
YHR120W,YOR037W,P-P,0.046935857295087334
YHR120W,YOR147W,P-P,0.49447707746432995
YHR120W,YOR211C,P-P,0.1559048663723938
YHR120W,YPL098C,P-P,0.31737067736779706
YHR120W,YPR083W,P-P,0.3544128459907995
YHR120W,YPR140W,P-P,0.4121120987788655
YIL065C,YJL063C,P-P,0.6806055784230426
YIL065C,YJL116C,P-P,0.23771053171183565
YIL065C,YJR144W,P-P,0.5730398710254521
YIL065C,YKR085C,P-P,0.4521159994394184
YIL065C,YLL013C,P-P,0.3837385283829419
YIL065C,YLR190W,P-P,0.05939716527466555
YIL065C,YLR304C,P-P,0.5711233324283741
YIL065C,YML061C,P-P,0.35178852249562986
YIL065C,YML091C,P-P,0.4054877734494654
YIL065C,YML104C,P-P,0.34797201213527207
YIL065C,YMR060C,P-P,0.21574619512479665
YIL065C,YMR072W,P-P,0.39927365089921396
YIL065C,YMR134W,P-P,0.22067768335794036
YIL065C,YNL026W,P-P,0.5258023873494175
YIL065C,YNL055C,P-P,0.46237638946561366
YIL065C,YNL066W,P-P,0.1288580349819365
YIL065C,YNL070W,P-P,0.45921305956185665
YIL065C,YOL076W,P-P,0.425674868357982
YIL065C,YOR037W,P-P,0.33217468715965
YIL065C,YOR147W,P-P,0.38963472579871633
YIL065C,YOR211C,P-P,0.5003881593977865
YIL065C,YPL098C,P-P,0.5570856534427391
YIL065C,YPR083W,P-P,0.18655333680741298
YIL065C,YPR140W,P-P,0.5246643368807844
YJL063C,YJL116C,P-P,0.19464460119243523
YJL063C,YJR144W,P-P,0.5328793913509516
YJL063C,YKR085C,P-P,0.42421740068318825
YJL063C,YLL013C,P-P,0.19893240485668123
YJL063C,YLR190W,P-P,0.22739000473843937
YJL063C,YLR304C,P-P,0.5808857698768503
YJL063C,YML061C,P-P,0.4320619636317196
YJL063C,YML091C,P-P,0.28067887186692564
YJL063C,YML104C,P-P,0.2481926672580617
YJL063C,YMR060C,P-P,0.34122435023039455
YJL063C,YMR072W,P-P,0.31202464298886684
YJL063C,YMR134W,P-P,0.26605915129636093
YJL063C,YNL026W,P-P,0.41016048819758655
YJL063C,YNL055C,P-P,0.5475670921688025
YJL063C,YNL066W,P-P,0.28442106450016574
YJL063C,YNL070W,P-P,0.49079767291867066
YJL063C,YOL076W,P-P,0.45125600770467955
YJL063C,YOR037W,P-P,0.4559194087145561
YJL063C,YOR147W,P-P,0.5012652192183246
YJL063C,YOR211C,P-P,0.22995500644588254
YJL063C,YPL098C,P-P,0.5291185872544812
YJL063C,YPR083W,P-P,0.37759898107272805
YJL063C,YPR140W,P-P,0.3876519492623357
YJL116C,YJR144W,P-P,0.30667679375841583
YJL116C,YKR085C,P-P,0.19614958788209638
YJL116C,YLL013C,P-P,0.38051477809987033
YJL116C,YLR190W,P-P,0.41020451639691724
YJL116C,YLR304C,P-P,0.4254868751023999
YJL116C,YML061C,P-P,0.2504124932026004
YJL116C,YML091C,P-P,0.12422689728652199
YJL116C,YML104C,P-P,0.490093133978402
YJL116C,YMR060C,P-P,0.20611790629607374
YJL116C,YMR072W,P-P,0.43043764610036184
YJL116C,YMR134W,P-P,0.3386936076536995
YJL116C,YNL026W,P-P,0.19717714762698205
YJL116C,YNL055C,P-P,0.38552064331191904
YJL116C,YNL066W,P-P,0.24815883433838362
YJL116C,YNL070W,P-P,0.4214692396374611
YJL116C,YOL076W,P-P,0.2928186068602105
YJL116C,YOR037W,P-P,0.26491324009081235
YJL116C,YOR147W,P-P,0.47323273255404796
YJL116C,YOR211C,P-P,0.2578305363834335
YJL116C,YPL098C,P-P,0.3973977980343893
YJL116C,YPR083W,P-P,0.3988701682806889
YJL116C,YPR140W,P-P,0.39640492157943263
YJR144W,YKR085C,P-P,0.6277615400076958
YJR144W,YLL013C,P-P,0.552187874660955
YJR144W,YLR190W,P-P,0.49597291924315834
YJR144W,YLR304C,P-P,0.7027488975848175
YJR144W,YML061C,P-P,0.65663823746914
YJR144W,YML091C,P-P,0.05986119707400845
YJR144W,YML104C,P-P,0.49832725557151003
YJR144W,YMR060C,P-P,0.5866338156016454
YJR144W,YMR072W,P-P,0.5253916029683969
YJR144W,YMR134W,P-P,0.5417655279741538
YJR144W,YNL026W,P-P,0.6890404560804838
YJR144W,YNL055C,P-P,0.6710109689126774
YJR144W,YNL066W,P-P,0.3905363725356276
YJR144W,YNL070W,P-P,0.6523595690830792
YJR144W,YOL076W,P-P,0.7071472917407411
YJR144W,YOR037W,P-P,0.639614232886893
YJR144W,YOR147W,P-P,0.5385705611077276
YJR144W,YOR211C,P-P,0.22699005550397072
YJR144W,YPL098C,P-P,0.521179623618204
YJR144W,YPR083W,P-P,0.3172991377042066
YJR144W,YPR140W,P-P,0.4460145712687979
YKR085C,YLL013C,P-P,0.536275570622833
YKR085C,YLR190W,P-P,0.2852204850882182
YKR085C,YLR304C,P-P,0.3611109230769265
YKR085C,YML061C,P-P,0.5567550812073487
YKR085C,YML091C,P-P,0.23305657226281107
YKR085C,YML104C,P-P,0.27078919406833923
YKR085C,YMR060C,P-P,0.4115530636525169
YKR085C,YMR072W,P-P,0.18175261241118962
YKR085C,YMR134W,P-P,0.48029995240564605
YKR085C,YNL026W,P-P,0.3058066033347237
YKR085C,YNL055C,P-P,0.3462954785986129
YKR085C,YNL066W,P-P,0.23472143688895025
YKR085C,YNL070W,P-P,0.6485312499339317
YKR085C,YOL076W,P-P,0.5823433439633345
YKR085C,YOR037W,P-P,0.5930557113521561
YKR085C,YOR147W,P-P,0.5942492408418217
YKR085C,YOR211C,P-P,0.10019579807855465
YKR085C,YPL098C,P-P,0.3562827351649155
YKR085C,YPR083W,P-P,0.10345410839672152
YKR085C,YPR140W,P-P,0.3302883409190082
YLL013C,YLR190W,P-P,0.48240512250191986
YLL013C,YLR304C,P-P,0.47811032031280654
YLL013C,YML061C,P-P,0.42294046654781225
YLL013C,YML091C,P-P,0.15471660081610222
YLL013C,YML104C,P-P,0.5594483997149681
YLL013C,YMR060C,P-P,0.4715195086096503
YLL013C,YMR072W,P-P,0.258783430297549
YLL013C,YMR134W,P-P,0.355064803500343
YLL013C,YNL026W,P-P,0.5372756953557777
YLL013C,YNL055C,P-P,0.3126001377898447
YLL013C,YNL066W,P-P,0.17018425325350714
YLL013C,YNL070W,P-P,0.4018219955107287
YLL013C,YOL076W,P-P,0.6033464182057824
YLL013C,YOR037W,P-P,0.3343817801758681
YLL013C,YOR147W,P-P,0.4294017007067518
YLL013C,YOR211C,P-P,0.14642298497709777
YLL013C,YPL098C,P-P,0.5599563951986807
YLL013C,YPR083W,P-P,0.3471079143947118
YLL013C,YPR140W,P-P,0.3302019498827654
YLR190W,YLR304C,P-P,0.2568889049275678
YLR190W,YML061C,P-P,0.48576059100222113
YLR190W,YML091C,P-P,0.18596622563057316
YLR190W,YML104C,P-P,0.3874620914412991
YLR190W,YMR060C,P-P,0.5194992291799387
YLR190W,YMR072W,P-P,0.05703921959219334
YLR190W,YMR134W,P-P,0.4661845027635732
YLR190W,YNL026W,P-P,0.4824714723221011
YLR190W,YNL055C,P-P,0.308195534872827
YLR190W,YNL066W,P-P,0.11953418094059448
YLR190W,YNL070W,P-P,0.3934608668329505
YLR190W,YOL076W,P-P,0.533410906099086
YLR190W,YOR037W,P-P,0.311292407415866
YLR190W,YOR147W,P-P,0.5306012283293738
YLR190W,YOR211C,P-P,0.22283947546607696
YLR190W,YPL098C,P-P,0.4085542884671337
YLR190W,YPR083W,P-P,0.35561260286776153
YLR190W,YPR140W,P-P,0.4175642592782445
YLR304C,YML061C,P-P,0.520999361879836
YLR304C,YML091C,P-P,0.323285898274932
YLR304C,YML104C,P-P,0.6517779723241474
YLR304C,YMR060C,P-P,0.45665335393770184
YLR304C,YMR072W,P-P,0.5977103323114483
YLR304C,YMR134W,P-P,0.4706427024272034
YLR304C,YNL026W,P-P,0.689970770452553
YLR304C,YNL055C,P-P,0.6604895784155752
YLR304C,YNL066W,P-P,0.5396085287055133
YLR304C,YNL070W,P-P,0.36398484351393134
YLR304C,YOL076W,P-P,0.5005773732216006
YLR304C,YOR037W,P-P,0.4806146873310843
YLR304C,YOR147W,P-P,0.5038439321577424
YLR304C,YOR211C,P-P,0.3566648231249688
YLR304C,YPL098C,P-P,0.46951370147435806
YLR304C,YPR083W,P-P,0.41538022259781926
YLR304C,YPR140W,P-P,0.3452728959145645
YML061C,YML091C,P-P,0.1654947941098619
YML061C,YML104C,P-P,0.5250591358338533
YML061C,YMR060C,P-P,0.640663948433318
YML061C,YMR072W,P-P,0.3390946938426675
YML061C,YMR134W,P-P,0.30021637584581745
YML061C,YNL026W,P-P,0.5846001670903886
YML061C,YNL055C,P-P,0.46498991792523264
YML061C,YNL066W,P-P,0.27269288050353135
YML061C,YNL070W,P-P,0.4040004056248445
YML061C,YOL076W,P-P,0.7642869211774861
YML061C,YOR037W,P-P,0.1888608468684971
YML061C,YOR147W,P-P,0.3676711029916638
YML061C,YOR211C,P-P,0.08672185876492398
YML061C,YPL098C,P-P,0.4182910146768525
YML061C,YPR083W,P-P,0.06573963280252983
YML061C,YPR140W,P-P,0.27865293438241656
YML091C,YML104C,P-P,0.24519804273675994
YML091C,YMR060C,P-P,0.09805578863544502
YML091C,YMR072W,P-P,0.1594183854652041
YML091C,YMR134W,P-P,0.023088914151601563
YML091C,YNL026W,P-P,0.29620900964526475
YML091C,YNL055C,P-P,0.2052843146005308
YML091C,YNL066W,P-P,0.10514861035449125
YML091C,YNL070W,P-P,-0.024722880215432896
YML091C,YOL076W,P-P,0.18444431566701666
YML091C,YOR037W,P-P,0.21919630556023198
YML091C,YOR147W,P-P,0.44133301017595866
YML091C,YOR211C,P-P,0.4342402795207236
YML091C,YPL098C,P-P,0.3971500141938196
YML091C,YPR083W,P-P,0.2453747445306351
YML091C,YPR140W,P-P,0.27246056491566933
YML104C,YMR060C,P-P,0.39576874192560785
YML104C,YMR072W,P-P,0.5866484347187222
YML104C,YMR134W,P-P,0.14630434332461834
YML104C,YNL026W,P-P,0.5573624764957653
YML104C,YNL055C,P-P,0.4290058814707363
YML104C,YNL066W,P-P,0.3783320316419322
YML104C,YNL070W,P-P,0.4033548712157588
YML104C,YOL076W,P-P,0.65830701025299
YML104C,YOR037W,P-P,0.18783209420675995
YML104C,YOR147W,P-P,0.3703809250852244
YML104C,YOR211C,P-P,0.1438185828797441
YML104C,YPL098C,P-P,0.4218859106857994
YML104C,YPR083W,P-P,0.4250409767381293
YML104C,YPR140W,P-P,0.35325453095047993
YMR060C,YMR072W,P-P,0.33751494603593485
YMR060C,YMR134W,P-P,0.3605861483946646
YMR060C,YNL026W,P-P,0.38840924371126206
YMR060C,YNL055C,P-P,0.17464479468392652
YMR060C,YNL066W,P-P,0.028661262314745962
YMR060C,YNL070W,P-P,0.15079262791969322
YMR060C,YOL076W,P-P,0.5253106958744653
YMR060C,YOR037W,P-P,0.31531916389486403
YMR060C,YOR147W,P-P,0.49230984044200804
YMR060C,YOR211C,P-P,-0.1637061456527095
YMR060C,YPL098C,P-P,0.35297125972196874
YMR060C,YPR083W,P-P,0.09922438968294042
YMR060C,YPR140W,P-P,0.3761499831583591
YMR072W,YMR134W,P-P,0.09611514460375722
YMR072W,YNL026W,P-P,0.3410529012019157
YMR072W,YNL055C,P-P,0.6122395007271694
YMR072W,YNL066W,P-P,0.2285655835445504
YMR072W,YNL070W,P-P,0.35460148797978186
YMR072W,YOL076W,P-P,0.37546839203118226
YMR072W,YOR037W,P-P,0.2628583581935539
YMR072W,YOR147W,P-P,0.3916266401711325
YMR072W,YOR211C,P-P,0.2937011163084921
YMR072W,YPL098C,P-P,0.4681371936450033
YMR072W,YPR083W,P-P,0.6052405226936964
