Gene A,Gene B,Type,Correlation
YDL006W,YMR072W,P-P,0.576651842316475
YDL006W,YMR134W,P-P,0.0878959851760204
YDL006W,YNL026W,P-P,0.45832087174759917
YDL006W,YNL055C,P-P,0.3590923047397293
YDL006W,YNL066W,P-P,0.4895506770398716
YDL006W,YNL070W,P-P,0.32631018734216277
YDL006W,YOL076W,P-P,0.2428260552203784
YDL006W,YOR037W,P-P,0.4353625118102004
YDL006W,YOR147W,P-P,0.46794576108046976
YDL006W,YOR211C,P-P,0.45243722598267067
YDL006W,YPL098C,P-P,0.5542242412465175
YDL006W,YPR083W,P-P,0.39423107226495524
YDL006W,YPR140W,P-P,0.23792961583532907
YDL198C,YDR150W,P-P,0.5705082564522503
YDL198C,YDR219C,P-P,0.4293560237922903
YDL198C,YFL036W,P-P,0.20691768387392198
YDL198C,YGR101W,P-P,0.6529460240806203
YDL198C,YGR144W,P-P,0.2445525519327197
YDL198C,YHR120W,P-P,0.37326072485164014
YDL198C,YIL065C,P-P,0.352987482815235
YDL198C,YJL063C,P-P,0.5210006660654327
YDL198C,YJL116C,P-P,0.4431832681447973
YDL198C,YJR144W,P-P,0.454665810731698
YDL198C,YKR085C,P-P,0.47795382692118316
YDL198C,YLL013C,P-P,0.5153126258022979
YDL198C,YLR190W,P-P,0.6872083242435117
YDL198C,YLR304C,P-P,0.5072108640327784
YDL198C,YML061C,P-P,0.5225236881845717
YDL198C,YML091C,P-P,0.6176747278513854
YDL198C,YML104C,P-P,0.3299058677324011
YDL198C,YMR060C,P-P,0.6702501801084132
YDL198C,YMR072W,P-P,0.7674463334447692
YDL198C,YMR134W,P-P,0.4150293682262462
YDL198C,YNL026W,P-P,0.5611200834350568
YDL198C,YNL055C,P-P,0.21394560369255075
YDL198C,YNL066W,P-P,0.27339862730862113
YDL198C,YNL070W,P-P,0.5810117423389572
YDL198C,YOL076W,P-P,0.4922059306171795
YDL198C,YOR037W,P-P,0.5352950546806323
YDL198C,YOR147W,P-P,0.707936667973423
YDL198C,YOR211C,P-P,0.3411558146770331
YDL198C,YPL098C,P-P,0.5342715712908739
YDL198C,YPR083W,P-P,0.33270206587975676
YDL198C,YPR140W,P-P,0.43004950962427335
YDR150W,YDR219C,P-P,0.39322763394230925
YDR150W,YFL036W,P-P,0.3182359556390632
YDR150W,YGR101W,P-P,0.5846260964388824
YDR150W,YGR144W,P-P,0.3191417957567295
YDR150W,YHR120W,P-P,0.36706286053569065
YDR150W,YIL065C,P-P,0.2899813607447319
YDR150W,YJL063C,P-P,0.17575535976968515
YDR150W,YJL116C,P-P,0.28098520186933895
YDR150W,YJR144W,P-P,0.411832020088123
YDR150W,YKR085C,P-P,0.37284763558882034
YDR150W,YLL013C,P-P,0.5884841952653473
YDR150W,YLR190W,P-P,0.3134969897116631
YDR150W,YLR304C,P-P,0.17473475433164237
YDR150W,YML061C,P-P,0.2912907046470674
YDR150W,YML091C,P-P,0.3373478537258704
YDR150W,YML104C,P-P,0.4233385036512599
YDR150W,YMR060C,P-P,0.18693452365262014
YDR150W,YMR072W,P-P,0.5927843223476881
YDR150W,YMR134W,P-P,0.10918592573910571
YDR150W,YNL026W,P-P,0.420472154108071
YDR150W,YNL055C,P-P,0.092266249447969
YDR150W,YNL066W,P-P,0.24882358068279106
YDR150W,YNL070W,P-P,0.42860595559464515
YDR150W,YOL076W,P-P,0.5328572690860153
YDR150W,YOR037W,P-P,0.36159817881183515
YDR150W,YOR147W,P-P,0.6258336664403547
YDR150W,YOR211C,P-P,0.3794608476219746
YDR150W,YPL098C,P-P,0.4031192413204577
YDR150W,YPR083W,P-P,0.3587726194896891
YDR150W,YPR140W,P-P,0.3356086304634354
YDR219C,YFL036W,P-P,0.26294520452585995
YDR219C,YGR101W,P-P,0.49873995267418214
YDR219C,YGR144W,P-P,0.44183295725951405
YDR219C,YHR120W,P-P,0.4586650551752441
YDR219C,YIL065C,P-P,0.5933023879491394
YDR219C,YJL063C,P-P,0.17608241347986894
YDR219C,YJL116C,P-P,0.5132527973590596
YDR219C,YJR144W,P-P,0.42727102771981784
YDR219C,YKR085C,P-P,0.304057937720858
YDR219C,YLL013C,P-P,0.22838112404390312
YDR219C,YLR190W,P-P,0.4653379647795576
YDR219C,YLR304C,P-P,0.3441616176659746
YDR219C,YML061C,P-P,0.6407323293510275
YDR219C,YML091C,P-P,-0.025204819117101387
YDR219C,YML104C,P-P,0.4685030806479848
YDR219C,YMR060C,P-P,0.4183746174218464
YDR219C,YMR072W,P-P,0.4334500887024841
YDR219C,YMR134W,P-P,0.08110890638641884
YDR219C,YNL026W,P-P,0.3909005088417859
YDR219C,YNL055C,P-P,0.44001127560105124
YDR219C,YNL066W,P-P,-0.0035094034690795178
YDR219C,YNL070W,P-P,0.3439420028615314
YDR219C,YOL076W,P-P,0.3519848176831454
YDR219C,YOR037W,P-P,0.5235560090576435
YDR219C,YOR147W,P-P,0.5189956665961822
YDR219C,YOR211C,P-P,0.6284489431437389
YDR219C,YPL098C,P-P,0.42232600669771975
YDR219C,YPR083W,P-P,0.47943303138892607
YDR219C,YPR140W,P-P,0.2686265821154347
YFL036W,YGR101W,P-P,0.511452564601027
YFL036W,YGR144W,P-P,0.5183584244297152
YFL036W,YHR120W,P-P,0.10012542471787951
YFL036W,YIL065C,P-P,0.13468216650506887
YFL036W,YJL063C,P-P,0.3664530976347626
YFL036W,YJL116C,P-P,0.4386449484995196
YFL036W,YJR144W,P-P,0.4271191015718054
YFL036W,YKR085C,P-P,0.41671790288297106
YFL036W,YLL013C,P-P,0.31531414302248967
YFL036W,YLR190W,P-P,0.2204617519815713
YFL036W,YLR304C,P-P,0.010717098133669826
YFL036W,YML061C,P-P,0.39157801187793756
YFL036W,YML091C,P-P,0.10186887581235224
YFL036W,YML104C,P-P,0.3510152902805377
YFL036W,YMR060C,P-P,0.1427177361050809
YFL036W,YMR072W,P-P,0.15285839103468685
YFL036W,YMR134W,P-P,0.14073153262209573
YFL036W,YNL026W,P-P,0.2330381278179853
YFL036W,YNL055C,P-P,0.13969075079018017
YFL036W,YNL066W,P-P,-0.032369863144242846
YFL036W,YNL070W,P-P,0.3453090632258174
YFL036W,YOL076W,P-P,0.4549577487782208
YFL036W,YOR037W,P-P,0.26119748654069946
YFL036W,YOR147W,P-P,0.32451607486307854
YFL036W,YOR211C,P-P,0.3652406751383579
YFL036W,YPL098C,P-P,0.3819373275706301
YFL036W,YPR083W,P-P,0.37575644941469977
YFL036W,YPR140W,P-P,0.18131570729554744
YGR101W,YGR144W,P-P,0.47739139989249696
YGR101W,YHR120W,P-P,0.45850885526206736
YGR101W,YIL065C,P-P,0.389445576425613
YGR101W,YJL063C,P-P,0.5997584119049518
YGR101W,YJL116C,P-P,0.5105988254816308
YGR101W,YJR144W,P-P,0.4228278922141849
YGR101W,YKR085C,P-P,0.5816643515837878
YGR101W,YLL013C,P-P,0.6154020925945665
YGR101W,YLR190W,P-P,0.6078296090756389
YGR101W,YLR304C,P-P,0.5170172404855388
YGR101W,YML061C,P-P,0.7030702712478315
YGR101W,YML091C,P-P,0.42818705943335045
YGR101W,YML104C,P-P,0.6477818274854936
YGR101W,YMR060C,P-P,0.3959374073601786
YGR101W,YMR072W,P-P,0.5251991345946508
YGR101W,YMR134W,P-P,0.22645789815660655
YGR101W,YNL026W,P-P,0.4798562945862084
YGR101W,YNL055C,P-P,0.33635178927573595
YGR101W,YNL066W,P-P,0.5394558947566347
YGR101W,YNL070W,P-P,0.6051481907879471
YGR101W,YOL076W,P-P,0.4788132762436057
YGR101W,YOR037W,P-P,0.5552055319561118
YGR101W,YOR147W,P-P,0.6845822502029326
YGR101W,YOR211C,P-P,0.5579373121117476
YGR101W,YPL098C,P-P,0.6299743016236101
YGR101W,YPR083W,P-P,0.2972679838546453
YGR101W,YPR140W,P-P,0.4196614002817075
YGR144W,YHR120W,P-P,0.18199595178103364
YGR144W,YIL065C,P-P,0.44599353815571946
YGR144W,YJL063C,P-P,0.1831604291741806
YGR144W,YJL116C,P-P,0.43088722794348094
YGR144W,YJR144W,P-P,0.3499238941239379
YGR144W,YKR085C,P-P,0.3184280264733044
YGR144W,YLL013C,P-P,0.26801959818152304
YGR144W,YLR190W,P-P,0.28950107906331796
YGR144W,YLR304C,P-P,0.11616627671818337
YGR144W,YML061C,P-P,0.22710574746496465
YGR144W,YML091C,P-P,-0.2693094478160936
YGR144W,YML104C,P-P,0.47567808349512286
YGR144W,YMR060C,P-P,0.47115898621357993
YGR144W,YMR072W,P-P,0.26249809949146025
YGR144W,YMR134W,P-P,0.2284641521281516
YGR144W,YNL026W,P-P,0.39033670856663616
YGR144W,YNL055C,P-P,0.40295077722134676
YGR144W,YNL066W,P-P,0.24094422189977574
YGR144W,YNL070W,P-P,0.28079307788440694
YGR144W,YOL076W,P-P,0.3723800015707296
YGR144W,YOR037W,P-P,0.33560971247603916
YGR144W,YOR147W,P-P,0.5686936486736516
YGR144W,YOR211C,P-P,0.4691012590721929
YGR144W,YPL098C,P-P,0.4044909170935041
YGR144W,YPR083W,P-P,0.4382406337602384
YGR144W,YPR140W,P-P,0.6951346274239563
YHR120W,YIL065C,P-P,0.5141868976946937
YHR120W,YJL063C,P-P,0.1955849169217708
YHR120W,YJL116C,P-P,0.034977772665076665
YHR120W,YJR144W,P-P,0.10302002252220328
YHR120W,YKR085C,P-P,0.3096155507198794
YHR120W,YLL013C,P-P,0.1717534647201238
YHR120W,YLR190W,P-P,0.16558434985135387
YHR120W,YLR304C,P-P,0.3601345240576582
YHR120W,YML061C,P-P,0.3152806275885757
YHR120W,YML091C,P-P,-0.04233943517770258
YHR120W,YML104C,P-P,0.37544221849401316
YHR120W,YMR060C,P-P,0.4686588252184518
YHR120W,YMR072W,P-P,0.4059305243264103
YHR120W,YMR134W,P-P,-0.01961364581327718
YHR120W,YNL026W,P-P,0.3965100294006145
YHR120W,YNL055C,P-P,0.1561152120911778
YHR120W,YNL066W,P-P,0.09439528640728607
YHR120W,YNL070W,P-P,0.4913867589219042
YHR120W,YOL076W,P-P,0.24803171183681058
YHR120W,YOR037W,P-P,0.26739410359716287
YHR120W,YOR147W,P-P,0.3381129963274182
YHR120W,YOR211C,P-P,0.2971095051241893
YHR120W,YPL098C,P-P,0.4684201025635875
YHR120W,YPR083W,P-P,0.12220629915345041
YHR120W,YPR140W,P-P,0.2185986964844439
YIL065C,YJL063C,P-P,0.19834901907875363
YIL065C,YJL116C,P-P,0.5003675091031845
YIL065C,YJR144W,P-P,0.2028479772807719
YIL065C,YKR085C,P-P,0.2937419453540045
YIL065C,YLL013C,P-P,0.16378354439808326
YIL065C,YLR190W,P-P,0.3696681015556554
YIL065C,YLR304C,P-P,0.46173211750565074
YIL065C,YML061C,P-P,0.4364301449557747
YIL065C,YML091C,P-P,-0.17211244144659174
YIL065C,YML104C,P-P,0.4331704327647754
YIL065C,YMR060C,P-P,0.4799299295271426
YIL065C,YMR072W,P-P,0.3381569796421589
YIL065C,YMR134W,P-P,0.0957749826721625
YIL065C,YNL026W,P-P,0.29218413433978496
YIL065C,YNL055C,P-P,0.29286480068090226
YIL065C,YNL066W,P-P,-0.02461431105878363
YIL065C,YNL070W,P-P,0.571798389029858
YIL065C,YOL076W,P-P,0.45989063777761646
YIL065C,YOR037W,P-P,0.4807053603964608
YIL065C,YOR147W,P-P,0.5014607056250155
YIL065C,YOR211C,P-P,0.37582697875156496
YIL065C,YPL098C,P-P,0.27938536244575235
YIL065C,YPR083W,P-P,0.1326305219425778
YIL065C,YPR140W,P-P,0.4048064146327316
YJL063C,YJL116C,P-P,0.40804497786661853
YJL063C,YJR144W,P-P,0.1473885101755811
YJL063C,YKR085C,P-P,0.34374078371680883
YJL063C,YLL013C,P-P,0.4074400739178282
YJL063C,YLR190W,P-P,0.45318456559866416
YJL063C,YLR304C,P-P,0.4578531170403328
YJL063C,YML061C,P-P,0.5305367633761914
YJL063C,YML091C,P-P,0.445440588663908
YJL063C,YML104C,P-P,0.16115204881967132
YJL063C,YMR060C,P-P,0.3946753101156841
YJL063C,YMR072W,P-P,0.38025365585424503
YJL063C,YMR134W,P-P,0.18728599929085596
YJL063C,YNL026W,P-P,0.518949451262727
YJL063C,YNL055C,P-P,0.05944119762266316
YJL063C,YNL066W,P-P,0.14474380628987418
YJL063C,YNL070W,P-P,0.39498133085914455
YJL063C,YOL076W,P-P,0.2153161098243892
YJL063C,YOR037W,P-P,0.5488278637890948
YJL063C,YOR147W,P-P,0.38292657301098754
YJL063C,YOR211C,P-P,0.21257713961436517
YJL063C,YPL098C,P-P,0.43935382067501605
YJL063C,YPR083W,P-P,-0.004231589105419783
YJL063C,YPR140W,P-P,0.27482469055422554
YJL116C,YJR144W,P-P,0.45837896285909535
YJL116C,YKR085C,P-P,0.43583206777687644
YJL116C,YLL013C,P-P,0.1893826797070461
YJL116C,YLR190W,P-P,0.476227687285114
YJL116C,YLR304C,P-P,0.34714024979448627
YJL116C,YML061C,P-P,0.5315502471448192
YJL116C,YML091C,P-P,0.26562971070138547
YJL116C,YML104C,P-P,0.47715390047545714
YJL116C,YMR060C,P-P,0.4202840255683395
YJL116C,YMR072W,P-P,0.34035856149256205
YJL116C,YMR134W,P-P,0.4666197772711699
YJL116C,YNL026W,P-P,0.3589359202831321
YJL116C,YNL055C,P-P,0.2408833623653991
YJL116C,YNL066W,P-P,0.08218168470873681
YJL116C,YNL070W,P-P,0.29268561804457444
YJL116C,YOL076W,P-P,0.23721373420014713
YJL116C,YOR037W,P-P,0.4394715627662887
YJL116C,YOR147W,P-P,0.5439618454611691
YJL116C,YOR211C,P-P,0.18820153468302026
YJL116C,YPL098C,P-P,0.39632062103317695
YJL116C,YPR083W,P-P,0.3771971793315304
YJL116C,YPR140W,P-P,0.5025214608818385
YJR144W,YKR085C,P-P,0.4157421785126132
YJR144W,YLL013C,P-P,0.44059635761824145
YJR144W,YLR190W,P-P,0.379302693500546
YJR144W,YLR304C,P-P,0.11416200647054428
YJR144W,YML061C,P-P,0.3557290282343178
YJR144W,YML091C,P-P,0.2993917719779585
YJR144W,YML104C,P-P,0.5050024899446793
YJR144W,YMR060C,P-P,0.31213894108197127
YJR144W,YMR072W,P-P,0.44889394520471204
YJR144W,YMR134W,P-P,0.3143516767772271
YJR144W,YNL026W,P-P,0.48744899163267186
YJR144W,YNL055C,P-P,0.16781092260797317
YJR144W,YNL066W,P-P,0.36241482373770495
YJR144W,YNL070W,P-P,0.08461135383900502
YJR144W,YOL076W,P-P,0.32658632813201366
YJR144W,YOR037W,P-P,0.33142745575755395
YJR144W,YOR147W,P-P,0.3940090445342286
YJR144W,YOR211C,P-P,0.3401100393318727
YJR144W,YPL098C,P-P,0.5279666353162171
YJR144W,YPR083W,P-P,0.5117243779588326
YJR144W,YPR140W,P-P,0.3981448128886972
YKR085C,YLL013C,P-P,0.31082250793419347
YKR085C,YLR190W,P-P,0.4964283971781469
YKR085C,YLR304C,P-P,0.39693498434389096
YKR085C,YML061C,P-P,0.5928490387650835
YKR085C,YML091C,P-P,0.29963223931665106
YKR085C,YML104C,P-P,0.5779051399179391
YKR085C,YMR060C,P-P,0.3987780273131685
YKR085C,YMR072W,P-P,0.28738026012773443
YKR085C,YMR134W,P-P,0.3053394326765361
YKR085C,YNL026W,P-P,0.6012367715520166
YKR085C,YNL055C,P-P,0.2540011054591239
YKR085C,YNL066W,P-P,0.5711704628313293
YKR085C,YNL070W,P-P,0.3018723580690246
YKR085C,YOL076W,P-P,0.5457392825657161
YKR085C,YOR037W,P-P,0.35973493187979944
YKR085C,YOR147W,P-P,0.530536257745398
YKR085C,YOR211C,P-P,0.31712410706564376
YKR085C,YPL098C,P-P,0.7539446172453411
YKR085C,YPR083W,P-P,0.5613058497376905
YKR085C,YPR140W,P-P,0.399529983736177
YLL013C,YLR190W,P-P,0.4681878800200003
YLL013C,YLR304C,P-P,0.33794207437016854
YLL013C,YML061C,P-P,0.2905066193158531
YLL013C,YML091C,P-P,0.3912133257468779
YLL013C,YML104C,P-P,0.4813863175951274
YLL013C,YMR060C,P-P,0.08555832094260643
YLL013C,YMR072W,P-P,0.3369900029397098
YLL013C,YMR134W,P-P,0.13931956291424183
YLL013C,YNL026W,P-P,0.25909128141383353
YLL013C,YNL055C,P-P,0.03931257202271955
YLL013C,YNL066W,P-P,0.39576717666645783
YLL013C,YNL070W,P-P,0.2969316496911614
YLL013C,YOL076W,P-P,0.16961352587174652
YLL013C,YOR037W,P-P,0.506250993767985
YLL013C,YOR147W,P-P,0.4381322337673173
YLL013C,YOR211C,P-P,0.22045257835233234
YLL013C,YPL098C,P-P,0.32129059601600357
YLL013C,YPR083W,P-P,0.07831460404661861
YLL013C,YPR140W,P-P,0.2050113902813968
YLR190W,YLR304C,P-P,0.6525725539644934
YLR190W,YML061C,P-P,0.6591050442369693
YLR190W,YML091C,P-P,0.35480655220662216
YLR190W,YML104C,P-P,0.6246266795958914
YLR190W,YMR060C,P-P,0.42467342596612057
YLR190W,YMR072W,P-P,0.5211604469856607
YLR190W,YMR134W,P-P,0.2543372594526349
YLR190W,YNL026W,P-P,0.25350476396762045
YLR190W,YNL055C,P-P,0.507496687740857
YLR190W,YNL066W,P-P,0.3671935950589154
YLR190W,YNL070W,P-P,0.5276779152990482
YLR190W,YOL076W,P-P,0.4054065270967456
YLR190W,YOR037W,P-P,0.6946161214590459
YLR190W,YOR147W,P-P,0.48897235906747
YLR190W,YOR211C,P-P,0.41771078034104425
YLR190W,YPL098C,P-P,0.6452644568865401
YLR190W,YPR083W,P-P,0.3073848606369801
YLR190W,YPR140W,P-P,0.5609622637191536
YLR304C,YML061C,P-P,0.42015987306631813
YLR304C,YML091C,P-P,0.3801369313676203
YLR304C,YML104C,P-P,0.45167454932987067
YLR304C,YMR060C,P-P,0.4729859019485006
YLR304C,YMR072W,P-P,0.5140665804926297
YLR304C,YMR134W,P-P,0.3046976333516625
YLR304C,YNL026W,P-P,0.36788180139662857
YLR304C,YNL055C,P-P,0.34403885698391823
YLR304C,YNL066W,P-P,0.24899419183923172
YLR304C,YNL070W,P-P,0.5942357048930766
YLR304C,YOL076W,P-P,0.29738661403148253
YLR304C,YOR037W,P-P,0.6698279166531925
YLR304C,YOR147W,P-P,0.5127766701702761
YLR304C,YOR211C,P-P,0.19860710758634506
YLR304C,YPL098C,P-P,0.4439109769089381
YLR304C,YPR083W,P-P,-0.17077736044319827
YLR304C,YPR140W,P-P,0.44068713353023037
YML061C,YML091C,P-P,0.30346741839755154
YML061C,YML104C,P-P,0.49290031120421784
YML061C,YMR060C,P-P,0.31851957402929587
YML061C,YMR072W,P-P,0.25529018607028137
YML061C,YMR134W,P-P,0.09655751294350574
YML061C,YNL026W,P-P,0.4373248739270329
YML061C,YNL055C,P-P,0.42083671198742084
YML061C,YNL066W,P-P,0.29702429488786053
YML061C,YNL070W,P-P,0.4210877579670583
YML061C,YOL076W,P-P,0.38884974694241087
YML061C,YOR037W,P-P,0.5029235996936701
YML061C,YOR147W,P-P,0.40606426212263746
YML061C,YOR211C,P-P,0.5383957392043426
YML061C,YPL098C,P-P,0.5798397396400852
YML061C,YPR083W,P-P,0.5247343717311841
YML061C,YPR140W,P-P,0.22602177279457442
YML091C,YML104C,P-P,0.12192250712837982
YML091C,YMR060C,P-P,0.15921722127771806
YML091C,YMR072W,P-P,0.48839811772437175
YML091C,YMR134W,P-P,0.30533607479074876
YML091C,YNL026W,P-P,0.3624726238591234
YML091C,YNL055C,P-P,-0.22066023368436072
YML091C,YNL066W,P-P,0.23829121795599376
YML091C,YNL070W,P-P,0.12038244617795199
YML091C,YOL076W,P-P,0.21077537110127104
YML091C,YOR037W,P-P,0.31314107199250096
YML091C,YOR147W,P-P,0.36071672392701165
YML091C,YOR211C,P-P,-0.02962344300105809
YML091C,YPL098C,P-P,0.25553884731506527
YML091C,YPR083W,P-P,0.07217878177546747
YML091C,YPR140W,P-P,0.02598151943498
YML104C,YMR060C,P-P,0.21886745442921793
YML104C,YMR072W,P-P,0.4130365655586188
YML104C,YMR134W,P-P,0.10571755165588542
YML104C,YNL026W,P-P,0.26973381259566176
YML104C,YNL055C,P-P,0.46103601688627666
YML104C,YNL066W,P-P,0.5377379759799191
YML104C,YNL070W,P-P,0.29021659993094345
YML104C,YOL076W,P-P,0.3503943960632934
YML104C,YOR037W,P-P,0.45535162646682575
YML104C,YOR147W,P-P,0.4891104116037546
YML104C,YOR211C,P-P,0.4661684271289184
YML104C,YPL098C,P-P,0.6532388306238274
YML104C,YPR083W,P-P,0.3904091302538606
YML104C,YPR140W,P-P,0.5763498202019642
YMR060C,YMR072W,P-P,0.478449134965418
YMR060C,YMR134W,P-P,0.43170224664568396
YMR060C,YNL026W,P-P,0.6038648985168261
YMR060C,YNL055C,P-P,0.1549655300000584
YMR060C,YNL066W,P-P,0.1836430777749784
YMR060C,YNL070W,P-P,0.3971103029254163
YMR060C,YOL076W,P-P,0.3073517314011656
YMR060C,YOR037W,P-P,0.394710222571939
YMR060C,YOR147W,P-P,0.6352064454726583
YMR060C,YOR211C,P-P,0.25081464829325556
YMR060C,YPL098C,P-P,0.6034739440107755
YMR060C,YPR083W,P-P,0.31441676832824605
YMR060C,YPR140W,P-P,0.6087826881462504
YMR072W,YMR134W,P-P,0.23645184050241042
YMR072W,YNL026W,P-P,0.5201334100522409
YMR072W,YNL055C,P-P,0.32011374863726205
YMR072W,YNL066W,P-P,0.1415655387393129
YMR072W,YNL070W,P-P,0.526782274049766
YMR072W,YOL076W,P-P,0.5785569283031571
YMR072W,YOR037W,P-P,0.5314912630351182
YMR072W,YOR147W,P-P,0.6413218713435221
YMR072W,YOR211C,P-P,0.44788904766573895
YMR072W,YPL098C,P-P,0.4431626793629591
YMR072W,YPR083W,P-P,0.15619746365305975
