Gene A,Gene B,Type,Correlation
YDL006W,YGR144W,P-P,0.678304026689403
YDL006W,YHR120W,P-P,0.29390634273364613
YDL006W,YIL065C,P-P,0.6972142131326311
YDL006W,YJL063C,P-P,0.45299782450272885
YDL006W,YJL116C,P-P,0.42148410149950905
YDL006W,YJR144W,P-P,0.4391254438057879
YDL006W,YKR085C,P-P,0.5561687656026963
YDL006W,YLL013C,P-P,0.5457765521798729
YDL006W,YLR190W,P-P,0.5452690438824678
YDL006W,YLR304C,P-P,0.37325298082756464
YDL006W,YML061C,P-P,0.6467570976264899
YDL006W,YML091C,P-P,0.22096167262032448
YDL006W,YML104C,P-P,0.5045746996531139
YDL006W,YMR060C,P-P,0.47066828321150916
YDL006W,YMR072W,P-P,0.5910529013912081
YDL006W,YMR134W,P-P,0.2310910872700849
YDL006W,YNL026W,P-P,0.39800912315900155
YDL006W,YNL055C,P-P,0.39505460509451623
YDL006W,YNL066W,P-P,0.5675441387398934
YDL006W,YNL070W,P-P,0.42572026362584664
YDL006W,YOL076W,P-P,0.36002839786197305
YDL006W,YOR037W,P-P,0.26238745288189713
YDL006W,YOR147W,P-P,0.381480778149708
YDL006W,YOR211C,P-P,0.6981550188971137
YDL006W,YPL098C,P-P,0.49226427939401035
YDL006W,YPR083W,P-P,0.4158276603123237
YDL006W,YPR140W,P-P,0.3247150780537134
YDL198C,YDR150W,P-P,0.43502224022093383
YDL198C,YDR219C,P-P,0.6190032898827251
YDL198C,YFL036W,P-P,0.537600915974567
YDL198C,YGR101W,P-P,0.49301268310419644
YDL198C,YGR144W,P-P,0.3768130608151307
YDL198C,YHR120W,P-P,0.12343862301201776
YDL198C,YIL065C,P-P,0.6565363795834461
YDL198C,YJL063C,P-P,0.3234891733487427
YDL198C,YJL116C,P-P,0.5182901705715856
YDL198C,YJR144W,P-P,0.05272013720216829
YDL198C,YKR085C,P-P,0.6349753098204401
YDL198C,YLL013C,P-P,0.375052469497883
YDL198C,YLR190W,P-P,0.5141165827075869
YDL198C,YLR304C,P-P,0.31981939298654655
YDL198C,YML061C,P-P,0.3957654878045286
YDL198C,YML091C,P-P,0.3453585718834677
YDL198C,YML104C,P-P,0.5840092327784343
YDL198C,YMR060C,P-P,0.49332134355793805
YDL198C,YMR072W,P-P,0.6467641763531856
YDL198C,YMR134W,P-P,0.17900956431120083
YDL198C,YNL026W,P-P,0.6820318468619012
YDL198C,YNL055C,P-P,0.5498327860164993
YDL198C,YNL066W,P-P,0.547200290117635
YDL198C,YNL070W,P-P,0.3001918995742272
YDL198C,YOL076W,P-P,0.1827774596135003
YDL198C,YOR037W,P-P,0.2826546329875718
YDL198C,YOR147W,P-P,0.26749575192524705
YDL198C,YOR211C,P-P,0.5211105542234717
YDL198C,YPL098C,P-P,0.14094019824903223
YDL198C,YPR083W,P-P,0.2728118795611935
YDL198C,YPR140W,P-P,0.1925713800395284
YDR150W,YDR219C,P-P,0.5938380098339319
YDR150W,YFL036W,P-P,0.29443581888050746
YDR150W,YGR101W,P-P,0.3734246297554668
YDR150W,YGR144W,P-P,0.5227511460463944
YDR150W,YHR120W,P-P,0.0950756120661361
YDR150W,YIL065C,P-P,0.5746778148142092
YDR150W,YJL063C,P-P,0.24187396295332803
YDR150W,YJL116C,P-P,0.44301860372502827
YDR150W,YJR144W,P-P,0.34973512763502385
YDR150W,YKR085C,P-P,0.7659315617016361
YDR150W,YLL013C,P-P,0.28032168313935674
YDR150W,YLR190W,P-P,0.39324763036585925
YDR150W,YLR304C,P-P,0.15634379254812436
YDR150W,YML061C,P-P,0.33435156312275544
YDR150W,YML091C,P-P,0.27398901238347134
YDR150W,YML104C,P-P,0.4096504518515775
YDR150W,YMR060C,P-P,0.44786683651131237
YDR150W,YMR072W,P-P,0.523779076890839
YDR150W,YMR134W,P-P,0.07998061784412813
YDR150W,YNL026W,P-P,0.39368723687900864
YDR150W,YNL055C,P-P,0.26138447786797775
YDR150W,YNL066W,P-P,0.3766067917443249
YDR150W,YNL070W,P-P,0.564850188287417
YDR150W,YOL076W,P-P,0.13904692819863493
YDR150W,YOR037W,P-P,0.30086121556778506
YDR150W,YOR147W,P-P,-0.059129459615235025
YDR150W,YOR211C,P-P,0.5674147525609251
YDR150W,YPL098C,P-P,0.3185699713781455
YDR150W,YPR083W,P-P,0.28213072375824244
YDR150W,YPR140W,P-P,0.28119753895007527
YDR219C,YFL036W,P-P,0.5735978048772643
YDR219C,YGR101W,P-P,0.6244459325718953
YDR219C,YGR144W,P-P,0.6180021576322082
YDR219C,YHR120W,P-P,0.10021986033197988
YDR219C,YIL065C,P-P,0.5007924328158052
YDR219C,YJL063C,P-P,0.3830099865975397
YDR219C,YJL116C,P-P,0.4272050999449583
YDR219C,YJR144W,P-P,0.22867201243040164
YDR219C,YKR085C,P-P,0.6269305378581884
YDR219C,YLL013C,P-P,0.3045135327727753
YDR219C,YLR190W,P-P,0.31415722238055394
YDR219C,YLR304C,P-P,0.2825133865438815
YDR219C,YML061C,P-P,0.384353491482376
YDR219C,YML091C,P-P,0.45037030486987356
YDR219C,YML104C,P-P,0.4371917257378792
YDR219C,YMR060C,P-P,0.4331711771867113
YDR219C,YMR072W,P-P,0.5728943282127226
YDR219C,YMR134W,P-P,0.36235264385972343
YDR219C,YNL026W,P-P,0.6190890607179494
YDR219C,YNL055C,P-P,0.3648459576334854
YDR219C,YNL066W,P-P,0.3359281505511763
YDR219C,YNL070W,P-P,0.3780799471258327
YDR219C,YOL076W,P-P,0.006766293354208318
YDR219C,YOR037W,P-P,0.277949299510179
YDR219C,YOR147W,P-P,0.19393492279115535
YDR219C,YOR211C,P-P,0.5977909637355341
YDR219C,YPL098C,P-P,0.20940177102348
YDR219C,YPR083W,P-P,0.26169597733254224
YDR219C,YPR140W,P-P,-0.024203196537400076
YFL036W,YGR101W,P-P,0.39806774854330257
YFL036W,YGR144W,P-P,0.3715911044134134
YFL036W,YHR120W,P-P,-0.10006242801251579
YFL036W,YIL065C,P-P,0.5539739867887488
YFL036W,YJL063C,P-P,0.4413377035713229
YFL036W,YJL116C,P-P,0.41941900002930094
YFL036W,YJR144W,P-P,0.2155895493739988
YFL036W,YKR085C,P-P,0.3595532433269696
YFL036W,YLL013C,P-P,0.44257422540779406
YFL036W,YLR190W,P-P,0.5188307493923026
YFL036W,YLR304C,P-P,0.47992693517359997
YFL036W,YML061C,P-P,0.27947848070344844
YFL036W,YML091C,P-P,0.4364580922054929
YFL036W,YML104C,P-P,0.33971862391288604
YFL036W,YMR060C,P-P,0.4850877981654527
YFL036W,YMR072W,P-P,0.3055876074180591
YFL036W,YMR134W,P-P,0.4011917742383056
YFL036W,YNL026W,P-P,0.1767501608636679
YFL036W,YNL055C,P-P,0.6216426351209793
YFL036W,YNL066W,P-P,0.4301441732652468
YFL036W,YNL070W,P-P,0.24010750746297982
YFL036W,YOL076W,P-P,-0.08281546595503574
YFL036W,YOR037W,P-P,0.5630111854617293
YFL036W,YOR147W,P-P,0.09188054509892607
YFL036W,YOR211C,P-P,0.4117319315727453
YFL036W,YPL098C,P-P,0.14821223928150298
YFL036W,YPR083W,P-P,0.3245257387602937
YFL036W,YPR140W,P-P,0.15109720575765012
YGR101W,YGR144W,P-P,0.5219562191797992
YGR101W,YHR120W,P-P,0.5329281137711966
YGR101W,YIL065C,P-P,0.5450786691725145
YGR101W,YJL063C,P-P,0.4208201363361277
YGR101W,YJL116C,P-P,0.37003268960822505
YGR101W,YJR144W,P-P,0.43317684091825315
YGR101W,YKR085C,P-P,0.5445725444837756
YGR101W,YLL013C,P-P,0.5328004377116834
YGR101W,YLR190W,P-P,0.5547244477138421
YGR101W,YLR304C,P-P,0.36742067238818304
YGR101W,YML061C,P-P,0.6118955031836125
YGR101W,YML091C,P-P,0.41414891211857935
YGR101W,YML104C,P-P,0.35340481092777
YGR101W,YMR060C,P-P,0.3042329784362154
YGR101W,YMR072W,P-P,0.5481089754355761
YGR101W,YMR134W,P-P,0.5293973451768433
YGR101W,YNL026W,P-P,0.4174909196273455
YGR101W,YNL055C,P-P,0.40130784957901416
YGR101W,YNL066W,P-P,0.35547612730690453
YGR101W,YNL070W,P-P,0.4814658006183149
YGR101W,YOL076W,P-P,0.4378966521915688
YGR101W,YOR037W,P-P,-0.10909108807411715
YGR101W,YOR147W,P-P,0.30505827419786563
YGR101W,YOR211C,P-P,0.6257119306393493
YGR101W,YPL098C,P-P,0.3760345163975233
YGR101W,YPR083W,P-P,0.5815340882962157
YGR101W,YPR140W,P-P,0.342185049630993
YGR144W,YHR120W,P-P,0.27157044254905655
YGR144W,YIL065C,P-P,0.5645113151205386
YGR144W,YJL063C,P-P,0.3132575010177546
YGR144W,YJL116C,P-P,0.2768779977327202
YGR144W,YJR144W,P-P,0.37780100758630347
YGR144W,YKR085C,P-P,0.42057012565036617
YGR144W,YLL013C,P-P,0.24288175106860435
YGR144W,YLR190W,P-P,0.2864368599191882
YGR144W,YLR304C,P-P,0.2160665911377521
YGR144W,YML061C,P-P,0.5168630647831947
YGR144W,YML091C,P-P,0.2757226592651614
YGR144W,YML104C,P-P,0.5155281322964717
YGR144W,YMR060C,P-P,0.42762893207425434
YGR144W,YMR072W,P-P,0.46631275246099635
YGR144W,YMR134W,P-P,0.4252431136029864
YGR144W,YNL026W,P-P,0.43216624714735524
YGR144W,YNL055C,P-P,0.31624673898022326
YGR144W,YNL066W,P-P,0.3412410323122277
YGR144W,YNL070W,P-P,0.4438875493102282
YGR144W,YOL076W,P-P,0.3190122531073793
YGR144W,YOR037W,P-P,0.24661008497967674
YGR144W,YOR147W,P-P,0.15902221862187235
YGR144W,YOR211C,P-P,0.49390581342785866
YGR144W,YPL098C,P-P,0.5679267398795568
YGR144W,YPR083W,P-P,0.307171971441659
YGR144W,YPR140W,P-P,0.11192063400574073
YHR120W,YIL065C,P-P,0.18892958291758835
YHR120W,YJL063C,P-P,0.14437576675842628
YHR120W,YJL116C,P-P,0.23724679663125298
YHR120W,YJR144W,P-P,0.13971686928417007
YHR120W,YKR085C,P-P,0.2826184570689582
YHR120W,YLL013C,P-P,0.19256972195070124
YHR120W,YLR190W,P-P,0.11799440175758037
YHR120W,YLR304C,P-P,-0.12370902879710062
YHR120W,YML061C,P-P,0.5153508130222947
YHR120W,YML091C,P-P,0.009408497916566467
YHR120W,YML104C,P-P,0.10052177516920296
YHR120W,YMR060C,P-P,0.16959403999037295
YHR120W,YMR072W,P-P,0.4268487224695916
YHR120W,YMR134W,P-P,0.18615829034271905
YHR120W,YNL026W,P-P,0.10887560262506692
YHR120W,YNL055C,P-P,0.045222450529242876
YHR120W,YNL066W,P-P,0.23015230544098905
YHR120W,YNL070W,P-P,0.22414355546784107
YHR120W,YOL076W,P-P,0.5532486060358746
YHR120W,YOR037W,P-P,-0.3723885294962491
YHR120W,YOR147W,P-P,0.2827978519654835
YHR120W,YOR211C,P-P,0.11854475015056086
YHR120W,YPL098C,P-P,0.5079809798615499
YHR120W,YPR083W,P-P,0.3075359206710472
YHR120W,YPR140W,P-P,0.17711822706580066
YIL065C,YJL063C,P-P,0.3090934359085136
YIL065C,YJL116C,P-P,0.3825960403668066
YIL065C,YJR144W,P-P,0.1931942177316523
YIL065C,YKR085C,P-P,0.6834568751546062
YIL065C,YLL013C,P-P,0.49237696175722323
YIL065C,YLR190W,P-P,0.5992425317595674
YIL065C,YLR304C,P-P,0.3755490744888555
YIL065C,YML061C,P-P,0.7172429112766703
YIL065C,YML091C,P-P,0.3840531122346251
YIL065C,YML104C,P-P,0.5188850947181701
YIL065C,YMR060C,P-P,0.4250601138764526
YIL065C,YMR072W,P-P,0.68578987474716
YIL065C,YMR134W,P-P,0.33689473560467653
YIL065C,YNL026W,P-P,0.5492337754676014
YIL065C,YNL055C,P-P,0.580720838129485
YIL065C,YNL066W,P-P,0.5116529966349986
YIL065C,YNL070W,P-P,0.5858294356463534
YIL065C,YOL076W,P-P,0.38729975788804566
YIL065C,YOR037W,P-P,0.3110274151681878
YIL065C,YOR147W,P-P,0.29798543694723423
YIL065C,YOR211C,P-P,0.7693851416401241
YIL065C,YPL098C,P-P,0.39013805641974986
YIL065C,YPR083W,P-P,0.3080261374625551
YIL065C,YPR140W,P-P,0.38416458039368795
YJL063C,YJL116C,P-P,0.32590204674035966
YJL063C,YJR144W,P-P,0.13475574442573537
YJL063C,YKR085C,P-P,0.23626046277800472
YJL063C,YLL013C,P-P,0.4917128992314395
YJL063C,YLR190W,P-P,0.5060508276296168
YJL063C,YLR304C,P-P,0.2543474961688258
YJL063C,YML061C,P-P,0.3858392574713118
YJL063C,YML091C,P-P,0.52636538194522
YJL063C,YML104C,P-P,0.21380404701046035
YJL063C,YMR060C,P-P,0.39858014218908017
YJL063C,YMR072W,P-P,0.5127622607562738
YJL063C,YMR134W,P-P,0.44650080071452475
YJL063C,YNL026W,P-P,-0.012156346357299865
YJL063C,YNL055C,P-P,0.36473327392533306
YJL063C,YNL066W,P-P,0.21360840040639342
YJL063C,YNL070W,P-P,0.4990774280464008
YJL063C,YOL076W,P-P,0.04116932215958802
YJL063C,YOR037W,P-P,0.19558349654936832
YJL063C,YOR147W,P-P,0.3640251133468288
YJL063C,YOR211C,P-P,0.45775703579780497
YJL063C,YPL098C,P-P,0.03567920766549411
YJL063C,YPR083W,P-P,0.48201768722174426
YJL063C,YPR140W,P-P,0.2806893036801078
YJL116C,YJR144W,P-P,0.06511012221315439
YJL116C,YKR085C,P-P,0.36091208844728156
YJL116C,YLL013C,P-P,0.35300678497533455
YJL116C,YLR190W,P-P,0.2800578005914461
YJL116C,YLR304C,P-P,0.41800881058438877
YJL116C,YML061C,P-P,0.24834701345021443
YJL116C,YML091C,P-P,0.3879449740622122
YJL116C,YML104C,P-P,0.4339745450530577
YJL116C,YMR060C,P-P,0.5265996044216279
YJL116C,YMR072W,P-P,0.4759768421548451
YJL116C,YMR134W,P-P,0.22858954012772675
YJL116C,YNL026W,P-P,0.37770981541764376
YJL116C,YNL055C,P-P,0.6817410020855753
YJL116C,YNL066W,P-P,0.6622195594028057
YJL116C,YNL070W,P-P,0.5503735447402781
YJL116C,YOL076W,P-P,0.06528814915614842
YJL116C,YOR037W,P-P,0.4739999651931022
YJL116C,YOR147W,P-P,0.10374987671695576
YJL116C,YOR211C,P-P,0.49489654124386934
YJL116C,YPL098C,P-P,0.3331664182458406
YJL116C,YPR083W,P-P,0.1720432960135084
YJL116C,YPR140W,P-P,0.28274457513330314
YJR144W,YKR085C,P-P,0.23455206780247811
YJR144W,YLL013C,P-P,0.290103488404462
YJR144W,YLR190W,P-P,0.15776987801273543
YJR144W,YLR304C,P-P,0.17207838091724117
YJR144W,YML061C,P-P,0.27866702599337734
YJR144W,YML091C,P-P,-0.07281926425612796
YJR144W,YML104C,P-P,0.16193728653181005
YJR144W,YMR060C,P-P,0.10518200574856018
YJR144W,YMR072W,P-P,-0.07483038862943175
YJR144W,YMR134W,P-P,-0.04242324599780734
YJR144W,YNL026W,P-P,0.0038532605931058186
YJR144W,YNL055C,P-P,0.09738929622066655
YJR144W,YNL066W,P-P,0.4175185160849729
YJR144W,YNL070W,P-P,0.15762053308180235
YJR144W,YOL076W,P-P,0.29105322125173383
YJR144W,YOR037W,P-P,-0.27216503930509633
YJR144W,YOR147W,P-P,-0.23526916437090942
YJR144W,YOR211C,P-P,0.35947854644836547
YJR144W,YPL098C,P-P,0.5521055663194677
YJR144W,YPR083W,P-P,0.39051184714153325
YJR144W,YPR140W,P-P,-0.033960957802946265
YKR085C,YLL013C,P-P,0.48024351413284044
YKR085C,YLR190W,P-P,0.5426607900265606
YKR085C,YLR304C,P-P,0.06388874840141336
YKR085C,YML061C,P-P,0.5279322434805669
YKR085C,YML091C,P-P,0.09581023436808096
YKR085C,YML104C,P-P,0.4364543139156341
YKR085C,YMR060C,P-P,0.2970347267654166
YKR085C,YMR072W,P-P,0.6074133930893381
YKR085C,YMR134W,P-P,0.1507452980569386
YKR085C,YNL026W,P-P,0.5260050251230393
YKR085C,YNL055C,P-P,0.2233259828888502
YKR085C,YNL066W,P-P,0.4803695057826974
YKR085C,YNL070W,P-P,0.5779759734749472
YKR085C,YOL076W,P-P,0.3189160998854112
YKR085C,YOR037W,P-P,0.16724893483938358
YKR085C,YOR147W,P-P,0.09143535321602977
YKR085C,YOR211C,P-P,0.6121003235516477
YKR085C,YPL098C,P-P,0.2518665288964956
YKR085C,YPR083W,P-P,0.21336208807811122
YKR085C,YPR140W,P-P,0.17280339772190353
YLL013C,YLR190W,P-P,0.8001969587570116
YLL013C,YLR304C,P-P,0.40571815490085733
YLL013C,YML061C,P-P,0.449255380657214
YLL013C,YML091C,P-P,0.21876148817551164
YLL013C,YML104C,P-P,0.3722708239272254
YLL013C,YMR060C,P-P,0.1423962599087338
YLL013C,YMR072W,P-P,0.43078838631116106
YLL013C,YMR134W,P-P,0.34378357094048323
YLL013C,YNL026W,P-P,0.13292589792718973
YLL013C,YNL055C,P-P,0.1427335887071602
YLL013C,YNL066W,P-P,0.5571005235468925
YLL013C,YNL070W,P-P,0.41254287880812807
YLL013C,YOL076W,P-P,0.4006304080184481
YLL013C,YOR037W,P-P,0.19676930336142812
YLL013C,YOR147W,P-P,0.16451620289891636
YLL013C,YOR211C,P-P,0.6636510415682976
YLL013C,YPL098C,P-P,0.18151049674475864
YLL013C,YPR083W,P-P,0.2848957762672576
YLL013C,YPR140W,P-P,0.33294301292226275
YLR190W,YLR304C,P-P,0.43825682945502165
YLR190W,YML061C,P-P,0.4022547996526324
YLR190W,YML091C,P-P,0.4440339808121651
YLR190W,YML104C,P-P,0.4258151751937218
YLR190W,YMR060C,P-P,0.1803944544705125
YLR190W,YMR072W,P-P,0.37205085176027203
YLR190W,YMR134W,P-P,0.39292742167879224
YLR190W,YNL026W,P-P,0.2237153734541691
YLR190W,YNL055C,P-P,0.23382134531094365
YLR190W,YNL066W,P-P,0.3400414293553279
YLR190W,YNL070W,P-P,0.4785819820629721
YLR190W,YOL076W,P-P,0.2962662379575507
YLR190W,YOR037W,P-P,0.3154752509174726
YLR190W,YOR147W,P-P,0.030594025821866218
YLR190W,YOR211C,P-P,0.5667581470246413
YLR190W,YPL098C,P-P,0.07199895909305926
YLR190W,YPR083W,P-P,0.37837023998857783
YLR190W,YPR140W,P-P,0.5314233196833451
YLR304C,YML061C,P-P,0.1185476726897367
YLR304C,YML091C,P-P,0.630833541381815
YLR304C,YML104C,P-P,0.4020823098045586
YLR304C,YMR060C,P-P,0.3421575825230673
YLR304C,YMR072W,P-P,0.17563664792058442
YLR304C,YMR134W,P-P,0.3047729196739821
YLR304C,YNL026W,P-P,0.247784796795125
YLR304C,YNL055C,P-P,0.46042112064806695
YLR304C,YNL066W,P-P,0.4555496004963402
YLR304C,YNL070W,P-P,0.13202534679632352
YLR304C,YOL076W,P-P,-0.005768905187748591
YLR304C,YOR037W,P-P,0.4592652676357803
YLR304C,YOR147W,P-P,0.21245740257782633
YLR304C,YOR211C,P-P,0.46608809808402657
YLR304C,YPL098C,P-P,0.2843979463550696
YLR304C,YPR083W,P-P,0.3414633411649279
YLR304C,YPR140W,P-P,0.23398093070716783
YML061C,YML091C,P-P,0.060433805633906566
YML061C,YML104C,P-P,0.28455898050497375
YML061C,YMR060C,P-P,0.13338392334572827
YML061C,YMR072W,P-P,0.6083073972596716
YML061C,YMR134W,P-P,0.38553818979890875
YML061C,YNL026W,P-P,0.44818339824271886
YML061C,YNL055C,P-P,0.2514743372842734
YML061C,YNL066W,P-P,0.29805138232619344
YML061C,YNL070W,P-P,0.5800753863880744
YML061C,YOL076W,P-P,0.5705272246952642
YML061C,YOR037W,P-P,-0.08590841229825587
YML061C,YOR147W,P-P,0.4380284267562463
YML061C,YOR211C,P-P,0.5820920903562511
YML061C,YPL098C,P-P,0.41448569979368327
YML061C,YPR083W,P-P,0.2908671219115242
YML061C,YPR140W,P-P,0.2747891340148594
YML091C,YML104C,P-P,0.31745298426532415
YML091C,YMR060C,P-P,0.47901579818100476
YML091C,YMR072W,P-P,0.40646295989271897
YML091C,YMR134W,P-P,0.41717108169860845
YML091C,YNL026W,P-P,0.25123234851158505
YML091C,YNL055C,P-P,0.5401555447230761
YML091C,YNL066W,P-P,0.1827813834087881
YML091C,YNL070W,P-P,0.2680478079416365
YML091C,YOL076W,P-P,-0.06973273140696748
YML091C,YOR037W,P-P,0.4054154619830904
YML091C,YOR147W,P-P,0.2515525791233519
YML091C,YOR211C,P-P,0.4624995865739428
YML091C,YPL098C,P-P,0.09626337261859855
YML091C,YPR083W,P-P,0.3877478730903811
YML091C,YPR140W,P-P,0.27090572040709887
YML104C,YMR060C,P-P,0.5187500986753348
YML104C,YMR072W,P-P,0.39732459041381946
YML104C,YMR134W,P-P,0.15282266257882712
YML104C,YNL026W,P-P,0.42744073600020427
YML104C,YNL055C,P-P,0.46409933555127136
YML104C,YNL066W,P-P,0.5401307045956162
YML104C,YNL070W,P-P,0.22674602128914187
YML104C,YOL076W,P-P,0.23808101097662016
YML104C,YOR037W,P-P,0.2836374302104534
YML104C,YOR147W,P-P,-0.10869742235147062
YML104C,YOR211C,P-P,0.5077334802442747
YML104C,YPL098C,P-P,0.5512785080910747
YML104C,YPR083W,P-P,0.3882528383285075
YML104C,YPR140W,P-P,0.16733635647224226
YMR060C,YMR072W,P-P,0.6037775927668416
YMR060C,YMR134W,P-P,0.12557261390790228
YMR060C,YNL026W,P-P,0.3015351710643381
YMR060C,YNL055C,P-P,0.6203469535953058
YMR060C,YNL066W,P-P,0.4122773461358802
YMR060C,YNL070W,P-P,0.2855670318131548
YMR060C,YOL076W,P-P,0.21042690186987875
YMR060C,YOR037W,P-P,0.3747744218176587
YMR060C,YOR147W,P-P,0.3272997318382893
YMR060C,YOR211C,P-P,0.41875320417921635
YMR060C,YPL098C,P-P,0.42593647041137683
YMR060C,YPR083W,P-P,0.6793779456087767
YMR060C,YPR140W,P-P,0.17390001420650072
YMR072W,YMR134W,P-P,0.3847473615198356
YMR072W,YNL026W,P-P,0.5262648711195597
YMR072W,YNL055C,P-P,0.42358853859801066
YMR072W,YNL066W,P-P,0.3775688971800531
YMR072W,YNL070W,P-P,0.5149768701882214
YMR072W,YOL076W,P-P,0.3916861224240046
YMR072W,YOR037W,P-P,0.179028810505854
YMR072W,YOR147W,P-P,0.635752670627442
YMR072W,YOR211C,P-P,0.6416764957038696
YMR072W,YPL098C,P-P,0.18614430909517032
