Gene A,Gene B,Type,Correlation
YDL198C,YLR304C,P-P,0.16720503207874124
YDL198C,YML061C,P-P,0.4342855074085598
YDL198C,YML091C,P-P,0.5352660870110891
YDL198C,YML104C,P-P,0.26309300851850215
YDL198C,YMR060C,P-P,0.35241987265264596
YDL198C,YMR072W,P-P,0.2061987036548339
YDL198C,YMR134W,P-P,0.1752645101225032
YDL198C,YNL026W,P-P,0.19009046783346153
YDL198C,YNL055C,P-P,0.44888112720309414
YDL198C,YNL066W,P-P,0.40114151642591045
YDL198C,YNL070W,P-P,0.4185703833812797
YDL198C,YOL076W,P-P,-0.02790377956325667
YDL198C,YOR037W,P-P,0.4283619753276019
YDL198C,YOR147W,P-P,0.23299766735544505
YDL198C,YOR211C,P-P,0.34683385472976036
YDL198C,YPL098C,P-P,0.6037642575942682
YDL198C,YPR083W,P-P,0.40870784236117524
YDL198C,YPR140W,P-P,0.46330433806370175
YDR150W,YDR219C,P-P,0.41175209279079045
YDR150W,YFL036W,P-P,0.33187497214103695
YDR150W,YGR101W,P-P,0.4786038227009157
YDR150W,YGR144W,P-P,0.365332564959045
YDR150W,YHR120W,P-P,0.4627629744765688
YDR150W,YIL065C,P-P,0.23892807388458195
YDR150W,YJL063C,P-P,0.47129371196957737
YDR150W,YJL116C,P-P,0.47567164304766685
YDR150W,YJR144W,P-P,0.24232197141134448
YDR150W,YKR085C,P-P,0.24893572772842
YDR150W,YLL013C,P-P,0.5735773844998846
YDR150W,YLR190W,P-P,0.23932184639421622
YDR150W,YLR304C,P-P,0.6360143510654374
YDR150W,YML061C,P-P,0.3932417445086354
YDR150W,YML091C,P-P,0.4478037975371003
YDR150W,YML104C,P-P,0.5738904318312728
YDR150W,YMR060C,P-P,0.31121707361580225
YDR150W,YMR072W,P-P,0.3968936696107436
YDR150W,YMR134W,P-P,0.6517869427213862
YDR150W,YNL026W,P-P,0.46188009632403676
YDR150W,YNL055C,P-P,0.38813834107218775
YDR150W,YNL066W,P-P,0.3752870044466565
YDR150W,YNL070W,P-P,0.16873848672938072
YDR150W,YOL076W,P-P,0.3086906098039334
YDR150W,YOR037W,P-P,0.3693470013106479
YDR150W,YOR147W,P-P,0.45823141087912345
YDR150W,YOR211C,P-P,0.21005705173758518
YDR150W,YPL098C,P-P,0.2777082611767996
YDR150W,YPR083W,P-P,0.6248788491584266
YDR150W,YPR140W,P-P,0.4249131097747727
YDR219C,YFL036W,P-P,0.2734109243770072
YDR219C,YGR101W,P-P,0.3391075428508875
YDR219C,YGR144W,P-P,0.5149973405480455
YDR219C,YHR120W,P-P,0.12375203670108233
YDR219C,YIL065C,P-P,0.21512219082629938
YDR219C,YJL063C,P-P,0.3135293914439223
YDR219C,YJL116C,P-P,0.17507196532959363
YDR219C,YJR144W,P-P,0.2907967353926966
YDR219C,YKR085C,P-P,0.3656157272327797
YDR219C,YLL013C,P-P,0.4139578153344177
YDR219C,YLR190W,P-P,0.5841329081721413
YDR219C,YLR304C,P-P,0.4137434789846294
YDR219C,YML061C,P-P,0.40796939847344016
YDR219C,YML091C,P-P,0.45938962571018993
YDR219C,YML104C,P-P,0.21309396890449048
YDR219C,YMR060C,P-P,0.4101612007787044
YDR219C,YMR072W,P-P,0.34236751804978344
YDR219C,YMR134W,P-P,0.2050149548163522
YDR219C,YNL026W,P-P,0.46592021383845944
YDR219C,YNL055C,P-P,0.6188507042477338
YDR219C,YNL066W,P-P,0.2282485993083643
YDR219C,YNL070W,P-P,0.2729343179671632
YDR219C,YOL076W,P-P,0.37960780893690943
YDR219C,YOR037W,P-P,0.4821976808811989
YDR219C,YOR147W,P-P,0.21117984317480626
YDR219C,YOR211C,P-P,0.15783787855136555
YDR219C,YPL098C,P-P,0.1451703342989726
YDR219C,YPR083W,P-P,0.4601768952805511
YDR219C,YPR140W,P-P,0.1577527225190937
YFL036W,YGR101W,P-P,0.024783752618808944
YFL036W,YGR144W,P-P,0.2932069008164488
YFL036W,YHR120W,P-P,0.2873085241322883
YFL036W,YIL065C,P-P,0.4953915011320895
YFL036W,YJL063C,P-P,0.3833422817207642
YFL036W,YJL116C,P-P,0.23519726099232943
YFL036W,YJR144W,P-P,0.08554147435276915
YFL036W,YKR085C,P-P,0.3632429009567144
YFL036W,YLL013C,P-P,0.33642344505926003
YFL036W,YLR190W,P-P,0.2137280355158707
YFL036W,YLR304C,P-P,0.3762643247842528
YFL036W,YML061C,P-P,0.4042755542906967
YFL036W,YML091C,P-P,0.5523129720675012
YFL036W,YML104C,P-P,0.023413961904156486
YFL036W,YMR060C,P-P,0.495093228286425
YFL036W,YMR072W,P-P,-0.23156457954794538
YFL036W,YMR134W,P-P,0.2219949265994866
YFL036W,YNL026W,P-P,0.33262787138581085
YFL036W,YNL055C,P-P,0.5319221184352071
YFL036W,YNL066W,P-P,0.11067483927907676
YFL036W,YNL070W,P-P,0.05957086528809471
YFL036W,YOL076W,P-P,0.005173888689436093
YFL036W,YOR037W,P-P,0.04117753150014279
YFL036W,YOR147W,P-P,0.2529581571420712
YFL036W,YOR211C,P-P,-0.08374123017499473
YFL036W,YPL098C,P-P,0.3471508354276564
YFL036W,YPR083W,P-P,0.29560056621405817
YFL036W,YPR140W,P-P,0.30663797853834085
YGR101W,YGR144W,P-P,0.3889289037885817
YGR101W,YHR120W,P-P,0.28232987546018873
YGR101W,YIL065C,P-P,0.1332941290720903
YGR101W,YJL063C,P-P,0.3277722935310122
YGR101W,YJL116C,P-P,0.41732297003516194
YGR101W,YJR144W,P-P,0.4603607505837263
YGR101W,YKR085C,P-P,0.3079076645090169
YGR101W,YLL013C,P-P,0.6078883324031416
YGR101W,YLR190W,P-P,0.40969914845290867
YGR101W,YLR304C,P-P,0.5166077214827326
YGR101W,YML061C,P-P,0.43824790790939294
YGR101W,YML091C,P-P,0.3625636500892201
YGR101W,YML104C,P-P,0.6071110563149831
YGR101W,YMR060C,P-P,0.3658930532645547
YGR101W,YMR072W,P-P,0.46299743719049624
YGR101W,YMR134W,P-P,0.2918079601384382
YGR101W,YNL026W,P-P,0.4780211049981553
YGR101W,YNL055C,P-P,0.18537683968447813
YGR101W,YNL066W,P-P,0.5146173532480439
YGR101W,YNL070W,P-P,0.3460582279822152
YGR101W,YOL076W,P-P,0.17192471526585462
YGR101W,YOR037W,P-P,0.4413013833843042
YGR101W,YOR147W,P-P,0.5716154248224542
YGR101W,YOR211C,P-P,0.5156401546584304
YGR101W,YPL098C,P-P,0.2942999556144372
YGR101W,YPR083W,P-P,0.6737338697539954
YGR101W,YPR140W,P-P,0.2819898693505586
YGR144W,YHR120W,P-P,0.37903728546793547
YGR144W,YIL065C,P-P,0.49020448384233245
YGR144W,YJL063C,P-P,0.3096389066651333
YGR144W,YJL116C,P-P,0.5826091026519569
YGR144W,YJR144W,P-P,0.32884468639708186
YGR144W,YKR085C,P-P,0.27391422215094474
YGR144W,YLL013C,P-P,0.6926798440339679
YGR144W,YLR190W,P-P,0.2596129449360708
YGR144W,YLR304C,P-P,0.39794705331901953
YGR144W,YML061C,P-P,0.5791259679270216
YGR144W,YML091C,P-P,0.4717615493248391
YGR144W,YML104C,P-P,0.41035658674492564
YGR144W,YMR060C,P-P,0.6469136093220655
YGR144W,YMR072W,P-P,0.12458756991630342
YGR144W,YMR134W,P-P,0.4257374372530373
YGR144W,YNL026W,P-P,0.6470872392112937
YGR144W,YNL055C,P-P,0.3344492683823335
YGR144W,YNL066W,P-P,0.47785292171379523
YGR144W,YNL070W,P-P,0.31973244112795657
YGR144W,YOL076W,P-P,0.14169770482911997
YGR144W,YOR037W,P-P,0.21153826078147
YGR144W,YOR147W,P-P,0.6436530587805874
YGR144W,YOR211C,P-P,0.37413229869115167
YGR144W,YPL098C,P-P,0.5094644959807948
YGR144W,YPR083W,P-P,0.5774933105193034
YGR144W,YPR140W,P-P,0.1699929926980064
YHR120W,YIL065C,P-P,0.23587031052077911
YHR120W,YJL063C,P-P,0.2403605222822178
YHR120W,YJL116C,P-P,0.5592117258222522
YHR120W,YJR144W,P-P,0.12460416363958654
YHR120W,YKR085C,P-P,0.4122740943310469
YHR120W,YLL013C,P-P,0.5922862026666292
YHR120W,YLR190W,P-P,0.1378428388867591
YHR120W,YLR304C,P-P,0.28560237957396084
YHR120W,YML061C,P-P,0.11593785233441875
YHR120W,YML091C,P-P,0.5232456702153274
YHR120W,YML104C,P-P,0.6069492927673881
YHR120W,YMR060C,P-P,0.34913298845561574
YHR120W,YMR072W,P-P,0.410107288172775
YHR120W,YMR134W,P-P,0.4876869831208457
YHR120W,YNL026W,P-P,0.09418834442871914
YHR120W,YNL055C,P-P,0.37387670515914195
YHR120W,YNL066W,P-P,0.35270821595313834
YHR120W,YNL070W,P-P,0.31508564924262117
YHR120W,YOL076W,P-P,0.2317847564889764
YHR120W,YOR037W,P-P,0.37213783783338245
YHR120W,YOR147W,P-P,0.5439885879641856
YHR120W,YOR211C,P-P,0.49002165265589426
YHR120W,YPL098C,P-P,0.5368864525245648
YHR120W,YPR083W,P-P,0.47315234200968925
YHR120W,YPR140W,P-P,0.27243048377651524
YIL065C,YJL063C,P-P,0.38812994168717685
YIL065C,YJL116C,P-P,0.28360110334860644
YIL065C,YJR144W,P-P,0.12423051381087641
YIL065C,YKR085C,P-P,0.42192356872806863
YIL065C,YLL013C,P-P,0.4414164244869297
YIL065C,YLR190W,P-P,0.20753416229918747
YIL065C,YLR304C,P-P,0.2679582249880752
YIL065C,YML061C,P-P,0.36850322478511116
YIL065C,YML091C,P-P,0.4598910199946121
YIL065C,YML104C,P-P,0.20756294300947076
YIL065C,YMR060C,P-P,0.36231958821406823
YIL065C,YMR072W,P-P,-0.015455921759274713
YIL065C,YMR134W,P-P,0.09796541900828289
YIL065C,YNL026W,P-P,0.27502768610347345
YIL065C,YNL055C,P-P,0.41213460331470525
YIL065C,YNL066W,P-P,0.24835264048078137
YIL065C,YNL070W,P-P,0.17346342873313403
YIL065C,YOL076W,P-P,0.03566412228380214
YIL065C,YOR037W,P-P,-0.024487545912643256
YIL065C,YOR147W,P-P,0.4668754504194529
YIL065C,YOR211C,P-P,0.3288323571796636
YIL065C,YPL098C,P-P,0.29388361426081033
YIL065C,YPR083W,P-P,0.45107340034827087
YIL065C,YPR140W,P-P,0.15981727829056408
YJL063C,YJL116C,P-P,0.3550642847360438
YJL063C,YJR144W,P-P,0.5432058371485614
YJL063C,YKR085C,P-P,0.1842425447907573
YJL063C,YLL013C,P-P,0.4673356081608641
YJL063C,YLR190W,P-P,0.26076738785957027
YJL063C,YLR304C,P-P,0.41779169063290966
YJL063C,YML061C,P-P,0.4611438236751004
YJL063C,YML091C,P-P,0.6520847687027844
YJL063C,YML104C,P-P,0.4032045135600956
YJL063C,YMR060C,P-P,0.30034081019958
YJL063C,YMR072W,P-P,0.1727884181196984
YJL063C,YMR134W,P-P,0.3813755615422192
YJL063C,YNL026W,P-P,0.36191792024030994
YJL063C,YNL055C,P-P,0.36646550144870677
YJL063C,YNL066W,P-P,0.6034112206708095
YJL063C,YNL070W,P-P,0.17258989472485134
YJL063C,YOL076W,P-P,0.29844522227211423
YJL063C,YOR037W,P-P,0.3490982417844511
YJL063C,YOR147W,P-P,0.38212361063216316
YJL063C,YOR211C,P-P,0.08946293299896084
YJL063C,YPL098C,P-P,0.307199085015475
YJL063C,YPR083W,P-P,0.6692410310720426
YJL063C,YPR140W,P-P,0.3060204763373463
YJL116C,YJR144W,P-P,0.33403007201553403
YJL116C,YKR085C,P-P,-0.021719485601288474
YJL116C,YLL013C,P-P,0.6016803632855231
YJL116C,YLR190W,P-P,0.1868433564597478
YJL116C,YLR304C,P-P,0.2513269546861048
YJL116C,YML061C,P-P,0.2530767377490991
YJL116C,YML091C,P-P,0.4929662476036598
YJL116C,YML104C,P-P,0.4087099011799256
YJL116C,YMR060C,P-P,0.40799692732808607
YJL116C,YMR072W,P-P,0.014162149272407191
YJL116C,YMR134W,P-P,0.277983065229032
YJL116C,YNL026W,P-P,0.49051222831600994
YJL116C,YNL055C,P-P,0.25778731508617436
YJL116C,YNL066W,P-P,0.40641285154018075
YJL116C,YNL070W,P-P,0.2814825658443003
YJL116C,YOL076W,P-P,-0.03806741480744398
YJL116C,YOR037W,P-P,0.12306029023892104
YJL116C,YOR147W,P-P,0.4437411797800714
YJL116C,YOR211C,P-P,0.46630252818055734
YJL116C,YPL098C,P-P,0.6637140210670216
YJL116C,YPR083W,P-P,0.5852851259829752
YJL116C,YPR140W,P-P,0.17784631168248757
YJR144W,YKR085C,P-P,0.08043363400308831
YJR144W,YLL013C,P-P,0.49552117684440455
YJR144W,YLR190W,P-P,0.174936123245237
YJR144W,YLR304C,P-P,0.4570595025608876
YJR144W,YML061C,P-P,0.42815384461568634
YJR144W,YML091C,P-P,0.4603416381852604
YJR144W,YML104C,P-P,0.3290500662430498
YJR144W,YMR060C,P-P,0.2897183944488727
YJR144W,YMR072W,P-P,0.16498803677670776
YJR144W,YMR134W,P-P,0.1207939287600927
YJR144W,YNL026W,P-P,0.5320157035116629
YJR144W,YNL055C,P-P,0.10639534034241889
YJR144W,YNL066W,P-P,0.5543607597644041
YJR144W,YNL070W,P-P,0.19761390139543117
YJR144W,YOL076W,P-P,0.26732920705527174
YJR144W,YOR037W,P-P,0.3376292466516618
YJR144W,YOR147W,P-P,0.5189844917776096
YJR144W,YOR211C,P-P,0.12638811018827817
YJR144W,YPL098C,P-P,0.45030228328052024
YJR144W,YPR083W,P-P,0.5935598782116867
YJR144W,YPR140W,P-P,0.17743508839341351
YKR085C,YLL013C,P-P,0.5615452344145468
YKR085C,YLR190W,P-P,0.32728334438467527
YKR085C,YLR304C,P-P,0.22157659343329303
YKR085C,YML061C,P-P,0.2420582490286971
YKR085C,YML091C,P-P,0.4837706364689522
YKR085C,YML104C,P-P,0.410403894950077
YKR085C,YMR060C,P-P,0.27099407682637533
YKR085C,YMR072W,P-P,0.23097581833755704
YKR085C,YMR134W,P-P,0.10055693957578078
YKR085C,YNL026W,P-P,0.09203179259901068
YKR085C,YNL055C,P-P,0.5713226645315659
YKR085C,YNL066W,P-P,0.2916838184534096
YKR085C,YNL070W,P-P,0.29520096062387596
YKR085C,YOL076W,P-P,0.18829689637177002
YKR085C,YOR037W,P-P,0.4983448243392253
YKR085C,YOR147W,P-P,0.30837747394415704
YKR085C,YOR211C,P-P,0.25801544771603224
YKR085C,YPL098C,P-P,0.26738501159673245
YKR085C,YPR083W,P-P,0.4443104957098923
YKR085C,YPR140W,P-P,0.2708894446327728
YLL013C,YLR190W,P-P,0.13663427188681898
YLL013C,YLR304C,P-P,0.468076695252668
YLL013C,YML061C,P-P,0.5619270066710529
YLL013C,YML091C,P-P,0.6012730364623843
YLL013C,YML104C,P-P,0.6124241241429201
YLL013C,YMR060C,P-P,0.5170896852749165
YLL013C,YMR072W,P-P,0.2936134828396592
YLL013C,YMR134W,P-P,0.3940681018784879
YLL013C,YNL026W,P-P,0.4895208836800781
YLL013C,YNL055C,P-P,0.368195252331656
YLL013C,YNL066W,P-P,0.6542489534069829
YLL013C,YNL070W,P-P,0.35812545477770663
YLL013C,YOL076W,P-P,0.3359354207450759
YLL013C,YOR037W,P-P,0.5230229943565726
YLL013C,YOR147W,P-P,0.7243169370244703
YLL013C,YOR211C,P-P,0.3215599160268582
YLL013C,YPL098C,P-P,0.6210372146978094
YLL013C,YPR083W,P-P,0.7741231189341479
YLL013C,YPR140W,P-P,0.3657501385553824
YLR190W,YLR304C,P-P,0.29724455930361676
YLR190W,YML061C,P-P,0.2947678535265457
YLR190W,YML091C,P-P,0.31443996623297665
YLR190W,YML104C,P-P,0.331342626371828
YLR190W,YMR060C,P-P,0.27815475473179313
YLR190W,YMR072W,P-P,0.24813766328956782
YLR190W,YMR134W,P-P,0.020869791736161054
YLR190W,YNL026W,P-P,0.3710899188171994
YLR190W,YNL055C,P-P,0.42546598808524444
YLR190W,YNL066W,P-P,0.1922494938328851
YLR190W,YNL070W,P-P,0.5454379492366175
YLR190W,YOL076W,P-P,0.05384957896870896
YLR190W,YOR037W,P-P,0.2659370322446584
YLR190W,YOR147W,P-P,0.08970787111112927
YLR190W,YOR211C,P-P,0.3797452169526004
YLR190W,YPL098C,P-P,0.27047587639546533
YLR190W,YPR083W,P-P,0.4533313034436192
YLR190W,YPR140W,P-P,0.15505692140295663
YLR304C,YML061C,P-P,0.5606567472657541
YLR304C,YML091C,P-P,0.5537987989391712
YLR304C,YML104C,P-P,0.5130273384923615
YLR304C,YMR060C,P-P,0.25739197461978097
YLR304C,YMR072W,P-P,0.34387395734895276
YLR304C,YMR134W,P-P,0.5553671772993958
YLR304C,YNL026W,P-P,0.5786522130771979
YLR304C,YNL055C,P-P,0.3996900776188191
YLR304C,YNL066W,P-P,0.5501983635104764
YLR304C,YNL070W,P-P,0.26093617063120067
YLR304C,YOL076W,P-P,0.518681375215167
YLR304C,YOR037W,P-P,0.4282123258727856
YLR304C,YOR147W,P-P,0.6467580793264851
YLR304C,YOR211C,P-P,0.2910676024312228
YLR304C,YPL098C,P-P,0.4100920930760146
YLR304C,YPR083W,P-P,0.6009432109722718
YLR304C,YPR140W,P-P,0.5807631580725026
YML061C,YML091C,P-P,0.44712242956080533
YML061C,YML104C,P-P,0.358126262261713
YML061C,YMR060C,P-P,0.29180408195081287
YML061C,YMR072W,P-P,0.21188712363632464
YML061C,YMR134W,P-P,0.3120895401487292
YML061C,YNL026W,P-P,0.4766752223754198
YML061C,YNL055C,P-P,0.42725626214911155
YML061C,YNL066W,P-P,0.56643658428324
YML061C,YNL070W,P-P,0.40630295999678234
YML061C,YOL076W,P-P,0.18642121306894335
YML061C,YOR037W,P-P,0.38368088112581983
YML061C,YOR147W,P-P,0.45055456291027396
YML061C,YOR211C,P-P,0.20274407851766563
YML061C,YPL098C,P-P,0.4850817419270593
YML061C,YPR083W,P-P,0.5564397861310324
YML061C,YPR140W,P-P,0.4402599423952903
YML091C,YML104C,P-P,0.3544952566249535
YML091C,YMR060C,P-P,0.5329578439761915
YML091C,YMR072W,P-P,0.14305416946142896
YML091C,YMR134W,P-P,0.3411029719992588
YML091C,YNL026W,P-P,0.4537023914470117
YML091C,YNL055C,P-P,0.7271956133281124
YML091C,YNL066W,P-P,0.5467349845353827
YML091C,YNL070W,P-P,0.4361571134997238
YML091C,YOL076W,P-P,0.37371905136994443
YML091C,YOR037W,P-P,0.458523037747215
YML091C,YOR147W,P-P,0.5229632999596154
YML091C,YOR211C,P-P,0.3354499054892204
YML091C,YPL098C,P-P,0.5999813601434272
YML091C,YPR083W,P-P,0.7514122395610862
YML091C,YPR140W,P-P,0.37481632842316953
YML104C,YMR060C,P-P,0.13547824453642118
YML104C,YMR072W,P-P,0.6047096775563956
YML104C,YMR134W,P-P,0.42683370297796447
YML104C,YNL026W,P-P,0.22840478020940413
YML104C,YNL055C,P-P,0.2352327492257186
YML104C,YNL066W,P-P,0.5394398457708816
YML104C,YNL070W,P-P,0.19277525714406635
YML104C,YOL076W,P-P,0.39634473594334607
YML104C,YOR037W,P-P,0.5155113570919498
YML104C,YOR147W,P-P,0.6958871175306461
YML104C,YOR211C,P-P,0.5751900057413146
YML104C,YPL098C,P-P,0.3470859594315945
YML104C,YPR083W,P-P,0.7291635200519146
YML104C,YPR140W,P-P,0.27626302362791827
YMR060C,YMR072W,P-P,-0.017812151252500758
YMR060C,YMR134W,P-P,0.22146077214525597
YMR060C,YNL026W,P-P,0.5273361873932482
YMR060C,YNL055C,P-P,0.16934173783677287
YMR060C,YNL066W,P-P,0.3517406942646325
YMR060C,YNL070W,P-P,0.3682572702055627
YMR060C,YOL076W,P-P,0.021744549941232233
YMR060C,YOR037W,P-P,0.17492629208829558
YMR060C,YOR147W,P-P,0.5190324658683102
YMR060C,YOR211C,P-P,0.0857472065293039
YMR060C,YPL098C,P-P,0.3608333583433836
YMR060C,YPR083W,P-P,0.5521626702823235
YMR060C,YPR140W,P-P,0.03827191451849126
YMR072W,YMR134W,P-P,0.26596885473930787
YMR072W,YNL026W,P-P,-0.07097570240887205
YMR072W,YNL055C,P-P,0.10972976426893592
YMR072W,YNL066W,P-P,0.3793256857059672
YMR072W,YNL070W,P-P,0.2490207721799801
YMR072W,YOL076W,P-P,0.36162027829980137
YMR072W,YOR037W,P-P,0.5779837142485613
YMR072W,YOR147W,P-P,0.3488454622186477
YMR072W,YOR211C,P-P,0.3975328781449296
YMR072W,YPL098C,P-P,0.122422472995711
YMR072W,YPR083W,P-P,0.33197560061866904
