Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG bioProcOnly Rank,AG AllTerm Rank,AG Local,AG bioPIXIE,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank
YLR043C,-1,-1,1,7.332427072310876,6.440337800676492,36,1872,4268,3565,1818,2084.0,3685,4442
YOL120C,0,-1,-1,7.32462472473076,6.603363285620941,37,1671,1441,1148,2205,4570.0,2760,5422
YOL052C-A,0,-1,-1,7.303863924420522,7.285628396669268,38,1412,830,1341,394,5585.0,3881,2275
YLL026W,-1,-1,-1,7.289109982683987,6.686180264313666,39,1075,789,859,76,4111.0,2838,1571
YBR031W,0,-1,-1,7.272699787945089,6.7656622176683605,40,1970,2289,1655,2746,4376.0,4423,3168
YGR271C-A,-1,-1,-1,7.243043402801017,4.730851089223483,41,4669,2609,2993,5778,5931.0,2504,2348
YPR043W,0,-1,-1,7.2343445693304425,6.1653653072104735,42,2143,2200,1584,1247,4622.0,2956,4857
YDR012W,0,-1,-1,7.217071495370237,6.13466714054856,43,1495,2635,1897,2186,4394.0,4339,2207
YER055C,0,0,-1,7.198273593794086,6.368065405603739,44,1741,1206,1045,1832,4866.0,4508,4228
YKL053C-A,1,1,1,7.181846892762327,6.602017175244741,45,736,1114,1692,85,5500.0,2988,2355
YBL027W,0,-1,-1,7.166640948749588,6.66511234582593,46,2340,2068,1704,579,4724.0,1398,895
YKL096W-A,0,0,-1,7.154427559075955,6.758485929114114,47,1519,626,679,2558,5541.0,3398,2956
YOR224C,-1,-1,-1,7.137867830113737,5.938154729023336,48,4592,3854,4069,814,3646.0,4874,5214
YDL075W,0,-1,-1,7.088285405478792,6.971706654034386,49,2932,1387,1656,2297,5316.0,4796,4561
YBR169C,-1,-1,-1,7.0858016177387295,6.201596029342892,50,1320,1741,848,130,4069.0,4133,1791
YPL098C,1,1,1,7.077702442686001,6.753130557305204,51,595,536,417,53,135.0,483,4847
YGR088W,-1,-1,1,7.068756792092038,6.898668704374548,52,586,1051,788,119,4424.0,4946,3047
YPL079W,0,-1,-1,7.066565248780622,6.063818260613021,53,3520,2685,1822,1572,4779.0,3970,5596
YGL059W,-1,1,1,7.050263674137835,6.3334075992679075,54,1253,36,120,4669,3599.0,675,497
YBR048W,-1,-1,-1,7.03349775878969,6.750476883512925,55,3077,3113,1792,2834,5096.0,4553,5240
YLR196W,-1,-1,-1,7.03308316583405,4.9981753761685335,56,4909,5249,5210,1161,4940.0,5684,4842
YLR293C,-1,-1,-1,7.015742263037287,6.484476961945485,57,2710,1212,1286,1345,3965.0,5209,5455
YPR166C,-1,-1,1,7.0118784547565935,6.345700746433306,58,386,570,582,4870,220.0,432,1588
YMR079W,-1,-1,-1,6.966100337976467,5.5325154194473765,59,3014,4743,4613,1861,3345.0,4792,4811
YDR513W,-1,-1,1,6.953256172334362,6.1307921717556,60,765,2640,3083,107,939.0,2742,4711
YFL016C,1,1,1,6.931509958055919,5.976728264876985,61,886,107,135,97,1730.0,532,288
YNL248C,-1,-1,-1,6.922663236137279,4.929015508148918,62,3634,3443,3560,236,4499.0,5259,5713
YMR267W,-1,-1,1,6.912793411109262,7.078523392085794,63,385,52,65,4609,14.0,35,92
YML106W,0,0,-1,6.9105890659604245,5.56526567396166,64,2887,4968,4646,2163,3150.0,2275,2905
YDR500C,0,-1,-1,6.897474549130766,6.209453024742098,65,3553,2058,1956,1927,4527.0,3369,5447
YBR126C,0,-1,-1,6.892677990619294,6.402943584657214,66,893,1177,962,81,2184.0,1255,1092
YDL142C,1,1,1,6.891413208967197,5.303357087828559,67,1183,33,51,69,781.0,1376,1232
YDR297W,-1,-1,-1,6.876692817886611,5.648465404260599,68,5217,1065,835,1726,3718.0,1341,1114
YOL080C,-1,-1,-1,6.847917263736268,4.7303375810841555,69,5176,5170,5089,123,4332.0,4665,3014
YHR193C,-1,0,-1,6.831600627142512,5.970202785442113,70,1563,2101,1291,1888,2842.0,2411,3769
YJL180C,1,1,1,6.831255202521821,6.812905725724853,71,408,805,676,4372,9.0,174,747
YCR031C,-1,-1,-1,6.826885562100096,6.4394351345164695,72,3537,1690,1459,498,4741.0,4325,5428
YNL055C,1,1,1,6.824275274833518,7.305701872144079,73,903,134,160,61,2582.0,1804,833
YHR008C,0,-1,1,6.8223103213453005,6.690806541459444,74,217,42,66,714,2851.0,1031,507
YNL185C,-1,-1,1,6.78940861096639,6.943402274540792,75,530,37,86,5332,167.0,37,74
YCR072C,-1,-1,-1,6.773781247682379,5.054562203591767,76,3423,1364,1031,3313,4909.0,3322,1723
YLR185W,0,-1,-1,6.766125346461456,6.713184343969111,77,1700,2107,1815,2237,4572.0,4297,2065
YKL103C,0,0,-1,6.760179448716653,6.464780975542892,78,1172,772,652,540,2863.0,3584,2087
YLR300W,0,0,-1,6.757988457908174,6.269424564942377,79,4896,923,2344,1809,3712.0,3097,3527
YGL171W,-1,-1,-1,6.715371779160584,4.623577990563154,80,4694,1835,1817,204,5020.0,5747,5718
YBR269C,0,1,1,6.708287759455378,6.102399867513135,81,15,19,96,5467,627.0,1149,855
YDL072C,0,0,-1,6.695937587650952,5.682167677423375,82,1150,558,573,4820,1972.0,1377,1222
YBR162C,0,0,-1,6.694438794772782,5.280123101701401,83,4546,2144,2555,3585,4027.0,1421,981
YDR365C,-1,-1,-1,6.690105959148464,5.107167901270119,84,4652,5201,5253,3716,5198.0,5711,5364
YER110C,0,-1,-1,6.68083471309639,4.747620933873317,85,5447,4881,4788,915,4769.0,5766,5200
YBL078C,-1,1,-1,6.669330345567115,5.875414462621987,86,969,713,1016,558,3408.0,4986,3984
YOR232W,1,1,1,6.660363352941181,6.383078194844462,87,1088,842,813,5969,110.0,387,1404
YNL122C,0,-1,1,6.660171396718054,6.431756275634462,88,617,54,70,4456,82.0,131,100
YPL249C-A,0,-1,-1,6.639878191633852,6.804858797431672,89,3705,1481,1293,150,5570.0,1854,691
YPR187W,-1,-1,-1,6.6373759983720895,4.911754976782928,90,4827,4993,4666,532,3993.0,2858,5037
YBR230C,0,1,1,6.637204172903906,6.292455212657868,91,913,91,122,5195,1951.0,1280,937
YLL023C,0,0,-1,6.608578295764809,6.450711640614676,92,911,578,550,5685,1325.0,4202,4660
YCR046C,-1,-1,1,6.5733689999509,7.007503526425165,93,972,68,79,4688,106.0,14,39
YGR162W,-1,-1,1,6.555885905411072,4.703407719002563,94,4017,3173,2741,867,3797.0,5628,5631
YLR197W,-1,-1,-1,6.550435955296019,5.395108776758408,95,5095,4021,3926,376,5107.0,4740,5349
YLL039C,-1,-1,-1,6.547919964005134,6.2147273683176865,96,880,3728,3364,1163,2960.0,4193,3461
YLL019C,-1,-1,-1,6.545985277809069,5.788210027169493,97,1032,726,1251,256,1631.0,4652,4616
YKL138C,-1,-1,1,6.543791646372059,6.888940916007859,98,388,61,72,6036,61.0,70,124
YMR083W,0,0,1,6.531540146844828,6.450696765319816,99,2281,163,174,1804,1519.0,461,386
YER037W,0,0,-1,6.51901389836908,6.2090967848054195,100,54,4073,4521,4344,5105.0,3947,2163
YNL315C,1,1,1,6.510791444849825,5.403156532304709,101,79,11,5,5252,10.0,20,130
YLR193C,1,-1,1,6.505958004625971,6.0395278243433,102,551,12,77,6041,378.0,452,396
YAL038W,0,0,-1,6.499566361932698,6.794669148236329,103,3222,2296,1650,3580,4152.0,2752,1865
YLR350W,0,-1,-1,6.482510660222904,6.005589817957988,104,1513,718,750,187,3044.0,3064,1647
YOR306C,-1,-1,-1,6.475482297514727,5.3325566442881644,105,5065,1733,1794,2152,4143.0,1902,1681
YNL015W,-1,-1,-1,6.471988396730252,6.33335439052447,106,835,4038,4037,268,1557.0,2499,4932
YPL218W,0,1,1,6.446528822005152,5.963911706468395,107,2641,942,997,716,1080.0,1549,4926
YGR044C,-1,-1,-1,6.442916261935663,6.040675597080515,108,1054,4392,4497,1282,3000.0,1661,1081
YBR154C,-1,-1,-1,6.442042652004493,4.872643453462099,109,4580,1870,1679,414,3569.0,1178,1091
YOL048C,0,-1,-1,6.428978143427185,5.738845787153088,110,17,733,934,5218,2480.0,3383,4439
YML093W,-1,-1,-1,6.419200977265922,4.574631306656527,111,4758,5192,5169,783,4189.0,5645,5317
YAL025C,-1,-1,-1,6.414643886828137,4.785947428674511,112,5005,1423,2065,1611,5030.0,5063,5781
YHR179W,0,0,1,6.389597486593051,6.987838342198004,113,4423,4592,4501,4941,4352.0,5736,5618
YPR113W,-1,-1,1,6.384431011662513,5.7617266008807455,114,1948,729,782,2320,1497.0,2820,3621
YDL029W,1,1,1,6.376607192535244,5.6865634659800985,115,2707,333,421,20,544.0,56,4
YBL064C,-1,-1,1,6.376384696382249,6.3653166409971424,116,1354,78,100,99,2846.0,2155,1670
YJR120W,1,1,-1,6.375868269069466,5.99902618253469,117,4292,1124,1200,4149,3610.0,3445,3392
YNL151C,-1,-1,-1,6.374143632184603,4.29483024738127,118,4395,1732,2260,692,4370.0,5396,5028
YNL308C,-1,-1,-1,6.357830454444814,4.159930653572295,119,4877,4350,4350,1019,4555.0,5767,5610
YBR234C,1,-1,-1,6.354708035995148,6.234299028582672,120,2690,294,296,270,706.0,103,25
YNL131W,1,1,1,6.354562243301712,5.77680234272642,121,519,368,393,4258,71.0,84,201
YDL192W,0,0,-1,6.346251197025446,5.886236379926975,122,3138,770,1168,318,2406.0,2137,1998
YDR487C,-1,-1,1,6.340749527879818,6.675480297804162,123,3173,4616,4656,1172,2452.0,3693,2683
YLR258W,0,0,-1,6.338897299623775,6.245170865714649,124,1084,3519,3599,246,1705.0,5127,5287
YNR002C,0,-1,1,6.335070886387083,5.810854385208919,125,1017,869,986,407,4426.0,4905,3004
YBR084C-A,0,-1,-1,6.332725190295431,5.751171767772547,126,4484,2241,2115,2257,5346.0,3471,5130
YDR226W,0,-1,1,6.331322804004133,6.019636565938366,127,1319,4107,4242,602,1814.0,1405,2707
YKL152C,0,0,1,6.327459583025493,6.881179260827261,128,2437,1905,1207,3932,3157.0,1690,1466
YOR173W,-1,-1,-1,6.321630539116032,6.409557093452917,129,952,1139,1262,136,2861.0,3486,2624
YKL137W,1,1,1,6.319013067972874,4.8380575769499465,130,104,324,472,4758,142.0,261,862
YLR109W,-1,-1,-1,6.316895299685929,7.182262923936767,131,1307,3855,3398,1159,3916.0,1881,1272
YGR144W,1,1,-1,6.306327132407777,5.719645490828802,132,2723,1042,758,12,5095.0,3392,3547
YGR084C,-1,-1,1,6.304343353845402,6.338514223670722,133,691,38,62,4401,98.0,78,103
YJL026W,-1,-1,-1,6.286353231904036,6.6411540137186025,134,1694,4281,4146,2244,2366.0,2288,2231
YDR086C,-1,0,-1,6.276036627278357,5.474351920787698,135,3040,657,912,512,3595.0,2413,4788
YNL255C,0,-1,-1,6.275291737905161,5.501600310473062,136,2233,2339,2495,1165,4064.0,1309,1364
YDR165W,-1,-1,-1,6.27422061393004,4.743511063572968,137,4449,4326,4857,2064,5056.0,5433,5512
YDR025W,-1,-1,-1,6.257271548231205,5.8233404991213416,138,4751,2821,2220,3611,5331.0,4007,5296
YDR077W,1,1,1,6.250955759765145,7.095639815618472,139,2856,880,1258,1871,4994.0,4925,3167
YMR105C,-1,-1,-1,6.2485887680403485,6.3782692361913425,140,1593,4216,4232,378,3759.0,5471,5738
YEL060C,0,0,-1,6.2437875238721245,5.94659338198149,141,1073,819,917,250,3568.0,2035,1345
YIL022W,1,1,1,6.237009314184418,6.301671786012815,142,900,44,89,4880,193.0,278,222
YPR110C,-1,-1,-1,6.234176433818069,4.442610151370272,143,4257,5165,5159,625,4638.0,5331,5330
YDR280W,-1,-1,-1,6.230528111497085,4.8463024538520285,144,2958,4934,4957,553,2216.0,2814,5083
YKL151C,0,0,-1,6.230490559053994,5.571355584279384,145,94,1895,1333,5909,3435.0,4901,3458
YDL063C,0,-1,-1,6.226590417102425,4.697863902131577,146,2719,5005,4764,1521,5143.0,5760,5740
YJL141C,-1,-1,-1,6.212463117645172,5.461719243963579,147,1356,1032,1217,162,2462.0,4131,1968
YMR286W,-1,-1,1,6.207153258744829,6.246943294356078,148,959,86,140,4716,1030.0,133,79
YPL212C,-1,-1,-1,6.205754391804427,4.9166494766388364,149,3959,4402,4518,402,4683.0,5054,3610
YNR037C,-1,-1,1,6.203218540031753,6.243747707481846,150,1129,761,766,4947,161.0,485,1962
YKL170W,-1,-1,1,6.1859650215702855,6.0823764960306335,151,796,115,104,5772,12.0,38,116
YGR240C,0,-1,1,6.178673154222751,6.130882623516901,152,3994,2605,1676,3466,3592.0,2841,1632
YLR336C,-1,-1,-1,6.167718844053274,4.173009106942838,153,3786,2918,3518,551,4558.0,5168,4390
YBR121C,-1,-1,1,6.14633066622083,5.327469204738028,154,3628,3571,2784,4620,3224.0,1198,1072
YGR112W,1,1,1,6.141644873661909,5.822520383177574,155,514,121,114,305,315.0,494,511
YMR260C,-1,-1,-1,6.141402084670381,5.303297391930991,156,3766,3080,2393,1496,3747.0,2292,1984
YIL124W,-1,-1,1,6.138615248178294,5.766700744270188,157,1873,691,617,105,919.0,2147,4727
YJL063C,1,-1,1,6.1317003270287715,4.36700713324357,158,133,20,81,37,171.0,115,290
YDR398W,-1,-1,-1,6.130043572383727,4.689168418443518,159,4979,3857,4077,370,4856.0,5493,5017
YJR045C,1,1,1,6.114867988639249,4.680252416381088,160,234,506,574,5888,221.0,206,576
YBR280C,-1,-1,-1,6.1069529623596255,5.0917450662999775,161,1864,829,904,455,3344.0,196,368
YOR101W,0,0,-1,6.106367762752636,4.7171956963497195,162,5027,4884,4968,542,3204.0,4010,4864
YJR147W,-1,-1,-1,6.098017468368132,5.035237036697468,163,5401,4970,4806,2861,4573.0,2522,2042
YNL327W,0,0,-1,6.096648903307087,5.362903208853571,164,3862,1105,1201,1048,2450.0,1150,1068
YOL023W,-1,-1,1,6.091687328087356,6.176066605030726,165,502,144,115,4978,291.0,61,203
YHR143W,-1,-1,-1,6.089083657025577,5.254676305132958,166,5238,1419,1999,3641,3865.0,969,422
YKR067W,-1,-1,-1,6.0873481472452236,5.436244828866603,167,1331,854,906,209,1498.0,4067,4739
YGR187C,0,-1,-1,6.076394410368924,4.264341313003814,168,1716,3358,2655,1446,4242.0,5289,4212
YJL109C,-1,-1,1,6.073615473455298,4.459316129565324,169,5281,4719,3964,441,4995.0,5743,5714
YHR203C,0,-1,-1,6.072839022931937,5.602888277732898,170,4659,2792,1944,1629,5444.0,5377,5765
YBR248C,-1,0,-1,6.071523851620223,5.573808552030856,171,3493,4515,4366,3745,4263.0,4378,3028
YPR065W,-1,-1,-1,6.070546554234213,6.133797277056899,172,2968,4018,4355,188,2940.0,3114,2784
YOR312C,0,-1,-1,6.058972859900154,5.405024244402581,173,4512,2199,2169,2491,5267.0,2868,5450
YNL306W,-1,-1,1,6.0545928367597615,6.038071255531772,174,1074,175,161,5237,48.0,134,139
YGR194C,0,0,-1,6.049659837416546,4.921855251214152,175,1660,1653,1665,121,1054.0,2068,1766
YLR401C,-1,-1,-1,6.045931150501003,4.655929865372215,176,3897,4994,4782,2423,4585.0,5024,3715
YER057C,0,0,1,6.041868859422422,5.976804670760897,177,100,964,910,4428,2391.0,1412,1150
YJR118C,1,1,-1,6.0416034288749,5.129396681175232,178,3061,719,581,51,292.0,185,187
YDR144C,0,0,-1,6.037954046519217,4.386313434574087,179,4597,2423,3330,1309,3921.0,4855,2310
YPL097W,-1,-1,1,6.032786255825066,6.100241760601477,180,784,197,143,5873,120.0,123,122
YOR341W,-1,-1,-1,6.027929904664347,5.352372449204439,181,4826,4796,4130,729,4014.0,5599,5282
YLL051C,-1,-1,-1,6.0227611403979235,5.488408253445315,182,4216,1386,2848,5474,4047.0,5525,5311
YLR110C,-1,-1,-1,6.016872552697531,5.816635748983393,183,1618,901,746,1245,3941.0,749,831
YEL027W,-1,-1,-1,6.015046416642424,5.982493557876946,184,2637,1198,1025,2576,3255.0,4197,4450
YFL039C,1,-1,-1,6.003860485054062,6.2918391609599835,185,3191,1201,1403,52,3352.0,241,156
YPR154W,-1,-1,-1,5.9971897966133625,5.672122351471122,186,3888,4570,4697,1379,3869.0,3287,2360
YCR028C-A,1,1,1,5.992249841461638,5.827987726304694,187,3709,334,285,3,5546.0,512,171
YKR056W,-1,-1,-1,5.991610661952081,4.205632107577396,188,4542,2444,2581,2740,3905.0,5353,5646
YPL012W,-1,-1,-1,5.984186480323712,4.655117671348387,189,4717,4848,4903,947,4685.0,5720,5759
YDL021W,0,0,-1,5.984119351395591,5.87592214716124,190,2264,4303,4190,4686,2061.0,4242,3820
YFR049W,0,-1,1,5.961320381678508,5.537843324545729,191,1890,194,190,5658,362.0,666,731
YJL096W,-1,-1,1,5.954210152169188,4.688636599920208,192,175,31,159,5235,28.0,32,115
YIL097W,-1,-1,-1,5.953375234843015,4.984015648065582,193,1820,4172,4482,1077,3739.0,3748,2643
YPL160W,-1,-1,-1,5.949511493394474,4.853028883561209,194,4456,3901,2825,1900,3608.0,3907,2090
YCR047C,-1,-1,-1,5.946610773216465,4.650502045799628,195,5286,5001,4856,4066,4727.0,5235,3297
YJR048W,-1,-1,1,5.941546343043892,6.65619314250469,196,863,4155,4078,4558,554.0,907,2107
YGR220C,-1,-1,1,5.937496070197957,6.036323349207583,197,881,83,127,5666,39.0,9,59
YBR155W,-1,-1,-1,5.937480204565796,4.522247000373617,198,4461,2827,3407,611,4665.0,1337,849
YER038C,-1,-1,-1,5.935162462160259,5.350100622673876,199,4555,4813,4700,3171,5035.0,4225,4061
YLR390W-A,0,0,1,5.933838436703483,6.221027495658216,200,2853,1339,1243,1756,5566.0,3300,2787
YPR041W,-1,-1,-1,5.930488053642347,4.825120105015949,201,3494,2244,1771,416,2335.0,3177,2873
YPR137W,-1,-1,-1,5.920429063325157,4.490688697430535,202,5316,3708,4290,850,3841.0,4158,2197
YLR068W,-1,-1,-1,5.9168771543724095,4.854642835890471,203,4194,5020,5026,1162,4000.0,3641,3041
YGR280C,-1,-1,-1,5.911915577858865,4.107003082545339,204,4533,3860,4114,1319,4808.0,5708,5385
YFL044C,-1,-1,-1,5.898173364336619,5.69621183076668,205,1865,4535,4337,2172,1742.0,2065,1945
YDR122W,-1,-1,-1,5.893670341033421,5.343401754405987,206,1592,1949,1785,321,2857.0,4724,3185
YMR152W,0,0,1,5.888639532163471,5.247750089279315,207,869,834,718,92,173.0,415,876
YOL109W,0,0,1,5.883478358120261,5.921558548893936,208,2335,1125,1663,3548,4315.0,1867,1527
YBL018C,-1,-1,-1,5.878748553331027,4.604700805075792,209,4473,4360,4706,447,4423.0,4422,3699
YHR059W,0,-1,1,5.876086884986855,5.906530875107096,210,683,162,139,5250,276.0,80,85
YKR066C,-1,-1,1,5.874074077088675,5.761891667099365,211,890,98,177,702,2359.0,2170,1070
YIL047C,-1,-1,1,5.87400619917644,3.8451906693773523,212,4364,769,1256,2642,4215.0,3952,4047
YGR189C,0,0,-1,5.873829621754721,5.251180530726882,213,5294,3716,3041,1148,4252.0,1869,1540
YLR301W,0,0,-1,5.856375309164653,5.551219854026877,214,2901,4525,4120,1340,1280.0,1919,2024
YML131W,-1,0,-1,5.8552567013009575,5.98756254709046,215,1374,1393,1808,775,3769.0,4479,3011
YJR007W,-1,-1,-1,5.853291167827423,4.760417841653562,216,3166,3363,2620,903,1105.0,2961,3864
YOL026C,1,1,1,5.851363264515014,5.548965268593437,217,2040,812,720,6090,659.0,498,798
YDL222C,-1,-1,1,5.845486818762597,5.584438930633177,218,2109,722,665,2144,5358.0,5665,4967
YER158C,0,-1,-1,5.844752980920369,5.4312521947101615,219,508,2208,1739,5486,4321.0,4474,3145
YGL125W,0,0,1,5.844382016200148,5.683036618327772,220,2427,4486,4550,5074,3880.0,4250,3026
YPL250C,0,1,-1,5.841034612969724,6.236490683107435,221,35,736,698,6024,4393.0,4151,4128
YLR069C,-1,-1,1,5.839330465493801,6.507874242683781,222,813,161,187,5799,53.0,22,102
YJR004C,-1,-1,-1,5.833913255772905,4.525731247373478,223,3965,1725,1774,3186,3789.0,3086,1788
YML004C,0,0,-1,5.8324671612528265,5.3896154811095895,224,1215,3813,4059,290,1005.0,2388,2736
YJR041C,-1,-1,-1,5.832063440523461,3.921955296326386,225,5748,4495,4520,766,4243.0,5325,4636
YDR453C,-1,-1,-1,5.825853267115747,5.739347064304218,226,3323,2847,2004,989,3421.0,5489,4978
YML129C,-1,1,1,5.824951863217497,5.6916216175408305,227,660,200,263,4568,306.0,220,221
YPL135W,-1,-1,1,5.824338864066644,5.198630678205407,228,976,135,248,509,2260.0,519,145
YLR304C,1,1,1,5.82304208957685,5.017387235480513,229,313,537,752,54,405.0,732,1084
YLR017W,0,0,-1,5.821270310950136,4.7188563082154715,230,4699,4664,4709,1929,3722.0,4275,3588
YHR147C,-1,-1,1,5.815164188781898,4.846957898783381,231,73,521,422,5211,20.0,116,988
YLR216C,-1,-1,-1,5.813448231912659,6.246067585426422,232,3005,1960,1147,1119,1925.0,1029,1031
YOL064C,-1,-1,-1,5.812882930397274,6.217022736802583,233,1825,4359,4489,3360,2155.0,4857,4840
YPR140W,1,1,1,5.812709482844005,5.886053435722571,234,1718,209,287,1587,97.0,358,343
YKL033W-A,0,0,-1,5.810148334788704,6.046133532179626,235,1383,1608,1468,5754,5582.0,4166,3280
YIL157C,1,1,1,5.807793253463899,4.475257479345617,236,254,34,113,5775,79.0,169,149
YNL186W,-1,-1,-1,5.8036229745178165,4.416976043099658,237,4588,4951,4816,612,3813.0,4816,3835
YFL038C,0,-1,1,5.801973298638168,5.67364005383614,238,1920,882,952,175,1173.0,716,1001
YGR177C,-1,-1,-1,5.80076350387699,5.430755797038457,239,5058,2442,1232,2763,5132.0,4458,4186
YJR046W,-1,-1,-1,5.799458212124374,5.17273065788041,240,3878,4437,4295,4085,3959.0,1541,1251
YDR244W,-1,-1,-1,5.798417364587327,5.065786110956094,241,1925,1208,1169,163,2722.0,3762,1807
YPL059W,-1,-1,1,5.783243777866135,5.615450696379456,242,1431,129,156,4341,91.0,253,480
YHR091C,-1,-1,1,5.772467668898805,5.870401131030979,243,1339,1127,1041,5121,105.0,155,1686
YDL217C,1,1,1,5.76808029306149,5.420143770066023,244,1138,684,786,25,3058.0,235,152
YNL070W,1,1,1,5.763716100218766,4.552461078266539,245,481,47,176,718,739.0,215,168
YDR361C,-1,-1,-1,5.763696268513174,3.6821592553153972,246,5421,5125,5125,1350,4903.0,5354,5110
YAL008W,0,1,1,5.762507653521921,5.878597333577564,247,1980,229,198,5427,1294.0,908,879
YMR217W,0,0,-1,5.762481793493568,3.554993007413533,248,831,535,982,86,4988.0,5029,4104
YDR512C,-1,1,-1,5.758233659995531,5.050816262766945,249,1243,906,1065,315,210.0,443,1432
YOR228C,0,1,1,5.7575236225199555,5.561392921085041,250,756,116,211,4545,1537.0,1162,547
YLR286C,0,0,-1,5.754249631287808,5.209947835696514,251,5070,1493,2945,3347,3116.0,1465,1079
YDR262W,0,0,-1,5.754037207293653,4.864727044492223,252,1931,1121,2321,4986,2183.0,3863,4540
YML012W,0,0,-1,5.749528085578702,5.483330920644586,253,3583,844,717,429,1687.0,985,1564
YLR002C,-1,-1,-1,5.741614220385066,3.692507372887188,254,4782,5171,5197,2185,4494.0,5545,5219
YPR125W,1,1,1,5.739201513793833,5.869690717808803,255,2796,174,227,45,583.0,93,50
YMR197C,0,-1,-1,5.739160100901555,4.625046653594439,256,1066,952,1043,200,785.0,1609,1759
YOR130C,0,-1,1,5.738102476575418,5.473188316683946,257,1870,156,213,5683,1923.0,897,667
YDR092W,-1,-1,-1,5.735420830235509,5.489299239947712,258,2839,2248,2222,2200,1860.0,2925,2593
YBR222C,0,-1,-1,5.728794770326443,5.405731028020241,259,2610,2426,1622,4606,2717.0,2762,2350
YER067W,0,0,-1,5.726983794819808,5.9096843506808,260,91,4650,4448,5948,4371.0,5286,5353
