Term,Name,2007 Genes,2022 Genes,KS Stat 2007,KS P-value 2007,BM Stat 2007,BM P-value 2007,Energy Distance 2007,KS Stat 2022,KS P-value 2022,BM Stat 2022,BM P-value 2022,Energy Distance 2022
GO:0006865,amino acid transport,37,58,0.114,5.496276754055438e-57,-15.407854969104868,2.9347690483915835e-53,0.0859544718422606,0.1396,2.4673704808047323e-85,-20.133670979803668,2.8694730623756435e-89,0.10227271759800895
GO:0006869,lipid transport,34,78,0.0551,1.2876163329333524e-13,-2.9532041055299123,0.0031486696103768647,0.03781628385852056,0.0921,2.5821625254981556e-37,-10.57392084908533,4.6231018006632873e-26,0.05836507552328871
GO:0006873,cell ion homeostasis,110,167,0.0859,1.6494790145430137e-32,-11.039785099688071,2.968269104982143e-28,0.05943643678873482,0.0854,3.8923770601823655e-32,-10.851926056317865,2.328201338687409e-27,0.05582077453083577
GO:0006887,exocytosis,45,55,0.2336,1.3163733614219243e-239,-36.688597266936085,4.916742880168368e-285,0.1823366697505502,0.2662,6.660908712163e-312,-42.80504087493187,0.0,0.20392239773465914
GO:0006897,endocytosis,84,140,0.199,1.4836950838358545e-173,-32.62854163697571,1.6096007217363998e-227,0.17390458439283138,0.2122,1.8136507629000206e-197,-35.49281491628427,1.2547456107549218e-267,0.18076349996851138
GO:0006970,response to osmotic stress,73,69,0.1192,2.8172893466208245e-62,-17.286746051427674,1.8066321126051036e-66,0.09338951728052808,0.147,1.3126061198100872e-94,-18.102072148476765,1.1857496016372072e-72,0.10085041236756491
GO:0006979,response to oxidative stress,67,130,0.1409,6.282785718994356e-87,-14.34309393610842,2.1454722751831218e-46,0.1402510224287569,0.1021,8.947082709586518e-46,-12.700622697829003,8.227252403906338e-37,0.08939746070818229
GO:0006997,nuclear organization and biogenesis,56,105,0.2945,1e-323,-52.77128227966774,0.0,0.25930190424845145,0.2249,5.699123395039371e-222,-33.52151269327509,1.0020475127338727e-239,0.1707264202656479
GO:0007005,mitochondrion organization and biogenesis,106,292,0.1124,2.0890530595774075e-55,-17.352337421709628,5.8604833829118914e-67,0.09128054823514582,0.14,8.004648560025658e-86,-24.568720477807297,2.412719778663352e-131,0.12414191349671153
GO:0007010,cytoskeleton organization and biogenesis,227,282,0.1384,7.086104486856234e-84,-22.049152549502647,1.8462133990814512e-106,0.11116455433620834,0.1498,3.036026832281386e-98,-23.6642791229515,4.061640127056081e-122,0.11776825299168502
GO:0007031,peroxisome organization and biogenesis,40,53,0.3445,0.0,-52.952475388785345,0.0,0.26279571349733927,0.284,1e-323,-47.35515924590579,0.0,0.23644315064963242
GO:0007033,vacuole organization and biogenesis,69,115,0.0927,8.49345944768089e-38,-13.90516204772345,9.44576016204285e-44,0.07692987554812118,0.1502,9.061844307365734e-99,-22.640049907267567,4.512449778625558e-112,0.11833167556939435
GO:0007059,chromosome segregation,117,224,0.2315,2.7542298911981596e-235,-35.231381133100314,2.2304995140964863e-263,0.1735143339156064,0.2053,9.026608635853655e-185,-32.595392824121326,7.849668457469239e-227,0.15516706294699395
GO:0007114,cell budding,82,61,0.1735,8.153402218979191e-132,-27.91610846738505,3.1123919553853063e-168,0.13949999807076643,0.2112,1.3350372808238553e-195,-30.00784868793789,2.024592681463712e-193,0.1415163280021287
GO:0007124,pseudohyphal growth,65,77,0.0715,1.2049450982809622e-22,-8.14253977010402,4.097171006823736e-16,0.044551752100579774,0.1126,1.329523599881888e-55,-15.366065357566255,5.5653471689995985e-53,0.07910597706370388
GO:0008033,tRNA processing,31,136,0.2103,6.280096238657871e-194,-31.79726492935287,2.792977220893976e-216,0.18396835568336048,0.281,1e-323,-53.36385674953085,0.0,0.2842485765290937
GO:0008135,"translation factor activity, nucleic acid binding",45,57,0.4375,0.0,-65.00891474246065,0.0,0.5150654885141359,0.3714,0.0,-50.14397835922768,0.0,0.4338150044974136
GO:0008213,protein amino acid alkylation,22,60,0.3906,0.0,-64.83622176693956,0.0,0.3101791628782606,0.185,6.480804597446879e-150,-29.337674094300098,3.1014714199519585e-185,0.14189245713181836
GO:0008380,RNA splicing,121,146,0.2464,8.06396603809519e-267,-38.94221936386263,0.0,0.1921980414716506,0.2437,5.922420448195274e-261,-38.206155644171815,3.248995750283218e-308,0.1849660495163602
GO:0008643,carbohydrate transport,33,48,0.1727,1.3376216259387205e-130,-19.212151698929624,1.672153194849137e-81,0.12276607771271594,0.1887,5.440032109633747e-156,-23.277662306669903,2.806287743808099e-118,0.11688818786168015
GO:0009408,response to heat,22,59,0.3293,1e-323,-51.269268996290776,0.0,0.2599255021004663,0.1639,1.2985978514418983e-117,-21.399729160840042,2.116102714257301e-100,0.14394379536394175
GO:0009451,RNA modification,65,116,0.5131,0.0,-101.09329008291044,0.0,0.6032337606022394,0.3214,1e-323,-59.48161381360912,0.0,0.3497469274344891
GO:0015931,"nucleobase, nucleoside, nucleotide and nucleic acid transport",87,185,0.2373,2.560097728190041e-247,-40.07684265498372,0.0,0.20656807314153394,0.1565,3.158007085297466e-107,-19.637708435782873,5.293267235285034e-85,0.13259873964762023
GO:0016050,vesicle organization and biogenesis,15,101,0.2065,6.003481753275145e-187,-26.74756658278386,7.197799723815501e-155,0.13834354684625658,0.2199,3.785966318026953e-212,-33.473617043003934,4.727455848413185e-239,0.16392065490574026
GO:0016197,endosome transport,46,114,0.4016,0.0,-71.97958087182182,0.0,0.3385454611716193,0.2603,4.353459402528541e-298,-42.14135772829365,0.0,0.22122585769809133
GO:0016570,histone modification,88,139,0.2495,1.2258398361829145e-273,-37.693896415747474,2.989375104746168e-300,0.1883821149463147,0.2247,1.4226246338039502e-221,-33.2044396062425,2.4898394611989585e-235,0.1624380354961553
GO:0018193,peptidyl-amino acid modification,27,229,0.4226,0.0,-67.99812190712683,0.0,0.38460475000332933,0.1271,9.051721886200864e-71,-18.34407339232678,1.5065936999604432e-74,0.09261815680938708
GO:0032196,transposition,109,120,0.4179,0.0,16.882896634578483,3.437534245288826e-63,0.25867729483769764,0.3551,0.0,9.401784116016469,6.351499275031415e-21,0.22767598349988796
GO:0032200,telomere organization and biogenesis,274,137,0.0365,3.266975253091891e-06,-4.0586821687021795,4.9538083507800724e-05,0.02293459205906767,0.2,2.600432412128435e-175,-31.85344441038541,3.843282902362365e-217,0.15275576746909936
GO:0032787,monocarboxylic acid metabolic process,124,168,0.0729,1.5904175358170338e-23,-4.916640453490147,8.876644899606431e-07,0.06592483110106051,0.0652,6.711508192196644e-19,-6.627340629471971,3.5069812167784846e-11,0.060182736329726406
GO:0042221,response to chemical stimulus,371,525,0.0219,0.016521429620682752,-0.45603797873856144,0.6483676224280368,0.013067056088742982,0.0733,8.85308569110259e-24,-9.582544787250155,1.0541945373607544e-21,0.050250836713820815
GO:0042255,ribosome assembly,62,80,0.7209,0.0,-145.4913604660374,0.0,0.8805945400346069,0.6727,0.0,-135.48186808359014,0.0,0.8292822532305544
GO:0042273,ribosomal large subunit biogenesis and assembly,64,129,0.7852,0.0,-192.52828656623288,0.0,1.0245048902156129,0.7615,0.0,-215.91036552065466,0.0,0.9559531792143013
GO:0042274,ribosomal small subunit biogenesis and assembly,22,145,0.7182,0.0,-143.59914774473833,0.0,0.8328021508969211,0.6799,0.0,-153.3123735171651,0.0,0.8322899512688303
GO:0042594,response to starvation,19,90,0.1522,2.043816389242168e-101,-20.898702490606976,6.352761816828409e-96,0.14401541974679155,0.1354,2.754628655699542e-80,-17.351046181654176,6.067309511821317e-67,0.0966554804969815
GO:0043543,protein amino acid acylation,62,86,0.1449,6.299836157817571e-92,-18.23491626544972,1.0797091459177601e-73,0.09651117775150497,0.2186,1.2433606744916355e-209,-31.482893582386964,2.3477081326151558e-212,0.1560984697728938
GO:0045333,cellular respiration,80,107,0.3438,0.0,-60.587237581598764,0.0,0.34724979431826664,0.2672,2.8166773e-314,-43.20688030844806,0.0,0.28113516864702753
GO:0048193,Golgi vesicle transport,161,210,0.2601,1.2631663741422188e-297,-42.16921154424554,0.0,0.20626231112386847,0.2567,8.111959343525273e-290,-40.03018748384078,0.0,0.19593220566665234
GO:0048284,organelle fusion,22,113,0.1655,6.362770976285925e-120,-22.110139970908694,5.4132519578103886e-107,0.11440765168399115,0.1665,2.2304644193399226e-121,-23.88806187807911,2.427686396853077e-124,0.11840168932090869
GO:0048308,organelle inheritance,41,57,0.1875,5.244517616410592e-154,-29.30469615033322,7.211806047438755e-185,0.15202591291692058,0.1951,8.600710779767528e-167,-26.40350746125216,5.1956169764755994e-151,0.14500638058768628
GO:0051049,regulation of transport,10,102,0.4232,0.0,-48.2142241381547,0.0,0.2526121590324675,0.1974,9.175170802947736e-171,-28.530297979641393,1.602975695766543e-175,0.14325177352828483
GO:0051052,regulation of DNA metabolic process,31,126,0.1641,6.698783027828509e-118,-28.25936008433334,2.6417539813609935e-172,0.14971749256352054,0.1929,4.887284583896337e-163,-30.417392114237256,1.0983947474544315e-198,0.14948431867123732
GO:0051321,meiotic cell cycle,144,330,0.1249,2.3834330288381505e-68,-13.454907424704192,4.435784044822175e-41,0.08212459466323951,0.1168,8.338063235579694e-60,-15.832056982520426,4.155507156895842e-56,0.08235220361891953
GO:0051603,proteolysis involved in cellular protein catabolic process,148,270,0.3061,1e-323,-58.107553756579854,0.0,0.2923389324670079,0.2432,7.102259281319174e-260,-41.47057765282183,0.0,0.20837345114805952
GO:0051726,regulation of cell cycle,165,298,0.151,7.994166139352894e-100,-22.338783220354433,3.692112245701471e-109,0.11582589013249392,0.1759,1.7059325551163434e-135,-25.743719380366024,9.149807037053772e-144,0.1277573282691794
