Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,ST Diff,SPELL Diff,MEFIT Diff,bioPIXIE Diff
YGL091C,0,-1,3.7583228988561803,2.7884172586650493,74,2544,1122.0,2258,2336,-2470,-1048.0,-2184,-2262
YIR041W,0,-1,3.748241643081168,3.036496047255546,75,2413,4583.0,4136,4055,-2338,-4508.0,-4061,-3980
YDR337W,-1,-1,3.738338324659599,2.22982686102718,76,5156,49.0,126,119,-5080,27.0,-50,-43
YMR294W,0,-1,3.7367019751471675,3.01426811881606,77,1847,2057.0,942,927,-1770,-1980.0,-865,-850
YMR174C,0,-1,3.6934600262317114,2.605045477296691,78,151,4505.0,5451,4702,-73,-4427.0,-5373,-4624
YNL315C,1,1,3.6918658135893816,2.3889815396595298,79,5252,10.0,20,130,-5173,69.0,59,-51
YMR028W,0,-1,3.685692263510591,2.4504842268762825,80,893,609.0,1496,4525,-813,-529.0,-1416,-4445
YGL080W,0,-1,3.6844895892068297,2.625461541047968,81,5947,1465.0,593,351,-5866,-1384.0,-512,-270
YLR387C,0,-1,3.6769027998615167,2.6560048477724516,82,5289,960.0,2398,2339,-5207,-878.0,-2316,-2257
YER182W,0,-1,3.675931403313033,2.246929096068172,83,5756,298.0,349,639,-5673,-215.0,-266,-556
YGR230W,0,-1,3.6711403580415927,2.525214426996306,84,2134,1835.0,2046,4241,-2050,-1751.0,-1962,-4157
YGL108C,0,-1,3.667725769524089,2.6596053766945307,85,5284,3333.0,3196,4031,-5199,-3248.0,-3111,-3946
YNL320W,0,-1,3.6591586811456853,2.8151912477576806,86,4363,645.0,1282,1478,-4277,-559.0,-1196,-1392
YKL162C,0,-1,3.6583595672053493,2.5189326906064253,87,5187,2716.0,1433,930,-5100,-2629.0,-1346,-843
YHR198C,0,-1,3.656982186155583,2.48468796287254,88,5204,90.0,227,207,-5116,-2.0,-139,-119
YMR148W,0,-1,3.6495233327596486,2.450822551211452,89,5877,1440.0,2080,1428,-5788,-1351.0,-1991,-1339
YOR062C,0,-1,3.6317732829132123,2.5101400983702113,90,4887,2967.0,2235,2128,-4797,-2877.0,-2145,-2038
YER067W,0,-1,3.6299054417870718,2.7797948532101775,91,5948,4371.0,5286,5353,-5857,-4280.0,-5195,-5262
YJL055W,0,-1,3.629278600215912,2.4476277221856653,92,6052,959.0,1313,1889,-5960,-867.0,-1221,-1797
YER059W,0,-1,3.629041881328393,2.5410316728780726,93,573,1507.0,2248,2337,-480,-1414.0,-2155,-2244
YKL151C,0,-1,3.6059308809166897,2.523143034103999,94,5909,3435.0,4901,3458,-5815,-3341.0,-4807,-3364
YLR375W,0,-1,3.5990918035546464,3.0016708326482484,95,4974,2816.0,2757,3518,-4879,-2721.0,-2662,-3423
YLR241W,0,-1,3.595797253449163,2.603952045257286,96,4619,488.0,1203,1355,-4523,-392.0,-1107,-1259
YBR120C,-1,1,3.5900581515433188,2.2850000714115417,97,5174,316.0,221,235,-5077,-219.0,-124,-138
YNL157W,0,-1,3.583559544902005,2.327122833947322,98,4879,2278.0,4415,4802,-4781,-2180.0,-4317,-4704
YMR250W,-1,-1,3.573027137956933,2.338415523040932,99,131,3804.0,5090,3734,-32,-3705.0,-4991,-3635
YER057C,0,-1,3.5655302564853324,2.7626823180523745,100,4428,2391.0,1412,1150,-4328,-2291.0,-1312,-1050
YEL072W,0,-1,3.5606351401991474,3.100465744622675,101,4899,3238.0,5182,4223,-4798,-3137.0,-5081,-4122
YGR250C,0,-1,3.542315755597132,2.385774282917972,102,4890,3937.0,3443,1726,-4788,-3835.0,-3341,-1624
YHL030W,0,-1,3.530450144169216,2.4147132900318065,103,2242,1795.0,3833,4166,-2139,-1692.0,-3730,-4063
YKL137W,1,1,3.52751518759185,2.4453178258457795,104,4758,142.0,261,862,-4654,-38.0,-157,-758
YDR041W,-1,-1,3.519006294761589,2.2948606231142223,105,5791,190.0,212,260,-5686,-85.0,-107,-155
YKL204W,0,-1,3.5183916452402126,2.822945076125387,106,2347,993.0,3255,3472,-2241,-887.0,-3149,-3366
YOR163W,0,-1,3.506140536422323,2.566410508670771,107,572,455.0,1183,1930,-465,-348.0,-1076,-1823
YJL185C,0,1,3.500924042242016,2.7171399963354745,108,4914,2770.0,3100,2601,-4806,-2662.0,-2992,-2493
YDR542W,0,-1,3.4877099515256766,2.891352735269285,109,5251,4440.0,3129,3365,-5142,-4331.0,-3020,-3256
YCR003W,-1,-1,3.4856863964103653,2.012991317369722,110,4831,119.0,81,88,-4721,-9.0,29,22
YLR250W,0,-1,3.4614279452198278,2.3400142450816612,111,1610,147.0,952,1738,-1499,-36.0,-841,-1627
YKL150W,-1,-1,3.4563682447828934,2.226035269994341,112,5627,344.0,398,379,-5515,-232.0,-286,-267
YLR179C,0,-1,3.4523998811439482,2.677560267701175,113,4836,3367.0,2264,1134,-4723,-3254.0,-2151,-1021
YEL007W,0,-1,3.4451616614566234,2.765760007412819,114,5924,2230.0,2968,3523,-5810,-2116.0,-2854,-3409
YOL071W,-1,1,3.401524165790238,2.2179901250496767,115,4696,206.0,311,320,-4581,-91.0,-196,-205
YNL252C,-1,-1,3.3959873352355943,1.9671435239504134,116,5801,51.0,124,134,-5685,65.0,-8,-18
YBR255W,0,-1,3.3940759704498475,2.50727898085333,117,5296,2048.0,745,811,-5179,-1931.0,-628,-694
YMR124W,0,-1,3.393501606329294,2.4432253277356657,118,5076,1939.0,1367,1029,-4958,-1821.0,-1249,-911
YDR494W,-1,-1,3.3849084091534514,2.0661160291527882,119,4298,92.0,208,776,-4179,27.0,-89,-657
YEL012W,-1,-1,3.3831190780965152,2.18200834810434,120,617,2537.0,3206,2254,-497,-2417.0,-3086,-2134
YDL237W,0,-1,3.3805294740208964,2.1314188020555966,121,4394,128.0,1285,5125,-4273,-7.0,-1164,-5004
YGL261C,0,-1,3.3799517138632473,3.045563351904019,122,5913,4075.0,4455,3826,-5791,-3953.0,-4333,-3704
YHR199C,0,-1,3.3797908782245156,2.5822204813542795,123,4444,1161.0,1121,1038,-4321,-1038.0,-998,-915
YFL046W,0,1,3.3791682390038837,2.617131443547534,124,4994,1549.0,1078,1101,-4870,-1425.0,-954,-977
YER050C,-1,-1,3.3763325003806703,2.1993013655984672,125,4827,294.0,525,1589,-4702,-169.0,-400,-1464
YLR436C,0,-1,3.369672864720136,2.507830388219744,126,1658,2341.0,3549,2630,-1532,-2215.0,-3423,-2504
YDL234C,0,-1,3.3621975035813754,2.294787402592785,127,142,2908.0,3571,2151,-15,-2781.0,-3444,-2024
YEL011W,-1,-1,3.36167131337577,2.12025481233252,128,1013,3327.0,5547,5484,-885,-3199.0,-5419,-5356
YOR158W,-1,-1,3.357553022707294,1.942909539539076,129,5222,31.0,72,131,-5093,98.0,57,-2
YBR185C,1,1,3.3562589444800053,2.2330449414476017,130,16,19.0,36,82,114,111.0,94,48
YER024W,0,-1,3.3527539794495005,2.6292997822305204,131,1683,3448.0,3080,2357,-1552,-3317.0,-2949,-2226
YHL042W,0,-1,3.351462836929424,2.8333746350849505,132,5632,4965.0,5655,5253,-5500,-4833.0,-5523,-5121
YJL063C,1,-1,3.343099213556615,2.189701419688845,133,37,171.0,115,290,96,-38.0,18,-157
YMR073C,0,-1,3.339977855097034,2.802272002428784,134,1614,413.0,713,1185,-1480,-279.0,-579,-1051
YBL090W,-1,-1,3.3396932703783055,1.927647413966299,135,5820,150.0,39,75,-5685,-15.0,96,60
YDL133W,0,-1,3.3389433242023707,2.1753474372101547,136,4939,1899.0,1999,3069,-4803,-1763.0,-1863,-2933
YPR193C,0,-1,3.332267821102799,2.473920125003677,137,1636,5149.0,5082,4494,-1499,-5012.0,-4945,-4357
YNL295W,0,1,3.3295209563064003,2.236057725055489,138,5011,1481.0,2439,3348,-4873,-1343.0,-2301,-3210
YDL248W,0,-1,3.3287133341599366,2.543835790735786,139,5789,4515.0,4224,3421,-5650,-4376.0,-4085,-3282
YOL083W,0,-1,3.324886667781961,2.241239968036037,140,5133,3031.0,4763,3594,-4993,-2891.0,-4623,-3454
YGR066C,0,-1,3.3213594806140767,2.424467909013922,141,4496,5509.0,3357,2259,-4355,-5368.0,-3216,-2118
YPR040W,0,-1,3.315208683336923,2.71212199878756,142,3187,3071.0,4722,3431,-3045,-2929.0,-4580,-3289
YMR027W,0,-1,3.3142702310474332,2.2846136573305817,143,4408,123.0,947,2209,-4265,20.0,-804,-2066
YPR100W,-1,1,3.3122346307524664,2.233840481204448,144,5425,83.0,171,146,-5281,61.0,-27,-2
YJL166W,-1,-1,3.308844569735898,2.001467349547531,145,1993,1485.0,799,1163,-1848,-1340.0,-654,-1018
YOR276W,0,-1,3.293286183447449,2.2590280108225587,146,202,3488.0,4003,4051,-56,-3342.0,-3857,-3905
YDL089W,0,-1,3.2927418876283183,2.3095674552032937,147,5149,2204.0,3091,4030,-5002,-2057.0,-2944,-3883
YNL173C,-1,-1,3.282896653263869,2.0855137540813073,148,473,1424.0,1416,1457,-325,-1276.0,-1268,-1309
YLR457C,0,-1,3.2756089513931803,2.7564674690864317,149,2924,4651.0,3034,3093,-2775,-4502.0,-2885,-2944
YEL050C,-1,-1,3.2743168683822996,2.0714979810663077,150,5889,24.0,68,746,-5739,126.0,82,-596
YGL082W,0,-1,3.264905456721247,2.159264605339938,151,5498,521.0,1517,2116,-5347,-370.0,-1366,-1965
YKL167C,-1,-1,3.256740594338514,2.0281545507470433,152,5688,52.0,184,129,-5536,100.0,-32,23
YLR303W,0,-1,3.256448360215761,2.9283190971063218,153,4010,4231.0,4821,4323,-3857,-4078.0,-4668,-4170
YOR187W,-1,-1,3.2553103836532125,2.1910651235670064,154,5508,21.0,79,252,-5354,133.0,75,-98
YLR046C,0,-1,3.2484085711756507,2.476848746488297,155,5768,1900.0,1054,941,-5613,-1745.0,-899,-786
YNR001C,-1,-1,3.247661287745762,2.1236281488430517,156,4752,986.0,198,170,-4596,-830.0,-42,-14
YPL173W,-1,-1,3.2462332874625743,2.0529299236178664,157,4628,124.0,245,1378,-4471,33.0,-88,-1221
YNL177C,-1,-1,3.245906234055222,2.239557119998338,158,4474,78.0,119,120,-4316,80.0,39,38
YPR155C,-1,-1,3.2457436076895205,1.5269974715934043,159,6097,202.0,280,215,-5938,-43.0,-121,-56
YER066W,0,-1,3.241483224143168,2.648422831126787,160,4561,2100.0,1167,1354,-4401,-1940.0,-1007,-1194
YGL114W,0,-1,3.2411359532507595,2.3426339872828543,161,2430,2684.0,5184,4694,-2269,-2523.0,-5023,-4533
YBL038W,-1,-1,3.2386987030863046,1.6795456641253013,162,4501,11.0,41,60,-4339,151.0,121,102
YDR171W,-1,-1,3.237635845597276,2.0036988036454284,163,83,4366.0,787,816,80,-4203.0,-624,-653
YPL087W,-1,-1,3.2371880135493365,2.132961293160115,164,5118,407.0,1239,1575,-4954,-243.0,-1075,-1411
YPR089W,0,-1,3.225576366136174,2.3758916712562597,165,5292,4040.0,1263,1300,-5127,-3875.0,-1098,-1135
YKL035W,-1,-1,3.2215823384927598,2.2367218568304437,166,1374,1410.0,2929,1851,-1208,-1244.0,-2763,-1685
YGR150C,0,1,3.2205785481248075,2.320355497142176,167,5879,1794.0,531,376,-5712,-1627.0,-364,-209
YBR282W,-1,-1,3.21947624895744,1.8874627441400265,168,4928,281.0,118,128,-4760,-113.0,50,40
YKL091C,-1,-1,3.2183574985177397,1.9384949966017861,169,4304,1869.0,3729,3261,-4135,-1700.0,-3560,-3092
YPR139C,0,-1,3.207214895702765,2.484328056013728,170,1262,765.0,1407,4134,-1092,-595.0,-1237,-3964
YLR270W,-1,-1,3.200106941118926,2.0144902415760306,171,125,1038.0,3505,3554,46,-867.0,-3334,-3383
YOR150W,-1,-1,3.1997686849382823,1.7284788589618472,172,4326,6.0,85,142,-4154,166.0,87,30
YDL045W-A,-1,-1,3.198409738297948,1.9842232949345888,173,4481,4101.0,506,182,-4308,-3928.0,-333,-9
YKR051W,0,-1,3.197481650256825,2.136692513837811,174,5692,1055.0,3027,4670,-5518,-881.0,-2853,-4496
YJL096W,-1,-1,3.190630070463626,2.260088622085166,175,5235,28.0,32,115,-5060,147.0,143,60
YBL095W,0,-1,3.1900198270906945,2.3003799133434604,176,4798,1940.0,1884,1539,-4622,-1764.0,-1708,-1363
YML100W,-1,-1,3.1859364406969735,2.134501942770319,177,670,3010.0,4813,4774,-493,-2833.0,-4636,-4597
YLR271W,0,-1,3.185708333409118,2.170770878138156,178,5165,3453.0,3604,2635,-4987,-3275.0,-3426,-2457
YDR063W,0,-1,3.1855552514825396,2.3741254520202753,179,5201,368.0,855,2105,-5022,-189.0,-676,-1926
YGL056C,0,-1,3.178071423483912,2.802695724126263,180,5003,2464.0,3021,2140,-4823,-2284.0,-2841,-1960
YLL056C,0,-1,3.1779627711205425,2.689843405961503,181,2646,4617.0,4354,3698,-2465,-4436.0,-4173,-3517
YPL118W,-1,-1,3.177862839070623,1.6604352940884957,182,5944,1.0,31,137,-5762,181.0,151,45
YDR066C,0,-1,3.1736860981735284,2.147072511340278,183,5716,2122.0,1174,1868,-5533,-1939.0,-991,-1685
YFL042C,0,-1,3.169076682207827,2.328264151585212,184,5725,3733.0,3730,2816,-5541,-3549.0,-3546,-2632
YMR158W,-1,-1,3.1681941151618958,1.9096523058876025,185,5344,76.0,250,884,-5159,109.0,-65,-699
YER141W,-1,-1,3.1677480673718597,1.9191876381008226,186,104,381.0,361,239,82,-195.0,-175,-53
YJL048C,-1,-1,3.1629867983792357,1.8199526759526894,187,616,3097.0,418,535,-429,-2910.0,-231,-348
YMR193W,-1,-1,3.162878310497471,1.9964915677057906,188,4472,15.0,125,783,-4284,173.0,63,-595
YBR071W,0,-1,3.1609038381340975,2.4892759928211476,189,5988,2926.0,4935,5243,-5799,-2737.0,-4746,-5054
YGR076C,-1,-1,3.1583718602171915,2.0738713383545067,190,4600,242.0,136,107,-4410,-52.0,54,83
YCR100C,0,-1,3.156202870214771,2.443443001065997,191,4257,5182.0,4382,4181,-4066,-4991.0,-4191,-3990
YCR015C,0,-1,3.1556501495624016,2.796338482796409,192,5283,3115.0,3105,3364,-5091,-2923.0,-2913,-3172
YCR104W,0,-1,3.15456426001996,2.7451649233995736,193,5780,4557.0,4546,3829,-5587,-4364.0,-4353,-3636
YMR219W,0,-1,3.1509915448859065,2.400377264728041,194,2387,3621.0,4610,4615,-2193,-3427.0,-4416,-4421
YDL110C,-1,-1,3.149675750000748,1.6280706760496093,195,5704,1368.0,2051,2717,-5509,-1173.0,-1856,-2522
YDR115W,-1,-1,3.1493914825116804,2.3677478853677916,196,5475,187.0,211,280,-5279,9.0,-15,-84
YOR374W,-1,-1,3.1464618753173395,1.9759705506231504,197,170,1648.0,1521,751,27,-1451.0,-1324,-554
YLR370C,1,-1,3.144853316024392,2.069610580467285,198,56,195.0,55,16,142,3.0,143,182
YMR002W,-1,1,3.134449304220919,1.8754976379135455,199,5961,209.0,529,2103,-5762,-10.0,-330,-1904
YER132C,0,-1,3.1322090261264477,2.56819578937607,200,2570,3833.0,893,864,-2370,-3633.0,-693,-664
YPR047W,-1,-1,3.1309323976496737,1.9157203873705169,201,4885,197.0,165,169,-4684,4.0,36,32
YGR086C,-1,-1,3.1280954576537994,1.9664235433104438,202,728,2828.0,2149,1597,-526,-2626.0,-1947,-1395
YLR243W,0,-1,3.1139636429662474,2.4526682375189446,203,5604,3060.0,4388,3825,-5401,-2857.0,-4185,-3622
YML009C,-1,-1,3.113834443563473,2.254452089184341,204,4841,287.0,138,104,-4637,-83.0,66,100
YGL129C,-1,-1,3.1116175497296505,2.107017752496628,205,4649,77.0,82,99,-4444,128.0,123,106
YLR392C,0,-1,3.107244099640918,2.052733341078733,206,4506,1790.0,2555,2134,-4300,-1584.0,-2349,-1928
YDR475C,0,-1,3.104820425661203,2.3245238540568693,207,4700,5302.0,1075,1186,-4493,-5095.0,-868,-979
YER010C,0,-1,3.1039149006326756,2.50696430801253,208,5172,1231.0,1217,4422,-4964,-1023.0,-1009,-4214
YLR021W,0,-1,3.1008949499287293,2.4580775303383504,209,4423,1339.0,1321,1688,-4214,-1130.0,-1112,-1479
YDR003W,-1,-1,3.1000143576881842,1.8154064740304843,210,351,2280.0,3855,1879,-141,-2070.0,-3645,-1669
YLR262C-A,0,-1,3.0991640488901537,2.742603336867965,211,101,5568.0,743,271,110,-5357.0,-532,-60
YDR525W-A,0,-1,3.095419446932163,2.3701481888803566,212,5046,5571.0,4937,4380,-4834,-5359.0,-4725,-4168
YNR058W,0,-1,3.0953450959822733,2.590739088333023,213,3381,4716.0,2506,1619,-3168,-4503.0,-2293,-1406
YJR104C,-1,-1,3.09401158901478,2.033486879404991,214,118,2368.0,2281,4126,96,-2154.0,-2067,-3912
YLL009C,1,1,3.0896858145555335,1.9817988947827714,215,6064,289.0,623,1042,-5849,-74.0,-408,-827
YDR375C,1,1,3.088375070494806,1.9790528813565003,216,4844,149.0,25,87,-4628,67.0,191,129
YHR008C,-1,-1,3.0877727107730455,2.0248430520207186,217,714,2851.0,1031,507,-497,-2634.0,-814,-290
YPL004C,-1,-1,3.0873151680309614,1.6796566352859124,218,5656,1159.0,2105,1965,-5438,-941.0,-1887,-1747
YJR111C,0,-1,3.0872872310528856,2.6527313864816895,219,4268,4184.0,3075,1498,-4049,-3965.0,-2856,-1279
YLR312W-A,-1,-1,3.0832643346515245,1.7485477726511527,220,5111,2376.0,231,89,-4891,-2156.0,-11,131
YIL113W,-1,-1,3.077171617817736,2.1666193500772737,221,2602,4489.0,1391,585,-2381,-4268.0,-1170,-364
YJL066C,-1,-1,3.074802935391129,1.4799469433765524,222,5570,383.0,404,281,-5348,-161.0,-182,-59
YER053C,-1,-1,3.0740256086438,1.6418635916362392,223,87,2941.0,2118,1368,136,-2718.0,-1895,-1145
YHR100C,0,-1,3.073612664965634,2.5298983228540233,224,4698,3077.0,2327,3767,-4474,-2853.0,-2103,-3543
YKL087C,-1,-1,3.0675764443899345,1.8491059371263572,225,5456,55.0,167,734,-5231,170.0,58,-509
YGL191W,-1,1,3.0660680642875726,1.7612656828027473,226,723,867.0,1005,1410,-497,-641.0,-779,-1184
YBR017C,0,-1,3.066029259633875,2.3994832326112867,227,3559,1527.0,1155,840,-3332,-1300.0,-928,-613
YPL052W,0,-1,3.0632321578478385,2.819929277152204,228,2963,3321.0,2254,1685,-2735,-3093.0,-2026,-1457
YPL014W,0,-1,3.063106928444551,2.7317884675161377,229,5891,3261.0,4938,4879,-5662,-3032.0,-4709,-4650
YFL007W,0,-1,3.0607580471181586,2.4905227591139774,230,1151,3396.0,2402,2131,-921,-3166.0,-2172,-1901
YNL137C,-1,-1,3.0578063644334943,2.1418943019219294,231,4502,7.0,17,111,-4271,224.0,214,120
YDL204W,-1,-1,3.055488158675457,2.001177834338952,232,4565,4597.0,5675,5078,-4333,-4365.0,-5443,-4846
YBR122C,-1,-1,3.0549636686633446,1.6373990965277423,233,5062,44.0,135,138,-4829,189.0,98,95
