,"Run 1, Fold 1","Run 1, Fold 2","Run 1, Fold 3","Run 1, Fold 4","Run 2, Fold 1","Run 2, Fold 2","Run 2, Fold 3","Run 2, Fold 4","Run 3, Fold 1","Run 3, Fold 2","Run 3, Fold 3","Run 3, Fold 4","Run 4, Fold 1","Run 4, Fold 2","Run 4, Fold 3","Run 4, Fold 4","Run 5, Fold 1","Run 5, Fold 2","Run 5, Fold 3","Run 5, Fold 4","Run 6, Fold 1","Run 6, Fold 2","Run 6, Fold 3","Run 6, Fold 4","Run 7, Fold 1","Run 7, Fold 2","Run 7, Fold 3","Run 7, Fold 4","Run 8, Fold 1","Run 8, Fold 2","Run 8, Fold 3","Run 8, Fold 4","Run 9, Fold 1","Run 9, Fold 2","Run 9, Fold 3","Run 9, Fold 4","Run 10, Fold 1","Run 10, Fold 2","Run 10, Fold 3","Run 10, Fold 4"
"Run 4, Fold 4",0.9165079424896508,0.8858484810072107,0.37068750873792267,0.5269117384061901,0.8114421073640998,0.6624096398144852,0.8114421073640998,0.6564631096739516,0.3830930440370701,0.5016643030061201,0.745029722847347,0.7601131482237097,1.0,1.0,1.0,0.0,0.7936523980613753,0.2389298304743832,0.2850617333988654,0.6795807792628649,0.8479607341497697,0.6853601966619958,0.18829342562207319,0.041536668889785466,0.9884846508541817,0.05069168956191239,0.5713106759107209,0.9825842639423511,0.6327740753102031,0.8661015229126825,0.8114421073640998,0.5713106759107209,0.33515416421223654,0.2641344742638835,0.9852087637695277,0.8323534208940024,0.14491516007544825,0.626644128588148,0.6910919631604654,0.9857952001035732
"Run 5, Fold 1",0.7797605600510767,0.798235904088485,0.6910919631607619,0.38309304403770505,0.9303892984572077,0.16447095135321954,0.7502039354756925,0.7241190619016802,0.7797605600510767,0.2492188436708147,0.5840458299242711,0.5713106759110729,0.280456407825755,0.7700507367652107,0.08539625069560364,0.7936523980615525,0.0,1.0,1.0,1.0,0.09273661690719848,0.798235904088485,0.9165079424897441,0.7241190619016802,0.25445102919987084,0.3077041621742038,0.8242516376146034,0.8442159265781606,0.9588125253853756,0.4764403139326878,0.33012788241797975,0.7295089080863071,0.3768656141925746,0.5463083960975595,0.9189509530523835,0.6086083317321449,0.9140088724027207,0.940550267915276,0.7553195602221625,0.039053919993175645
"Run 5, Fold 2",0.9573778270704082,0.02550208503068918,0.7131851041179648,0.501664303006995,0.8157752810066135,0.6086083317325073,0.5398539897674381,0.4448989447508961,0.7749364151229454,0.47644563657769456,0.3301278824185654,0.9818857065325935,0.5776898584178419,0.5333861064989616,0.6388775382701821,0.2389298304757348,1.0,0.0,1.0,1.0,0.4073698441901613,0.3532112788934131,0.7131851041179648,0.8363713407458535,0.9889567909921251,0.38934794443825504,0.2749614138203813,0.906159223928396,0.10954687214313708,0.9140129658838736,0.7700547381421691,0.5463083960979513,0.43203182513208094,0.6327790740554255,0.17611445580267115,0.5398539897674381,0.16773309743323617,0.4448989447508961,0.3593047220583202,0.9889567909921251
"Run 5, Fold 3",0.26951749324318275,0.5649203645220356,0.7601131482237097,0.9602757992580943,0.4073698441890592,0.3532062842606206,0.2151166553353091,0.9938162278276491,0.8729348134866559,0.5333861064981731,0.8157717820303151,0.2850617333988654,0.718674504169472,0.40104608234020933,0.6327740753102031,0.2850617333988654,1.0,1.0,0.0,1.0,0.6504748716674214,0.7651121091214903,0.6204791501637323,0.2389298304743832,0.4448936563639738,0.745029722847347,0.2440420429404604,0.9034334084281129,0.2440420429404604,0.3125457125177912,0.8695498777281137,0.6327740753102031,0.16364424084887974,0.9733199035855599,0.5333861064981731,0.8517236367362562,0.976214082027735,0.5960698453543343,0.745029722847347,0.5398486992653416
"Run 5, Fold 4",0.7936523980613753,0.3183612226736432,0.10055542862992917,0.9237122905223744,0.17189213604998999,0.6327740753102031,0.7398061659934545,0.8695498777281137,0.3532062842606206,0.9818857065325627,0.7700507367649907,0.37068750873792267,0.718674504169472,0.9602757992580943,0.9690433442347646,0.6795807792628649,1.0,1.0,1.0,0.0,0.9770960757281111,0.4073698441890592,0.25880431188534736,0.8695498777281137,0.7936523980613753,0.9690433442347646,0.5081586359263817,0.0803544732568019,0.9742912627947371,0.21035152038472027,0.19275717596926445,0.8363681004958468,0.7020489163000773,0.7398061659934545,0.46995529260004576,0.2389298304743832,0.9213807141063919,0.09002897370478424,0.4764403139321919,0.26951749324318275
"Run 6, Fold 1",0.6910919631604654,0.9366564692787025,0.5269117384061901,0.5585101219052745,0.6564631096739516,0.4137149169526576,0.9259898647294793,0.9006531729139613,0.26951749324318275,0.9366564692787025,0.8554220738176556,0.1311699240212979,0.4137149169526576,0.49516655496972206,0.036333048342731766,0.8479607341497697,0.09273661690638602,0.4073698441890592,0.6504748716674214,0.9770960757281111,0.0,1.0,1.0,1.0,0.4764403139321919,0.6624096398144852,0.4448936563639738,0.6023486080343564,0.9034334084281129,0.2338744105027445,0.8695498777281137,0.26951749324318275,0.16364424084887974,0.37687581473359344,0.4073698441890592,0.9903171423476155,0.4256304198223513,0.4073698441890592,0.9940883904692563,0.6910919631604654
"Run 6, Fold 2",0.0955073415973734,0.9034356408743369,0.7651121091218366,0.6266441285887383,0.8729375384653748,0.2018777325615141,0.05069312260681569,0.26952195182682115,0.7502039354758978,0.9034356408743369,0.8590620925090016,0.2389298304757348,0.8590620925090016,0.37687581473469556,0.45135076922706774,0.6853601966625862,0.798235904088685,0.3532112788934131,0.7651121091218366,0.4073698441901613,1.0,0.0,1.0,1.0,0.9863621469911763,0.16042866562518143,0.9495170756752374,0.18039983330189746,0.45135076922706774,0.5960698453550081,0.47644563657769456,0.9303892984572933,0.9948740675291086,0.9282159191505592,0.0692730836733545,0.29628433079047267,0.37068243220055075,0.7700547381421691,0.22483391360990412,0.5146584758884081
"Run 6, Fold 3",0.6327740753102031,0.43845873226204213,0.8978135844657931,0.6204791501637323,0.7651121091214903,0.8157717820303151,0.46995529260004576,0.8517236367362562,0.5398486992653416,0.3471524552408215,0.4764403139321919,0.9602757992580943,0.8554220738176556,0.7345255947021108,0.8157717820303151,0.18829342562207319,0.9165079424896508,0.7131851041175009,0.6204791501637323,0.25880431188534736,1.0,1.0,0.0,1.0,0.29627967124442633,0.8729348134866559,0.9282141376913353,0.8363681004958468,0.4764403139321919,0.8070482576090703,0.9006531729139613,0.7700507367649907,0.30677385144144775,0.9460935562155259,0.5333861064981731,0.626644128588148,0.8795073912210608,0.4073698441890592,0.3830930440370701,0.4448936563639738
"Run 6, Fold 4",0.9928918250438019,0.043029375773841805,0.9006531729141505,0.5649203645227094,0.10648830120128039,0.8919477072209426,0.962945067543357,0.3532112788934131,0.8919477072209426,0.08035651473172789,0.5776898584178419,0.8323534208942889,0.6388775382701821,0.9989457733686977,0.5776898584178419,0.04153666889155183,0.7241190619019093,0.8363713407458535,0.2389298304757348,0.8695498777283472,1.0,1.0,1.0,0.0,0.38934794443825504,0.6388775382701821,0.45135076922706774,0.9189509530524482,0.45135076922706774,0.73980616599387,0.5398539897674381,0.6388775382701821,0.5269064271979766,0.19728663370636856,0.9857956644337055,0.5081639593060857,0.13116702357853216,0.9857956644337055,0.38934794443825504,0.7502039354758978
"Run 7, Fold 1",0.45781780869892585,0.2492188436708147,0.9629440197734919,0.9742912627947636,0.6967842453116615,0.45781780869892585,0.16042866562439817,0.8919477072208533,0.8626378458877629,0.1803998333011142,0.9894118059500709,0.7450297228475444,0.5840458299242711,0.5713106759110729,0.3077041621742038,0.9884846508541985,0.25445102919987084,0.9889567909921184,0.44489365636441236,0.7936523980615525,0.4764403139326878,0.9863621469911673,0.29627967124508237,0.38934794443780374,0.0,1.0,1.0,1.0,0.9712138521386817,0.03633304834359363,0.4200901434782768,0.9839137948091847,0.4073594338967652,0.48293925688855,0.06139173057882941,0.48293925688855,0.7131760977183821,0.8762620107952124,0.07378240286279203,0.521151452340747
"Run 7, Fold 2",0.9325124220878593,0.8403244435540483,0.24404204294114185,0.1564500137186695,0.859062092508915,0.6148372207920825,0.8762620107952124,0.018256511347731652,0.6449430952929371,0.6086083317321449,0.7295089080863071,0.9034334084282181,0.4894397553344735,0.815771782030452,0.8442159265781606,0.050691689562774256,0.3077041621742038,0.38934794443780374,0.7450297228475444,0.9690433442347816,0.6624096398148339,0.16042866562439817,0.8729348134867625,0.6388775382698748,1.0,0.0,1.0,1.0,0.7295089080863071,0.9825842639423625,0.8403244435540483,0.006861903546743764,0.6564533532664046,0.4513507692265899,0.8762620107952124,0.9495170756751946,0.34714252278878255,0.859062092508915,0.3360765584579104,0.521151452340747
"Run 7, Fold 3",0.6741917240306444,0.7502039354756925,0.6624096398148339,0.44489365636441236,0.4513507692265899,0.9588125253853756,0.9061592239283196,0.8919477072208533,0.4264834626715285,0.9495170756751946,0.032881105316374004,0.815771782030452,0.45781780869892585,0.7186745041696933,0.36543638014719027,0.5713106759110729,0.8242516376146034,0.27496141381979355,0.24404204294114185,0.5081586359268487,0.44489365636441236,0.9495170756751946,0.928214137691386,0.4513507692265899,1.0,1.0,0.0,1.0,0.18475162377621346,0.7450297228475444,0.668322834564046,0.6741917240306444,0.11836118406905605,0.8919477072208533,0.9928918250437936,0.06139173057882941,0.9733183098870635,0.7241190619016802,0.3077041621742038,0.4894397553344735
"Run 7, Fold 4",0.8027558659313947,0.4513507692265899,0.08035447325762557,0.9690433442347816,0.6086083317321449,0.18475162377621346,0.6388775382698748,0.7502039354756925,0.09833717520793905,0.5776898584175358,0.9511628893904723,0.19728287050225757,0.7024265945346482,0.6910919631607619,0.08539625069560364,0.9825842639423625,0.8442159265781606,0.9061592239283196,0.9034334084282181,0.08035447325762557,0.602348608034652,0.1803998333011142,0.8363681004960024,0.9189509530523835,1.0,1.0,1.0,0.0,0.20653389338166128,0.8554220738177939,0.5463083960975595,0.8442159265781606,0.9006486114117542,0.6086083317321449,0.33012788241797975,0.9495170756751946,0.6853507926148822,0.5146584758880163,0.8442159265781606,0.45781780869892585
"Run 8, Fold 1",0.6741917240306444,0.9061592239283196,0.5713106759110729,0.6910919631607619,0.668322834564046,0.08539625069560364,0.7502039354756925,0.8919477072208533,0.08539625069560364,0.8919477072208533,0.6741917240306444,0.9165079424897441,0.7553195602221625,0.35320628426120115,0.4894397553344735,0.632774075310471,0.9588125253853756,0.1095468721422923,0.24404204294114185,0.9742912627947636,0.9034334084282181,0.4513507692265899,0.4764403139326878,0.4513507692265899,0.9712138521386817,0.7295089080863071,0.18475162377621346,0.20653389338166128,0.0,1.0,1.0,1.0,0.048987975033814024,0.8403244435540483,0.8762620107952124,0.5146584758880163,0.1927497507106548,0.33012788241797975,0.6741917240306444,0.8949081899114419
"Run 8, Fold 2",0.29627967124442633,0.11836658737792571,0.25880431188534736,0.9443144332681633,0.9006531729139613,0.12165990348262257,0.8323534208940024,0.8695498777281137,0.7936523980613753,0.789013250878779,0.9034334084281129,0.16773650647364224,0.5398486992653416,0.3411346156437055,0.9787765023465047,0.8661015229126825,0.4764403139321919,0.9140129658837087,0.3125457125177912,0.21035152038472027,0.2338744105027445,0.5960698453543343,0.8070482576090703,0.7398061659934545,0.036333048342731766,0.9825842639423511,0.745029722847347,0.8554220738176556,1.0,0.0,1.0,1.0,0.6444461991757453,0.4073698441890592,0.8517236367362562,0.19275717596926445,0.9804157404598922,0.5333861064981731,0.32421912646846696,0.26951749324318275
"Run 8, Fold 3",0.9911126518631485,0.26952195182682115,0.8858484810073999,0.11836658737952388,0.8157752810066135,0.7749364151229454,0.8729375384653748,0.030520271212807204,0.5146584758884081,0.0692730836733545,0.9943501765114332,0.7651121091218366,0.2749614138203813,0.5960698453550081,0.6388775382701821,0.8114421073643672,0.3301278824185654,0.7700547381421691,0.8695498777283472,0.19275717597069997,0.8695498777283472,0.47644563657769456,0.9006531729141505,0.5398539897674381,0.4200901434788399,0.840324443554169,0.668322834564273,0.5463083960979513,1.0,1.0,0.0,1.0,0.7843075297790268,0.3830981668125527,0.6327790740554255,0.7700547381421691,0.11513265054152833,0.9282159191505592,0.38934794443825504,0.8200440295629522
"Run 8, Fold 4",0.521151452340747,0.5146584758880163,0.44489365636441236,0.9690433442347816,0.5776898584175358,0.9588125253853756,0.16042866562439817,0.7502039354756925,0.8442159265781606,0.9061592239283196,0.14570429401572482,0.7186745041696933,0.7553195602221625,0.8729348134867625,0.22978501168890864,0.5713106759110729,0.7295089080863071,0.5463083960975595,0.632774075310471,0.8363681004960024,0.2695174932438874,0.9303892984572077,0.7700507367652107,0.6388775382698748,0.9839137948091847,0.006861903546743764,0.6741917240306444,0.8442159265781606,1.0,1.0,1.0,0.0,0.9140088724027207,0.35930472205781416,0.09550734159651575,0.9832604644676474,0.9366532373223049,0.33012788241797975,0.7295089080863071,0.22978501168890864
"Run 9, Fold 1",0.19274975070995337,0.46346994670739894,0.9213807141063839,0.5204272833822665,0.46346994670739894,0.811435003713724,0.4320318251310845,0.9667398949060011,0.8517175687505731,0.5269064271971522,0.1034855635275993,0.7795471725795915,0.5333755033917982,0.5204272833822665,0.7890056394802272,0.33515416421226674,0.37686561419196474,0.4320318251310845,0.16364424084886486,0.7020489163000316,0.16364424084886486,0.9948740675291011,0.3067738514414007,0.5269064271971522,0.4073594338962109,0.6564533532661085,0.1183611840683112,0.9006486114116629,0.048987975032961595,0.6444461991758044,0.7843075297786553,0.9140088724026171,0.0,1.0,1.0,1.0,0.27404480013500687,0.9114593713294123,0.7890056394802272,0.17188521429742032
"Run 9, Fold 2",0.45135076922706774,0.7700547381421691,0.6564631096745419,0.9922378612442547,0.6327790740554255,0.9943501765114332,0.6624144827296383,0.02119668503032368,0.7241190619019093,0.3532112788934131,0.9995999977934653,0.007414363800713919,0.3593047220583202,0.5333861064989616,0.9495170756752374,0.2641344742651892,0.5463083960979513,0.6327790740554255,0.9733199035856098,0.73980616599387,0.37687581473469556,0.9282159191505592,0.946093556215612,0.19728663370636856,0.4829392568889417,0.45135076922706774,0.8919477072209426,0.6086083317325073,0.840324443554169,0.4073698441901613,0.3830981668125527,0.3593047220583202,1.0,0.0,1.0,1.0,0.8660986940748335,0.13830738324067204,0.45135076922706774,0.906159223928396
"Run 9, Fold 3",0.9863621469911763,0.5081639593060857,0.3471524552419236,0.5960698453550081,0.6023537347575996,0.052441424319499386,0.4448989447508961,0.3532112788934131,0.7749364151229454,0.6327790740554255,0.45135076922706774,0.4699552926009496,0.16042866562518143,0.5333861064989616,0.8200440295629522,0.9852087637695526,0.9189509530524482,0.17611445580267115,0.5333861064989616,0.4699552926009496,0.4073698441901613,0.0692730836733545,0.5333861064989616,0.9857956644337055,0.06139173057970071,0.8762620107953302,0.9928918250438019,0.3301278824185654,0.8762620107953302,0.8517236367364898,0.6327790740554255,0.0955073415973734,1.0,1.0,0.0,1.0,0.2587999393224941,0.9282159191505592,0.5146584758884081,0.668322834564273
"Run 9, Fold 4",0.6086083317325073,0.13830738324067204,0.7131851041179648,0.05748283861560177,0.9884850375374711,0.5463083960979513,0.8363713407458535,0.6023537347575996,0.6967842453119404,0.6624144827296383,0.4200901434788399,0.8858484810073999,0.7502039354758978,0.9366564692787971,0.24921884367147273,0.8323534208942889,0.6086083317325073,0.5398539897674381,0.8517236367364898,0.2389298304757348,0.990317142347636,0.29628433079047267,0.6266441285887383,0.5081639593060857,0.4829392568889417,0.9495170756752374,0.06139173057970071,0.9495170756752374,0.5146584758884081,0.19275717597069997,0.7700547381421691,0.9832604644676649,1.0,1.0,1.0,0.0,0.9667398949060564,0.5398539897674381,0.10954687214313708,0.798235904088685
"Run 10, Fold 1",0.7131760977181112,0.8978112550256374,0.908852804854575,0.4886671102604141,0.5897581786076155,0.7890056394802272,0.4320318251310845,0.3706824321994686,0.6853507926145861,0.14869338359060214,0.6853507926145861,0.9213807141063839,0.5016536478238998,0.2795259193492323,0.5649098800069865,0.14491516007546745,0.9140088724026171,0.16773309743168496,0.9762140820277336,0.9213807141063839,0.42563041982229843,0.3706824321994686,0.8795073912210501,0.13116702357696364,0.7131760977181112,0.34714252278822677,0.9733183098870474,0.6853507926145861,0.19274975070995337,0.9804157404598909,0.11513265053994526,0.936653237322274,0.27404480013500687,0.8660986940745985,0.25879993932118217,0.9667398949060011,0.0,1.0,1.0,1.0
